IUPAC,VGA(EY Lab) (1ug/ml),VGA(EY Lab) (10ug/ml),VGA(EY Lab) (100ug/ml)
GlcNAc(b1-3)Gal(b1-Sp8,25.560175000000008,9.370099999999997,19.94255
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.004875,10.5368,14.482999999999995
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,8.079574999999998,8.027899999999999,3.2145
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.403075000000001,3.753725,21.971675000000005
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,2.34175,4.011375000000001,33.14685000000001
GlcNAc(b1-4)(a1-MDPLys,2.4909999999999988,11.92815,44.976275
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,3.82645,9.121599999999997,46.84277500000002
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,10.262024999999998,6.781124999999998,9.93115
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,1.7501749999999987,4.017549999999999,45.66002499999999
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,11.174500000000002,13.257150000000005,37.48995
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,6.144075000000001,15.089225,10.180175
GlcNAc(b1-6)GalNAc(a1-Sp8,5.241175000000002,3.9955999999999983,83.23985
GlcNAc(b1-6)GalNAc(a1-Sp14,11.135524999999998,11.4742,77.28117499999998
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,8.840200000000003,11.737125,17.956525
Glc(a1-4)Glc(b1-Sp8,15.648674999999995,10.762475000000002,57.21294999999999
Glc(a1-4)Glc(a1-Sp8,17.143,10.533025,30.234175
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,13.258974999999998,24.1312,33.6631
Glc(b1-4)Glc(b1-Sp8,7.265725,16.323024999999998,72.77622500000003
Glc(b1-6)Glc(b1-Sp8,8.295550000000002,5.906125,28.79567500000001
G-ol(a1-Sp8,9.298224999999992,7.672875000000002,93.270075
GlcA(a1-Sp8,5.347524999999999,6.305575,15.635700000000005
GlcA(b1-Sp8,63.43295000000002,96.82685,118.714425
GlcA(b1-3)Gal(b1-Sp8,11.030199999999995,1.009199999999999,12.876650000000005
GlcA(b1-6)Gal(b1-Sp8,10.7077,10.760474999999992,77.88875
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,3.045875000000001,4.530425,34.746725000000026
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,2.3902,8.310749999999997,13.9438
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,29.364774999999995,32.57315,408.625925
