IUPAC,WFL (0.1ug/ml),WFL (1ug/ml),WFL (10ug/ml),WFL (100ug/ml)
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,28.8387223822849,16.608578869041356,12.972040423766543,7.852648967652034
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,14.893856431064675,6.84543008510057,14.1198701639451,17.800361989764873
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,11.908936017545814,1.5074165737004324,3.911086330761165,6.162205010316246
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,3.1523141440059548,3.1981132233188183,4.23145418532448,11.552015144409511
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,2.9236101900447213,6.348471012771501,3.1323449377689263,5.225261333496473
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,4.102622536053427,3.456973345283412,3.3431985752170728,6.527051461418095
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,11.702844493078024,6.0686728913741925,8.929206001422537,32.99306229481277
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,2.430525792909838,3.122368200981428,8.309034181489872,18.150593097081853
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,6.621969882897309,3.46118069883674,8.560401590852305,6.7023508805990435
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,1.5354777440588392,5.991929204076652,3.6017145213541477,7.601356081428277
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,6.051935894681416,5.426667344005893,8.139945161567939,8.787577856648932
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,6.392908993238772,3.0766239726633247,3.397157451458497,9.946863550888796
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.7988282026610953,8.210611333461516,3.4142619059615185,7.55850775721196
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.515362616063124,5.1751849506402525,12.816037394445805,4.9268221366989335
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.939061511274659,11.331726274013445,9.427506364887801,11.624529876192849
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,6.4152229633245454,3.1168855074684214,3.1526190777140566,6.822314161326292
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.228998979431033,12.685241192655086,36.91770880440264,14.640485492946176
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.4446293411489455,3.086281088273285,21.35231406700063,14.634489076607116
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,5.460683471874195,6.6175510356928875,10.193362927742088,6.028563368595097
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,5.894043421115935,13.807279805957437,5.968636365410442,5.934687147328551
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,3.2174311009199013,16.056941400424517,1.153276961531791,16.840474092569366
Fuc(a1-2)Gal(b1-Sp8,10.268980562313217,6.462008892687073,4.096040457462135,16.23134380563319
Fuc(a1-3)GlcNAc(b1-Sp8,4.634501793702682,6.853637870260342,5.405905007797807,4.789033445539924
Fuc(a1-4)GlcNAc(b1-Sp8,4.841708319040571,3.00050950715041,7.6923502221362785,3.1644796869575065
Fuc(b1-3)GlcNAc(b1-Sp8,9.859091473482733,4.874754189614759,6.1285786913987375,7.883353843542737
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,6.143448130054219,2.453886532285744,12.34309073081644,3.8988226559437162
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,17.498067699225146,3.4915806996974794,23.88196718814916,20.896643041626717
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,4.420280738727652,5.341628899190459,3.9749605929912453,5.6098427918406575
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,2.069880725227101,6.3546647698101735,13.348917929180596,15.433007786208329
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,3.372540682729664,13.953664664733546,38.13914551376324,48.11857029570297
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,3.0890162754508084,4.863502373804293,21.646706034002012,13.842555037365749
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,4.648549617891583,4.477610186248923,9.845891454603446,16.945362310378616
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,3.851675092194738,5.626400317772751,26.02857411141329,9.319034090862926
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,1.716610953788503,15.867339518935337,12.735918232966876,122.5233383791117
GalNAc(a1-3)GalNAc(b1-Sp8,17.951016116550793,270.0342271360859,1647.1161426349488,589.0317511672349
GalNAc(a1-3)Gal(b1-Sp8,73.32098782737205,148.49504744762234,2170.8011876217706,551.2316175036982
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.100637539019988,36.22846515107276,120.82252720922148,741.4084550948156
GalNAc(b1-3)GalNAc(a1-Sp8,2.8286245190905075,10.495542420475466,7.506815967006255,8.849849248810212
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,11.182005561617977,477.05953823377405,1572.0008266684815,2095.67158916355
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,19.526424861795192,159.26942130617078,699.5746429677115,476.47311971855765
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,19.424340283777994,2.803720514334478,7.635362311639176,12.303380657093134
GalNAc(b1-4)GlcNAc(b1-Sp0,56.3749277142142,613.7394298470682,226.96548487717467,788.9201827595638
GalNAc(b1-4)GlcNAc(b1-Sp8,47.340901302533986,559.8001962962624,419.8496359742504,1153.186853827744
Gal(a1-2)Gal(b1-Sp8,5.928877176652702,8.270208675521232,21.078426351445998,6.003270082768755
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,1.7176653205247228,11.168203802872684,133.67106337776517,6.982132847251379
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,9.032315076573667,10.318895560087796,16.922567724860812,5.460530625848812
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.6128395092196917,2.9053917440969395,3.065881091953808,3.5460486200605144
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,11.48752905618378,4.551860748089736,11.606744870979115,5.57235734339607
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,3.5001477478338905,4.008951988882715,4.8576427901469525,3.4681739790798662
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,6.254505248951885,4.196697897454617,15.149903651261287,6.746703767705133
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,7.331046076788765,7.389837765697798,3.3978754195330163,8.952993115340439
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,4.6599770578834505,12.551958746745472,3.4302156943842483,7.744344877554204
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,8.506181102537534,34.636568279529556,84.99474115689928,605.9328314153191
Gal(a1-3)GalNAc(a1-Sp8,6.452389401867582,19.765645758634697,21.993096547629065,90.26436440550613
Gal(a1-3)GalNAc(a1-Sp16,7.053791858284452,13.846741722513638,7.195038627878696,6.999509724914057
Gal(a1-3)GalNAc(b1-Sp8,3.376274902413409,10.341907351805727,17.34267025854631,3.0788498560068382
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,6.024946049274344,14.713796307859047,23.89995836905377,29.918165127714065
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,2.351992480678171,24.70873516390508,26.753225324497503,15.654995441578178
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,4.454661142743264,10.167361199896787,18.15827280681415,41.32253016402407
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,2.3703955455788406,4.907942101923473,25.125707514068136,8.770706308454674
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,6.7267088817638,6.1745673615646925,7.054074229124574,11.866976767589126
Gal(a1-3)Gal(b1-Sp8,4.328888746837921,10.20960008031657,4.970661234684981,7.441357760068604
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,11.471601456459046,5.456705344802852,7.930975777029791,14.907195994385456
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,10.191073102311977,21.842032708881145,11.058009074384351,13.987575044183727
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,4.724103126432215,10.313770752574763,10.66526499135554,12.979126119626345
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,4.398765594269982,13.203360172161984,34.064855764898425,8.312939483720541
Gal(a1-4)GlcNAc(b1-Sp8,9.61943364306514,9.142135096719288,50.19292771426237,33.009547990695154
Gal(a1-6)Glc(b1-Sp8,13.917901979225654,8.465247634495555,3.5434402392543167,2.4346060357204933
Gal(b1-2)Gal(b1-Sp8,0.7603967254006185,4.203617427882657,103.25345558687063,82.75638293677162
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.8211962954790601,2.1167280369712054,1.73132827115484,3.1645169341728394
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,26.22983236181974,37.03514831098523,774.6454527355004,1010.4587188615258
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,3.4613975379654485,10.033723936638218,5.051835007450267,4.060841135774703
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,9.364380261884213,11.853788244375794,3.3458813114036188,7.086117734933097
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,14.53297815759614,3.853906690943633,13.795550725626486,8.174335487926017
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,8.969242601013386,46.50486732339712,903.1478955899116,1694.5090228652653
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,4.745581223973882,8.556975126565844,43.34241324199654,14.198806200640016
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,5.5726705629647055,35.7251904105959,21.136427134925125,71.29682942886843
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,6.89347251148989,9.741925913758877,1.4518088565073994,2.097465233720615
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,5.944814883226672,6.078465653161713,8.350719139641033,6.6039702030293945
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,7.551211935565925,9.799417227740301,2.7879445742637565,5.147318504490143
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,5.895899046229789,8.135329388281301,1.263487637124586,11.75672943420774
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,6.12363381083215,34.013773657985496,131.88323496009735,1156.4713192747654
Gal(b1-3)GalNAc(a1-Sp8,13.290088492149579,9.29576664885689,34.23913455305937,22.53613719523497
Gal(b1-3)GalNAc(a1-Sp14,1.1022389879994492,3.6877965710118463,3.526873021530543,7.8982847396866225
Gal(b1-3)GalNAc(a1-Sp16,7.498165682963178,9.982734648715589,5.310194225575311,7.1182792588284025
Gal(b1-3)GalNAc(b1-Sp8,6.8924929101039565,4.8419937094653855,30.360273418770536,48.86629859859109
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,1.0556470085528875,6.8275239228190685,29.258553127290845,39.779243958657496
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,6.585300786030973,11.386179373696498,158.5902502354038,373.7240551545603
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,4.3734966151238766,10.977436863061435,41.233433069900926,21.749402825970435
Gal(b1-3)Gal(b1-Sp8,9.22579978696518,8.347270294882831,118.74824218902157,152.41600426195356
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,10.179456144116918,39.1349513397333,700.7494947916072,1727.0232368670804
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,23.006895804012032,39.11239494388684,610.8247133287283,2480.364551719795
Gal(b1-3)GlcNAc(b1-Sp0,17.616429776584514,86.85331121937206,699.8343128937915,2376.6319950993056
Gal(b1-3)GlcNAc(b1-Sp8,6.5406050568098895,10.945594308518878,471.7041486466144,498.54994366612686
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.09096466828949,7.844280501263325,8.791327858511101,6.371318942142202
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,5.624084237752249,0.6821188819895416,8.671455819526507,20.74066475780927
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,18.19378278284004,5.692243347676443,19.037897427740482,10.674587721937243
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.7652580216904985,9.834376315930427,24.36938596701129,4.65986845164825
Gal(b1-4)(6S)Glc(b1-Sp0,11.052447270627432,185.6557356634036,808.1793141590532,1591.3957620754854
Gal(b1-4)(6S)Glc(b1-Sp8,1.597926557553051,40.82308420199684,505.4398098071661,433.38849110413855
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,24.68817375254451,34.22368694481107,269.12133310672186,2367.6624486698042
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.500653540991089,60.44041982021129,430.45144938176804,1713.9979451334384
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,8.299623098420426,70.51721936583509,732.778418280922,1172.88765848787
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,15.6416836138516,15.94027126376777,108.50851949643769,286.5371184904518
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,34.73227505649467,57.60910924436367,906.5390745992433,2105.3175001938057
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,23.141150935130714,19.94786006275661,502.18201103116616,865.1344927711727
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.2308020299022,60.0871462097281,588.3877901553358,1307.240110401635
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,10.488924208381293,44.41583658226446,418.33217825626417,2659.6369484866127
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,20.02086417072211,204.37139598057502,725.4006062713452,1664.1381398999374
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,9.895247236257754,55.41262548026229,1656.5234266176017,1919.1352822813
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,14.712285022473564,36.69573284115163,436.0836731520302,1150.9622104040525
Gal(b1-4)GlcNAc(b1-Sp0,7.4143528597691315,13.815007215102352,247.29695875376984,799.9133377161577
Gal(b1-4)GlcNAc(b1-Sp8,20.607999825795808,46.302869525431284,832.4166318242534,1757.1068319786145
Gal(b1-4)GlcNAc(b1-Sp23,1.5298245182590788,16.86849882730104,1795.1041613530276,2340.4715413610347
Gal(b1-4)Glc(b1-Sp0,12.439071242493688,17.69529539988433,67.53168625415644,267.29311154436
Gal(b1-4)Glc(b1-Sp8,19.90774814963175,56.7326142236471,81.82355850034908,207.23860758447026
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,2.1064272714717687,5.6261092147830425,5.940116465398635,4.523081765326969
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,6.3760279542465375,3.681798115957293,2.1266907193650235,4.187320490381246
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,7.412712197918288,1.5550241356647776,4.630982768628415,6.82292220551429
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,8.116968715392872,6.580857650539683,4.865628905907228,5.158231096671285
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,2.004268430749737,11.988698616996205,7.843744497527901,4.1164398036005165
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,8.473760599639334,6.9479287496346736,5.579416034183153,4.210860463927364
GlcNAc(b1-3)GalNAc(a1-Sp8,5.513609106263036,12.56022522499099,7.986139837816935,4.485731738430942
GlcNAc(b1-3)GalNAc(a1-Sp14,1.9726595167860717,4.2633622673308,6.996295995918128,6.28896031119877
GlcNAc(b1-3)Gal(b1-Sp8,4.167574293978853,4.782387318327531,6.9745807333965715,8.418936269060366
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.78402990870845,5.672853196878385,3.3325827506605132,7.3495042884991015
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,4.683783145065533,4.454296231729543,7.004562738196676,3.875406118395849
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.069372141514823,4.771131291074124,39.161506707650226,24.39826020127596
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,1.7676721396608934,1.882392809475916,1.047436987364875,7.8777831625295045
GlcNAc(b1-4)(a1-MDPLys,7.558364722169294,3.0634606350498457,2.2160861001624705,1.8211502674591853
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,4.638928141553827,5.1649890303207115,4.999199723955828,7.153449889097799
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,2.5576770650664,3.6817982073981215,4.173059698730256,3.8561764975166763
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,11.946237657382625,3.5415470436660867,6.889053693360218,4.876808056762124
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,7.233604497759054,11.64138605160485,4.7071528843523485,3.4215815216309964
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,5.624839854312893,11.844131577001887,7.86740563464221,4.248962678505584
GlcNAc(b1-6)GalNAc(a1-Sp8,13.786266868397215,19.97864637398305,6.4868573736953845,6.257343567561235
