IUPAC,LTL (0.1ug/ml),LTL (1ug/ml),LTL (10ug/ml),LTL (100ug/ml)
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,15.008049999999995,8.814574999999998,6.863375,-2.8760000000000012
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,31.24417499999999,12.449325000000005,10.867425,26.24172500000001
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,6.3878,8.740950000000002,1.4832499999999982,24.354975000000003
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,30.1892,10.855149999999998,30.24455,33.25257499999999
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,52.29827500000002,21.306000000000004,20.55715,61.54635
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,19.808825,21.395675000000008,11.416175,72.549875
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,5.712249999999997,8.537600000000001,8.726299999999998,6.071074999999998
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,6.699475,12.228775000000002,4.726299999999998,2.2771000000000026
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,5.30045,9.529925,8.192574999999998,6.8459749999999975
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,13.98265,19.976625,20.8552,20.5773
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,19.42005,3.53625,13.3813,4.6159500000000016
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,12.421525,9.569875,27.034425,16.89305
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,13.694574999999995,5.555075000000004,25.21382500000001,21.49447500000001
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,11.60105,2.925,16.7299,23.27032500000001
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,20.213825000000007,16.0056,2.4955749999999988,13.160025
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.347599999999996,14.169875,46.57755,314.04532500000005
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,31.93125,20.010025,47.43635000000001,339.388475
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,22.319450000000003,32.873125,571.3987000000002,3719.054
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,1.1178249999999998,143.00217500000005,4763.486375,23149.78912500001
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,1.3079500000000015,0.37599999999999945,8.06885,23.1238
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.98395,16.03695,12.935850000000002,94.398825
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,3.3830000000000013,5.157975,24.88205,631.53615
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,7.906000000000002,9.438849999999997,14.392475000000005,537.8034749999998
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,12.074974999999995,3.4266750000000012,20.5486,71.290425
Fuc(a1-2)Gal(b1-Sp8,8.6811,6.134274999999999,17.175500000000003,129.67349999999996
Fuc(a1-3)GlcNAc(b1-Sp8,3.5153750000000024,9.583425,247.179125,636.168825
Fuc(a1-4)GlcNAc(b1-Sp8,-0.21039999999999992,11.650475000000005,17.794475000000006,121.972125
Fuc(b1-3)GlcNAc(b1-Sp8,4.683249999999999,17.457475000000002,191.444725,534.309325
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,11.324700000000002,4.99755,21.75105000000001,34.216725000000004
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,45.5347,13.150124999999996,28.727075,82.74600000000002
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,10.084325,8.33235,13.905375000000005,-0.8130999999999949
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,7.0328750000000015,14.590549999999993,5.433725000000003,1.1503500000000029
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,7.0070000000000014,7.4346999999999985,7.762375000000001,-0.6860499999999945
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,8.946024999999997,17.292149999999992,10.3646,16.477775000000005
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,8.807125000000003,8.89515,16.684224999999998,33.5925
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,11.57195,3.800799999999997,9.900250000000003,10.458875000000004
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,12.228675000000004,11.01145,8.936350000000004,3.8874750000000016
GalNAc(a1-3)GalNAc(b1-Sp8,24.2486,9.27535,12.88605,-0.9679249999999976
GalNAc(a1-3)Gal(b1-Sp8,7.459349999999999,17.131000000000004,9.514100000000004,-6.754074999999998
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,3.005799999999999,9.589099999999998,19.408874999999995,165.762275
GalNAc(b1-3)GalNAc(a1-Sp8,7.081450000000002,9.147024999999996,10.096574999999998,149.45205
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,13.435524999999998,20.450375,7.620750000000003,35.751850000000026
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,9.60515,21.297025,15.307649999999995,34.26690000000001
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,21.634350000000005,12.362325,23.00875,9.080025000000006
GalNAc(b1-4)GlcNAc(b1-Sp0,5.969375,2.0926500000000026,18.713975,19.08845
GalNAc(b1-4)GlcNAc(b1-Sp8,5.259874999999999,5.859300000000001,12.148649999999998,27.4551
Gal(a1-2)Gal(b1-Sp8,1.6038749999999995,10.276299999999996,14.439275,24.584275000000005
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,4.487349999999998,8.319899999999997,18.560425,21.08432500000001
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,10.2858,19.5638,20.735875,24.437925
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,33.68652500000001,19.1043,18.512425,44.996125
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,17.051025000000006,10.202474999999996,6.925725,33.73049999999999
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,9.669375000000006,8.575549999999998,9.489325000000008,5.421374999999998
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,4.9557,11.366625,7.147675000000001,38.00470000000001
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,9.861575,12.582699999999996,16.352599999999995,17.03785000000001
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,17.66435,30.586200000000005,26.43085,43.44615
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,25.691775,44.373649999999984,21.723625,40.491200000000006
Gal(a1-3)GalNAc(a1-Sp8,31.191025000000003,5.572000000000001,30.392675,106.78075000000004
Gal(a1-3)GalNAc(a1-Sp16,11.8931,5.8383,14.986075,14.839675000000005
Gal(a1-3)GalNAc(b1-Sp8,6.4183,2.3169000000000013,3.5985499999999995,8.570749999999997
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,9.116075,13.415225,3.5137,20.780874999999995
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,0.5769000000000021,6.3579250000000025,-2.988299999999999,9.549125
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,19.402125,6.8785250000000016,22.854575,6.653724999999998
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,15.223649999999996,12.170575,5.980274999999999,23.50957499999999
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,25.0363,7.3188999999999975,22.309975,10.164350000000002
Gal(a1-3)Gal(b1-Sp8,21.627475,14.038375000000002,9.592875,6.7709250000000045
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,11.2824,14.664300000000004,42.354225,529.340225
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,21.643674999999995,16.611375,28.767125,37.74285
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,1.5147749999999984,6.831524999999999,6.01065,13.439599999999995
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,3.7245500000000007,16.94545,23.221200000000003,41.54287500000001
Gal(a1-4)GlcNAc(b1-Sp8,5.151700000000001,-2.034324999999999,3.2480999999999987,-4.581899999999999
Gal(a1-6)Glc(b1-Sp8,7.538575000000002,4.715874999999999,11.432674999999998,18.98315
Gal(b1-2)Gal(b1-Sp8,17.878474999999995,2.6526499999999995,10.8763,14.731800000000005
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.11339999999999772,5.307524999999998,1.1267749999999983,4.197450000000001
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.29005,1.9966250000000016,15.674899999999996,25.807675
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,3.3155249999999987,15.500375000000007,8.970400000000003,13.215300000000004
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,1.9467,8.721374999999995,15.664350000000002,10.244174999999997
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,2.240775,8.419125000000001,12.841825000000002,8.643050000000002
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,5.173324999999998,18.475725000000004,10.30525,18.446875
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,16.45835,17.119475,33.75032499999999,30.09825
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,18.546175000000005,12.038125,20.34465,10.076400000000003
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,11.810224999999996,5.482225,5.660925,6.6710249999999975
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,-2.1888250000000005,8.545425000000002,2.111575,-4.933574999999999
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,5.9618499999999965,12.170799999999998,11.20855,25.5652
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,1.500674999999999,9.391525,13.274125,12.837875
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,3.5889000000000006,7.9875,11.198624999999998,7.345775
Gal(b1-3)GalNAc(a1-Sp8,7.588249999999999,14.032575000000005,14.10935,2.7686500000000045
Gal(b1-3)GalNAc(a1-Sp14,19.095075,5.796149999999999,23.409324999999995,34.651225000000004
Gal(b1-3)GalNAc(a1-Sp16,9.1558,6.318525000000001,22.011125,23.97345
Gal(b1-3)GalNAc(b1-Sp8,3.41,20.2909,24.915825,42.930625
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,23.648925,37.73595,18.1501,44.723650000000006
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,21.096875,13.561225,7.771024999999997,16.3091
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,44.394325,19.2087,32.8388,50.43570000000002
Gal(b1-3)Gal(b1-Sp8,8.925675000000002,8.859649999999998,9.528674999999998,22.505025
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.627475,6.241949999999999,7.915399999999997,20.7676
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,4.157599999999997,15.935375,4.422674999999998,21.343700000000013
Gal(b1-3)GlcNAc(b1-Sp0,5.061924999999999,1.2341250000000024,1.5134249999999998,7.195500000000003
Gal(b1-3)GlcNAc(b1-Sp8,14.573625000000002,7.91535,15.811575,20.26875
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.055775000000002,18.38235,42.172175,1362.6933749999996
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,23.192425,15.259475000000002,54.1045,2172.16705
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.21375,31.465150000000005,798.9143499999999,7962.280624999998
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,61.805075,329.39265,4980.650475,19966.1348
Gal(b1-4)(6S)Glc(b1-Sp0,16.441225000000006,11.926299999999998,15.561925,12.729225
Gal(b1-4)(6S)Glc(b1-Sp8,13.325699999999998,17.260650000000002,3.91,20.404225
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,4.083074999999999,9.17015,1.8945750000000008,-0.3596249999999994
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,3.1320500000000004,4.4597500000000005,1.1081499999999984,1.1914999999999996
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,24.780925,10.097775000000002,15.990475000000005,220.22685
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,17.773075,11.57975,13.132075000000002,24.945675
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.9513250000000015,9.648850000000003,11.6263,10.1053
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,13.073325000000002,5.135124999999997,18.021225,16.00225
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,1.3731500000000023,9.7694,9.636725,-7.434575000000002
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,4.746400000000001,6.832925,11.998625,31.12030000000001
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,56.84882500000001,27.31545000000001,15.038500000000004,53.8525
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,20.031900000000004,13.027175000000005,23.968000000000004,24.00875
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,13.180300000000004,13.520175000000002,9.984500000000002,16.59645
Gal(b1-4)GlcNAc(b1-Sp0,25.740499999999994,22.52200000000001,8.756575000000002,5.055500000000006
Gal(b1-4)GlcNAc(b1-Sp8,9.741,14.0127,8.784274999999997,7.153799999999999
Gal(b1-4)GlcNAc(b1-Sp23,-0.3977999999999993,11.719174999999998,6.253049999999999,2.841875
Gal(b1-4)Glc(b1-Sp0,7.247575000000001,4.781799999999999,7.0117499999999975,17.355324999999997
Gal(b1-4)Glc(b1-Sp8,5.5807,12.737724999999998,13.829925,20.092625
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,12.386775000000002,5.050375000000002,17.534799999999994,10.040300000000002
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,2.532425,4.145874999999998,2.6690249999999995,-3.551775000000003
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,8.3625,8.87095,19.38345,30.012275
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,14.981675000000005,9.368125,0.3032749999999993,19.073475
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,22.927725,4.9102250000000005,19.164425,27.080075000000008
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,8.504950000000003,12.245825,9.229375,6.518925000000008
GlcNAc(b1-3)GalNAc(a1-Sp8,8.411825000000002,14.265074999999998,8.331724999999999,211.9941
GlcNAc(b1-3)GalNAc(a1-Sp14,11.587825,15.477375,1.6685249999999998,8.97795
GlcNAc(b1-3)Gal(b1-Sp8,8.92265,6.222075000000004,8.5458,-0.5522749999999981
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.79625,9.842475,4.028299999999997,4.275749999999995
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,2.7841000000000005,6.3534500000000005,5.884125000000003,15.314900000000002
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.092574999999995,14.135350000000004,8.070399999999998,36.392125
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,15.0805,12.614874999999996,10.737750000000002,3.218924999999995
GlcNAc(b1-4)(a1-MDPLys,8.156825000000003,8.576475,7.4707500000000024,-1.9122749999999973
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,2.370075,15.850225000000005,5.403799999999999,23.366075
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,3.848500000000002,12.928050000000004,1.4306500000000018,23.52545
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,16.866825000000006,10.815574999999995,7.0427,20.7428
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,11.598925,8.64755,21.181375000000006,26.2665
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,10.08375,14.307724999999998,19.422075,29.57300000000001
GlcNAc(b1-6)GalNAc(a1-Sp8,20.124050000000008,2.334624999999999,-1.2082249999999988,1.3165750000000074
GlcNAc(b1-6)GalNAc(a1-Sp14,18.33895,4.9959500000000014,2.7325499999999945,30.502050000000004
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,21.617875000000005,8.83695,17.887825,7.508500000000005
Glc(a1-4)Glc(b1-Sp8,13.518225,10.592350000000003,13.1721,22.156400000000005
Glc(a1-4)Glc(a1-Sp8,8.600150000000003,10.711175000000004,6.357075000000001,30.395
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,12.0653,14.738274999999998,4.829649999999999,30.353774999999995
Glc(b1-4)Glc(b1-Sp8,0.017399999999998528,21.81415,6.887324999999999,16.099325
Glc(b1-6)Glc(b1-Sp8,16.305899999999998,11.852625,18.709925,15.413175000000004
G-ol(a1-Sp8,13.203850000000005,14.736800000000002,16.468249999999998,26.63965000000001
GlcA(a1-Sp8,12.427924999999995,9.242874999999998,25.55240000000001,29.79982500000001
GlcA(b1-Sp8,45.73152499999999,43.1628,26.091075,90.886025
GlcA(b1-3)Gal(b1-Sp8,29.93267500000001,25.812525,19.045525,54.71709999999999
GlcA(b1-6)Gal(b1-Sp8,14.446674999999995,14.15755,8.21265,31.58662500000001
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,10.48695,15.7569,20.5021,27.62180000000001
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,13.9675,21.88782499999999,6.645825000000002,1.214375
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,14.441875,7.497924999999999,-0.4110500000000004,10.891200000000005
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,7.526074999999999,5.203524999999998,-2.9231,10.170724999999996
Man(a1-2)Man(a1-3)Man(a1-Sp9,9.282975000000002,10.943675,6.926924999999999,8.857775
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,8.759800000000002,4.018600000000003,12.716949999999995,30.41725
