IUPAC,AAL (0.01 ug/ml),AAL (0.1ug/ml),AAL (1ug/ml),AAL (10ug/ml),AAL (100 ug/ml)
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,690.4860000000001,6666.1469000000025,29720.036850000004,32460.162974999992,29176.882325000013
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,572.288725,6732.568500000002,30996.612750000004,30687.058925,29864.158775000004
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,441.173525,5973.218500000001,33597.845225000005,37089.32567499999,34681.58025
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,489.9116,5695.61045,31375.7516,37707.8422,31828.636
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,535.6634000000001,7249.497524999999,32893.67260000001,37732.404575000015,36694.15304999999
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,723.3071500000003,7593.859649999998,27144.493175000003,34014.611374999986,32578.4128
Fuc(a1-2)Gal(b1-Sp8,691.1114000000001,7346.658800000001,29521.281724999993,37576.74935,35663.927599999995
Fuc(a1-3)GlcNAc(b1-Sp8,757.8349750000003,8140.294450000001,31117.463300000003,35766.10935,33263.125675
Fuc(a1-4)GlcNAc(b1-Sp8,688.1668500000003,7300.712125,31475.330875,39220.91039999999,35907.322725000005
Fuc(b1-3)GlcNAc(b1-Sp8,744.624775,8610.303425,29396.869625,35537.355599999995,33168.979925
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,6.1455249999999975,11.270100000000005,3.3026250000000026,-2.7888000000000046,9.3783
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.477899999999995,116.55365000000002,453.2266,3351.161575,1863.1934
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,103.46644999999998,4208.966425,17442.591525,27784.328875,25883.38447500001
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,-1.55565,7.876325000000002,9.065575,106.75337499999998,68.4912
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,-0.8319499999999955,-0.11404999999999887,213.565575,1397.6452250000002,1410.462175
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,-20.046600000000005,47.80205000000001,45.07957500000001,642.057875,409.479075
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,-9.598249999999991,28.64657500000001,44.801925,67.01717500000001,80.22355
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,1.7292500000000004,2638.76055,11387.82695,27102.464150000003,29296.331575
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,516.3050249999999,5792.888500000001,26816.50745,32026.151,28770.570250000004
GalNAc(a1-3)GalNAc(b1-Sp8,-32.59385,-11.825375,-7.432225000000002,-21.289800000000003,-50.753075
GalNAc(a1-3)Gal(b1-Sp8,-2.654600000000002,-3.385625,-0.8417250000000003,11.056575000000002,-24.689124999999994
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,453.05545,6344.7295749999985,31970.515374999995,37291.34892500001,34693.433875
GalNAc(b1-3)GalNAc(a1-Sp8,3.902375000000003,11.7206,9.289725,-1.1629999999999896,-23.07522499999999
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,9.457900000000002,1150.614375,7717.051175,28565.653,31476.65685
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,4.623100000000001,4.9157749999999965,20.674249999999994,19.188825,-6.4995250000000055
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,75.3287,4729.503325,21166.47495,33364.557425,34666.34615000001
GalNAc(b1-4)GlcNAc(b1-Sp0,-9.215875,0.18,7.209275000000002,0.7720750000000011,-7.590374999999994
GalNAc(b1-4)GlcNAc(b1-Sp8,-10.49125,-1.8683750000000003,-2.6941750000000013,4.539449999999999,-16.309975
Gal(a1-2)Gal(b1-Sp8,8.239024999999998,19.520325,28.28645,30.249800000000004,39.034875
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,11.335775000000002,17.765274999999995,11.026950000000005,20.163475000000005,48.86175000000001
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,11.461600000000004,16.342424999999995,33.077925,83.97597500000003,110.342125
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,-3.366425,80.52815,557.7049499999998,4037.590525,3239.94895
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,9.5879,485.896375,3342.3387,19253.136375,20873.872525
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,0.1188500000000019,30.306550000000005,500.14830000000006,5610.096250000001,3827.0301500000014
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,-9.830175,46.78472500000001,195.93415000000005,2333.05915,1095.0668749999998
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,536.586625,6494.551675000002,16469.25475,37849.5981,26591.62630000001
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,673.2147249999998,11056.938875,35416.11815000002,29442.2767,37969.20449999999
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,26.038425,-3.646625000000004,9.992750000000004,18.560399999999994,-48.94712500000001
Gal(a1-3)GalNAc(a1-Sp8,31.2017,21.98962500000001,11.858900000000002,37.4208,-43.949525
Gal(a1-3)GalNAc(a1-Sp16,-2.73655,9.1268,13.231375,28.70332499999999,46.61802499999999
Gal(a1-3)GalNAc(b1-Sp8,14.1317,5.5493000000000015,3.6194500000000014,1.840625,7.9993250000000025
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,47.72127500000001,1282.5350999999996,15013.97785,32695.428174999994,26823.225774999995
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,-5.1971500000000015,0.12204999999999976,6.950324999999999,37.4374,1.2409249999999972
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,-9.753374999999998,5.704475,22.6914,3.2835500000000053,5.465374999999997
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,20.118325000000006,4.990099999999998,-0.8323750000000043,3.8375999999999806,-23.3967
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,1.2636000000000038,19.15405,14.207124999999996,26.53400000000001,27.08020000000002
Gal(a1-3)Gal(b1-Sp8,-1.5508500000000045,6.53435,-1.1804750000000048,3.1275250000000017,-56.233225
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,673.4932750000003,8928.5641,31414.374974999984,35891.929374999985,34706.360475000016
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,17.028250000000003,27.37634999999999,6.243324999999999,13.804799999999993,19.573775000000012
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,3.659899999999997,-7.416899999999997,6.953600000000002,33.171525,13.585424999999995
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,4.429375,18.835700000000013,28.40405000000001,111.76625,25.61655
Gal(a1-4)GlcNAc(b1-Sp8,4.0683250000000015,19.668225,28.52975000000001,9.820924999999997,37.241725
Gal(a1-6)Glc(b1-Sp8,6.444950000000002,-2.0790500000000005,14.567824999999996,-1.5358499999999928,11.465
Gal(b1-2)Gal(b1-Sp8,2.9442999999999984,10.782950000000005,1.9754749999999959,-2.032875000000004,23.212575
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,369.4923,7173.339400000003,28612.239875,36757.1952,33540.732424999995
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,29.59144999999999,2878.4831500000005,18271.51525,41573.138525,35503.33325000002
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,237.445625,5748.080125,25607.53950000001,36818.16125000001,31345.623000000003
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,388.4051999999999,7130.927349999997,31128.3122,39034.075575,37561.17855
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,371.62855,7496.105325,26742.198975,33533.027175,31266.497799999986
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,-11.869075,-2.1910500000000006,-3.154774999999997,7.1889,-49.49340000000001
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,10.841499999999995,15.250449999999995,18.128724999999992,12.178425000000004,-16.14875
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,0.4608000000000043,31.301625,17.68044999999999,70.52185,-43.1871
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,-16.801800000000004,-4.8528,-8.036275000000002,-11.503574999999998,-6.778974999999999
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,0.9208749999999988,1.4831000000000003,-6.018374999999999,-6.7713,0.4898000000000007
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,-5.204324999999992,15.268199999999993,-1.8261499999999968,9.749499999999998,17.529375
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,-13.233474999999995,0.3553750000000022,-5.802174999999997,9.45195,-13.69635
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,3.2232750000000063,1.5040499999999977,4.752174999999999,-0.15662499999999824,-15.199674999999992
Gal(b1-3)GalNAc(a1-Sp8,-2.2701249999999966,-1.8399249999999967,-6.551674999999998,36.790650000000014,-43.873425
Gal(b1-3)GalNAc(a1-Sp14,-2.4843249999999983,22.40695,16.237125,5.507575000000003,2.960850000000008
Gal(b1-3)GalNAc(a1-Sp16,-10.439499999999992,-2.2394250000000024,-0.6910750000000051,3.9015749999999976,-124.15942499999998
Gal(b1-3)GalNAc(b1-Sp8,-5.033274999999996,-1.3332500000000032,6.458175000000002,11.415200000000004,9.0257
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,12.921975,37.233925,37.30037499999999,63.08525000000001,45.33005
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,18.37305,-1.943175,-5.534675,-11.61145,-0.36439999999999984
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,4.896349999999996,5.7635000000000005,15.151725,13.599950000000007,-2.9148499999999977
Gal(b1-3)Gal(b1-Sp8,10.546449999999997,-11.24045,-4.305325,8.808049999999994,10.788699999999993
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,15.270025,5.038449999999999,3.4892000000000043,6.501275,17.010225000000002
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,12.155224999999998,16.710274999999996,-3.462575000000001,40.266425,35.291775
Gal(b1-3)GlcNAc(b1-Sp0,-1.1156000000000006,2.7563750000000016,-0.8595000000000006,-3.996599999999997,11.03175
Gal(b1-3)GlcNAc(b1-Sp8,1.124925000000001,7.277925,-4.076925000000001,-10.593525,0.3886499999999984
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,17.07825,2187.69295,21756.5538,34308.32895000002,32505.896175
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,39.61745,2476.38725,18671.841200000006,34194.30015,34238.57165
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,283.06707499999993,5332.617675,32848.071675,38928.52605,36126.224549999984
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,689.7735,9116.29435,35856.8376,40369.688750000016,38777.484275
Gal(b1-4)(6S)Glc(b1-Sp0,-4.119050000000001,-10.09215,-5.028625000000002,0.10495000000000232,-63.52217499999999
Gal(b1-4)(6S)Glc(b1-Sp8,0.31852500000000106,1.4987750000000022,13.7382,9.264625000000002,-30.06372499999999
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,-5.9332249999999975,88.2696,776.09745,4136.59865,3376.4927749999993
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,-13.632725,2.9935000000000014,33.69129999999999,155.41054999999997,134.894475
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,21.527474999999995,1.3139750000000028,3.213775000000002,-7.546899999999994,8.1038
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,-10.8927,14.241525000000005,-0.3962749999999993,4.189575000000003,13.294725000000005
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,18.62445,2977.3671,19568.716075000004,38388.1673,34104.3526
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-4.6124499999999955,3.5531749999999995,-5.108300000000002,1.5953249999999954,-10.046349999999991
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-5.7240499999999965,10.923249999999989,21.17925000000001,15.9625,-0.3121000000000009
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,1.4944750000000009,3.1942500000000003,1.3875,-1.38185,-23.031924999999994
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,-4.488974999999996,8.272974999999986,44.74597499999999,12.827749999999995,16.326025
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,1.4072750000000005,16.034325,15.855375,21.844075,6.773525000000008
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,16.442025,6.117224999999998,11.720225,8.946275,-16.878600000000006
Gal(b1-4)GlcNAc(b1-Sp0,-3.9997500000000015,3.2271,-7.572424999999999,7.537125,-7.132525000000005
Gal(b1-4)GlcNAc(b1-Sp8,-6.719850000000001,7.912699999999999,-0.74375,-7.324200000000001,2.857375
Gal(b1-4)GlcNAc(b1-Sp23,0.5739500000000017,1.6251249999999988,-1.553125,-4.071724999999999,3.546075000000002
Gal(b1-4)Glc(b1-Sp0,0.9520750000000024,10.628925,11.863175000000012,38.35810000000001,10.30745
Gal(b1-4)Glc(b1-Sp8,4.224174999999997,7.766324999999997,14.288349999999998,38.38565000000001,21.695975
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,0.4631000000000007,-0.2525500000000047,-10.320275,-8.414675000000003,-6.174200000000001
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,-13.111,-2.0875250000000007,-5.933975000000002,-15.773775,-6.2949
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,-3.1506000000000043,-1.2623999999999995,-6.648775000000002,-18.589775,-7.690775000000002
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,9.082524999999997,-12.4021,-7.874550000000003,-11.257925000000006,-10.628499999999997
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,-2.586850000000002,-1.1318499999999982,6.3858,32.05132500000001,-54.11552500000002
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,-6.031100000000002,-6.296949999999999,3.203599999999998,-11.685025000000005,-44.45015
GlcNAc(b1-3)GalNAc(a1-Sp8,-3.99075,-3.537899999999997,15.075275000000007,4.005575000000004,-25.565099999999994
GlcNAc(b1-3)GalNAc(a1-Sp14,-8.336125000000001,21.1572,3.0653250000000014,5.199574999999999,22.665275
GlcNAc(b1-3)Gal(b1-Sp8,-4.259425,2.6282249999999987,0.13637500000000102,0.06637499999999719,-2.1122250000000005
