IUPAC,AAA (0.1ug/ml),AAA (1ug/ml),AAA (10ug/ml),AAA (100ug/ml)
"Neu5,9Ac2(a1-Sp8",7.894654112119165,7.820716109741273,3.105017479821972,63.36188506247275
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",4.730610526049119,4.4677402061892595,8.429773039006841,8.674799530056397
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,10.867544527130619,3.86955543527505,30.498005104856173,16.649025922532708
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,21.79921383513636,1.379189835555637,12.844021674012401,4.076187096928848
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.1240278940015824,10.368015784935258,12.930341926904605,17.070954553470827
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,3.398805190063119,10.088770925472868,0.5780035892333679,64.07667810654024
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,8.16279437978605,2.197675457538413,11.864364486843224,6.6690535017472055
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,4.644931578523685,3.4419761818854377,8.855407557485236,11.931157486283553
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,8.192007915442142,6.550511598531829,9.626490170834144,13.874212945935586
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,11.410409255879765,8.113101630079587,2.97531602957288,32.38367822884192
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,5.683204133453232,6.597923949748635,13.238045044838236,8.981931749536585
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,21.294437898408294,15.404747970241733,25.812936092974788,28.187276011822487
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,13.184066664823115,4.968807976013967,8.307019034928636,9.57994252279208
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,3.295285042172627,4.3474413305414465,10.98830655712396,29.51930517401433
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,10.099700720112127,3.8597286959923336,12.658526413021653,12.508992602490688
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,17.764658627923797,4.954206902135464,16.019345479970983,10.632054978695274
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,21.883077375965687,12.116184048171554,10.790649822069016,26.544245113065482
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,2.538480629563019,12.681273487443345,7.014296914635607,5.467360010324971
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,4.205136727860348,10.335368895972376,6.730503947142438,5.904339291501294
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,2.3535956752382066,1.7334377279460256,18.86782919910679,8.695547857189167
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,3.0727969891723443,4.1673725815354405,11.210560945227787,12.729202545688686
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,5.644517542122919,6.0634280521280495,7.8539571687886545,24.5353500158956
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.444255863752672,4.468544637425776,2.975838013064537,67.72823191651179
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.725116130627072,4.047120657949283,28.51291951390924,55.18576486275071
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.848919863570999,13.184527522662066,7.285563204664909,24.149839862615927
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,1.5240862188537725,3.6346554912398497,3.4715691854212936,23.92014950935853
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.905272075921407,3.797769496581732,10.618469141547674,19.46363279064739
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.084312768385888,9.616860797751695,6.512467269527483,31.97796189444391
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,11.096367661349072,6.464222929517517,6.48180198093092,15.367961909413113
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,20.082655351488427,3.459100582882777,3.7375148315201767,21.6270873125965
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,12.786823145299447,1.6343431226336769,6.492776542371282,12.728984023970575
Fuc(a1-2)Gal(b1-Sp8,7.5580694459630395,3.2088748353849286,4.467476178634485,27.60672662370227
Fuc(a1-3)GlcNAc(b1-Sp8,6.669131109010133,2.7021133988047272,9.022896081451158,23.70429909423956
Fuc(a1-4)GlcNAc(b1-Sp8,3.0803638448512314,3.5619305873594267,1.598757355729751,19.3878030246682
Fuc(b1-3)GlcNAc(b1-Sp8,3.1923207664383138,6.241553096986357,10.47013721336386,11.323218944864273
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,3.241905392923537,9.607153893280088,4.487083548271267,20.348790441612664
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.422885875745507,10.60800207810909,11.099281580767613,15.297579822638614
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,6.056572983888388,7.684345919898885,9.267337396289546,6.507100708905486
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,4.859200542270304,7.372252923405888,8.232111261142748,128.2065247068906
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,13.096228840140721,4.102206335619895,11.42019436769064,112.10753068956495
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,7.948289045396294,1.0289600166349195,9.920825371031393,21.11305700950637
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,11.898342070221359,9.051598057065213,4.239365214569401,3.4805691909992538
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,8.283091163478767,2.288353874877456,1.8337653839391042,19.3055631829058
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,10.24778920007465,7.576421047345949,8.62237596658638,13.413752889851525
GalNAc(a1-3)GalNAc(b1-Sp8,8.348411443053106,8.087506276710602,5.544151939581624,28.157060458835158
GalNAc(a1-3)Gal(b1-Sp8,3.3505644270779245,4.499775319205769,4.640992733869921,45.32714590782371
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,21.905805919645267,117.43197817763563,757.1610520378798,1920.0009181484866
GalNAc(b1-3)GalNAc(a1-Sp8,3.8103815876278464,2.932266753440643,5.105826257244432,13.357392762187278
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,5.842197890919797,8.83312596890251,15.712296753684116,41.1823675566275
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,2.6368896993743722,4.258746325993913,4.876496954782176,27.452049786658296
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,39.54205538065351,16.819067124026134,83.38884460855569,229.48624744635345
GalNAc(b1-4)GlcNAc(b1-Sp0,17.780116847197608,194.29131989966342,1333.084660389704,2075.9367844522517
GalNAc(b1-4)GlcNAc(b1-Sp8,54.69764728294231,141.60213641986297,325.0773808121653,527.3475506665822
Gal(a1-2)Gal(b1-Sp8,1.2467422464834612,3.9058791604238543,7.272184389622332,7.083520554721831
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,1.8918569087891788,11.927370097664733,6.967710294099491,39.89511436926452
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,10.970064072435221,14.22111843735107,12.410683573706427,30.6948607595803
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,13.532818236759374,11.178166330358787,16.29492002688261,9.303221102392566
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,11.764828392713596,7.27253848505917,6.776267282459678,45.43954224742846
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,7.403553250973481,9.274712874621326,4.180817680290947,26.985931857961077
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,8.15177525225845,6.188545325033983,9.229894341395967,6.952918481232617
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,9.467938193846653,7.607848318403393,10.756191218084583,17.08144250251324
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,5.5102135714809934,9.549124524792836,11.22850225553257,16.166337862850476
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,5.249582399264408,8.705083190297493,26.373804675852128,192.61517683271808
Gal(a1-3)GalNAc(a1-Sp8,24.355341511514467,7.686694951830705,14.063060568590105,26.51978469085243
Gal(a1-3)GalNAc(a1-Sp16,6.232831629096575,6.931915933564111,30.359919006191372,13.793702501020766
Gal(a1-3)GalNAc(b1-Sp8,9.248590125527253,6.3238234737116645,5.1859477136938645,23.11563802210889
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,1.6228745053145468,2.2316060604790104,7.654545799447103,52.71047345923446
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,7.269022380164563,11.146499041702137,3.836696860039035,44.87129208766623
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,8.630811271012321,6.637864406820418,4.310462879243172,21.674703242624375
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,4.078667809060539,6.1316197340099325,5.553809668071708,11.31180716136174
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,9.435983740050624,5.663385212264832,17.45219589211245,24.705292857267104
Gal(a1-3)Gal(b1-Sp8,6.255038699254124,3.3468039036021637,4.974721023585142,26.982636406709204
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,7.302402812316878,6.440178558795298,10.712638322249726,45.12633438923759
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,7.582921592411893,3.9757148309035792,14.079967885942313,11.813210642715573
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,7.65366264580778,5.577415574364765,12.132450645685733,27.77248130438663
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,15.259580600942687,9.012710813438249,15.796971954038124,19.78317848954425
Gal(a1-4)GlcNAc(b1-Sp8,3.7297889005277503,1.3458410044156937,3.447931079526777,13.342704182779714
Gal(a1-6)Glc(b1-Sp8,2.565417194142112,13.968483637102493,17.53306993018241,23.86736827726301
Gal(b1-2)Gal(b1-Sp8,4.3764840599123245,7.247200979861121,11.282533668462946,30.09832010200059
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.050048454112053,5.465824247387874,2.212338561153433,6.949084910019928
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,16.334388948677162,3.71233954490516,2.8253780117298746,16.646206602381426
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,10.724474603564486,18.631392976908625,40.697130295267726,19.92438771980628
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,6.597958860321881,4.695253325434108,19.362863880893237,13.749861750183758
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,7.510454897452393,2.500278662302798,14.88243950365665,20.51499344940589
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,9.049133246293088,8.07016363831408,372.5365843704049,636.3705605555482
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,5.519098186187851,7.8029087616413975,34.9214364191497,52.13214725477296
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,9.710867559938542,14.180309125920582,21.127203788007428,43.41888679461197
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,21.512333373110256,6.026897477143629,11.11921034257829,7.835313443368642
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,5.165484770409579,4.121288978280941,9.139893756995574,5.026191819774361
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,15.457839328611438,9.660762200908378,2.626904537505434,16.063839847179576
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,13.922588102163338,6.818200489376456,3.795787297671808,26.225306170758056
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,14.715229604591064,5.400002941588707,18.281580564327587,6.333657552052107
Gal(b1-3)GalNAc(a1-Sp8,2.1990168386500977,9.413354708913996,12.041711056815526,10.074872890637494
Gal(b1-3)GalNAc(a1-Sp14,7.8326606130994865,6.660663326513858,15.681489364746788,32.71345601502025
Gal(b1-3)GalNAc(a1-Sp16,5.086046917056506,6.003764684692984,10.828666163783526,40.015434901589295
Gal(b1-3)GalNAc(b1-Sp8,5.59158246563528,5.326383429917531,9.969355700804686,19.533558167847122
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,3.875764829897006,7.472625858146076,19.10768049561484,6.9500477587687675
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,12.526093532668787,7.9672796266458885,6.441062105675327,15.349214200163484
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,2.7555434193337214,2.603087791290671,8.357369912189277,45.293924517165316
Gal(b1-3)Gal(b1-Sp8,6.551262513185276,8.051856085969664,4.1961421115114765,13.163441217250226
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.2534383274971908,8.337786617162454,6.454239394899037,13.123459425649425
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,7.805936026458753,4.062187629426619,2.2285789842782475,11.250510583191348
Gal(b1-3)GlcNAc(b1-Sp0,9.80443212918695,11.06912198335984,3.092979803253409,28.70821140248898
Gal(b1-3)GlcNAc(b1-Sp8,18.716851935510768,6.832518181217426,7.071252842083001,16.543455119371703
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.343946254095997,11.253858033099878,12.307484329294644,12.177697315550635
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,8.675129063929441,7.099288107209529,13.936573537877484,17.784028513505216
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.586223169300702,4.070921172576711,3.744765928933292,14.43299138709648
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.214258554692169,14.769038154051644,6.705638848511491,31.06283928286872
Gal(b1-4)(6S)Glc(b1-Sp0,21.29838793539705,9.638365790941943,5.111679216917514,42.361193139554814
Gal(b1-4)(6S)Glc(b1-Sp8,10.87446897078964,3.2808801613794683,12.71385364828462,22.024528864635677
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,3.0782922348817574,4.596347910388566,3.9501979182483216,7.489497022275042
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,1.2215829003796672,11.551829234476244,6.395364235848232,15.168950988202779
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,10.67917190687867,1.7506068823886969,6.8685312474113935,24.15467310016495
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,4.770459950221425,2.8679879769331897,10.399451746125852,22.099932648841577
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.315940185170486,7.560352936371424,9.588299284501222,15.586133335008615
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.8599746764065688,3.7305009538487823,4.1579715786867295,20.7267211774839
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.531410444874632,10.472013939543821,4.710861601306776,17.73094716710026
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,4.554989121099335,11.821812552650295,9.042953030352793,30.91635609392975
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,5.362263388641657,6.820150912492089,16.68136799573604,16.426753169651832
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,6.599033363051489,17.062780993046427,6.969833370796372,31.65929820156837
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,6.025415080860967,15.005611421592695,15.577923611102133,20.85334157065722
Gal(b1-4)GlcNAc(b1-Sp0,7.257451835355152,9.388437734610944,34.853307494542996,8.266332650980532
Gal(b1-4)GlcNAc(b1-Sp8,4.203485348295309,6.108439951070433,9.224435315101948,25.8528606212156
Gal(b1-4)GlcNAc(b1-Sp23,3.2151601280755298,6.083671183586434,0.7015962419130928,12.181728178026836
Gal(b1-4)Glc(b1-Sp0,11.446260559203026,5.579550544025332,6.7019505322455455,12.844565598727016
Gal(b1-4)Glc(b1-Sp8,7.580420386319844,4.310648128375438,3.987047238663438,47.687848914861576
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,7.350739643736558,96.44355494282686,182.3162807482176,1248.1490325790376
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,8.037465008477486,3.6950544176191302,9.33106532788906,39.39810984132572
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,1.467900217714599,10.755716538776019,5.525695991456631,51.97145882933322
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,3.5471307625553705,4.836272621210125,22.60465376028795,16.14895533731728
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,8.222098177878124,3.469833725483112,9.299534690644473,14.520835682792704
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,12.275791104717724,15.61178821646749,55.66084442544278,154.6848211762602
GlcNAc(b1-3)GalNAc(a1-Sp8,4.178310625918886,6.020174021501926,2.0767128855878583,6.346698169914893
GlcNAc(b1-3)GalNAc(a1-Sp14,5.650552403379113,1.1927675437122445,7.823841035525112,21.209279055227228
GlcNAc(b1-3)Gal(b1-Sp8,3.9674965922060568,9.063152469339805,2.5112125389606814,6.127949461483787
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.107284880916122,4.455636475577873,16.346827721100304,142.1794648554034
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,4.712351564682613,8.568770428081653,20.21743242625038,194.83130385898917
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.3766945421460166,3.895570152964344,3.3070032560964604,98.9740975085828
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,10.11571049057686,5.335961542215234,7.120254060249533,24.48710815012331
GlcNAc(b1-4)(a1-MDPLys,11.212125855035996,11.57045208663718,10.332335352990953,14.776233299768062
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,7.878732556488159,14.681963548177054,19.048131851794114,20.207764559918967
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,10.346342417290924,2.907720822654745,15.957501675465991,17.303918741983498
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,70.0510279847048,620.1347031050783,1094.3514520306442,1849.914288130737
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,68.17946919184382,722.5991245089713,838.128805709247,2498.344893807768
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,36.40462544662599,431.6618056332689,1109.7176189229747,1234.3286620459544
GlcNAc(b1-6)GalNAc(a1-Sp8,4.5628432761272855,19.869772242781238,11.918843424141116,239.95957365984842
GlcNAc(b1-6)GalNAc(a1-Sp14,6.235777278669157,4.301563998129054,11.590312030743606,27.32965657454372
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,16.341718848471846,77.81301272240228,712.3514366623082,1801.9592758120264
