IUPAC,UEA I (0.01ug/ml),UEA I (0.1 ug/ml),UEA I (0.5ug/ml),UEA I (1ug/ml),UEA I (10ug/ml),UEA I (50 ug/ml),UEA I (100 ug/ml)
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,4.167472017902466,0.947066548172123,5.311395103846696,9.40076155651764,10.470300887231783,8.890570544871322,11.958967698621258
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp8,6.168751915568764,3.2107397200645136,2.5954776708729668,2.7597617063495488,15.075296989971154,5.064205113259768,6.427369552870501
(3S)Gal(b1-4)GlcNAc(b1-Sp0,3.651927721537392,3.5244777528025355,4.103657018948672,4.162927740084697,3.5923890076799854,9.017996904847186,2.208548412230684
(3S)Gal(b1-4)GlcNAc(b1-Sp8,12.625552797666595,9.81456919906999,4.6813654211850055,3.698159416407933,26.885419629729924,10.599525606208353,9.626264308996854
(3S)Gal(b1-Sp8,4.098978903235125,4.339314251795253,8.799552661499334,1.4169303393839308,8.100113856144247,3.595713093856812,5.6334685451475295
(6S)(4S)Gal(b1-4)GlcNAc(b1-Sp0,7.340033556916933,5.290965998363017,5.14490512408474,4.054762690137762,7.646998792772673,7.465257830108751,8.544026431909407
(4S)Gal(b1-4)GlcNAc(b1-Sp8,4.6198853603201036,15.113975545390652,5.6127686198524165,5.141742869478528,13.080892126176508,7.915136752240389,4.132076630763274
(6P)Man(a1-Sp8,10.84806817498704,4.571027194096172,11.874365455151697,9.597543628232868,7.600683819400728,15.682803685565947,10.967797953516776
(6S)Gal(b1-4)Glc(b1-Sp0,12.021061406097498,4.7926265564928,3.4069742172001627,4.713643092838766,5.589568569740724,8.877875529793151,11.771546522405913
(6S)Gal(b1-4)Glc(b1-Sp8,8.680081164511073,11.93220472866045,7.549395798505994,4.672771588950174,11.910526304177324,11.319216909604068,7.0973984376319255
(6S)Gal(b1-4)GlcNAc(b1-Sp8,6.979872353417367,14.000740571960227,0.6487908188828273,2.5516691040702466,2.5203530657099056,14.642720806598751,15.376464479928405
(6S)Gal(b1-4)(6S)Glc(b1-Sp8,6.214511517944633,4.461330782309413,20.86918426314662,8.449353457316521,7.259559940462407,10.230151855992494,10.019986360270163
Neu5Ac(a2-3)(6S)Gal(b1-4)GlcNAc(b1-Sp8,2.386871068993877,5.720217444584872,4.359969795384675,10.696850821620352,13.048712800630307,5.3849163474622905,1.4518202149945594
(6S)GlcNAc(b1-Sp8,14.381923228483734,4.601036606660865,15.179046867612165,1.5605791179345352,4.364875183018788,7.157990946895176,12.743019589171164
"Neu5,9Ac2(a1-Sp8",8.703836533008495,7.888952826579684,2.3522258600454733,8.857007622216432,6.8269484038746535,7.635982287117138,12.234964413515875
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",3.777818834879025,10.399193809578057,12.394693955445875,3.366475403643012,11.440737510318133,7.262572905600788,9.769794553409668
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,15.657883320631175,9.044670686100183,4.879736273184581,11.430038695035114,8.718993556215839,4.929464679100555,9.242788785858961
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,9.316644155980557,8.647107197593117,7.280347451644513,3.5784631658250516,9.941260319287153,4.517274144418646,60.55945438715576
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,9.571089198335788,3.288351807390234,11.006739203286626,10.40550670218258,3.897666969162448,14.598474446182154,7.0678885434407
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,13.114927614744966,14.721606560738087,7.529433174327709,9.33731712467059,5.11798072290234,3.664862313352734,14.851138676545984
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,1.2691789380015412,3.3407937225555613,5.413706986591227,2.3989256892409148,4.01030676382743,6.554044587631884,4.272837626507637
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.936904578790296,6.4426393051812765,1.7866799142077276,10.1557442625672,5.1246130965338885,4.183766562461005,11.18134382394028
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,11.070744370148132,7.118490472647044,2.5169213489234568,5.179694064002884,17.48776728744983,6.578779782692699,9.023642376557259
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,9.69738939783967,11.015020798096574,9.444601997084543,12.574645343540835,7.22283784643082,3.4095631805995317,9.965539932186315
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,4.271135796931915,7.4602525030434945,13.081439799196422,7.25197461017802,8.100868997572617,16.2827061987046,2.8926862744687387
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,15.688138168267992,2.250436364167336,1.068797243010415,12.708213943318976,9.420466054774932,17.706115605820123,18.74217517247752
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,5.645302204488258,1.4913099999105888,0.9432973881549864,2.795207188951592,5.52782082530419,2.1820870697568515,10.44981979697098
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,1.7337070732489162,5.548486968534757,6.135688966747471,7.202750256441402,5.179612821115748,5.007291204749993,4.1115069462627325
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,3.4789263942582376,5.902535392171176,4.144566014675121,0.832765610781293,6.264834413547306,6.245485565523844,12.882828150261359
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,7.87390542546497,2.9749863410050565,8.537159793270433,6.176208403421956,5.291381162088023,11.675552369338536,8.295135355285053
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,7.401866762907406,2.6801625079772102,1.6826069681202174,5.493890101664452,3.249374905398477,14.21218568259881,4.71330562627407
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,8.733351053814715,3.647090528992478,7.828615590841498,2.362865877135931,8.729157211132518,9.688709102997157,4.286579150869218
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,4.608453665818939,6.690142007648268,10.309731027003886,4.418173044275953,24.20695476075352,11.468896656464679,6.321262484332801
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,3.099473513760041,4.005034184935254,2.177812242251366,3.922591422665208,18.95419131581895,6.355472920509813,12.706308363794479
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,5.999545785237968,14.992701041367884,8.526136334188347,6.000948408099064,9.008130930951598,19.400381587205104,32.04213180469046
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,2.116856142766126,8.320598293141739,7.7232378928788625,19.916004984998875,11.705945734113069,12.12416602200608,26.287691561958532
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.087351601156997,4.6829107532068095,7.430348385730867,17.331179030555493,34.779395464939675,10.013876368436199,164.69061494906288
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.254489387498848,5.1742990754787215,11.827946612014566,7.9857918691051974,11.883357661592688,29.56387292810513,49.814058086247215
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.9374381187925,36.80521632906344,177.5800626478566,95.2705581363076,1846.2251050079485,4794.33425823066,5511.858993922315
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,3.3782785659514016,11.324070093095218,30.584323452056108,141.21460720423497,1482.6861436108136,984.5916168468739,4511.1674519563785
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,9.996491213921011,3.942513747492412,22.85596763539009,19.69984541411429,413.64289388279434,1494.4881913022605,1189.5375665598265
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.611056904897689,9.649237157888004,7.139011641852123,4.147915430671168,433.48983573139,1800.3658469700958,807.2338271464847
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,7.8020103063249024,22.01161116895653,22.447827188090105,208.09943356707748,1237.3852445871528,1426.9746003766406,2352.3422178033584
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,41.88278561051867,84.31957481302378,213.99828807522167,802.2436593586535,1268.567778188742,1238.07249928196,1051.7465571631344
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,3.477928200691645,24.98264601416626,25.11793181271697,133.89648489160663,591.1130954717141,2880.2409711679197,2152.0457966803588
Fuc(a1-2)Gal(b1-Sp8,7.9592881444678625,6.728317659155209,10.486508097034342,12.602664519722278,300.9425705510532,499.77542002365306,617.8689889312533
Fuc(a1-3)GlcNAc(b1-Sp8,7.194705707903091,8.150348811502896,4.704631368750729,12.56617969826815,227.9274614091951,3607.579536974096,743.9588111299768
Fuc(a1-4)GlcNAc(b1-Sp8,11.857444525978885,3.0892933377500342,16.593521845864018,6.841853463791809,213.0314230935348,1507.5836795138196,3237.9235258217686
Fuc(b1-3)GlcNAc(b1-Sp8,5.5523820164562405,4.322481324810247,7.161643316539393,9.702796638555645,10.848923168069103,4.743070799510246,4.3105398370351065
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,8.96402751794638,10.523424101340149,6.668617592562442,8.121398902231482,11.105971897587354,23.427490898657236,16.26976181660835
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.760640527194497,18.19785703214804,15.025901500714257,4.849645007283184,28.772869136899853,8.122202842158444,16.86658377134603
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,11.11229113290774,7.642124511547817,6.622215891728888,10.347019323578165,9.37835412616912,8.480307411242038,4.656389588869613
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,6.358997557791644,4.046248954690431,3.5870620117072622,4.948209912938212,6.035689318545147,17.474965346722918,45.99411656092632
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.568424246600803,5.812320418659548,13.173231091750655,10.004974804690917,4.033136230755575,55.888818275990324,77.06973628000155
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,7.669785713379909,6.952999096972475,17.077680906766393,1.2691924112074788,7.4611077914632515,5.215815829123317,4.908511957474149
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,17.291901052684562,11.058101340043264,5.702971212958496,8.707729821782866,6.613734963631872,14.211784512509325,6.253503944190007
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,6.8290762928329745,17.488716137627144,6.687666758730831,2.4660905187495934,6.024851050164366,7.740951307332964,6.635748682891776
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,14.43675159791842,3.5255555537390117,4.407539565713874,7.267050497680156,14.421457275503284,8.36795155991996,9.696165314313703
GalNAc(a1-3)GalNAc(b1-Sp8,10.797866911686773,5.683109081304009,1.894921767954204,4.910683208407307,9.144672760456405,8.452968342343823,19.239071711580404
GalNAc(a1-3)Gal(b1-Sp8,4.527059992515376,6.48178040066925,11.83899401789836,16.442567543092732,4.109408794867375,8.426798276283026,7.547304857806305
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,2.308245903097561,18.4261440821642,73.9270472222147,712.1414876431443,2296.9558474519376,1649.5611338281851,1185.3008401526713
GalNAc(b1-3)GalNAc(a1-Sp8,4.591738965704249,4.140376155214241,8.735952069990232,7.4142227270744065,10.414796769780644,10.484794486938377,6.6314524748856085
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,7.111791725484274,11.689263077250276,10.476455847398972,11.43506327237997,3.545002870238615,24.223271621658913,9.526166471837806
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,2.8891565401226265,7.089665999361332,11.15227778538986,4.40415250748276,13.886241482219008,12.76635235880503,8.817683994630702
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.00276540379376,5.5063371354437285,18.46616258590741,7.465029659407477,12.229175251558594,8.725790435780965,38.70322548137995
GalNAc(b1-4)GlcNAc(b1-Sp0,3.513487456810777,7.6873939573715955,11.604941186803437,1.4178295087327446,8.955575123305412,296.74347488448103,1340.4896648095018
GalNAc(b1-4)GlcNAc(b1-Sp8,9.377696902402702,3.4000339728694926,13.95430663439308,4.887017100440716,8.183367549283433,510.2353332208371,6920.7877988308155
Gal(a1-2)Gal(b1-Sp8,3.3762011398414438,4.900149572802166,6.262370447029891,3.686610604154803,2.4131985543050547,6.3462860966080035,12.40798864801087
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,8.271464543184994,6.6107905918404875,7.441598161013531,7.229199837868184,3.7557499964498833,12.413911463992052,4.636538153263347
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,9.036391790606107,10.389352975149684,11.698108337960749,6.978745459070708,9.463502748630306,12.048922224103706,10.143080351443214
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,26.44858001248209,35.061967610253994,4.194262284260098,12.84585804088877,22.549648896804772,11.208397796406944,29.70262133375884
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,13.470422235989243,6.556475161942324,5.22656740796481,11.359089390843213,6.856721148564155,2.444158459811208,15.394282023828412
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,9.806055604234217,3.534019936276531,7.243698795217355,5.827719467839312,3.317073339054569,19.459608549912648,10.901225063114074
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,10.505759063326488,7.999754812648946,11.605468587983275,4.88172755692081,13.152613315231314,9.114349966764864,4.929638068780171
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,4.592728303434315,8.456167452762902,6.072525930986218,5.840785316134013,5.106461498271907,2.9307045347492937,16.66571740280027
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,6.068683152257996,7.402257706492889,23.9689064840785,21.12292683239391,9.423399047893136,28.327295796810546,12.239452213334546
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,6.343965771437187,15.3306234913435,6.853693920312854,19.663066062608333,15.517090035720827,14.759930102222715,47.31273096340803
Gal(a1-3)GalNAc(a1-Sp8,16.368754017436196,6.111664898372624,5.927758687944374,7.848422216173999,7.161350479425418,10.249173552535844,15.358563266220571
Gal(a1-3)GalNAc(a1-Sp16,5.183775779214095,11.191601944426901,8.040615895719684,5.518659574268613,6.513937642406986,9.92020507197305,14.946988698368886
Gal(a1-3)GalNAc(b1-Sp8,14.360831281736438,9.518703172307674,7.012933173489777,5.1651990986956795,8.699868035206054,6.597737446718634,17.424681496945652
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,2.8633475180576085,10.341098377952896,4.7408068462376045,12.50700474410907,2.435462383716899,5.886520779147334,12.324806777930975
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,9.558423196802213,5.403156229078833,1.7352583042590417,5.379959176115258,4.7104777195807515,14.73970908102781,7.898570561605855
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,8.12310733689188,19.957614890124027,3.8075120091734473,3.0572829771710537,16.109093404658132,10.167900858584321,5.428392925089941
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,5.420634557795483,15.91860571351964,6.550264206885098,14.201776543094885,9.256842794162237,11.459303632420239,14.724357796606949
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,16.39943749045478,14.599470036614342,13.595599733093787,7.610116299757402,10.88596068930835,23.010072413238944,12.436431303365664
Gal(a1-3)Gal(b1-Sp8,5.73715199402108,2.7607594503143518,3.6335589067973992,3.9942310977834032,9.185440602025217,18.741489045675284,7.459765893723924
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,4.047192835678409,50.881804967557926,315.0948275354685,690.2170279444066,15343.785181621528,4722.5270162272745,5312.870546784631
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,6.236475978400519,11.901226754834989,4.123294129697755,7.552335283153588,12.364768585784367,7.398623349144084,6.363603027635612
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,7.096641154095365,4.929302077289103,6.287375917065884,6.945848189386232,14.257585982089207,5.484751174772342,2.7998816469033696
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,13.694052836268014,14.14603018314679,3.4399630719917145,13.022777015003353,23.89634410830452,5.130869426650178,5.445013081940168
Gal(a1-4)GlcNAc(b1-Sp8,11.141898925676898,4.0049893960533804,20.046550709951745,7.450889959092129,4.057517232968132,7.181789529253832,11.213376841782908
Gal(a1-6)Glc(b1-Sp8,7.253089199782384,15.554510684899961,7.614066206863455,3.9460074281903417,17.399216092973838,20.479718502683752,29.75159175152089
Gal(b1-2)Gal(b1-Sp8,11.16713840530927,8.727528269218041,7.554670389677278,7.549680674648872,12.215959451846855,15.243530109306473,7.498104360158857
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.682856305984625,10.193557218328316,4.674590321443508,4.278697942423607,3.1281373818935925,8.072417155712003,10.6424855226587
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,16.423562471238288,12.003393797137823,9.57960819288381,7.066107738116269,9.94721022644876,11.049773774154835,23.3719459936302
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,2.9216729298753976,6.151068347517638,15.132874008264256,6.214213983213532,7.7841779028038625,3.860500338362887,8.679883809130178
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,11.395192434970095,8.776719985041867,7.704234446664161,2.057596553425057,10.10739546553249,3.72577696181168,4.454135183175313
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,17.413988832449235,4.639106408476387,3.098704015525412,5.949680620559951,10.62904226761126,5.4004914488559805,3.1841329875650897
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,5.606538487263482,6.640068242809452,7.687889675489623,6.454755079525998,105.55354243101782,192.69464902784213,943.9482010550872
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,14.71085687386473,7.167204750982058,5.715074237488077,11.066244953122089,23.137712049019303,9.569962743744963,20.55665145646294
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,13.357230858321635,4.618168549688658,4.004773326398552,10.928478920691576,9.494548504800001,23.366265238355194,19.332536582921566
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,5.145169051320542,11.314517345538867,3.4618423673914838,5.1925168942145215,1.4741077920220036,5.100772674474591,8.653426198140425
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,5.142909927511856,8.850288298270318,2.2353112108085966,4.05325865806349,9.314349914468893,9.36681220693571,7.08621699092683
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,7.784308210325001,5.208918542269626,5.2965130356364405,4.155444787564877,15.453745118794556,4.139040522069501,6.1874502419548305
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,3.0571256287565247,4.078537420346497,7.422396179300855,3.142520214201752,11.029615866800015,2.7232834683827383,5.185724955024783
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,3.27559566020696,13.230992076528757,5.708693222037192,10.785979403644033,3.5359559078840324,8.123883222736938,7.874978342562834
Gal(b1-3)GalNAc(a1-Sp8,5.273104577634193,4.9416175039993915,16.33009850539284,7.818464464330576,9.329501254041757,15.26272015803538,5.860719375071081
Gal(b1-3)GalNAc(a1-Sp14,21.29095963726936,1.5089075062773112,13.933744095779376,6.009741473294281,9.585553977035786,16.91490851172421,5.860288927675244
Gal(b1-3)GalNAc(a1-Sp16,15.407193051380256,14.431795115993015,9.700654236141327,3.8055167904635465,5.295865992372412,17.009536901691362,6.328535461173709
Gal(b1-3)GalNAc(b1-Sp8,7.36147462599489,6.561020407616999,2.8959381639059054,4.6728981980315725,12.616625271541507,5.234378567620683,7.864361822169676
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,3.853310694606217,10.203035010394366,13.921258419769387,5.231034024852704,14.186450392863142,7.0191095495914455,8.792778750154403
