IUPAC,AMA (EY Lab) (0.1ug/ml),AMA(EY Lab) (1ug/ml),AMA(EY Lab) (10ug/ml),AMA (EY Lab) (100ug/ml)
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,1.5863750000000003,7.799125000000001,-19.231824999999994,50.50757499999999
GlcNAc(b1-3)GalNAc(a1-Sp8,3.7490000000000014,4.780500000000001,21.252475000000004,15.317175000000004
GlcNAc(b1-3)GalNAc(a1-Sp14,2.675775,5.966474999999999,12.355449999999998,-4.066525
GlcNAc(b1-3)Gal(b1-Sp8,13.656725,5.899649999999999,10.17435,11.005399999999998
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,9.012975,16.688074999999998,16.848550000000003,109.60289999999998
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,8.416625,8.04205,12.41545,86.53527499999998
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.06709999999999994,3.884149999999999,19.6195,280.53100000000006
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,3.9019749999999984,8.809774999999998,17.88765,34.360975
GlcNAc(b1-4)(a1-MDPLys,13.489974999999998,4.435575,18.793375,14.188500000000005
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,10.293374999999996,15.997924999999995,8.738025000000004,0.1430499999999979
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,-1.6549750000000003,0.4513249999999998,-9.55985,72.66425
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,13.080975,39.004875,183.71125,1846.0762
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,5.834424999999998,28.98605,156.86647499999995,2059.181775
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,12.064724999999996,15.991524999999998,195.2121,2557.748025
