IUPAC,VVL (0.1ug/ml),VVL (1ug/ml),VVL (10ug/ml),VVL (100ug/ml)
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,4.325025,4.6652,38.191325,1047.97915
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,13.946525,22.4849,104.463625,3454.629475
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,7.5505,14.608575,9.2482,-0.87875
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,4.31585,254.884625,9427.02715,26094.14158
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a1-Sp8,8.2519,1.329575,4.8784,-0.933225
Neu5Ac(a2-3)(6S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,6.6732,0.143775,-1.60045,8.651275
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp0,8.71305,54.767575,1643.731925,14962.1841
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp8,8.13705,75.3366,1792.49295,16561.0649
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,7.0984,188.32035,4914.390275,18852.59748
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,1.9399,-1.6062,-0.8507,1.58115
Neu5Ac(a2-6)[Neu5Ac(a2-3)]GalNAc(a1-Sp8,20.49995,0.5699,0.50745,15.8051
Neu5Ac(a2-3)GalNAc(a1-Sp8,-1.343025,4.8992,10.7133,21.246025
Neu5Ac(a2-3)GalNAc(b1-4)GlcNAc(b1-Sp0,3.6133,2.38725,-1.572375,-2.865475
Neu5Ac(a2-3)Gal(b1-3)(6S)GlcNAc(a1-Sp8,24.046175,15.607325,27.209725,36.43365
Neu5Ac(a2-3)Gal(b1-3)[ Fuc(a1-4)]GlcNAc(b1-Sp8,-4.6321,-1.246475,-0.39815,5.553975
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.240175,27.3078,41.74755,23.7225
Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-3)Gal(b1-3)]GlcNAc(b1-Sp8,16.9502,-3.4855,3.5006,-3.618625
Neu5Ac(a2-3)Gal(b1-3)(6S)GalNAc(a1-Sp8,6.476375,3.248575,8.292725,0.674775
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp8,9.097125,11.186175,7.4327,6.39745
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,0.59975,4.407975,11.0438,26.913525
Neu5Ac(a2-3)Gal(b1-Sp8,8.70555,2.16525,10.648775,15.7192
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,11.621775,25.340075,19.96795,12.760575
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.019125,3.584425,2.74535,8.818999999999997
Fuc(a1-2)(6S)Gal(b1-4)Glc(b1-Sp0,-2.7787,5.541625,5.1344,14.05565
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,15.227375,20.1785,14.716325,6.198975
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp8,9.3723,-0.15,4.432175,0.12825
Neu5Ac(a2-3)Gal(b1-4)(6S)GlcNAc(b1-Sp8,6.5,2.699825,3.2417,-1.704075
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,0.3231,2.101975,25.0996,17.995525
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,14.437,13.514475,27.91125,15.8404
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.099775,3.65375,2.3475,-0.24845
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,15.35815,10.8136,9.23885,-0.47715
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-Sp8,2.7553,4.718575,4.212075,5.58325
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,20.119125,18.07105,16.081825,19.137375
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,10.238675,5.932175,9.6356,2.622825
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,17.69565,12.864425,1.56915,-3.4531
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,5.811775,2.14105,-2.333025,1.35915
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-0.617125,9.947875,4.518825,-4.569625
Fuc(a1-2)Gal(b1-4)(6S)Glc(b1-Sp0,6.886425,10.770025,10.414975,11.328825
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,25.1564,4.46525,63.2008,17.1678
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp8,4.428475,3.2321,12.752925,9.35975
Neu5Ac(a2-6)GalNAc(a1-Sp8,7.2614,-0.90815,9.710575,1.859125
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp0,2.0463,9.623825,3.727825,4.07565
Neu5Ac(a2-6)Gal(b1-4)(6S)GlcNAc(b1-Sp8,-1.651175,11.61135,12.7319,5.370075
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,22.997525,15.7675,3.80515,4.5622
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp8,4.21915,4.66885,7.712675,-1.78905
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,14.379425,9.655375,11.89805,18.483775
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.1147,6.240625,9.439825,0.47615
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp0,5.600425,13.824525,4.873,9.064625
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp8,12.219425,9.03835,8.093275,-0.9044
Neu5Ac(a2-6)Gal(b1-Sp8,12.37955,8.578575,22.56255,14.8667
Neu5Ac(a2-8)Neu5Ac(a1-Sp8,9.7915,10.8253,6.576275,10.4137
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,4.798525,-1.098275,9.3327,1.1568
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,6.534225,7.295325,6.619875,5.17795
Neu5Ac(b2-6)GalNAc(a1-Sp8,6.45735,6.3161,8.39865,5.92185
Neu5Ac(b2-6)Gal(b1-4)GlcNAc(b1-Sp8,3.794275,4.2386,7.398275,5.308
Neu5Gc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,4.0386,13.800999999999998,12.64475,16.1028
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,10.2081,6.453675,8.289225,4.4092
Neu5Gc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.508525,5.1879,3.85945,47.533775
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,5.3768,7.37925,10.941325,1.637075
Neu5Gc(a2-3)Gal(b1-4)Glc(b1-Sp0,19.4178,9.7988,4.591575,29.194075
Neu5Gc(a2-6)GalNAc(a1-Sp0,15.139725,3.285775,13.643875,19.920725
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,6.942775,8.627125,11.51835,9.5268
Neu5Gc(a1-Sp8,6.927625,5.762175,9.9054,10.850225
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,0.2423,11.684425,-2.530525,5.786275
Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,9.67265,11.1836,13.83325,7.456475
Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp0 ,15.444575,12.50935,3.684325,20.18805
Gal(b1-4)[Fuc(a1-3)](6S)Glc(b1-Sp0,2.884075,18.3421,11.8048,23.3645
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,11.532,9.326725,19.289875,13.2909
Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,13.98035,5.95105,5.288475,15.128825
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,4.5252,10.26625,6.15525,-6.096425
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,-2.922675,-0.85905,1.482125,0.18395
4S(3S)Gal(b1-4)GlcNAc(b1-Sp0,4.9709,10.89105,2.53385,-1.06575
(6S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,6.97925,1.451775,5.888125,-1.83635
(6P)Glc(b1-Sp10,5.980425,6.393075,10.421075,10.2961
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,15.170425,12.382025,7.670225,17.566275
Gal(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,7.632225,7.3297,11.42165,9.898475
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,5.515425,6.0226,2.22025,1.5835
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,20.547875,11.086575,19.720675,2.3586
GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,9.426125,6.86735,3.522425,6.31895
Gal(b1-4)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0,6.143525,5.4182,14.002675,13.78465
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0,7.21205,4.8273,2.45785,11.25235
GalNAc(b1-3)Gal(b1-Sp8,54.882575,1259.50915,9339.733925,25516.71703
GlcA(b1-3)GlcNAc(b1-Sp8,3.19005,11.4507,4.751825,11.6489
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,5.9867,8.151,3.730875,10.901025
GlcNAc(b1-3)Ma(n1-Sp10,7.743125,14.4867,1.3395,34.308475
GlcNAc(b1-4)GlcNAc(b1-Sp10,0.825625,9.586175,8.055325,5.223875
GlcNAc(b1-4)GlcNAc(b1-Sp12,3.335375,8.833175,5.806075,0.45595
MurNAc(b1-4)GlcNAc(b1-Sp10,6.936975,11.956325,7.9098,-0.311625
Man(a1-6)Man(b1-Sp10,9.737425,5.097475,10.17685,26.5514
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-Sp10,3.4337,21.6955,13.36095,5.332925
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,2.1838,4.282375,7.7479,7.8875
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,0.207975,7.374375,-0.29255,1.80155
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,0.996,3.8176,5.771975,-8.50395
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,12.40145,2.893325,1.460775,40.7647
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,13.0386,11.0349,5.045125,1.681175
GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.592875,1.53625,1.068125,-5.8475
Neu5Ac(a2-8)Neu5Ac(b1-Sp17,12.6343,1.5088,-0.1316,60.710075
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(b1-Sp8,9.334625,1.90985,3.2317,-4.118175
Neu5Gc(b2-6)Gal(b1-4)GlcNAc(a1-Sp8,24.4135,5.63605,9.497275,-4.2077
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,8.3239,10.423525,13.8164,10.96115
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,8.032625,15.832675,5.77385,-1.2636
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,4.041575,4.0829,7.795125,3.45465
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,18.95535,14.151125,2.921775,7.4108
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",9.566825,24.290075,24.020975,47.80175
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",1.465775,3.113375,11.1765,7.732575
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,0.97945,-0.1774,6.298725,-2.657
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,37.003,6.445725,9.489875,29.253025
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,13.70945,-1.53345,3.145175,0.14555
Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,3.5597,10.3085,4.35755,16.389925
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,300.638375,4711.924,22908.36713,37856.21443
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,1.89805,6.6267,2.13175,34.07275
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,27.584725,34.31285,20.70305,82.664175
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,10.49035,18.478625,19.574775,35.639975
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.57025,11.760525,3.22045,8.1125
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,5.186725,3.2458,11.555525,9.195375
GlcNAc(a1-4)Gal(b1-3)GlcNAc(b1-Sp0,-0.473325,1.587275,10.6588,0.08305
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,7.3905,5.033575,4.1253,28.30335
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,20.1402,14.4904,24.02535,13.3393
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.1793,0.3386,7.32565,3.378675
GlcNAc(a1-4)Gal(b1-3)GalNAc(a1-Sp14,4.805125,-0.926425,5.435125,17.752125
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,13.158575,11.411625,1.950975,-2.610125
Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,5.05005,7.6814,2.687425,11.105525
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,-3.12095,11.28555,-0.2443,0.868725
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,17.948175,6.3348,1.536475,5.8762
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,5.005075,7.085125,2.097825,0.582775
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,13.45725,5.922675,6.9884,5.556275
Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,0.195725,12.981075,6.932675,15.3966
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,3.53325,13.806975,14.726175,32.90185
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,2.7206,16.227825,6.408225,9.504525
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,20.85185,7.538825,7.3796,34.473475
(6S)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.00795,13.536925,13.2531,5.83595
KDN(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0,11.950725,4.15985,10.947625,8.272525
KDN(a2-6)Gal(b1-4)GlcNAc(a1-Sp0,2.701975,-1.5117,17.199575,22.57415
KDN(a2-3)Gal(b1-4)Glc(a1-Sp0,15.629675,8.711575,5.663775,8.71035
KDN(a2-3)Gal(b1-3)GalNAc(a1-Sp14,17.0903,12.4014,19.5841,5.293675
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,22.9143,15.1114,17.5363,28.999825
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,9.06765,7.43865,16.6644,16.7275
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNA(b1-Sp20,18.91895,23.591925,30.9066,28.29715
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,1.9813,13.8678,1.706575,21.428175
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,4.7665,0.925575,7.730675,8.9392
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,22.2443,16.99155,16.52075,46.524225
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(a1-Sp21,9.8763,6.882175,7.641625,-0.2917
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,2.8753,-4.544875,-1.074525,-5.24415
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,11.356675,5.409625,10.888675,10.60525
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,6.8525,8.8937,1.090725,17.6385
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,5.17175,2.459325,3.695425,20.43135
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,15.26905,9.6736,2.184025,10.450925
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,-1.396025,12.0565,10.22475,7.0406
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,-0.0767,11.711475,10.518725,31.07525
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,-3.7442,7.164775,10.4516,5.5647
Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,24.302025,13.57385,18.142425,47.340675
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,8.49245,1.292425,10.506975,3.57155
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,6.53645,12.405525,160.263325,637.843175
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,26.22805,10.83685,44.773325,55.40865
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,892.158725,5140.265725,16032.09735,34474.0974
Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(a1-Sp0,5.309025,1.0186,-0.742775,-3.013575
Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,6.0252,8.111175,8.65555,2.83595
Gal(b1-3)GlcNac(b1-3)Gal(b1-4)GlcNac(b1-6)[Gal(b1-3)GlcNac(b1-3)]Gal(b1-4)Glc(b1-Sp0,-0.265225,4.326875,6.677325,10.6842
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,7.818875,22.900725,2.602375,8.341325
Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,7.0639,7.8266,4.650825,17.275825
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,6.19025,6.820275,13.135625,5.517
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,0.444225,7.07135,1.53005,6.023775
Gal(b1-4)GlcNac(b1-6)[Gal(b1-4)GlcNac(b1-2)]Man(a1-6)[Gal(b1-4)GlcNac(b1-4)[Gal(b1-4)GlcNac(b1-2)]Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(b1-Sp21,1.422325,10.3038,8.908,3.56045
GlcNac(b1-2)Man(a1-6)[GlcNac(b1-4)[GlcNac(b1-2)]Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(a1-Sp21,0.7497,4.470075,1.395675,12.148225
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,12.46405,21.202175,9.9319,5.34295
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,21.977525,1.3023,7.580725,0.850325
Gal(b1-3)GlcNAc(b1-3)GalNAc(a1-Sp14,4.479525,11.53725,5.41975,2.0061
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,55.857225,67.683975,136.137925,989.14255
