IUPAC,SNA (0.001ug/ml),SNA (0.005ug/ml),SNA (0.1ug/ml),SNA (0.5ug/ml),SNA 0.5ug/ml,SNA (1ug/ml),SNA (5ug/ml),SNA 10ug/ml,SNA 100ug/ml
(3S)Gal(b1-3)GalNAc(a1-Sp8,6.714199190025071,4.148756034443736,9.706293540104108,10.336043353680694,272.00565473682565,7.0802040885721125,7.656855751982445,67.06864133295947,118.4719346263916
(3S)Gal(b1-3)GlcNAc(b1-Sp0,4.1605450059657665,20.77087517484919,15.431661799041601,2.7564965251807134,43.32557937235232,7.046430147717836,20.17055366144338,30.24898239350372,80.7976984960174
(3S)Gal(b1-3)GlcNAc(b1-Sp8,11.431344309397746,6.720299229139037,2.3759529667062043,5.544607937446978,51.936607089733236,9.793829319993613,3.789384882800893,41.458891189626854,7.4729242573328065
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0 ,1.886693466314372,7.449404879753818,2.691150797211725,11.595826330300914,43.38492015715253,3.5495228195726036,10.038388318848797,127.408941746524,10.690098111297463
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp8,11.515329114525269,5.1082733628888795,5.512233073431611,6.719747781663142,55.31981446162993,11.3294526217804,4.866949370670162,144.70557427206882,417.7075991418827
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,5.817973276193353,2.7928451853202767,20.631344271500264,8.641059263144014,105.91230075741518,28.28884907697731,6.395919090261077,247.3198602704519,63.57241528547782
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp8,22.5077397231856,18.938904969642948,1.7850085676731795,9.605535001931614,88.1303092040985,0.9260123698777738,4.870338038490421,435.47407453249815,68.67367232644553
(3S)Gal(b1-4)GlcNAc(b1-Sp0,9.998817987475656,4.096708281860772,4.029448965222576,3.0314416849358414,494.3088595772682,14.711138091567454,9.145077417341342,127.48197471957556,75.9112987305303
(3S)Gal(b1-4)GlcNAc(b1-Sp8,3.5950031446439668,5.2003869272712215,3.0737905213541548,4.262631007859663,21.227032016275835,9.298442420955958,8.927226267436039,35.72423229168129,116.61066860233028
(3S)Gal(b1-Sp8,3.5426757524033525,7.220922214417403,11.402946291931162,7.467064578534187,159.6737304071959,4.271530588579073,8.288158268829488,9.626383033578447,231.8025808542028
(6S)(4S)Gal(b1-4)GlcNAc(b1-Sp0,10.771351780997591,1.6819825851258725,3.1672119320468597,11.222322934966119,59.35664429620918,9.392702034558543,10.133669150246947,61.96663767046326,31.61168442906045
(4S)Gal(b1-4)GlcNAc(b1-Sp8,2.6631839709890985,7.092095779281326,3.522598301443601,2.648301791714835,17.623791220653025,7.975193543889705,4.13291413038871,3.632728720374448,27.406731785822323
(6P)Man(a1-Sp8,5.994031318458946,3.705919128794732,9.119911599717758,10.852129046720119,38.081173144864735,25.149942909809297,16.073077993625446,597.6873131004587,111.09927950750486
(6S)Gal(b1-4)Glc(b1-Sp0,6.358718702170543,8.525035892788559,7.911483555513884,3.4357653223117612,350.9595218262817,11.735035847978196,3.601429361031536,20.697183570718032,246.70681351248402
(6S)Gal(b1-4)Glc(b1-Sp8,20.13838154989537,20.98244267117552,7.1068238158242405,8.26966683307133,442.66830114979103,21.517948164110187,5.4184726018193246,210.13341586733262,85.36381717493812
(6S)Gal(b1-4)GlcNAc(b1-Sp8,37.78256506110546,2.0344110941498608,11.326979090501881,3.807292578175912,1366.118976928842,12.413963465489145,4.29978959834083,80.33925168539987,2299.103273211324
(6S)Gal(b1-4)(6S)Glc(b1-Sp8,22.25294974087705,4.674459024938954,7.376469051145007,6.249877517933191,424.75907760110186,20.04638061238653,9.418113505147069,182.5757547715001,1604.4210281723504
Neu5Ac(a2-3)(6S)Gal(b1-4)GlcNAc(b1-Sp8,35.12690415626366,4.852830812697543,6.091605386103077,10.85378259329437,588.7936673756627,14.924817584675305,3.423342565875264,125.25219201350998,42.91444516391494
(6S)GlcNAc(b1-Sp8,11.011783817461188,10.923444229729009,18.008546548514133,5.430395757447151,220.62252948217503,10.8254562684443,5.97169145573513,880.5875818626007,66.87728693098397
"Neu5,9Ac2(a1-Sp8",7.299239762411326,15.43695226447997,7.503939196182227,20.247068924723397,137.87213318623324,18.63164393200896,6.787020824276781,12.009572021620915,10.49485062510814
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",16.314075770021468,6.656316630777594,31.11967641750537,148.094704934301,3032.33563958138,413.917895817196,665.662354544834,1841.7591505642768,603.2930930376091
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.3714123140661325,14.768792213876774,10.636977674250318,6.504594428812133,20.607145173377766,22.013607705841032,24.94767740866207,125.71938590891943,16.60174308867897
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,24.391626316063906,13.84270836827706,21.654602624134327,21.504472383107508,30.80746498166873,16.99611592675903,12.844631175319915,474.8660526270636,52.40626419544231
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,12.620958675816462,5.948495523169424,5.018416936561452,5.6392762948804105,24.10554231795053,18.097242833716408,11.857102047964055,98.17848966063032,49.191734455859915
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,7.543180866352067,6.0248056606970035,14.283700236604181,5.936823077693429,155.5826586562913,8.921264577775206,3.764186921833189,217.67389263054943,39.423225331215946
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,7.45627319884628,1.204849795617701,4.773736085691506,10.178337769498516,29.772959902051486,4.429499740282943,12.456007658254704,76.53179776809007,30.53263355541356
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,68.02261742069673,11.053042978406458,11.206676076155713,298.28515489167927,3560.4410179925208,438.3346411532888,402.8279581542227,5198.922666028725,4735.954223575832
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,51.05404211388813,5.821162351856098,27.875817311782765,76.78263703345397,1945.021730704623,265.0566385999058,796.2521491924738,1970.9731473255595,11418.018826633232
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,26.808372962254076,10.726750967868343,57.702494612450806,76.60750449098772,3633.420005406654,99.15881423410237,1320.3775908874095,1969.3190906688833,785.5253090145209
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,38.17778157439875,18.583309463243264,22.836515688893037,207.21280230995552,3008.47216808658,304.0248632059247,984.0549965101255,1891.8571782724798,2529.884495393646
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,37.341679534123344,7.217758588082162,4.958416791930667,20.295164428565247,1132.7209450828136,61.215167476587574,2.4158153259648456,75.00108896468895,49.66302455129456
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,11.220592334037738,18.159532850452603,6.242345914531405,4.64975352178299,312.07897081954985,12.711542002808573,13.350134849599845,61.6000861199885,625.8240575741148
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,1.368828397754775,2.4503074432949568,3.8494762694640254,3.745723137125864,49.826899987013434,7.239408667149543,1.3127928651035023,2.7151488926331027,24.280624950036696
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,5.224247381521419,6.8360229492983295,2.8639212295673744,14.384201161922991,271.73866560454184,2.4459053434601,7.3447733475354315,76.29381174880754,461.9107598905758
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,9.018718063745716,3.3804724137315483,6.458409449379423,15.698426925120044,1254.6531627764982,17.428151067167175,2.0617188967394484,38.45829569451511,180.5916825599056
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,23.149661956261177,4.927401730797548,6.807647926902987,5.643326109662634,152.31017672868558,24.535250437618675,9.605391147510169,11.426831640339618,391.4782649910929
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,4.9226681332383135,9.024306812298653,8.840656989915011,5.037961242738307,228.02978715791542,9.093973664420126,6.143080448493791,13.619115840215022,291.06818265935846
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,2.8005057269476645,4.563825907795635,8.055579973482152,1.4516754515616286,96.74520187165142,10.645233345336603,8.367649651435382,152.53486102790572,67.27161442225588
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,25.79260406841464,4.7039714996125,5.457936024649488,2.836596740814605,22.639848158133248,34.495338504535674,5.91328504379475,66.60932897837333,19.577258935880185
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,5.6455406634351695,12.68527968903984,8.248213887058622,5.8567858189596365,35.947532141847326,11.295744258311045,9.606610929415556,602.5935870483218,27.712786242033786
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,15.928615073168368,3.7084967928393846,2.538777032844747,8.131214284266935,400.4327721830552,18.569409911172908,5.238429529607758,129.75602566474194,16.436608293759285
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,22.09725415596548,5.201977973809578,7.999549439187187,3.5314587193774014,90.93226611588423,18.12049284785508,9.550133135197653,25.83104263108952,108.8472560867253
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,16.7209900830014,20.304314501336087,10.241999221302788,21.56680829011331,727.7233565901613,28.239525678854214,7.587812160025655,15.282116078686288,146.31985992681442
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,15.31292895853589,5.752372695607147,4.531011691572504,3.604322337948338,94.31090752009182,20.05312657241176,6.978898725204909,59.528307978718516,91.89668351938757
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,4.942790370833054,6.183051428704108,5.897215870222151,5.995210097791957,47.418554986172545,5.306126586236579,7.679695084441825,2090.0321325469463,23.65721040336679
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.8865526836130733,9.574223958586234,5.274674519184416,6.2462252403618335,20.069344840743227,9.158606817041921,2.708569239777094,190.8925261241607,22.314412348749013
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.9837664832668596,5.383943835996679,10.325244939144707,5.552532272981403,26.13198902450143,5.556477923634117,2.104937017862211,240.5844407504137,160.31965893237592
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,2.457254011255924,1.466733143190445,9.084432444939347,5.6882352544528265,31.59498435810913,4.473785702195263,7.967069658914747,42.385554593074474,23.384945332485447
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,1.7801512548095453,6.861325138958223,5.994366085194772,2.694036664406532,129.9803246930729,11.85893701008512,5.546045044293575,167.03923579478814,33.65860744241372
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,6.1958893229705145,7.692664557605076,6.137819412666029,16.94655414538602,180.789402084405,10.200803842957672,1.997824112211439,343.26545461901037,38.52249780500565
Fuc(a1-2)Gal(b1-Sp8,2.972287190447781,12.836308539321587,3.6340709425977535,7.928702222936071,37.77788349677404,24.46362526548344,4.092737066642143,277.28770608568743,41.855495803418606
Fuc(a1-3)GlcNAc(b1-Sp8,10.230068129253425,3.804776986018148,8.267024388647947,5.185143524452005,29.73653305436475,12.643972509559646,1.5597946381922614,173.2762165779353,17.728127486262238
Fuc(a1-4)GlcNAc(b1-Sp8,7.915296203501586,8.328572981559727,3.2483086464343267,4.022633976637697,90.6448748321895,8.858068701095807,18.763710307132765,434.79973647748335,46.54049289228321
Fuc(b1-3)GlcNAc(b1-Sp8,5.7560958333318295,5.917204343480121,9.647191203790877,9.835528467203307,33.72573598311085,16.38060397634959,10.90648446964771,40.125241333635664,58.729461796046934
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,16.60693154767511,4.9898039048810965,3.3625792729193233,7.78953666957584,777.7845613069957,28.129958079761987,6.112580320058516,40.42362475668368,134.40548280632936
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.539997295890787,18.271821553784207,7.461129081892808,10.007730151071554,14.317722871555633,13.956237877260005,7.770880897727539,90.98552762665041,113.26268044776864
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,5.698652118630041,7.330924457563312,1.0556490148245117,4.562037975419177,33.082472716631514,6.357830259543474,7.058049890491474,34.3722980834251,142.76801062409774
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,11.380872413359475,9.86701332331623,4.344900148066314,8.249007078986335,27.442658326408505,15.367120984101089,2.8857934397088565,48.763819653125154,31.30486141622683
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,3.811198277445038,8.769363752291268,3.8359597812455353,7.974532901890452,30.28688977950428,7.9159250478071055,6.39090577324529,98.96558489495216,203.56257172599288
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,12.589777765711355,6.314966323676374,3.4420719229121373,12.455113716729635,19.103043851962433,17.042225882984493,8.942559332903533,10.303634889688203,162.1741822252543
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,14.363041951800001,4.558665724657447,1.0870194509146398,6.049952882667749,50.039402686582925,16.80996170925642,13.226650499276072,64.88520735334569,348.6788173123033
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,11.030682925178906,1.3012363182117688,3.255372282218015,3.145429353177932,63.749368743070725,6.0364780484981475,1.9764206814339893,714.5692646350481,113.03445854273451
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,18.952090106194998,5.763128753478156,8.079125043592281,6.459436718992343,28.95289602974401,22.91557168555552,16.186811465408095,17.05245076078998,157.07813194111125
GalNAc(a1-3)GalNAc(b1-Sp8,20.672082733383032,0.575997575226375,2.396639406891806,5.998637019843201,80.0314277993752,9.026839317049657,7.627890641367812,53.88575749888993,81.39745456058499
GalNAc(a1-3)Gal(b1-Sp8,16.573302531154336,6.854370921536122,6.770983209746326,10.034511823825806,468.9691996103898,11.12663547420483,6.3263572827628565,37.861906757529226,58.50808100789722
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,12.596872641519663,1.7062533242946851,6.961631312175808,3.6665042664414496,117.1215104657555,5.809439159606264,4.91323038811194,33.09587591834509,247.81757727104429
GalNAc(b1-3)GalNAc(a1-Sp8,4.870081455427623,5.162010320924725,7.230323966174224,11.649258379363312,632.5417130464016,35.22567105894979,11.014615209612794,75.0934386915838,38.96152978553586
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,7.000937401281807,4.325622019625227,7.7794996683055775,7.262561233247305,69.35357234442449,20.09465937025723,9.182163231822477,118.4341333172437,118.32959302727276
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,19.32713229780007,12.899589507939146,10.204718179678775,12.265138562980152,55.1312413096845,17.738544074416023,4.733865315644987,75.11374664868279,34.609862619430324
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.786026542565567,10.604645729899072,3.492227887275779,11.338837425525597,80.57918076907826,12.373022203534875,14.454137453914942,270.38244481856134,28.58303747108296
GalNAc(b1-4)GlcNAc(b1-Sp0,14.097822122199116,5.604823120239091,2.9528909657881623,7.578290739287236,115.26876324125658,6.409946563154801,2.0389594852522137,200.25329790829068,106.49449837333923
GalNAc(b1-4)GlcNAc(b1-Sp8,10.529021229123506,12.626225038783355,8.437095163818725,7.882932103549218,108.66898168557572,24.42333695155449,3.318132535026292,43.78166020442618,256.884461913722
Gal(a1-2)Gal(b1-Sp8,18.27856294832374,0.951525042585148,8.223695097703951,7.5683871872854604,56.350869719463994,2.116125472807951,6.721149146475378,3607.940410348859,89.02556186415896
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,3.5164048168311504,3.791205584859077,3.551270201866745,6.2956778990960585,32.05854119631512,4.1036379733922566,6.954568445753236,40.00615918716982,13.254743246097405
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,8.10853778310245,12.147257733332248,7.154165894544728,6.409326878528923,83.90420018038428,12.635501116035455,3.466104299738619,2235.498522955968,150.43742855930722
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.100069169853876,24.61062549042588,10.445210780185349,11.817805393945479,51.770890053026,14.226161301630178,11.358560682696545,34.78486248973835,41.33606828484256
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,16.544303216414608,9.16750474061326,2.7026583838879845,2.9622174273112787,42.45879189335623,23.170311315488767,7.8563564092502,520.0919855333576,466.03224888602114
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,16.45671703125099,12.972022476179266,4.890978716644211,6.159123930330253,45.80214991318639,3.549188146604806,6.006208325488442,197.20277779666927,86.12679585550984
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,21.142576513203565,9.069454103886304,4.969192173448987,7.267767113770231,35.458499912843024,6.527546273549763,2.141417317845044,424.4504311733262,83.23284229305165
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,14.071545584233705,15.366415132250804,3.3381413476164625,8.427547298393923,39.72207164632569,4.3989791641546265,13.018339894260714,227.48787476278758,76.32127589876781
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,18.738859712617646,7.724124316872422,3.050006778134545,11.014234451041071,127.02498854803814,40.53743015099339,7.965266806370432,326.91786410062656,51.06485044914238
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,21.108413076701588,6.10259207898579,8.006049392959067,11.806096537665045,291.8172775144634,56.74174805602426,12.171628475098686,90.32471611902523,464.24383186165113
Gal(a1-3)GalNAc(a1-Sp8,17.214898919250164,5.686085126209423,11.721331192424351,16.514690980129377,387.5989856404458,27.571121083783783,9.911674016153981,23.615797985882182,21.1509396233357
Gal(a1-3)GalNAc(a1-Sp16,8.027340698097529,10.451694749776227,8.378895143702819,12.451064196920411,33.09795516295785,4.255805701626897,7.9707053980497875,34.99815504546868,49.11057550548559
Gal(a1-3)GalNAc(b1-Sp8,1.1727375534051392,6.072392215250377,6.010473876700562,6.701110555721343,55.66115939398406,6.021217284182103,3.801333101251021,526.8442286717101,68.50581698624825
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,10.341015654986052,5.666741791953004,16.937402588428373,11.121291717054872,33.80721074587245,5.651452120989214,1.9413471070367632,24.636919978831173,124.34848313650309
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,13.836156900039114,2.8628366018979596,8.962701128333654,3.214531705007745,273.3509374069456,12.097098369547133,9.889100790095462,28.80764080870444,78.72834507784776
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,19.18102066679455,7.121608217425331,18.047919516549086,2.7840297093422004,80.40060852413372,12.121067135363939,11.824395083153286,12.019604547432781,221.6187660300529
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,6.2597503882609775,6.20472444103416,5.498271192838709,5.320671253391497,171.18230620052177,11.474857858378904,3.411305103500223,50.41117406338903,300.60408954227904
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,3.6111757720535564,11.709109131782816,6.2629682265413615,12.672773797758989,106.87751066154736,41.979093365467854,3.54998482297225,135.86395432520914,49.61139695119627
Gal(a1-3)Gal(b1-Sp8,12.957222067602567,7.153788582515791,2.178461629223701,4.6699853157335145,148.38250864953434,5.664548802567313,12.113808412166126,44.8760706956761,102.12202211757507
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,21.178815696882122,11.276705549161955,20.250227490244807,5.077294904687604,144.99454925868474,20.7813223893476,10.606305330753338,18.23335468664964,126.93536266321728
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,8.060330624887559,5.829478189912599,3.738486573467932,24.072770581855906,81.94296895900601,12.488231872813973,2.647527844833243,43.29598369505537,1072.8631928921616
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,21.867732107681707,10.831082115375247,5.97852946411852,5.402218095683786,76.87261561043695,10.222854569827033,15.523459721203695,38.00025182236728,109.55622942525908
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,9.788763103511442,22.253999777324687,6.969065067077983,8.264094859238966,23.872663602049688,16.089270848068296,12.665433319176245,208.61894485944737,183.06585237489458
