IUPAC,RCAI (Vector) (0.1 ug/ml),RCAI (Vector) (1 ug/ml),RCAI (Vector) (10 ug/ml),RCAI (Vector) (100ug/ml)
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,5.387507882128801,5.0802958571163295,29.38205125688991,185.2935164744172
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,126.00479424789776,2528.837887233752,797.8720012692909,2414.819764205533
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,38.43237562099811,893.9735907634599,2362.987213044541,5402.525933872879
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,60.61900823940771,1359.9007557816271,1628.3177354034156,3035.8800640191976
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,175.70733256170658,2518.580887585636,1528.323303543066,3718.0161853117024
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,20.719731709069816,105.01303436812708,2676.061427933809,876.504468090422
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,5.926403879461808,8.265297595368246,9.976041736246565,31.5423855353792
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,3.2011647884012486,3.9313514694906986,5.4531960258793735,80.15315882535448
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,5.830526744071528,3.882606171439476,3.269390663283701,15.817729239264082
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,4.714981818628768,4.72202929752311,10.514547791314346,36.76447449236834
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,4.317714066879991,6.852086602573461,6.565443472391392,115.30061338689673
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,6.537999979861324,3.1572048893496536,1.737737347577761,18.66658715001665
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,7.614785638042175,3.5252322226107835,11.767184987356446,61.32077284957496
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,13.283910584205492,4.561759617643904,6.796323613542849,116.28773946357778
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,2.247819692316684,11.108886743616571,8.41351158019052,78.27188976291337
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,16.1477997278009,11.964009459067919,7.934870758661827,29.42587079793368
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,7.040167614245181,7.9863050083669345,8.706366352847759,125.25403564613195
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.6905737536039719,1.6193103745627857,14.909087199059739,10.489508452854212
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.517324823884778,14.970006571697507,7.123100510954957,9.349922417280638
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,13.12244445835074,11.666301312005437,8.605360312183329,39.670152433494216
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,9.329141308600349,4.288762654795279,3.4991675442167685,11.065279102670665
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,11.033635785935054,16.557355884117857,147.24336590403638,1402.200846579775
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.650685468853973,1.5138133900847754,19.25397000405361,859.2776300203267
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,5.316445493858334,4.375030205133847,6.672320720458982,395.4101791198867
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,2.544162437653436,7.6245013176272725,12.004221577532627,117.94235950967571
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,1.7918964374371578,7.664004031129338,15.938026873147335,154.07963495641857
Fuc(a1-2)Gal(b1-Sp8,14.208419137727235,11.70252529225352,255.46513464903424,1724.3237262674775
Fuc(a1-3)GlcNAc(b1-Sp8,6.374874143855706,5.648490804557164,3.6821495189630817,35.99264505732393
Fuc(a1-4)GlcNAc(b1-Sp8,11.513881370002908,7.1051013173048165,14.112615596072187,19.11650014708061
Fuc(b1-3)GlcNAc(b1-Sp8,14.263147715324507,9.863079108304193,14.980425745396342,527.4120559990918
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,17.326180338123198,5.098892213347262,4.210505769302939,39.78983021853708
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.020507429707925,6.064089289346465,14.236061603167007,129.55857015397513
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,15.312887779035457,6.977512454724345,10.741108663874824,37.32354444157869
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,5.502339470928102,5.331884762054916,1.5780179149807243,8.843630339213972
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,2.91623170818672,7.43903312820289,7.551815465778189,26.05912010375853
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,1.9737238121547456,15.256930589380245,13.993986815891082,45.283346525700466
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,4.819823869534375,9.049119733432633,14.499775387915495,46.86945374157177
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,4.660744255570468,8.177008215315269,7.307141437605172,51.10310425342736
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,11.857197266498801,7.45036845755519,3.709488348366482,223.96967782641158
GalNAc(a1-3)GalNAc(b1-Sp8,3.7259640224600488,4.906322212886822,4.670672649897437,23.37346885357767
GalNAc(a1-3)Gal(b1-Sp8,3.3909769402292738,7.65420342317431,13.190794384216106,427.9475503473557
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,5.161722929652462,4.610099656551183,15.900718686168418,13.730816707288964
GalNAc(b1-3)GalNAc(a1-Sp8,13.265464093496073,9.306771120354613,7.570741284433994,71.26750936157714
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,7.523128134127438,5.857221899714911,10.235814913454623,20.012593884414393
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,30.39470550401555,27.982717676734577,8.648745721153295,338.59678363940355
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,15.208052967315266,19.743592899385515,7.562663510959585,119.75043503571641
GalNAc(b1-4)GlcNAc(b1-Sp0,16.453688017989563,15.844774483932119,5.929249463674961,202.42656646593602
GalNAc(b1-4)GlcNAc(b1-Sp8,21.69888911303988,8.280437519187434,8.51307118078822,417.3607864696329
Gal(a1-2)Gal(b1-Sp8,6.915435818695746,15.987296012641835,41.42835998535039,1101.8872235224565
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,8.730292556524091,4.4278561498013165,21.209305830283547,221.14349906960902
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,17.593606238915342,19.104279840108248,10.049740517545699,65.13104475155757
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.244973886454607,7.215623679673612,4.443581057641834,63.25520887015275
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,3.01453868388956,6.9245934813893655,10.759261400107038,71.26202737533117
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,1.6255028606557522,5.711774048985717,5.000475026434986,260.1844042829945
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,9.970369129074404,7.788680463767058,20.223796157064587,45.243633055860215
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,2.6607706772049715,6.82796118831725,15.91449208371098,175.9748187572546
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,13.082920041794956,17.636492994994786,4.727451684575944,151.31284323626502
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,10.777274976542056,32.43217821283644,298.9283434995889,6529.3696642283285
Gal(a1-3)GalNAc(a1-Sp8,30.055399712919034,10.319626888604127,15.95905213862449,519.6752947284151
Gal(a1-3)GalNAc(a1-Sp16,1.4357910859522938,10.806634251545049,2.6140477149113712,34.40335087433342
Gal(a1-3)GalNAc(b1-Sp8,2.2947793406992245,1.9744228023652823,4.769811988607785,213.81441962722585
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,2.379332790755961,11.631606856427878,226.0769243775584,1427.888231199939
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,8.437087246743793,18.355695735906245,136.75273453653682,751.5899394160808
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,3.11684752273832,13.989440887207275,204.20356551435563,5081.7440679728115
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,2.712757357837232,7.283576925293418,39.79535433246975,902.0421108546174
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,3.3170295732778774,16.50680523147953,52.58743755476026,470.54041261957525
Gal(a1-3)Gal(b1-Sp8,3.8724615378980847,14.021207566397376,238.12708242225784,1154.2862996315307
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,8.118963366249407,9.301251332437284,32.43365310911822,1227.948345346499
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,16.209069470104286,8.243996750161099,69.49241788883617,4847.176441112661
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,14.995677627347591,15.709713137313,72.02846822561362,821.2346953662349
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,14.13946955464268,24.194280397010488,27.91985654428323,1074.148868000097
Gal(a1-4)GlcNAc(b1-Sp8,7.26617295463483,16.758026947108075,91.27575935867156,1446.5911328167554
Gal(a1-6)Glc(b1-Sp8,3.927014701080196,5.287753864276084,10.37668046181758,29.13821278371821
Gal(b1-2)Gal(b1-Sp8,9.806331142132922,147.06898263393316,472.29732105108576,2284.3258953658296
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.433276930114411,4.152597043618208,4.0608210832293485,70.57568031869526
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.268157265187829,12.352611802738998,104.777947821366,686.6191835391321
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,9.810077354562504,5.9779903939367545,4.738337158750955,20.3036976375198
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,4.209572489279647,3.3386303808597804,5.122538510266826,96.75439882411892
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,12.591671602822762,13.069738614575801,14.999886665655179,35.65740186669988
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,64.89586452191345,3059.448730175187,931.8805176644704,407.2948706839247
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,10.25328488973166,18.668291349862034,48.48365738049439,67.73071396958689
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,17.051521181505567,12.901276195884655,18.73836813190184,1345.9471344199742
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,7.855282427927081,0.9269403698009212,13.255476984345,198.80959285172173
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,7.2464683216492904,10.37144312266459,9.964576718723851,132.35929477555638
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,7.201146948171992,10.494938962820763,6.042357542383599,65.08446330254183
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,3.0652555993206634,19.78506799878804,23.930323030205802,136.59532664688246
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,3.3034648188177576,4.481410668528385,12.13363468253296,507.39058641696647
Gal(b1-3)GalNAc(a1-Sp8,6.493393551076863,5.919670600633102,99.03759498794778,318.362612903566
Gal(b1-3)GalNAc(a1-Sp14,16.932902204559227,1.4546713752597318,9.25825844260142,318.20732556630094
Gal(b1-3)GalNAc(a1-Sp16,6.654565921227689,7.652092292090227,3.609078216918182,80.05622875547655
Gal(b1-3)GalNAc(b1-Sp8,2.817067771489832,15.220917651130652,89.18430779314897,576.9466218817669
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,23.93380599486849,8.981431109795368,9.880832679823666,2021.7835692757824
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,11.470221476029424,8.785377310195617,28.19574872143848,602.230870511628
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,4.469620878311024,26.6258089388692,39.10420008663832,546.8191014694473
Gal(b1-3)Gal(b1-Sp8,6.180396632633437,39.99142842113171,90.14297488170544,1135.0746941814045
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.390948622804532,13.592568809708727,106.94549506586279,2861.162920884067
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,1.1802103664883905,6.71483843786781,96.02229409191523,1083.4246077942757
Gal(b1-3)GlcNAc(b1-Sp0,10.388645533947148,8.651736749491414,212.559446230006,686.9470515443951
Gal(b1-3)GlcNAc(b1-Sp8,6.82209274410475,27.23577564142427,226.0325862955629,925.5974587193684
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.316859319069778,8.238509045735555,6.3889938725384035,63.87500867717497
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,3.333783488770681,15.546246356596816,8.276348220078704,67.97152336811718
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,14.038830697835918,13.356583194440105,6.750544206889298,4.9935039805064045
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.4923073570110263,3.9414937392651854,5.998744994024447,34.12339101665941
Gal(b1-4)(6S)Glc(b1-Sp0,9.621702473185275,14.762172875602383,731.8779914897979,1251.0063420381316
Gal(b1-4)(6S)Glc(b1-Sp8,14.11511567091583,43.210374655967854,265.45864406180715,422.16406484786796
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.023176415867956,5.380130071770268,21.563184226206808,560.8610820964536
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,22.87449341449993,38.118564224491294,11.850641335387914,339.7851589154202
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,41.80578168359172,192.89481925087952,1873.8624272201125,2715.886924306456
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,3.947447416896977,82.92151205472938,2275.760260799588,855.8142510088858
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,71.46841993651792,882.3745578783313,2735.615869592878,1285.6487964614255
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,42.88605635295947,1123.1749495572772,1935.2724854856124,2395.333456316021
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,144.2075049159602,1283.6651649309124,1228.798293842981,3103.931234857367
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,23.59713786733642,378.178908575874,1078.9615385599525,1512.4955845460993
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,36.73255634133237,289.4694874330023,2152.091964251582,1179.8660072809487
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,119.01161726563795,634.2470490910492,1408.7245250210544,5440.526846980388
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,18.73252641661465,610.9902529023291,8513.801678436344,1013.4630380322712
Gal(b1-4)GlcNAc(b1-Sp0,31.78273421644736,434.7006567787285,2200.7441857089907,3801.7693782921338
Gal(b1-4)GlcNAc(b1-Sp8,66.39683509848808,402.2220387179311,1603.4135785052865,2275.813271265035
Gal(b1-4)GlcNAc(b1-Sp23,21.893123687187856,268.23809954051814,2364.846594954773,243.93795661776025
Gal(b1-4)Glc(b1-Sp0,9.868953386082367,76.7702849046578,539.7142306134222,501.27653252957117
Gal(b1-4)Glc(b1-Sp8,20.57188609832604,212.34031202465943,1680.4237397092218,2215.845876741312
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,4.581497912528153,7.605999555394843,7.222269994260807,16.33782316691343
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,33.413736438077905,13.906512904991505,1821.2451707757607,776.462758255054
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,22.11525079914688,5.534984298908775,9.081903079568,118.79853594073666
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,4.000691423575007,4.536648763404549,9.925534985917214,3.7233158497053074
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,2.7183191068501618,8.19405845002951,2.01057681441587,33.9004189754222
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,6.172632068183451,3.0131774307475823,4.960137187198893,14.887157142315695
GlcNAc(b1-3)GalNAc(a1-Sp8,4.111539723753136,13.654186579305993,7.682706798388172,67.12235786265632
GlcNAc(b1-3)GalNAc(a1-Sp14,3.0259881662855266,3.100439051032395,2.350048805698877,16.53612632599205
GlcNAc(b1-3)Gal(b1-Sp8,7.436601742003312,30.762651305262466,12.884038611268851,12.073633559261832
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.296230339495314,7.185441516009992,2.4040835653459776,10.869877721598344
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,3.239232131231069,10.994344822187752,5.779035371351638,5.825107635057044
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.890034959998385,19.41113040139605,127.78885894814549,2672.9844513850426
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,6.385817957200158,8.53312501783491,9.460519138856327,18.375436457650927
GlcNAc(b1-4)(a1-MDPLys,9.937723492287699,10.829155810242083,3.129152365524348,25.377917489161053
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,2.9529208805294163,6.143270316574067,12.282905224301224,9.783887673576727
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,13.779960351025426,16.686471898392224,7.7738025618097595,205.90926405428158
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,7.836511797296447,6.0357304702220285,4.4059384388194385,94.8012672729291
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,4.733708171895137,22.122389704851813,4.4206027208779215,31.69459207250506
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,4.994066554422365,2.458295462307153,9.171236581971916,239.50174299004416
GlcNAc(b1-6)GalNAc(a1-Sp8,21.3144130520487,9.903826865409153,7.762437749562522,119.4990024651531
