IUPAC,GNL (0.1ug/ml),GNL (1ug/ml),GNL (10 ug/ml),GNL (100ug/ml)
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,-12.08025,10.309675,-3.5404750000000007,-12.706824999999995
GalNAc(b1-3)GalNAc(a1-Sp8,-2.064725000000001,-6.844075,-6.240674999999999,8.694474999999999
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,2.230274999999999,21.2971,2.696375,8.419799999999999
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,-10.439249999999998,-13.418374999999996,4.886600000000003,0.5102000000000029
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.238299999999999,161.925075,6.913499999999999,3.9088249999999984
GalNAc(b1-4)GlcNAc(b1-Sp0,-9.830625,-5.133574999999999,0.16119999999999554,18.332275
GalNAc(b1-4)GlcNAc(b1-Sp8,15.5993,1.025450000000001,-0.2546500000000016,7.262475000000002
Gal(a1-2)Gal(b1-Sp8,5.761374999999999,-3.8484749999999988,-0.9498000000000016,5.723000000000001
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,7.03895,9.9884,14.366524999999998,9.687174999999996
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,8.215425000000002,21.294725000000007,14.181200000000008,21.841075
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.823849999999998,-0.3800750000000015,8.581974999999996,8.0154
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,6.19135,15.847675,-3.4730250000000016,15.648075000000004
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,-0.06617499999999588,6.1928,10.349500000000004,5.017974999999998
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,-1.9702999999999984,0.815175,4.372125000000001,13.584550000000002
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,7.712849999999998,0.8730250000000019,14.469925000000007,5.1666500000000015
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,6.572300000000002,3.3248500000000014,1.442475,1.340124999999999
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,39.60295000000001,33.10915,6.351549999999996,17.434174999999993
Gal(a1-3)GalNAc(a1-Sp8,18.377275000000008,0.3482750000000045,19.752675000000004,18.818875
Gal(a1-3)GalNAc(a1-Sp16,-3.8802999999999983,6.809175000000002,18.27485,0.6235250000000008
Gal(a1-3)GalNAc(b1-Sp8,5.634525,0.5174500000000002,6.716850000000001,11.515875
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,-2.7813250000000025,-3.9779,2.3089500000000007,2.32245
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,-4.3554,9.879225000000002,1.343799999999998,5.186600000000004
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,-2.846124999999997,-2.536175,1.864025000000004,7.890799999999998
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,7.0089250000000085,-3.823150000000002,-0.8186499999999981,1.5721750000000014
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,-2.6432499999999983,-8.894025000000003,6.81375,1.6640000000000017
Gal(a1-3)Gal(b1-Sp8,0.8184499999999986,2.7196,3.6241749999999975,4.436475000000005
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,13.710925000000005,-5.661000000000001,-11.587625,26.840299999999992
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,6.193,1.5532250000000047,7.5744250000000015,14.297024999999998
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,-4.533150000000001,4.37575,33.411825,2.162074999999998
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,11.379500000000005,3.4693250000000013,9.632650000000002,18.333675000000003
Gal(a1-4)GlcNAc(b1-Sp8,-2.3011250000000008,-4.384974999999999,1.1979000000000075,2.5702249999999998
Gal(a1-6)Glc(b1-Sp8,0.9620750000000003,-3.0772249999999985,12.808925,4.856875
Gal(b1-2)Gal(b1-Sp8,15.616999999999996,3.2020500000000016,8.605524999999998,6.6980999999999975
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,-4.927425,-9.1401,3.558824999999997,3.9983999999999984
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-4.061,-8.5802,1.7909749999999995,-0.07362499999999983
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,4.711549999999999,-6.264050000000003,-2.6574249999999977,1.3237999999999983
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,-4.948400000000001,7.096599999999999,-9.706025000000004,-1.2481750000000007
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,-4.506924999999999,6.241324999999998,2.674300000000001,9.589349999999998
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,2.4342500000000022,-3.389049999999997,8.419825000000003,4.721399999999999
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,35.89834999999999,23.8674,-5.406600000000001,8.587049999999998
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,3.784699999999997,6.0534500000000016,4.555299999999999,-3.16025
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,-4.035325,-8.183100000000001,1.914525,-3.353425
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,-5.6357750000000015,-7.388875,8.881100000000002,3.2
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,0.2995499999999982,-2.783275,7.47195,-1.091899999999999
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,0.3027000000000015,-4.514425000000001,-4.435625,2.6175999999999977
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,-1.2914250000000038,1.1995249999999975,-9.580650000000002,-0.5604250000000004
Gal(b1-3)GalNAc(a1-Sp8,0.6538750000000029,9.271574999999997,0.4486249999999981,-2.277749999999997
Gal(b1-3)GalNAc(a1-Sp14,-2.6892249999999933,-0.5023250000000044,7.0960500000000035,2.478799999999998
Gal(b1-3)GalNAc(a1-Sp16,-8.509875000000001,-15.2846,-0.5697749999999964,0.5864999999999956
Gal(b1-3)GalNAc(b1-Sp8,-2.7337749999999983,6.836099999999997,-2.187899999999999,-3.373225
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,-1.4179250000000003,-1.8031500000000025,0.19607500000000225,16.234599999999993
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,-0.18285000000000012,14.560925000000005,11.770950000000004,5.125774999999999
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,-3.2797,-0.8513500000000036,7.572774999999997,15.093575
Gal(b1-3)Gal(b1-Sp8,10.839225000000004,0.000950000000003115,8.34695,0.3246750000000018
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-2.144225,-13.791549999999996,-3.5418000000000016,3.296549999999998
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,7.270125,-7.754024999999999,-4.4703750000000015,2.151475
Gal(b1-3)GlcNAc(b1-Sp0,-6.381324999999998,-11.47315,1.6823749999999995,1.1396750000000042
Gal(b1-3)GlcNAc(b1-Sp8,-1.1026000000000007,1.3674499999999998,10.935425000000002,3.2089999999999996
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.865199999999994,-4.572675000000001,-1.1538249999999994,-1.2665999999999986
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,-2.260749999999998,5.380200000000002,8.759275000000002,4.419524999999998
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.5106999999999977,-6.658374999999998,-0.8467250000000011,6.214449999999999
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,-2.8706500000000013,6.175324999999999,13.575550000000002,-0.9281500000000004
Gal(b1-4)(6S)Glc(b1-Sp0,7.6535499999999965,-5.4521749999999916,-5.163775000000005,-6.712074999999995
Gal(b1-4)(6S)Glc(b1-Sp8,5.75225,14.204175,3.521975000000001,1.21125
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,-6.741199999999999,8.687250000000002,-2.40875,6.988025
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.4732,-7.515074999999999,1.2605499999999994,1.6740749999999984
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,-2.1431000000000022,-1.951500000000001,3.7452249999999982,-1.3682750000000024
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,-7.925300000000004,-4.220525000000002,-1.4643999999999997,-10.523675
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.46265,-6.772125000000003,3.147025000000001,3.901049999999996
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.5642500000000013,3.0761750000000028,-3.3309750000000005,3.8800749999999984
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-5.387624999999997,-2.8041250000000018,2.244900000000001,-2.8386750000000003
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,-14.841599999999987,5.1979000000000015,4.000150000000001,1.1930750000000003
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,-2.6029500000000017,-5.109350000000001,-7.1998,1.5734999999999992
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,6.4867500000000025,-3.281674999999998,-2.245725,12.585475
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,-11.979149999999995,-0.9564000000000021,18.1017,3.6977749999999983
Gal(b1-4)GlcNAc(b1-Sp0,-2.072474999999999,9.477800000000002,3.092750000000001,9.223099999999997
Gal(b1-4)GlcNAc(b1-Sp8,3.9669999999999987,10.291475,-6.599149999999999,1.8047000000000004
Gal(b1-4)GlcNAc(b1-Sp23,-3.642375,-3.8634,13.20715,3.2575749999999983
Gal(b1-4)Glc(b1-Sp0,3.974750000000002,4.790649999999999,10.695474999999997,1.5134749999999997
Gal(b1-4)Glc(b1-Sp8,-0.39055000000000106,2.7016000000000013,-0.0008250000000007418,1.838125
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,-1.8717249999999976,0.04020000000000401,2.72135,4.615
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,18.24385,-9.482774999999991,-0.471375000000001,2.491375
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,2.971549999999997,3.622549999999997,-2.0412749999999997,-1.1358500000000014
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,-8.026824999999999,-5.241949999999999,-2.709925000000002,-0.09774999999999777
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,-0.2382249999999964,0.05647499999999539,4.252250000000002,3.3577000000000012
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,-7.193225000000008,5.567325,-4.6632500000000014,-13.048925
GlcNAc(b1-3)GalNAc(a1-Sp8,-2.34985,1.3049750000000042,1.207424999999997,-2.06025
GlcNAc(b1-3)GalNAc(a1-Sp14,-4.4887000000000015,9.819949999999997,6.467574999999997,3.9756500000000017
GlcNAc(b1-3)Gal(b1-Sp8,-3.084224999999998,0.5286249999999981,6.641274999999995,2.240025
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.473074999999996,-9.718674999999998,0.9555750000000014,0.30634999999999923
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,-9.20325,-5.937300000000002,2.407775000000001,-1.4930750000000008
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-0.9115749999999992,-3.8754250000000017,3.5409749999999978,1.8743999999999976
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,5.306574999999995,21.921925,6.763175000000004,1.0523250000000015
GlcNAc(b1-4)(a1-MDPLys,-13.682800000000045,-13.2647,1.8420750000000008,-2.797274999999998
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,-18.25745,-1.3898499999999974,-4.1311,-3.0532000000000017
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,-8.026725,-20.704975,-11.92995,12.110625
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,-3.0864999999999987,-3.60425,-4.7001750000000015,4.395374999999998
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,-4.746675,-5.510675000000003,7.8865,-0.4670749999999994
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,2.559099999999999,-3.899625,0.4976000000000002,2.470649999999999
GlcNAc(b1-6)GalNAc(a1-Sp8,-11.737400000000004,-11.136375,-3.6606000000000014,0.4531500000000008
GlcNAc(b1-6)GalNAc(a1-Sp14,-7.182725000000001,-3.357050000000001,-0.20602499999999768,-1.049375
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,-5.478375000000002,-8.100950000000003,7.5660000000000025,39.43844999999999
