IUPAC,EEL (0.1ug/ml),EEL (1ug/ml),EEL (10ug/ml),EEL (100ug/ml)
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,11.532649999999995,5.348625000000001,10.62725,22.799075
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.295825,5.037025000000001,5.7475,-0.7588750000000015
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,0.5073999999999987,7.478099999999998,2.5013999999999985,9.6264
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,1.851325,5.3708750000000025,10.160674999999998,-1.433475
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-1.9303750000000008,-1.9383750000000008,2.4332749999999983,4.6357
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,0.07289999999999885,4.1729,2.9675499999999992,-3.873725
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,8.290450000000002,4.725499999999999,3.1037,1.5290749999999966
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,4.413449999999999,13.6573,11.581049999999998,4.7738749999999985
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,5.913475,14.1894,8.45895,7.160725000000001
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,6.742300000000004,1.8326249999999984,2.4773749999999994,13.763725000000004
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,6.97915,2.42035,11.334125000000006,6.014375
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,2.705625,11.54375,2.54585,9.858425
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,10.951025,11.925424999999995,5.092574999999998,2.8340499999999977
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,3.898625000000002,10.2195,6.655699999999998,0.749349999999998
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,3.2223500000000023,0.784250000000001,5.5125,0.34834999999999905
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,58.30055,190.701925,857.8703000000003,3318.4825250000013
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,39.8353,412.572775,1573.769025,1538.3578249999994
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,31.643125,330.89145000000013,752.684025,2538.95535
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,2.4595,253.071075,1062.475675,1366.3146499999998
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.761125000000002,13.657025,5.3897,6.860625
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,15.046300000000004,-0.5733250000000014,10.58645,36.4185
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.978775000000002,2.3269749999999974,6.167624999999999,1.8810249999999973
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,9.82875,2.0455750000000004,6.1938999999999975,5.222774999999999
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,29.758875000000003,426.31432500000005,2614.05525,2637.5453749999992
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,39.078775,391.08992500000005,3056.8764,4183.800249999998
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,0.6469499999999995,-0.9030500000000004,8.711125000000001,-0.8233999999999989
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,10.038,41.92875,927.592675,584.70325
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,9.820600000000002,9.418699999999998,3.907025,0.3346750000000007
Fuc(a1-2)Gal(b1-Sp8,-0.3103000000000016,4.700424999999998,7.137424999999999,11.353550000000002
Fuc(a1-3)GlcNAc(b1-Sp8,1.4494749999999996,2.40505,7.71625,-8.478674999999997
Fuc(a1-4)GlcNAc(b1-Sp8,5.553699999999999,10.844300000000004,-1.9669999999999999,5.410450000000001
Fuc(b1-3)GlcNAc(b1-Sp8,15.188199999999998,7.745649999999999,6.963900000000002,7.466599999999998
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,4.162800000000002,3.282325,8.412575,-1.6410000000000018
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.0356,11.186175,13.972100000000005,5.835950000000002
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,0.8397999999999994,1.8633999999999995,5.571475000000001,1.9125
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,6.843350000000001,5.485850000000001,3.4036,-0.2533750000000019
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,0.66655,2.3318250000000003,6.519725000000005,2.9990249999999987
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,1.1592749999999985,6.4786,9.388175,0.5385000000000009
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,12.521725000000002,10.803375,3.974974999999999,3.825275
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,1.8591999999999995,-2.2206750000000026,0.7566750000000004,-7.491075000000002
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,0.3130750000000013,1.889725000000002,2.3404499999999997,8.360449999999998
GalNAc(a1-3)GalNAc(b1-Sp8,-6.569375,5.874049999999999,-0.9299750000000008,0.24920000000000184
GalNAc(a1-3)Gal(b1-Sp8,8.136525000000002,-1.945825,3.74395,-2.203125
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,14.49435,13.997524999999996,2.710024999999998,0.4371749999999999
GalNAc(b1-3)GalNAc(a1-Sp8,1.16085,3.7308749999999975,3.75785,-0.9612750000000004
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,-1.3825249999999976,1.5199750000000003,9.855425000000004,5.356975000000006
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,26.098299999999995,12.66905,10.521075000000003,17.46985
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.149800000000003,0.577474999999998,11.073999999999998,11.627849999999995
GalNAc(b1-4)GlcNAc(b1-Sp0,33.228525000000005,9.200825000000002,4.596575,9.901825
GalNAc(b1-4)GlcNAc(b1-Sp8,24.77385,1.7147249999999996,22.275,6.562850000000001
Gal(a1-2)Gal(b1-Sp8,5.730175,6.005099999999999,12.287600000000005,12.652774999999998
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,916.3012250000003,2552.9928249999994,4514.2290250000015,5152.761525000001
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,897.62805,3198.444475000001,5290.132325,6159.413225000001
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.2922749999999983,7.257025000000001,8.465025000000004,6.502650000000001
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,0.7453500000000002,5.6477749999999975,11.94485,4.882675
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,762.0838749999997,2905.109125,5420.281624999999,6110.564549999999
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,553.0278250000001,2032.4686,3700.686775,3834.871075
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,9.542099999999998,184.20422500000004,1050.685475,509.85029999999983
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,68.57327500000001,677.799,2539.437,6078.224000000001
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,11.361125000000007,17.405299999999997,12.387625000000002,23.015325000000008
Gal(a1-3)GalNAc(a1-Sp8,18.322749999999992,35.73832499999999,34.9691,11.211774999999996
Gal(a1-3)GalNAc(a1-Sp16,1.704375,12.737424999999998,4.4399250000000015,5.928000000000001
Gal(a1-3)GalNAc(b1-Sp8,4.675499999999996,-0.894825,5.935974999999999,4.818025
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,5.461400000000001,5.083224999999997,2.6742750000000006,0.4067749999999997
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,31.902000000000005,393.96555,1797.5758249999994,2402.584325
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,10.891649999999998,193.42275,815.5619250000003,1305.1460250000002
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,5.57085,0.2758500000000001,3.298350000000002,1.241724999999997
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,4.083525,4.344149999999997,5.727175000000003,-2.09
Gal(a1-3)Gal(b1-Sp8,9.954449999999998,14.960425000000004,16.522375000000004,5.885674999999997
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,-3.243949999999999,13.450949999999995,8.098775000000002,14.567650000000004
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,3.345975000000001,16.2285,9.9475,-1.6489499999999992
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,10.67365,7.377450000000001,9.794575,10.143274999999996
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,2.16095,14.8358,7.109175000000002,19.663374999999995
Gal(a1-4)GlcNAc(b1-Sp8,1.973700000000001,10.5031,-1.582275000000001,2.7059749999999987
Gal(a1-6)Glc(b1-Sp8,11.440575000000004,15.788425,7.676124999999997,14.781299999999998
Gal(b1-2)Gal(b1-Sp8,7.6182,3.8844499999999993,3.6866,12.952975000000004
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.9898000000000007,9.295475,4.2055250000000015,0.5657250000000005
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.936449999999998,6.963400000000004,6.380275000000001,13.433949999999996
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,11.062425,21.08165,2.0193000000000003,0.204600000000001
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,9.54515,0.14259999999999895,4.370499999999998,5.608825
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,5.24935,4.2158,-1.4994499999999995,1.836600000000001
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,7.13485,14.151525,3.58815,4.752975000000001
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,19.262900000000005,9.402125000000002,6.63715,11.0295
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,15.356825,22.41725000000001,23.610949999999995,6.702300000000003
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,2.8267,6.4932,-6.0050500000000016,-0.699625000000001
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,2.16,3.710650000000003,2.8139000000000003,3.627274999999999
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,3.19735,9.264775,13.265200000000002,10.781074999999996
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,0.8478000000000012,-2.168625,6.176475,0.10735000000000028
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,-0.4614750000000001,1.165325000000001,0.20984999999999945,0.7351749999999981
Gal(b1-3)GalNAc(a1-Sp8,-1.2975749999999984,8.982625,2.377749999999999,-4.077950000000001
Gal(b1-3)GalNAc(a1-Sp14,16.022700000000004,2.1,0.3696749999999973,2.03
Gal(b1-3)GalNAc(a1-Sp16,3.225225000000002,5.894649999999999,3.8893249999999977,16.507674999999992
Gal(b1-3)GalNAc(b1-Sp8,12.243125,5.752925000000001,-0.2688499999999969,3.707724999999997
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,8.164399999999999,6.7983499999999975,18.85835,6.6614
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,4.368850000000005,4.8942250000000005,12.806400000000002,2.4502500000000005
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,4.403575000000002,2.4110750000000007,11.526875,3.65555
Gal(b1-3)Gal(b1-Sp8,8.067124999999997,5.5275,1.8431999999999984,9.655175
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.648675000000001,4.311424999999994,8.572525000000002,10.73595
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,2.520875,6.5869500000000025,5.5863749999999985,3.0878999999999994
Gal(b1-3)GlcNAc(b1-Sp0,6.8276749999999975,17.183625000000006,6.085849999999998,5.523274999999997
Gal(b1-3)GlcNAc(b1-Sp8,3.9303,-1.3771500000000003,1.4458499999999992,1.0455499999999986
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.3332000000000024,6.962875,5.182150000000002,5.516300000000001
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,-2.8535249999999994,4.247575000000003,2.9723749999999995,19.609525
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.200299999999999,2.3389999999999995,5.667575000000002,6.997225000000002
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,12.4881,11.704525000000002,7.936475,19.094000000000005
Gal(b1-4)(6S)Glc(b1-Sp0,6.154275,4.807824999999999,4.281649999999999,9.90535
Gal(b1-4)(6S)Glc(b1-Sp8,17.446400000000004,7.914525000000002,14.851799999999995,7.378075000000001
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,5.698825,1.0632999999999972,5.455599999999999,-1.6923750000000002
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,5.316374999999999,7.272350000000002,3.187899999999998,4.092599999999999
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,-2.03845,9.32565,6.122275,1.4309250000000002
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,1.424225,1.0961999999999996,2.586924999999999,5.599724999999998
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.4933749999999986,3.681149999999999,3.7266499999999976,-4.10685
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.2058750000000025,3.930175,7.92515,9.317925
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,10.09955,15.345375000000002,5.474050000000003,1.0908499999999979
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,16.742850000000004,7.231475000000002,5.248149999999999,8.26625
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,5.009925000000001,17.1795,0.9586749999999986,11.408174999999998
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,8.793,1.6435750000000002,13.06695,1.7868000000000033
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,2.8384750000000025,2.3801749999999995,12.867275,7.85875
Gal(b1-4)GlcNAc(b1-Sp0,14.4614,14.850300000000002,3.6017249999999983,0.8905000000000012
Gal(b1-4)GlcNAc(b1-Sp8,2.524475,10.172025,9.7049,4.923349999999998
Gal(b1-4)GlcNAc(b1-Sp23,6.961224999999999,3.3416749999999995,2.054025000000001,-5.1983000000000015
Gal(b1-4)Glc(b1-Sp0,8.5213,10.84405,9.474650000000004,7.23475
Gal(b1-4)Glc(b1-Sp8,7.633975000000001,9.6327,13.980325,-3.40875
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,2.741975000000002,4.402199999999998,4.717999999999999,-2.660650000000002
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,10.22045,10.710974999999998,5.8388750000000025,-1.815199999999999
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,8.519475000000002,5.06935,3.0057750000000008,8.716549999999998
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,3.1585,8.714300000000001,4.741074999999999,1.956875
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,1.011025,3.2098250000000004,5.223224999999999,1.4616499999999968
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,1.422800000000004,-6.752875,9.15065,5.230274999999999
GlcNAc(b1-3)GalNAc(a1-Sp8,-0.30282499999999857,9.71895,6.429525000000003,0.04765000000000087
GlcNAc(b1-3)GalNAc(a1-Sp14,3.217025,8.711,3.769625,5.2840500000000015
GlcNAc(b1-3)Gal(b1-Sp8,6.559725000000002,3.895275,5.8859749999999975,5.2851750000000015
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.1139749999999986,-0.5617999999999991,12.251199999999995,1.7007749999999984
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,12.536875,0.3611500000000003,2.38405,-6.127424999999999
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.837199999999998,0.8457249999999998,1.3374249999999988,2.003099999999998
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,7.87935,8.345775000000001,16.208425000000002,7.924624999999998
GlcNAc(b1-4)(a1-MDPLys,11.907250000000005,4.1149,4.918199999999999,-0.00019999999999775758
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,1.5070999999999959,8.520724999999999,0.0627750000000038,0.10367500000000084
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,6.028399999999998,10.83435,2.1824249999999994,-2.1482250000000023
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,3.9047750000000025,3.0747750000000065,4.658900000000003,7.79125
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,12.065425,3.1671749999999994,12.43265,-7.532425000000003
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,7.495275000000002,1.3641500000000013,15.2875,7.292075
GlcNAc(b1-6)GalNAc(a1-Sp8,7.592224999999999,4.11385,-0.33254999999999946,0.6512749999999983
GlcNAc(b1-6)GalNAc(a1-Sp14,8.723324999999999,8.258049999999997,0.7593749999999995,3.428125
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,4.777700000000001,-0.2394249999999989,9.1222,-2.914550000000001
Glc(a1-4)Glc(b1-Sp8,7.216999999999999,9.6742,4.3892250000000015,13.423775
Glc(a1-4)Glc(a1-Sp8,7.670025000000001,7.299124999999999,13.09425,6.0
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,7.7964,4.520074999999995,4.9955,-0.3279500000000013
Glc(b1-4)Glc(b1-Sp8,4.415725000000001,5.13915,8.078774999999998,9.620849999999997
Glc(b1-6)Glc(b1-Sp8,26.5102,10.322850000000004,5.036825,9.306299999999997
G-ol(a1-Sp8,9.146574999999997,5.610100000000001,13.6499,17.539975
GlcA(a1-Sp8,6.773899999999998,5.068950000000001,4.82305,-2.36375
GlcA(b1-Sp8,19.541500000000006,27.588075000000003,18.168,14.011775
GlcA(b1-3)Gal(b1-Sp8,4.894600000000004,5.241475000000001,4.455774999999999,6.703025
GlcA(b1-6)Gal(b1-Sp8,5.676574999999987,6.581575000000001,3.2682,28.913125
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,4.593774999999999,2.2051250000000007,4.161724999999997,1.7711499999999991
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,6.793624999999998,1.1117000000000008,10.625725,12.305474999999998
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,7.11985,5.988199999999999,0.9391500000000006,5.180050000000001
