IUPAC,GSL-1 (0.1ug/ml),GSL-1 (1ug/ml),GSL-1 (10ug/ml),GSL-1 (100ug/ml)
"Neu5,9Ac2(a1-Sp8",6.5192516710125545,4.585585654708313,7.187028169498618,11.421168485754833
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",8.05128239578433,3.151986105087815,6.945896131769702,5.774354681621723
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.850742164289029,1.4841308781011693,8.543399843543945,12.685198561414015
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,4.8157673354478865,1.1290719109073608,9.674930067964313,23.040022400361625
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.819063115206275,3.7871237344454434,4.827625080288793,8.695289726196595
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,4.477431355420206,2.6482028023737003,4.210063154217523,12.396571012279965
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,10.886457019465363,5.815583067930508,4.555917863614313,4.570873054005477
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,12.213603974632829,2.8354300326405517,1.556303979251257,11.861552516990914
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,4.9681079986919245,5.130871210623007,14.688096544566285,3.7422778850810463
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,3.052969596283808,6.219265015792997,3.3628745531167263,3.454947213658477
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,3.707321738016097,4.212676344479048,5.292337749677987,21.88979386401724
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,14.052708483035106,13.673711405802267,12.324587585899147,16.4640541274013
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,14.170801638345425,1.1673753248919845,5.067510640261808,5.071303924698928
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,5.183864694736283,5.087726774225083,33.56792895751341,141.22333682047343
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,9.037522699787077,4.723057344118672,5.965243779874657,6.3482692670259855
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,5.055387161813952,4.603836900528371,2.89564412005343,2.5735822465971605
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,2.779974287650889,4.029579709266628,2.5992779260145857,7.273178910387123
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,5.503740285478593,6.009293073787188,5.207538230536574,8.410719024950637
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,2.9925109935749004,10.316582603548198,5.9985180660865485,13.60420053987616
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,7.259700381041907,7.798692692314954,3.7797456091647263,9.110416330772154
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,2.797090296927621,6.489644860596508,2.678786437922962,21.087902196599195
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,6.259380724094571,2.527232551461512,3.2038221157184554,3.2297916367262176
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.875333542930989,5.130172983113401,19.03286958945405,182.23045870057646
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,14.826199739874902,8.31869470825601,8.48550536164446,113.90539650912352
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.502463590871226,6.3044340750512005,15.839588106597539,30.530038564271692
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,3.756445152334852,0.9935756186622036,11.312459594439744,475.94887961499916
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.446425024771488,5.010518756243375,1.6905230894114798,12.761509978936665
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.5691829622482825,6.0996142203148125,4.278426202082572,5.988607358699241
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,4.852226257004785,2.0999724418826697,3.599795812149163,5.4495032399751775
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,1.2554417031467469,0.34483685031233746,2.9123089430896614,11.447824313524963
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,7.788732891812378,6.021470665598787,7.2101292392485306,6.588073072543037
Fuc(a1-2)Gal(b1-Sp8,1.9463050035044889,8.854247586516504,2.4939029558772634,5.664581723304906
Fuc(a1-3)GlcNAc(b1-Sp8,3.3923767109751624,3.502279658070353,6.089726505284675,6.56348553463275
Fuc(a1-4)GlcNAc(b1-Sp8,20.52222833628616,6.112032990203294,10.156401750086824,5.94444232259568
Fuc(b1-3)GlcNAc(b1-Sp8,6.285864719816465,6.58686557476316,8.851009476325283,10.584771745728236
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,4.396558193632831,3.4139409656094934,2.357029038677005,12.668219074880525
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.597104580422967,6.423004817775452,40.27844172046837,79.43483888657583
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,4.444794949526159,2.9585956909486644,3.871901843086924,14.200842082396614
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,2.3949050377833347,0.9510156553215424,16.89366548206666,198.05996927968
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,1.9505669917146409,29.52140503346721,38.09018912440133,225.37665868781932
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,5.1478067002689025,5.963571444752443,8.665255014664405,64.25476196295342
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,4.107028083156156,2.8729549588939443,7.826632943141428,27.71389598394939
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,15.285035683526118,3.771249003866824,66.07016789651203,388.3381108706031
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,33.303718897682145,20.54545967799437,95.86604882999563,402.2853473582928
GalNAc(a1-3)GalNAc(b1-Sp8,12.849937427344393,28.42740502101718,325.0314280970252,689.6517100028517
GalNAc(a1-3)Gal(b1-Sp8,44.08612209777478,203.6374363469702,1422.8760007596545,1520.897909647728
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,88.73040009712228,282.6483446005238,1153.5149254280755,1253.9293837922307
GalNAc(b1-3)GalNAc(a1-Sp8,12.61208366114946,5.257517808180336,3.9015192428719336,24.621474233870874
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,8.52069042038261,6.0419050254589965,6.578943836462913,6.299712275704877
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,4.03758513470614,4.102333826006847,3.6844253105697065,3.009651506404022
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.6859432107873642,15.651785278869419,76.14333685370408,264.02725720675886
GalNAc(b1-4)GlcNAc(b1-Sp0,3.1803649271742622,13.391051358120967,0.4023029952660093,12.113498237193914
GalNAc(b1-4)GlcNAc(b1-Sp8,4.297201168493143,5.991013322747063,10.304795725736957,29.930769483258835
Gal(a1-2)Gal(b1-Sp8,11.671413086790311,58.72148269054318,42.73296029535419,421.5476928712642
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,5.835978614522731,0.8607260520436657,16.006677148406958,73.89994084131592
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,4.390510573574187,5.727547217541437,6.674076959899852,101.32011435816926
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.0260570929841992,10.874476676603797,50.47847058753533,131.2247129462771
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,4.416590233332347,17.644412225687766,134.36370175800258,388.4250390844911
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,2.7100362646712486,8.403859845332985,38.50483753530183,178.38992849025612
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,3.6152781334912585,7.520441078154924,16.965070142575303,46.23948471014175
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,3.964413246517907,8.786256344617621,13.189166484025192,237.27937012149684
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,7.297010562952014,12.902631339123669,72.89916086258326,111.56898013474371
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,10.463039937800103,22.46072150390172,119.77534639372348,593.6145979452441
Gal(a1-3)GalNAc(a1-Sp8,10.698180457559124,14.226825612904674,26.328104969215012,201.9443021687257
Gal(a1-3)GalNAc(a1-Sp16,9.608038483304838,11.356468022049508,4.657836870622812,7.283901800775004
Gal(a1-3)GalNAc(b1-Sp8,5.817553212691744,3.236832222508089,14.457620799771984,105.32088555579449
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,37.60485363339664,81.52088824971587,339.00827226804023,1840.802745270144
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,4.6868896255939285,22.82414976267827,174.6804781661111,354.5590907780838
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,13.857299101045394,46.01080870512642,159.95255274769028,408.79112768228407
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,7.981677602014503,9.260077674755216,92.56836156413912,267.06537125008845
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,7.158277729256297,5.034775972838,27.60971596212393,80.99455594974386
Gal(a1-3)Gal(b1-Sp8,5.2503111878408255,8.971044117789914,43.818705406481314,239.67897310985347
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.717200533146228,23.655699612619767,17.54618043583439,551.5781605992473
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,7.282249498781272,114.79455530831308,349.24029187328637,5652.642912351063
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,13.510743753614493,157.3038467064615,477.2268619950451,1547.8980587215842
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,20.908306938371826,88.25577874275156,293.09791735582735,111.84044276765205
Gal(a1-4)GlcNAc(b1-Sp8,50.232162229194536,364.317839587928,396.23709376819056,494.41523154802337
Gal(a1-6)Glc(b1-Sp8,3.5592540963662773,7.340394597476807,6.463517649082428,26.408526875865945
Gal(b1-2)Gal(b1-Sp8,8.813415359930941,6.759105000602273,5.804730337334093,3.1423715708309907
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.233798145873276,7.4793529993687775,5.910719872330836,2.074696570585677
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.710094871421706,4.684263906154307,4.129300941947278,6.042220391200013
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,4.485087228434544,2.7028747071405275,6.8359754578260405,7.562719049169204
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,3.5191008391112213,4.305976138945345,3.2805058302798367,5.62829012104624
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,6.06690668868136,1.3701025250566712,3.3400438453958468,8.744382770813493
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,9.422159553370273,7.268836460018887,6.746801345514282,6.405353302967237
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,9.201118283620024,3.9250206916652055,2.7516538366347323,7.379414127772378
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,11.932716426977846,7.882907065501494,16.165561686189562,28.410165243960954
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,3.117370063049944,4.4339913301486416,4.9669682284568735,3.4095276139078217
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,2.496877135376644,2.3311151623203856,0.8763790542149398,2.413304625577411
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,3.5784950197906804,2.7420476399946074,5.3292099242445525,11.786812583137136
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,4.202287951422016,5.2856988181160425,3.5453733854842406,10.172663812845023
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,6.8525043608766305,3.96733557976887,4.811199945266599,7.334711830285716
Gal(b1-3)GalNAc(a1-Sp8,9.790835842894113,6.079124527155753,2.6564698586658206,11.653877687562478
Gal(b1-3)GalNAc(a1-Sp14,6.061431929283152,12.920520662206304,2.6095537643755646,4.40926813314863
Gal(b1-3)GalNAc(a1-Sp16,6.534604612624498,6.057140558602441,5.699341945274617,4.2522752815404505
Gal(b1-3)GalNAc(b1-Sp8,6.202320786810367,5.166263639791658,12.548950713472685,17.39268119954962
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,7.9361029901331355,9.33475269994694,6.151941505668487,3.967116777858533
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,22.91480497311363,19.97808212489794,10.940601837612355,14.988933677550245
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,9.486443274835237,3.243436792971309,10.986411587198674,9.832230849735986
Gal(b1-3)Gal(b1-Sp8,1.3621254870605757,12.783129624887119,3.1175994108715517,6.353425788239497
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.6053063919303843,7.092827228028799,4.129046515742669,6.486688808629568
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,7.2275404239616705,5.779714083758818,1.2277118646083058,4.23427670043342
Gal(b1-3)GlcNAc(b1-Sp0,1.4231727067834457,4.1756126484625,3.6886693249960314,2.1958850825654213
Gal(b1-3)GlcNAc(b1-Sp8,3.7292157951326255,3.8482280488340788,3.88200227631738,9.761461463155332
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.068125279384792,1.062041039304353,0.9134834586168868,5.027553768981491
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,5.8458804027565625,3.9729682795109236,3.2546124381406747,14.391604584618074
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.034794759510973,7.6845422294261185,5.937720043361199,25.431538623397003
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,18.328438711535142,4.792527677193607,4.463341530736809,6.04060608548513
Gal(b1-4)(6S)Glc(b1-Sp0,1.9493027437180253,19.68242327374012,10.510362700489145,8.799844619603611
Gal(b1-4)(6S)Glc(b1-Sp8,1.8751289928962245,7.799305585755695,11.536175282128825,16.27463317466787
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,3.8158888200086034,2.131713733712846,4.504788904044227,4.736353569642644
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.944401303208219,4.231357894242304,2.127593320123311,4.483303830510113
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,1.6986851079094487,3.0383992852597004,13.839819037683739,7.139485940878379
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,3.8222207719029884,2.1830911087645157,8.976959671802415,6.129354307483507
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.57634183553804,1.9622534758112369,7.792687141320382,14.811460718955665
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.544823641544721,3.646302050022734,1.9362724618882168,6.435669584951258
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.258513944207317,2.9975374943443085,4.295399500531548,2.682561586742545
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,12.58612902126782,6.404737134535654,5.0077305168276265,4.1803450107816
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,6.998873166624758,4.54225203937063,5.905775770308815,6.367161102092514
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,6.74198874343963,5.25847986811145,5.9533787454408325,6.423845577741318
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,4.98386077754987,4.355503273159143,5.53028348361698,9.455249080625359
Gal(b1-4)GlcNAc(b1-Sp0,2.7573520140103054,5.5270259060969416,3.722042219333359,9.493991187544186
Gal(b1-4)GlcNAc(b1-Sp8,15.335146082420172,7.2364975529142095,7.30457371349166,16.15399065917355
Gal(b1-4)GlcNAc(b1-Sp23,7.7330536749721155,0.8715419338735252,4.2329228021742455,2.23393863594474
Gal(b1-4)Glc(b1-Sp0,2.777175766103645,16.929430553600053,3.6739763032260657,5.81252928960362
Gal(b1-4)Glc(b1-Sp8,9.738125543578708,17.299271834458818,6.0980754218031805,3.685989992186625
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,12.56037966968622,2.708510514870978,11.948713289164946,21.641431892764462
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,3.806517581727426,12.8626715836952,3.844966119053208,18.35417421378753
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,4.7367806679924165,0.32866249152182675,2.089517445089499,3.078807927726797
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,3.392868808127816,8.043338978465345,8.440021055019152,30.430464588892413
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,6.4176628663919875,4.965128320849322,4.570964613368461,4.6042782040185255
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,2.7448784551111274,10.277000992629123,9.541802058791973,47.4788723438385
GlcNAc(b1-3)GalNAc(a1-Sp8,0.8262332978644629,4.873528083431967,15.874463911368249,43.65981749244187
GlcNAc(b1-3)GalNAc(a1-Sp14,3.5034119496808613,4.8944815799701065,1.937428973966962,2.051764684972425
GlcNAc(b1-3)Gal(b1-Sp8,2.6671069394883005,4.924792253740255,10.155856553568816,3.53213509273546
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.2875059132510325,5.696638808616308,2.495394328892065,31.44327281803163
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,3.374912853566247,6.208185541350501,3.7194401696805577,12.592622850568759
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.8479618345410564,13.885059240390973,1.8988148874144293,7.729803042553352
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,4.761541049212254,1.4948097024928144,2.9350845518769475,5.1359345089282415
GlcNAc(b1-4)(a1-MDPLys,5.579059247086378,6.458861167935622,4.2010925388522455,4.021131739945859
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,7.298124385073196,9.166317395406583,8.550958328115435,4.381194311581418
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,2.883623714905715,13.505605968510515,5.219614835327092,14.952069008446081
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,5.07037423561286,19.693561380478315,12.089853840031864,44.749617571029454
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,7.833305999810468,7.680166731425812,9.223336526577562,44.310769357272456
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,7.7934264913344355,18.020849256231877,33.14929104987267,24.953451223559107
GlcNAc(b1-6)GalNAc(a1-Sp8,7.452934503267818,3.5420837595968817,10.316539568858998,9.67820784666941
GlcNAc(b1-6)GalNAc(a1-Sp14,7.670938337376553,3.327554751866097,4.364875538794512,5.286008266168336
