IUPAC,CTB 0.001ug/ml,CTB 0.01ug/ml,CTB 0.1ug/ml,CTB 1ug/ml,CTB 10ug/ml
Glc(b1-4)Glc(b1-Sp8,50.03051348,61.43078289,61.86669786,31.93898285,1215.678214
Glc(b1-6)Glc(b1-Sp8,68.58074214,12.95563215,45.15384122,18.15238311,52.07821086
G-ol(a1-Sp8,33.79704427,29.4511619,42.23864776,75.07419364,42.87425469
GlcA(a1-Sp8,58.11809466,45.57287717,49.09905807,66.96266565,10.15424105
GlcA(b1-Sp8,79.76370239,125.2863009,120.3369239,75.50495151,104.3506293
GlcA(b1-3)Gal(b1-Sp8,55.3102307,69.29477375,24.65011689,36.52221057,23.6176865
GlcA(b1-6)Gal(b1-Sp8,61.79827584,128.9975706,26.17385064,37.91228179,51.25431133
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,35.07308597,27.56797753,43.5494857,146.3919386,179.7020842
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,24.29512194,22.3178497,53.68276354,72.9007541,70.82944493
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,48.41243424,43.52770253,26.07374979,111.9756025,40.42980988
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,38.23862755,38.23218865,21.24774291,49.88024037,50.21786879
Man(a1-2)Man(a1-3)Man(a1-Sp9,25.4656518,47.38204795,15.47329617,49.80922031,62.33508669
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,62.71774341,37.47527748,34.87581422,35.30234953,34.64289955
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,21.25309117,91.43190208,34.30934851,34.87162493,287.7673162
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,118.1674668,109.7904127,125.2969136,101.3387257,137.8209867
Man(a1-6)[Man(a1-3)]Man(a1-Sp9,34.76998845,12.81101432,54.44836246,86.33263668,16.69072468
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-Sp9,60.68977781,67.23982031,37.50390592,95.39300831,134.4610055
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,63.04904425,149.3574883,166.8215569,163.2879728,104.674301
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,32.63262116,23.59748402,42.92376566,9.935783889,95.32902192
Man(b1-4)GlcNAc(b1-Sp0,47.54785167,97.82417003,41.15402639,67.84510053,127.5752831
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,53.01036868,45.30375193,31.60835713,24.92569134,25.98122997
(3S)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,51.44436895,45.83549876,14.07557147,11.66495462,36.6155954
Fuc(a1-2)(6S)Gal(b1-4)GlcNAc(b1-Sp0,33.03811877,43.77776019,16.58520396,19.37727385,15.18276137
Fuc(a1-2)Gal(b1-4)(6S)GlcNAc(b1-Sp8,49.23166678,43.43092521,35.55267304,48.95920153,505.8707967
Fuc(a1-2)(6S)Gal(b1-4)(6S)Glc(b1-Sp0,78.60659339,54.95704678,29.83800619,56.32714317,97.35173712
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp8,39.79036894,23.18617972,35.74637879,25.19945553,25.68950906
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp14,14.95916289,48.68078287,49.51452661,40.40839743,211.4972542
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,43.50180119,86.13482353,19.38852649,29.15562617,55.55571729
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,47.00439459,119.2056204,60.5821452,57.46451212,52.81803091
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,54.07464526,50.75067598,9.457526288,79.5016546,70.943645
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,77.80215452,129.6541094,40.32641969,74.51164717,95.69353418
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a1-Sp8,23.02872838,28.29603839,53.74285033,94.41226061,44.69875279
Neu5Ac(a2-3)(6S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,27.82719682,6.159042993,21.9762301,41.97884917,20.72724841
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp0,47.48894582,22.64160052,20.10079912,48.78585582,40.11553527
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp8,36.82874841,28.04617548,20.04154767,71.4231143,43.47339642
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,90.2820155,24.03826167,42.18848107,16.61592055,35.69541121
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,54.64725797,69.33949536,61.65494097,88.03146388,56.37743648
Neu5Ac(a2-6)[Neu5Ac(a2-3)]GalNAc(a1-Sp8,19.8126448,23.59152607,20.38725751,42.82915267,18.56214762
Neu5Ac(a2-3)GalNAc(a1-Sp8,23.66085073,53.00055464,47.22648171,61.54350825,8.722253788
Neu5Ac(a2-3)GalNAc(b1-4)GlcNAc(b1-Sp0,47.178596,19.92136175,40.65265056,38.8102093,28.20590371
Neu5Ac(a2-3)Gal(b1-3)(6S)GlcNAc(a1-Sp8,9.923251667,32.80283518,34.59329364,23.11811351,26.00350491
Neu5Ac(a2-3)Gal(b1-3)[ Fuc(a1-4)]GlcNAc(b1-Sp8,39.89416082,21.56000972,11.35785697,20.49037622,24.96887513
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,20.00720859,44.06242083,20.91181849,9.2785041,1496.113564
Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-3)Gal(b1-3)]GlcNAc(b1-Sp8,28.0617205,33.99028519,39.99379549,35.35292106,109.3298443
Neu5Ac(a2-3)Gal(b1-3)(6S)GalNAc(a1-Sp8,33.3543352,14.70716281,20.71758272,53.29229287,31.49989298
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp8,24.23075523,106.3527638,14.28285217,33.76750025,16.86599558
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,51.01468358,47.11239655,3.695308587,43.27109004,26.9149063
Neu5Ac(a2-3)Gal(b1-Sp8,28.75164919,62.92775907,51.68255486,65.49925483,54.35969057
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,81.97093188,79.18496657,25.35904842,28.77986063,26.96385116
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,42.90234688,20.12792702,6.524559149,33.21712241,55.64668613
Fuc(a1-2)(6S)Gal(b1-4)Glc(b1-Sp0,62.53280218,40.82508287,26.40327661,51.56258855,65.66430552
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,34.57911769,58.25365825,56.88279343,102.548077,44.07035428
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp8,16.64269223,40.46609985,19.57956883,15.17982503,64.29377479
Neu5Ac(a2-3)Gal(b1-4)(6S)GlcNAc(b1-Sp8,27.89320517,31.266263,71.80112415,42.82853723,138.1984217
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,17.14283417,38.03845578,19.11373655,48.63682347,26.28187559
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,39.46928128,23.90962624,45.03333961,169.5901639,54.6688658
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,19.43105993,6.91920062,26.68507295,10.12867807,32.11870188
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,47.06133198,40.41923433,18.87615688,40.33706476,17.301676
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-Sp8,29.4680394,18.61221245,31.43921242,33.24858904,737.4108094
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,65.83901229,46.46253792,34.26091197,98.64321285,77.90754542
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,32.2687315,11.15875857,46.21732656,25.99066005,21.28767166
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,90.68921477,22.21674736,13.35356679,32.43425553,21.64209494
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,40.21417138,28.66591453,29.38609874,53.45791163,146.6317778
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,35.79245408,7.270811661,17.28091445,17.88785136,1212.568302
Fuc(a1-2)Gal(b1-4)(6S)Glc(b1-Sp0,19.85081177,56.30762022,65.3631786,32.76850343,104.9151277
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,68.04713248,121.6012281,54.21523489,89.89042108,260.6786159
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp8,43.34738974,46.2322262,20.74234503,79.50873319,40.97775099
Neu5Ac(a2-6)GalNAc(a1-Sp8,21.38775172,19.44953344,14.31781952,25.9466316,20.10643568
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp0,26.4310605,29.45170814,38.32291947,38.9677924,7.645210838
Neu5Ac(a2-6)Gal(b1-4)(6S)GlcNAc(b1-Sp8,64.83517827,8.340184198,19.20343983,35.4851812,81.76621317
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,33.37266126,42.3592097,14.52075981,39.48962807,122.7433821
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp8,33.05103485,33.2656325,34.00538411,21.02234689,49.05611287
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,56.97383254,29.60332412,43.84176219,28.43638607,49.64619545
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.707792467,53.74469646,51.84236574,31.97051053,33.14186106
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp0,29.85634782,91.9999201,64.37415851,35.5925106,29.57530986
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp8,101.5412494,92.83383161,29.49567515,29.24499155,51.65888316
Neu5Ac(a2-6)Gal(b1-Sp8,43.90447173,61.08243453,31.64762692,29.65761603,59.54613924
Neu5Ac(a2-8)Neu5Ac(a1-Sp8,42.50705962,12.3241758,45.18567791,53.27050401,40.16464983
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,41.09340642,15.57137042,49.22261276,33.10772952,43.29816614
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,34.43683807,33.68777355,12.13218242,62.51831257,19.11749861
Neu5Ac(b2-6)GalNAc(a1-Sp8,26.90858847,62.35739363,27.99802753,57.5747385,60.00591691
Neu5Ac(b2-6)Gal(b1-4)GlcNAc(b1-Sp8,34.48807653,25.59056916,26.21869031,55.72848914,45.63514855
Neu5Gc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,23.05188011,87.67030966,28.50908043,80.56027002,162.8883349
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,23.88078402,76.7200498,34.33706578,51.07429745,151.1266388
Neu5Gc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,33.44205791,4.052079788,43.60898664,35.08484084,42.49079137
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,32.94660115,26.40488903,10.532492,43.63178705,192.2577657
Neu5Gc(a2-3)Gal(b1-4)Glc(b1-Sp0,40.33127033,29.91865348,18.84412991,72.41765894,20.63642105
Neu5Gc(a2-6)GalNAc(a1-Sp0,41.141561,54.5263852,40.20183799,70.96803244,29.34804008
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,114.8822626,64.98894275,54.80530709,73.86815556,32.46481812
Neu5Gc(a1-Sp8,33.17267502,71.36255968,50.28512799,115.3710523,38.35080358
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,41.03480757,30.72065669,53.2702903,50.81220282,48.02245529
Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,31.91123253,32.71875157,55.95807456,27.28454162,39.80019127
Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp0 ,21.62677504,34.09012591,26.2002836,52.99568555,173.8019871
Gal(b1-4)[Fuc(a1-3)](6S)Glc(b1-Sp0,50.89667254,48.21865691,83.80227237,78.35217843,34.71009337
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,48.07392356,57.54657367,48.53046925,42.72267383,59.62670659
Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,73.73849317,29.47976672,15.37839227,81.79582433,62.49122519
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,50.02747238,37.62248128,33.71953097,44.37536652,36.26077678
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,65.10948254,11.20814201,11.33149591,66.57654452,16.71700004
4S(3S)Gal(b1-4)GlcNAc(b1-Sp0,53.04725114,28.01778211,29.789324,22.2514356,92.81653861
(6S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,19.16970095,23.1041901,46.21828304,3.844945674,47.65530508
(6P)Glc(b1-Sp10,37.37840519,21.51884618,44.76095695,43.40452733,55.59454587
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,72.07938691,76.56829062,9.661414943,65.82128144,70.22117524
Gal(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,38.01476643,93.8593462,21.13037867,58.55767711,339.6950438
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,61.73197545,28.35164379,21.60325816,34.92323271,80.29811162
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,46.00242607,42.01462976,39.29233802,42.57611306,27.16828855
GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,32.56198944,52.84995811,35.98854441,65.8037856,122.0779674
Gal(b1-4)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0,33.80371994,43.644293,22.61475231,64.84348133,175.7692149
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0,114.1641935,33.86803962,32.24057633,27.83049813,44.08404391
GalNAc(b1-3)Gal(b1-Sp8,44.07530744,31.34688332,30.4529344,74.41859572,23.0776837
GlcA(b1-3)GlcNAc(b1-Sp8,23.18211957,48.44562657,41.50476703,51.80424587,40.07303253
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,19.61042915,19.05706288,31.07759082,143.4753443,30.81844504
GlcNAc(b1-3)Ma(n1-Sp10,18.78859505,25.98211999,34.29645922,41.90052338,6.177739406
GlcNAc(b1-4)GlcNAc(b1-Sp10,41.46684715,21.42912833,76.50490881,44.804862,11.84959264
GlcNAc(b1-4)GlcNAc(b1-Sp12,40.18056559,33.93348127,29.23915239,30.58284476,72.48877876
MurNAc(b1-4)GlcNAc(b1-Sp10,40.90714331,12.71517424,26.36885644,17.0783205,42.13995932
Man(a1-6)Man(b1-Sp10,49.14203453,108.0474199,56.7472193,132.1511814,63.9991549
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-Sp10,19.73421671,68.36891559,17.64974493,45.54833035,73.74521779
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,33.30696591,39.19451725,23.91177949,20.86488943,59.52487687
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,23.30766957,24.26424953,17.4699252,65.93593478,18.21581593
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,15.28980013,55.81189394,106.370294,23.74076934,88.65490091
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,10.28223498,33.54510415,35.80670992,13.95514308,30.97979804
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,26.16993102,43.71337663,9.010736132,48.61560248,21.0714087
GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,17.12402809,15.05943227,7.698240418,14.36832892,39.6192614
Neu5Ac(a2-8)Neu5Ac(b1-Sp17,62.63588537,19.58180958,104.874718,44.32744869,30.58117574
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(b1-Sp8,27.7406788,46.42089205,21.44430528,20.48382614,54.700881
Neu5Gc(b2-6)Gal(b1-4)GlcNAc(a1-Sp8,63.67513809,12.49870682,57.50258115,143.7128355,69.89656379
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,18.37226639,7.271282274,9.074330038,96.58013392,61.64081777
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,24.86304931,10.43515946,52.58630391,19.91791399,22.97456223
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,63.1916418,42.58364406,25.78588825,20.32233261,74.57178402
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,26.35666505,2.727830423,12.87180432,50.98556799,36.00266682
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",80.06498207,17.51461786,16.02476013,101.7921867,79.59277533
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",5.273676745,18.3130828,59.70324656,27.3966465,64.74725142
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,17.32108609,31.62009782,23.3480636,81.42754294,61.26956108
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,114.5814948,12.63345999,86.01933226,72.53878705,69.97767203
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,16.19311144,17.12255895,21.49087603,27.41930747,30.64717193
Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,28.41957875,48.29349798,36.71689582,34.85542513,60.74793115
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,9.766365766,52.47788527,32.30021156,46.621611,46.05434244
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,48.62096666,33.94977795,31.84520497,16.61071551,60.28949424
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,22.6497963,74.27137137,30.19724815,37.99900427,45.86785739
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,14.94077705,92.02875917,69.47877198,10.26502648,91.57715497
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,14.79953901,28.33662099,14.08613787,36.54361173,87.5595218
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,36.11803548,23.36235335,55.88817402,16.49130477,52.27868878
GlcNAc(a1-4)Gal(b1-3)GlcNAc(b1-Sp0,45.82376884,16.88767452,24.59688204,33.92185377,39.15657318
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,28.65925687,25.15675836,25.03058697,80.39887352,17.94628468
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,30.4005628,28.56767123,72.03213971,38.80110084,54.4591356
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.83895335,14.52302293,65.30258865,52.11799108,82.3941792
GlcNAc(a1-4)Gal(b1-3)GalNAc(a1-Sp14,60.83599125,48.22556448,47.76072226,90.4304388,83.21307802
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,28.44900695,59.75466527,31.46680534,48.85786612,37.56593242
Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,26.44852235,30.47727936,41.00546536,20.13558322,80.90771722
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,24.80721517,63.71336915,33.58556314,97.58492139,25.11288085
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,41.8853076,26.51870184,39.64108337,72.48364016,54.25384256
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,26.89112288,39.57017029,19.96317259,26.40374879,149.1281147
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,45.52497926,33.22024018,36.99395617,51.97737644,105.0077387
Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,8.655118552,8.002284152,63.14063661,34.22848374,89.54212383
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,45.27626911,59.44769335,26.76285255,13.28336632,26.34367423
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,36.86708821,38.14842457,63.11018979,86.71184517,29.81748575
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,39.59549971,48.22783877,36.6864427,41.24993606,98.82105178
(6S)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,42.26486552,36.59188434,16.37104327,76.81899672,24.89611152
KDN(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0,106.9568177,31.41245539,22.57636619,44.06122907,122.7752536
KDN(a2-6)Gal(b1-4)GlcNAc(a1-Sp0,62.42800896,106.6410642,60.17225274,52.7753255,37.47947507
KDN(a2-3)Gal(b1-4)Glc(a1-Sp0,28.07106044,33.71421282,39.10048754,18.7769997,135.4836878
KDN(a2-3)Gal(b1-3)GalNAc(a1-Sp14,12.51365166,28.04132264,60.39279292,53.50770948,1503.508332
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,35.06931671,36.39950896,25.84500115,79.49627753,44.42552922
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,47.74920117,91.18937828,59.02424419,39.14739271,14.74703934
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNA(b1-Sp20,22.15756258,69.21821167,183.8388713,68.55114456,119.1028124
