IUPAC,LFA(EY Lab) (1ug/ml),LFA (EY Lab)  (10ug/ml),LFA(EY Lab) (100ug/ml)
Gal(a1-Sp8,28.320546051056272,10.14727069938843,159.67051671594425
Glc(a1-Sp8,103.28056405792593,13.77021891002474,140.88279290353378
Man(a1-Sp8,24.38981926438092,22.6314297278512,21.890494200051766
GalNAc(a1-Sp8,22.071596803886624,8.966256222452426,331.3475226007319
GalNAc(a1-Sp15,26.52856590537516,12.320989008057186,19.829626524197604
Fuc(a1-Sp8,11.208800308500157,16.875221088230724,22.585839737100763
Fuc(a1-Sp9,20.65800222464247,5.442505552515977,7.772864783119508
Rha(a1-Sp8,4.5844123440196745,10.036869977695533,48.74265625249769
Neu5Ac(a1-Sp8,12.898579353136775,7.297408867707777,12.462731781161265
Neu5Ac(a1-Sp11,9.84919136761153,9.802103895380519,18.198182061861857
Neu5Ac(b1-Sp8,4.359177936549562,6.816787702185451,113.95667720174409
Gal(b1-Sp8,18.369828448210047,13.366812602736161,15.25449997375088
Glc(b1-Sp8,19.279672503269712,4.430292163051886,14.336346624925067
Man(b1-Sp8,15.513145179572573,17.53075579260638,132.92445500256574
GalNAc(b1-Sp8,15.743113664790073,15.386576153555625,35.48242465647603
GlcNAc(b1-Sp0,24.355165938050995,21.82586091268795,27.027328653420486
GlcNAc(b1-Sp8,11.706355047016412,12.242265702441163,18.05350233214205
GlcN[Gc](b1-Sp8,5.003029092459786,27.187026643036305,44.996543733824396
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp8,14.810070062263962,25.33742820432189,126.87104924004204
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp14,5.1823882907240115,12.936588730515444,52.57160180613214
GlcNAc(b1-6)[GlcNAc(b1-4)][GlcNAc(b1-3)]GlcNAc(a1-Sp8,9.50874953200998,7.955942219289104,17.172198843164107
6S(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,14.337372479497034,13.948814202170274,17.054029867649028
6S(3S)Gal(b1-4)GlcNAc(b1-Sp0,7.877374525976279,4.320976967461689,27.80576390671249
(3S)Gal(b1-4)[Fuc(a1-3)](6S)Glc(a1-Sp0,42.82691321575718,29.92697881449681,178.28873269763622
(3S)Gal(b1-4)Glc(b1-Sp8,5.522340627774272,11.085214381177602,30.65763205417473
(3S)Gal(b1-4)(6S)Glc(b1-Sp0,6.072222617240976,7.330560868264652,15.217288919076948
(3S)Gal(b1-4)(6S)Glc(b1-Sp8,9.77674926564741,7.903970701436486,48.29088950905585
(3S)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,11.109585424720702,11.111126450957453,15.539905281001554
(3S)Gal(b1-3)GalNAc(a1-Sp8,60.36482178658903,12.513916414935807,116.54233265400109
(3S)Gal(b1-3)GlcNAc(b1-Sp0,2.471479085318604,5.13532904138901,16.424029062398173
(3S)Gal(b1-3)GlcNAc(b1-Sp8,10.171869712881383,16.749568741612435,71.8754709523353
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0 ,31.42975917039719,9.307675736007662,33.80905992643343
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp8,24.221737226645516,14.841109668642256,5.591950297227854
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,10.236855827678097,12.007682984239723,101.95703543462143
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp8,12.105512741274815,7.30699600035245,21.263268391759482
(3S)Gal(b1-4)GlcNAc(b1-Sp0,10.56498251931036,7.069411196780576,78.77953924687023
(3S)Gal(b1-4)GlcNAc(b1-Sp8,14.10535791685199,11.061584948332078,21.968876979642328
(3S)Gal(b1-Sp8,28.69354116533309,20.55597306202429,14.914582060967685
(6S)(4S)Gal(b1-4)GlcNAc(b1-Sp0,9.223736891665236,29.230193708275923,10.511964232879244
(4S)Gal(b1-4)GlcNAc(b1-Sp8,24.36628994100593,14.085444206697913,25.91799639341691
(6P)Man(a1-Sp8,25.10543377923064,8.994026523013261,86.63513902156971
(6S)Gal(b1-4)Glc(b1-Sp0,63.01307908812797,15.349433899333244,66.1455260385009
(6S)Gal(b1-4)Glc(b1-Sp8,201.6810550915211,18.506062466189285,66.91656819295693
(6S)Gal(b1-4)GlcNAc(b1-Sp8,13.604977197702338,7.190191953568863,31.22425359837841
(6S)Gal(b1-4)(6S)Glc(b1-Sp8,13.703521935376086,7.6073387832079185,52.651381715171226
Neu5Ac(a2-3)(6S)Gal(b1-4)GlcNAc(b1-Sp8,20.73545215020243,23.012128496440035,55.384103015486296
(6S)GlcNAc(b1-Sp8,12.208253154594464,8.153593465051664,11.693009352885506
"Neu5,9Ac2(a1-Sp8",14.60863390213701,13.576781311335663,5.613972024927317
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",16.92562450152629,8.480199380910816,11.578991685951465
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,11.716908035363526,30.908592513895005,32.82504064958127
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,37.555402218145204,51.11894620551658,24.99198409363857
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.748223201702768,14.620023854831187,12.728650768869052
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,3.5830904615754617,4.136376541833877,18.572588092199226
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,18.28177957336668,14.432520903241393,39.605200868688534
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,12.81792107818841,15.413851219060518,26.263264222420386
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,24.338589425368646,16.875024532624117,78.70870506464543
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,12.267384891654787,9.087552311633015,9.218451804713897
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,15.811528817290215,12.532423931812627,11.365372820545671
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,16.27955181303643,8.704375309195978,39.64280278204161
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,18.903123829387734,16.68556864446538,12.614445080013105
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,14.860619600446238,17.913084572084912,3.790397613597568
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,19.503911256014767,23.31967350300315,26.613834058170532
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,13.847167597352431,4.201070987656991,21.32754565366505
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,19.96855863551485,23.893312616347195,237.92716073685773
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,8.51990189981675,10.701705483200696,364.0593798605114
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,12.910503155312602,4.983018897800156,51.76702852749671
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,12.469441087280776,12.868604963599086,3.9836288945089846
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,15.864467148211016,20.6401690899687,26.54785421126348
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,10.174217555009658,13.880084397047696,12.005408482568667
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,16.953756591067553,7.4492832104282725,21.033104220648607
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,14.895567300682668,9.708089696184658,9.509393217936367
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,30.533982148569606,15.890875562069164,28.780728861210303
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,3.6570674138121153,13.713572961212552,30.92129109468923
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,9.500868648839424,7.831756285097651,14.979747230038106
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.84215463801408,17.902399790042118,48.734188038403815
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,22.228606823846803,11.978316794107574,47.98921274761479
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,8.801483612579144,18.148572450195612,2.8962005259770858
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,4.9352796168673825,11.900154364089833,39.68105362394837
Fuc(a1-2)Gal(b1-Sp8,6.151631106394955,14.363178133773193,228.41638979106227
Fuc(a1-3)GlcNAc(b1-Sp8,19.11228252204589,5.568415811820557,14.654670903476081
Fuc(a1-4)GlcNAc(b1-Sp8,10.825275403733004,15.548005293579195,11.868267471813269
Fuc(b1-3)GlcNAc(b1-Sp8,30.10639866135878,9.27929748324193,4.935389386444276
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,95.16460531592968,5.054432927226698,137.71131473374535
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.294864887794833,20.28094474432817,119.65151329399264
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,9.784536063052103,6.565013659480614,8.135115234330245
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,40.90445043198468,25.82246364600337,48.64513296424448
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,10.937275218566391,8.440834433622912,27.006129614759086
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,38.614548578774034,25.240092313800435,26.49720209059813
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,13.906775713538794,8.097042765108785,3.536766031632603
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,1.728547425585666,26.763645471967486,15.554581441920355
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,12.954803148640053,22.62997189059605,155.95419755028504
GalNAc(a1-3)GalNAc(b1-Sp8,28.803385392808515,69.60537511817971,549.0529316785552
GalNAc(a1-3)Gal(b1-Sp8,48.91879410556323,50.73471959677457,559.556728718325
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,17.07274286523662,68.60906209471037,890.3960246724164
GalNAc(b1-3)GalNAc(a1-Sp8,15.490341190238604,7.709867897917119,12.243260104883275
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,11.917058655417865,8.1314644843349,24.227310274753307
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,7.618364284794557,5.435660052759566,7.195819319750828
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.062443532719412,4.7326130741905885,28.61718403609684
GalNAc(b1-4)GlcNAc(b1-Sp0,14.331148344166298,12.907553266563216,5.104634381292028
GalNAc(b1-4)GlcNAc(b1-Sp8,20.317809502892608,18.714208951934527,38.32950511485897
Gal(a1-2)Gal(b1-Sp8,7.2489346952385585,6.655679469633429,28.428530183412004
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,15.86235115577658,4.1800269643269,18.012795032975806
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,14.03155290416938,24.415906489469318,10.871260207231352
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,34.13206940550959,8.795100621131906,39.7871651114928
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,8.362379130965065,6.4773682656743965,87.98034476117853
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,22.29162959683521,26.967269025864173,17.738602978133102
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,6.197374302880203,18.95573420472022,39.71316043617238
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,16.223325676809708,21.29133245781405,17.996271625418192
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,12.84018149725696,11.951826881973586,14.647991820268938
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,8.88433773652632,9.938904541581348,47.126726656776626
Gal(a1-3)GalNAc(a1-Sp8,18.82882434150713,12.980195917980847,95.94387486390178
Gal(a1-3)GalNAc(a1-Sp16,21.127134977302696,10.690506429070544,44.85094477328957
Gal(a1-3)GalNAc(b1-Sp8,20.672805197549643,51.285946880302134,32.33535483548411
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,13.247694125142456,16.05734250179649,21.56698206858506
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,16.80059539937004,14.654709132192506,140.04735294642322
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,20.219385014778112,7.633128446613448,61.37250915170947
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,8.92825265449535,25.39544941419951,31.873063889853377
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,22.410156431162186,13.263129634535765,75.61702662925303
Gal(a1-3)Gal(b1-Sp8,8.164806555934723,39.21311841058422,29.43349990889065
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.5763434163041286,11.50774086459461,21.73189398227108
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,10.01231554653235,15.844769935113176,16.00361647191035
