IUPAC,LFA(EY Lab) (1ug/ml),LFA (EY Lab)  (10ug/ml),LFA(EY Lab) (100ug/ml)
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,19.288438010804985,11.454275232527802,135.15718373805552
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,2.0499398316372552,19.355326696717533,18.640280721129177
Gal(a1-4)GlcNAc(b1-Sp8,9.892432430398497,9.769054767777378,6.944737867563223
Gal(a1-6)Glc(b1-Sp8,9.117029653118019,41.99123183197493,35.944517832070034
Gal(b1-2)Gal(b1-Sp8,5.12204619162758,13.009929122885366,97.98307919623579
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,20.478666605437642,7.9533106752261675,65.58821140487062
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,1.5068789032854164,6.703297299774707,49.828302361810415
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,5.518492949468478,22.60142125226863,30.63300597812484
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,5.4675518479480445,4.23792846762032,20.30281683779781
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,2.180207887641497,7.553255342952019,37.17912859410058
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,7.664161641474958,21.808944791377076,66.82166847724254
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,14.252553676563847,24.23380883811912,21.836234036783186
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,2.195192749319915,23.29220960298027,26.394548141172372
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,323.7262592778968,28.307075255416866,702.1170880502555
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,32.940134284334675,47.94063083975155,17.88426632797677
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,10.266282929530254,6.596303808699801,209.77994320841708
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,33.99612355808624,47.42373375096588,40.45211815017628
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,20.97583717685665,17.67664697135746,32.431747389183805
Gal(b1-3)GalNAc(a1-Sp8,165.4776730518154,3.7033475869811188,104.67826103871192
Gal(b1-3)GalNAc(a1-Sp14,33.54422282374665,12.518497224340999,46.26465065119009
Gal(b1-3)GalNAc(a1-Sp16,26.100313110813307,10.577331220429231,99.58663980927635
Gal(b1-3)GalNAc(b1-Sp8,13.837774516398033,17.415596232759302,47.50269127593376
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,23.407990862523842,20.629132864632645,23.40842503110077
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,5.768408350374186,6.323124570969638,25.556341633910947
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,5.599415310548063,6.999909726560812,12.391215099281792
Gal(b1-3)Gal(b1-Sp8,8.470538759134522,9.354435039550307,3.8710521063397607
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,21.55108839221738,10.213428857146846,14.139020784428439
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,13.512238461822925,15.225313571921367,133.2617748965047
Gal(b1-3)GlcNAc(b1-Sp0,6.077154394053737,8.089872348601462,7.4960101445146785
Gal(b1-3)GlcNAc(b1-Sp8,23.548912537153374,17.08110533513566,55.817496767053356
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,43.09525149576608,5.086762368802658,60.93835413232512
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,15.749136402673061,14.148829193729553,12.754175587985676
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.077159969369985,30.587007972939528,12.554363304710705
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,61.55438161782904,19.3629231633553,16.354290175032553
Gal(b1-4)(6S)Glc(b1-Sp0,9.126149923662577,14.810719942663159,69.76987877293466
Gal(b1-4)(6S)Glc(b1-Sp8,17.764420807614318,5.573298696762418,86.2813088774349
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,7.52256216303107,26.159055621651692,11.71986990485243
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,8.978750308506205,9.617395392854565,21.910116409701423
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,54.477952420313905,11.1145723525469,51.763749552840736
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,95.52156769782472,14.687059034969476,43.90984658126317
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,23.62589002549253,8.049369999519595,63.98151954666268
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,21.85489236136079,21.157861248639183,55.82547241507828
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,16.432465045223754,5.765464925094935,19.171256640171908
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,30.200644008737346,18.68539150430537,54.53001190384371
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,13.193798129676942,3.4673969779216187,20.290911361247552
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,5.89006187488722,23.302038601143217,17.810269199256943
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,3.114405426936757,22.51654498872257,8.62380846469993
Gal(b1-4)GlcNAc(b1-Sp0,7.562312930358457,24.749318839246182,21.160629883406155
Gal(b1-4)GlcNAc(b1-Sp8,2.9690830267946535,18.810839644803213,84.02389107285195
Gal(b1-4)GlcNAc(b1-Sp23,16.219826154098158,5.521416489377193,17.959415891090874
Gal(b1-4)Glc(b1-Sp0,6.7392665748333975,18.165985768898768,27.201641836293632
Gal(b1-4)Glc(b1-Sp8,34.71409379002263,11.56140363894025,29.035083784435074
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,8.121439645931009,14.909495772689073,59.18356134913382
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,4.542897804265472,12.406600196938188,135.75730976573192
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,23.18511517885237,22.07779648560969,30.771033966635013
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,14.122556083679285,17.712883855050254,9.3713922367935
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,9.23748457260778,11.192422685124958,10.4123143445233
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,7.734434155719918,5.547745191441883,11.089241626459396
GlcNAc(b1-3)GalNAc(a1-Sp8,27.59733081276465,7.5855446784767135,29.69707042839757
GlcNAc(b1-3)GalNAc(a1-Sp14,14.309956280011239,9.54159920711237,36.76314400967163
GlcNAc(b1-3)Gal(b1-Sp8,6.677730013010898,11.110735423416722,24.854440201233096
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,11.304848978203996,20.632533573461107,40.31960949488481
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,24.63895396012496,20.577784207955123,45.061974289083395
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,28.931112054830656,20.040578459632016,12.315259713731663
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,6.8207655095792905,15.387895008387835,28.08004287952273
GlcNAc(b1-4)(a1-MDPLys,9.26227207276919,15.181978273241134,33.397660623163425
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,6.828947102836103,12.99448040935715,10.971853814609613
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,8.702224169094167,4.4127738766751525,6.7172535382153
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,55.160202212435465,133.6578959663563,526.7405294588633
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,47.3558551002938,328.9609491561472,301.97417770995173
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,14.708613131172516,14.907130593779616,45.97451826225774
GlcNAc(b1-6)GalNAc(a1-Sp8,12.420881824941715,6.323514912016928,280.88022893099674
GlcNAc(b1-6)GalNAc(a1-Sp14,4.129425457211531,30.86499521284859,20.994019127420586
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,5.094311756263073,7.447059376861451,10.254252390594381
Glc(a1-4)Glc(b1-Sp8,4.576814913142879,13.158149988853545,16.770718486372868
Glc(a1-4)Glc(a1-Sp8,23.27184564346657,40.199149588382646,9.2755617666352
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,15.189645885355587,10.694269228696001,23.107349874643067
Glc(b1-4)Glc(b1-Sp8,9.500753433412594,17.925977359198576,14.377672841481411
Glc(b1-6)Glc(b1-Sp8,9.306086052104133,19.33219808736625,47.60443672225646
G-ol(a1-Sp8,4.74870690284908,14.102517412741165,13.603022574995348
GlcA(a1-Sp8,68.47114361590602,20.363364075466574,114.35068982871289
GlcA(b1-Sp8,49.11818392669554,62.54375802846757,65.46700917604713
GlcA(b1-3)Gal(b1-Sp8,13.806894820433055,29.53276523980047,40.85229923749698
GlcA(b1-6)Gal(b1-Sp8,14.110151928635162,20.241818316112308,31.613441518376852
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,21.147341084933114,24.549719780817608,134.9494102435427
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,23.63743492929524,5.566379797423709,17.410361765411317
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,5.312189639561695,15.715065562356465,22.75341435043307
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,23.288844013175076,55.37728676000656,39.56271449066657
Man(a1-2)Man(a1-3)Man(a1-Sp9,97.78306871592086,5.075897363028581,62.0796113974359
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,9.442307727589702,40.39941544053164,15.414911316102526
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,14.485677016165555,32.035100180999386,13.135585283496347
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,58.573782637477855,17.241030371445472,30.078161614256764
Man(a1-6)[Man(a1-3)]Man(a1-Sp9,17.753316567804085,13.054792454210059,95.86020410418837
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-Sp9,5.7351734646099946,23.57710230124168,24.35705902786025
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,43.94170783294432,44.928453297023204,33.39907005445584
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,5.406130512286073,23.76330357862733,43.803720960160646
Man(b1-4)GlcNAc(b1-Sp0,151.5203496821109,14.939016190053037,316.08888793965843
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.463647169550133,27.11838501717975,8.374524337537078
(3S)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,4.187418896727033,4.970592893123186,12.643381218480823
