IUPAC,PNA 0.1ug/ml,PNA 1ug/ml,PNA 10ug/ml,PNA 100ug/ml
Fuc(a1-2)Gal(b1-4)(6S)GlcNAc(b1-Sp8,4.75805,16.235425,8.0301,-0.06785
Fuc(a1-2)(6S)Gal(b1-4)(6S)Glc(b1-Sp0,4.223825,12.663975,12.922725,0.12125
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp8,-6.818225,7.4139,4.255825,-18.06315
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp14,-3.49285,8.9644,-3.9662,-58.8198
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,5.992325,18.364075,5.973975,29.377275
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,10.933125,22.76965,6.448425,-63.65195
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,0.45495,6.873775,2.413325,-3.737375
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,-3.405425,11.2431,2.774125,-64.422375
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a1-Sp8,5.1195,15.8464,5.815275,9.656725
Neu5Ac(a2-3)(6S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,-2.729675,11.7822,14.9066,-4.12155
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp0,5.54385,9.8626,6.9894,10.58635
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp8,8.50595,6.528425,15.988425,-4.1281
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,51.917575,18.23595,-2.482775,179.35665
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,-7.788625,16.957,-0.37465,-7.724675
Neu5Ac(a2-6)[Neu5Ac(a2-3)]GalNAc(a1-Sp8,10.45225,18.249625,1.742925,-4.81105
Neu5Ac(a2-3)GalNAc(a1-Sp8,-4.3178,13.20805,1.83365,-11.756275
Neu5Ac(a2-3)GalNAc(b1-4)GlcNAc(b1-Sp0,-3.15485,14.4706,6.765775,-12.202275
Neu5Ac(a2-3)Gal(b1-3)(6S)GlcNAc(a1-Sp8,24.632375,46.10145,26.63345,21.581025
Neu5Ac(a2-3)Gal(b1-3)[ Fuc(a1-4)]GlcNAc(b1-Sp8,-0.015,5.491725,5.146675,-19.10425
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.812825,15.122275,27.0715,58.441175
Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-3)Gal(b1-3)]GlcNAc(b1-Sp8,40.673475,22.034725,11.675625,-2.0103
Neu5Ac(a2-3)Gal(b1-3)(6S)GalNAc(a1-Sp8,-2.145425,8.1526,4.639025,10.621625
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp8,-1.629375,-0.3552,7.165775,9.075375
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,16.86965,12.259975,18.063725,32.811575
Neu5Ac(a2-3)Gal(b1-Sp8,8.95885,4.160075,22.6142,-4.054025
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,25.98105,14.902975,5.62475,28.6217
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.81805,7.350325,6.964475,2.106775
Fuc(a1-2)(6S)Gal(b1-4)Glc(b1-Sp0,7.267875,5.084,7.0202,10.160225
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,10.552825,10.358375,10.6271,-8.78435
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp8,-4.675225,11.93115,6.04085,-7.634875
Neu5Ac(a2-3)Gal(b1-4)(6S)GlcNAc(b1-Sp8,-8.077325,26.90455,6.511175,-13.971375
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,3.861125,8.29335,4.804925,-14.7138
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.861775,25.481375,11.9166,19.4371
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,-5.760825,14.492725,3.343025,0.36345
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,1.438325,-0.85055,-2.2598,6.2584
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-Sp8,6.419425,3.16105,4.830875,-0.18925
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,2.324575,22.728175,9.5828,9.540375
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,1.056225,13.029575,4.61675,2.48635
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,12.803825,3.0297,4.039175,3.111575
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,-0.83655,4.46895,1.863875,-8.74395
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.064025,12.27565,2.0569,24.820475
Fuc(a1-2)Gal(b1-4)(6S)Glc(b1-Sp0,0.7575,24.477775,26.687875,-0.786325
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,27.706875,24.874675,26.83895,16.454
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp8,11.9405,31.353275,18.496125,-8.448425
Neu5Ac(a2-6)GalNAc(a1-Sp8,9.107575,6.26615,2.257125,-7.5029
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp0,3.8689,6.54615,3.50035,190.15115
Neu5Ac(a2-6)Gal(b1-4)(6S)GlcNAc(b1-Sp8,14.813475,7.038425,1.349675,7.795125
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,2.133325,7.945875,10.51225,-3.705575
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp8,9.601175,7.4060000000000015,4.990325,-2.2125
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.86,17.2118,9.870475,8.315625
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,21.054975,18.600775,5.8321,-3.2399
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp0,9.268875,19.367025,24.03165,-3.40005
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp8,36.160075,26.860425,6.97005,11.416375
Neu5Ac(a2-6)Gal(b1-Sp8,17.8897,9.447725,10.3075,3.5886
Neu5Ac(a2-8)Neu5Ac(a1-Sp8,6.740525,13.33795,5.17905,-6.965625
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,2.29795,6.52435,4.067975,-8.50355
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,15.41145,7.092825,13.241075,28.4101
Neu5Ac(b2-6)GalNAc(a1-Sp8,5.553975,6.49415,12.2155,4.6546
Neu5Ac(b2-6)Gal(b1-4)GlcNAc(b1-Sp8,-3.189025,4.686175,4.54975,-2.256
Neu5Gc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,10.1088,9.7491,3.5543,2.68405
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,-2.688225,12.22545,3.981525,-2.5334
Neu5Gc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.650925,9.229075,11.753475,-17.800275
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,6.109725,14.120275,2.199725,10.4658
Neu5Gc(a2-3)Gal(b1-4)Glc(b1-Sp0,11.9628,25.374725,14.494425,-6.48825
Neu5Gc(a2-6)GalNAc(a1-Sp0,2.45335,12.54655,13.642175,3.909925
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,9.115,14.167375,9.102375,4.718475
Neu5Gc(a1-Sp8,17.927075,26.41715,15.001775,-3.0127
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,8.55655,546.491075,13759.85435,34855.65103
Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,-0.497575,10.12745,8.28215,-3.669375
Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp0 ,8.497725,31.6972,17.207975,25.000375
Gal(b1-4)[Fuc(a1-3)](6S)Glc(b1-Sp0,7.202125,19.17925,42.10405,20.111825
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,7.138825,16.07215,18.979225,8.732775
Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,3.640425,17.042975,14.87825,12.8677
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,-3.84465,6.446175,3.965775,-0.694275
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,-3.89985,9.19355,3.199,-1.63205
4S(3S)Gal(b1-4)GlcNAc(b1-Sp0,5.24625,3.34535,10.482725,-0.3604
(6S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,21.114025,8.626625,0.0976,-7.655975
(6P)Glc(b1-Sp10,6.676275,5.652625,16.744425,6.046725
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,30.262575,36.0567,35.0129,676.338525
Gal(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,13.4579,16.527025,364.5244,10694.03148
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,0.6993,0.968275,9.0123,8.7044
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,4.567575,20.252575,5.35765,10.592475
GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,-0.003925,13.139575,8.057975,42.8821
Gal(b1-4)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0,5.214975,11.271025,11.729675,7.8189
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0,17.96255,19.30555,5.36865,31.157175
GalNAc(b1-3)Gal(b1-Sp8,5.471775,6.6696,5.257075,-1.53255
GlcA(b1-3)GlcNAc(b1-Sp8,9.748675,6.51165,6.53395,5.378575
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,13.462375,11.58695,7.182625,16.2852
GlcNAc(b1-3)Ma(n1-Sp10,4.28385,10.277025,7.11845,14.994000000000002
GlcNAc(b1-4)GlcNAc(b1-Sp10,25.05495,10.707825,5.697475,459.500525
GlcNAc(b1-4)GlcNAc(b1-Sp12,5.4581,15.106575,17.655475,514.118975
MurNAc(b1-4)GlcNAc(b1-Sp10,22.479975,14.344775,6.36155,264.15915
Man(a1-6)Man(b1-Sp10,42.482725,11.805725,16.9255,7.483
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-Sp10,22.046975,21.2444,20.9723,10.107225
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,11.81875,18.679925,5.63035,-2.97715
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,11.905375,15.5046,1.62765,1.732825
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,-1.637675,10.47435,13.154725,3.13395
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.024575,22.305625,3.001175,1.576975
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,1.24815,28.2944,6.889975,14.50365
GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-1.09635,16.765975,7.2316,2.561825
Neu5Ac(a2-8)Neu5Ac(b1-Sp17,14.45515,7.797725,2.772375,5.45325
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(b1-Sp8,3.937675,3.66565,1.714775,-13.57765
Neu5Gc(b2-6)Gal(b1-4)GlcNAc(a1-Sp8,9.358075,20.709725,5.41555,3.982025
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,23.07325,23.75045,33.08695,1516.791375
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,0.150075,17.859775,12.07965,26.427925
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.736675,20.92345,16.8572,18.6177
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,7.48315,12.883225,2.914975,9.0861
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",11.9832,14.65215,16.83555,41.621825
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",6.105275,10.741775,8.035125,5.700225
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,5.2074,11.303525,4.687925,-13.490625
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,7.6825,14.026525,22.301675,27.249675
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-0.57825,22.983525,11.876075,-4.1743
Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,17.0643,23.182375,6.523425,5.745725
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,1.2265,12.8029,10.552175,-9.2575
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.8989,8.496525,3.767575,31.43135
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,37.884,39.37,36.493425,101.87875
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,13.918725,19.6853,9.803025,34.57635
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,14.6545,7.51755,29.627475,376.7708
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,22.13235,13.546225,5.694325,425.92295
GlcNAc(a1-4)Gal(b1-3)GlcNAc(b1-Sp0,21.398875,11.447725,5.049975,43.907475
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,0.687625,9.331625,2.520375,232.2659
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,23.578275,33.0097,17.1927,253.574375
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,11.592825,9.9917,9.857,233.841175
GlcNAc(a1-4)Gal(b1-3)GalNAc(a1-Sp14,11.259525,13.643075,10.516325,74.416525
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,-2.48335,12.5021,10.6504,-64.16565
Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,4.0443,5.822025,8.836525,15.028425
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,10.53965,11.418925,6.822875,-73.659575
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,9.671125,23.6693,19.270575,47.90985
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,-1.739425,11.733425,3.7611,79.562975
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,2.726025,16.34505,7.6525,-5.8820000000000014
Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,4.137975,4.883425,24.35405,25.907225
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,20.891275,12.36425,5.0867,20.2561
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,-5.494575,6.8259,16.721975,-3.37465
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,8.046575,22.1289,17.491875,24.5204
(6S)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,13.24825,9.8587,12.708,46.554725
KDN(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0,21.149775,21.849475,6.819,23.067725
KDN(a2-6)Gal(b1-4)GlcNAc(a1-Sp0,17.3682,26.136975,10.530625,-11.18465
KDN(a2-3)Gal(b1-4)Glc(a1-Sp0,-1.3622,11.9684,0.28045,5.8674
KDN(a2-3)Gal(b1-3)GalNAc(a1-Sp14,13.003525,28.896875,14.34345,53.459375
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,15.1328,28.433325,8.7571,72.1198
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,18.3954,16.420175,34.50375,126.083025
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNA(b1-Sp20,86.340275,22.10745,41.283925,75.432
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,8.689475,26.665175,54.235475,40.099425
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,9.174725,3.851475,-0.695175,-26.8026
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,47.612775,35.8033,26.683725,179.9612
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(a1-Sp21,3.03785,1.3093,14.60475,341.3936
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,13.0622,4.27515,6.170625,540.836475
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,6.068475,11.60445,15.479625,-39.62905
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,3.6718,21.723775,8.667725,12.148875
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,2.86015,11.35905,7.5813,-32.32985
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,18.307025,20.63495,8.6323,48.089925
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,85.67385,35.3689,5.791725,145.28799999999995
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,9.5851,5.803925,9.07455,69.810025
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,9.6951,11.0396,12.093975,14.062175
Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,39.9051,22.117175,39.67075,123.979625
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,1.028825,20.517525,7.51885,-8.6876
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,7.0711,10.228075,6.2676,57.9964
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,18.525075,33.0191,12.459225,50.226525
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,112.977025,60.216525,83.1287,372.5673
Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(a1-Sp0,779.954675,6440.670925,29982.5296,31528.7643
Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,1043.67835,7792.534075,35803.24515,39258.93858
Gal(b1-3)GlcNac(b1-3)Gal(b1-4)GlcNac(b1-6)[Gal(b1-3)GlcNac(b1-3)]Gal(b1-4)Glc(b1-Sp0,4.02085,40.40695,8.469425,1554.52885
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,2.3917,9.566425,6.0988,25.7118
Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,24.03785,26.019575,9.104925,8.2007
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,11.256825,16.379625,11.415625,4.473975
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,5.445975,8.77945,27.817625,169.2493
Gal(b1-4)GlcNac(b1-6)[Gal(b1-4)GlcNac(b1-2)]Man(a1-6)[Gal(b1-4)GlcNac(b1-4)[Gal(b1-4)GlcNac(b1-2)]Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(b1-Sp21,3.142325,5.72715,14.05855,1.6106
GlcNac(b1-2)Man(a1-6)[GlcNac(b1-4)[GlcNac(b1-2)]Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(a1-Sp21,15.9891,5.486625,203.652425,12379.44615
