IUPAC,LEL (0.1ug/ml),LEL (1ug/ml),LEL (10ug/ml),LEL (100 ug/ml)
"Neu5,9Ac2(a1-Sp8",17.75936954840083,6.998491663387189,14.864207965557174,12.385464648126854
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",1.4287255416395892,8.639064055160526,3.577142967392644,6.885989975486496
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,9.641359859610057,37.797484677895646,691.1271189029134,141.73028820079506
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,4.976784328593435,175.83712002684442,1305.5907187767734,1587.440868358442
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,7.823336773344653,3.052498282145297,9.970491604228961,4.8748454443876135
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,7.94739964658252,4.849501665463512,9.696617256548796,21.318698584497664
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.145669922687384,18.189133131717288,5.166654721303399,11.495226149435561
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,16.424263873002044,6.820823445889799,12.004449163678167,2.304256064148815
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,10.37353993143934,5.1081733378152565,5.9980129918165375,22.20217928438182
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,4.203777829028709,5.0636890981279645,11.879137251606275,39.42069644158874
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,11.972159142081832,9.392229520548707,5.420801592861231,4.441317354493898
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,3.9169981758995074,6.6852981047968125,5.333639538735893,32.8178499839138
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,6.715555485276963,13.995519108390846,8.5178529393171,16.237392965287455
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,4.0619201362574,3.4081970116177236,1.9610380728923464,4.616618813500495
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,4.743806363652854,3.3974737286205303,5.191339023476184,12.259323111921788
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,3.163840835124299,2.779790360650731,1.0579925236029897,14.294471233400015
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,3.2985236783547056,3.5979583238275628,3.159156149327433,29.321549269322944
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,15.608931905456144,1.148024498504574,2.0796181177882938,16.27045574694624
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,0.8026654320657833,4.030750879075343,4.926397099554605,2.0129703630456133
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,4.255736732928859,6.872103373967824,3.615276644555253,5.0400077761183395
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,5.662705194810455,6.071502243198688,13.189419327248645,13.792539373486187
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,9.826623951456238,6.60397689123758,6.379061719406708,9.555716896183142
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.9510452193069906,8.98282090993693,13.335508727547662,13.68213038440408
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.567026353214207,0.4725059250069673,6.5332618124486626,22.77445204805521
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.705396284439828,7.477168486577432,17.046784629830732,8.696646371398957
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,3.4708317921165066,6.864396331494372,7.050206674689284,5.9387219278786425
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,9.134773029975436,207.63820110842133,726.7925926519998,1292.815826147465
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.031581755604603,561.4840289727268,3020.844288964358,3163.796878845488
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,4.6930426558009035,5.407135266401858,27.30579399480361,115.1487549562568
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,7.919339988071393,65.20694657909826,132.55280974613143,1590.4896738994723
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,2.5971144043277463,0.8855117517571421,11.969542872188844,17.971059597493625
Fuc(a1-2)Gal(b1-Sp8,4.266119631077716,3.5871859540824844,26.745306209797512,12.476302089027287
Fuc(a1-3)GlcNAc(b1-Sp8,4.7218539420443735,3.94266863684992,7.580869632832372,9.256657226198534
Fuc(a1-4)GlcNAc(b1-Sp8,2.168566872960116,4.934531443139591,7.720222225374518,8.150161525342098
Fuc(b1-3)GlcNAc(b1-Sp8,6.503841926315554,4.676897883925479,7.663130896485237,10.765764180184023
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,4.6317526941752885,1.2296304766744657,13.80830833194278,6.8895907851386164
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.366761958717402,4.500540002044223,6.973265304181408,7.448907724178996
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,5.435624367310531,6.399933729865228,15.603455905103187,28.31783628186777
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,3.8599436648522825,56.81050442635375,575.8161752114099,3404.694320817161
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,18.16965883682649,116.3874373297036,657.3516723050836,718.3960956591112
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,7.3953631556086075,9.644148827613906,10.028059368716367,9.966959246555607
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,4.669783888914631,19.780734939897965,12.394129130728247,22.912257974771943
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,4.119720026389339,15.824327176297238,5.517273423455348,16.118814846528476
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,6.80162163139546,5.8428756386876115,6.568099015379815,8.79918079117787
GalNAc(a1-3)GalNAc(b1-Sp8,3.88340592993658,4.911229406421566,2.0648622817272875,10.215623203211836
GalNAc(a1-3)Gal(b1-Sp8,9.699531188112482,11.943217870406635,11.704985702112875,7.112176530137839
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,9.197848421958962,192.4717808201159,2746.8913319939984,1920.6150341569848
GalNAc(b1-3)GalNAc(a1-Sp8,7.861656676553611,9.796791541111816,3.5981413424155533,2.7677833024221137
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,5.854566753967942,3.044260098803431,5.003593551305566,9.479400773035886
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,12.32841768202635,93.65407583806328,1934.8750312143866,1225.0957915841593
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.7347710598231694,4.4888129674410235,21.206726573012162,8.375611700795355
GalNAc(b1-4)GlcNAc(b1-Sp0,19.91546044207866,216.09980927209952,2721.907982401124,1956.97121960684
GalNAc(b1-4)GlcNAc(b1-Sp8,7.254349201685848,220.67943582486,2142.3583854224166,667.8749883996695
Gal(a1-2)Gal(b1-Sp8,3.9148506838277584,7.332299726552375,7.9817518233259275,5.944555238970084
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,11.15339135360482,3.8683967302359266,3.330092327423797,15.230098136037526
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,4.455762672091057,12.710259685879755,7.400191958771527,16.796590360025434
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.806302772635826,8.439366713750891,7.238824522611848,14.913755224260807
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,3.3880180798169683,4.886504989850444,4.949221660271436,11.392258867026047
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,5.232238144745834,131.15195711632876,343.5630852536014,3040.58508889508
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,6.8546436031836615,13.975788598471519,5.513244403857553,7.170474268077853
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,10.91229233403017,7.1760195277395775,11.61752526573539,11.345844354652511
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,4.786227971569407,11.334367659174173,14.290468793191021,13.866825007188925
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,19.990356637639085,416.87954097028,3504.6046830643645,2782.500737453316
Gal(a1-3)GalNAc(a1-Sp8,21.862670854125614,10.440019618436212,15.451984015653153,12.32751667071136
Gal(a1-3)GalNAc(a1-Sp16,12.16472305271134,4.249762155991788,7.529625299442197,3.5776808605575723
Gal(a1-3)GalNAc(b1-Sp8,7.583191210994227,8.860473122572703,7.317051101992298,70.58427285307025
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,5.522696752191466,6.599571192888223,6.3856926945450985,9.997138120648996
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,5.879429453257628,6.480979087748515,12.262306944589719,18.32064162947996
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,17.29130353183357,255.5088599970425,3449.230758681478,624.4206661691247
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,4.0939474597670795,4.675815872747059,3.0214073420620857,7.586323654390617
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,4.855951927274407,10.675848198933258,6.579596733589885,84.53011516002266
Gal(a1-3)Gal(b1-Sp8,5.478509191985232,8.123458954164779,6.158398711448183,7.338941348041966
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.729605180778937,35.31998520134674,886.2298847162514,697.0068249323273
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,15.811193841995824,225.5907464240033,1051.747147684302,680.1438175070898
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,10.11558974290014,740.3200025534408,1291.8027650824777,3560.930612501218
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,8.681602629075272,8.646542783631315,12.502705813909529,17.300629194025486
Gal(a1-4)GlcNAc(b1-Sp8,1.9390425773217617,5.379096349992256,2.44276973058589,11.100408533923426
Gal(a1-6)Glc(b1-Sp8,10.231475032304306,11.598026629093704,17.57775188517195,37.08245284812392
Gal(b1-2)Gal(b1-Sp8,7.999352705896481,9.55169110554949,14.733500273413195,6.683448680135101
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.901700757314751,16.749456758628515,9.313845173852748,8.623141046577324
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.3178905320248298,10.634231642945966,3.4875570622571903,11.218397856497463
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,8.060828957164814,7.36310308378879,6.165036400203436,15.680562717873581
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,4.508089382709711,8.652834054998014,25.474904991824804,10.444173332014682
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,4.644598943127386,2.7917956169223257,6.8862336512784665,6.723228018531477
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,4.276337920366752,11.30777327534765,301.4616974637836,2374.3789065324618
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,2.194255250079169,17.893809392892436,14.98774168000859,38.57895583553174
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,3.2349954446129705,20.05311295867385,12.259095754173687,2.2583073519415007
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,3.0704507616960766,11.691816019870481,7.245971583519133,18.99714066719428
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,3.897658239143941,4.388443423356404,1.3886233119532367,11.625887393048055
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,4.9835972473037335,7.290981919695955,9.997285980829998,20.185876973930725
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,4.150534149861518,3.770800412379315,10.561922791171435,24.44120222621015
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,7.344719953987356,11.435869520176427,7.374994498077034,13.761365696367733
Gal(b1-3)GalNAc(a1-Sp8,5.176653289529828,2.675708034645532,1.235390228497319,12.554551166376536
Gal(b1-3)GalNAc(a1-Sp14,4.55867290081956,12.563409979347437,9.221914627080787,2.3280787887583765
Gal(b1-3)GalNAc(a1-Sp16,5.106112694277963,18.13571241960642,9.032892054550784,12.009427751840091
Gal(b1-3)GalNAc(b1-Sp8,6.09165297346842,12.922602971634618,10.4763917053217,2.7982109885901543
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,9.201967019203003,6.5415863471077635,5.6363282069683125,6.3441797523399295
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,4.457167645115747,4.622014734849585,4.489546356816019,11.744646866941832
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,8.168889650935872,1.9111330722898423,4.090945477820518,95.41374511452743
Gal(b1-3)Gal(b1-Sp8,4.116171435124317,6.215691672627161,2.603004875779791,4.019362299751885
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.5400467874627783,93.17706618372387,600.2826598916075,715.6857944932145
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,2.3448760322598443,4.625740935605164,2.9932084758666546,13.654172953685865
Gal(b1-3)GlcNAc(b1-Sp0,4.773392623264226,14.910329736433287,1.6256444473397882,3.7330050977731113
Gal(b1-3)GlcNAc(b1-Sp8,8.071465998348748,4.537915836225549,13.187400149732573,7.212269529246668
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.6757804371997023,5.684601930654424,13.108107658239618,10.131319189975539
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,5.39980592151237,0.5196429447226311,5.8297627313067615,16.006665532703348
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.057138954455974,16.513144302443838,10.499967205186886,4.265245991635987
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.630581689310621,10.483853032600498,14.515589287613055,10.643728349713744
Gal(b1-4)(6S)Glc(b1-Sp0,12.08937077643001,4.160757096571096,7.126353764431943,83.172219557915
Gal(b1-4)(6S)Glc(b1-Sp8,5.756298528496141,10.087521349502397,5.370777465134839,14.38916716086562
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,9.117017169145841,16.600811911542895,1452.7356960969453,2799.434689601905
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,7.704090387309416,43.8728698652923,517.3907272566406,1911.5818403733533
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,1.3386268262663814,5.7804520183690355,8.034640178367251,10.027531823393367
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,6.668028014338268,1.6271917575483656,7.334210028523875,18.732959303857978
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.860460736391269,17.88941663710233,10.344197582985023,10.127304540160953
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,13.553005799544973,141.59760441322638,1571.0799493348886,1842.431051132972
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.725798499734893,444.5914991723379,3932.594704307442,1866.3063148492367
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,5.258608684417708,4.0870889008355835,21.287200078666284,71.8095993528128
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,4.420883072701652,21.2661262436102,28.716141296185693,207.6223745677349
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,8.956267025571163,5.866039595843179,19.843911451122104,331.54645777637023
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,8.268413301383765,4.172586572998416,6.474825762070098,22.52356399366372
Gal(b1-4)GlcNAc(b1-Sp0,10.099492235091164,58.92647548725608,584.0074004983379,389.7994506607512
Gal(b1-4)GlcNAc(b1-Sp8,24.817117221033147,266.3801787431612,1744.8976234742788,1789.6255795463958
Gal(b1-4)GlcNAc(b1-Sp23,16.18556229099975,75.01203020266699,569.5952436156497,416.9782712367241
Gal(b1-4)Glc(b1-Sp0,4.341211616876088,1.0712953187613563,3.1782281661066016,2.3884340118928766
Gal(b1-4)Glc(b1-Sp8,7.848139660401479,6.781490531586701,6.4755172110033055,28.55153026669497
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,7.836737765805175,282.97930773928624,1264.9124488354794,1614.7784392790286
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,3.1084154434641955,3.1923285571298328,2.953689434560331,14.290960161672153
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,4.600504734990143,2.1027635451154865,4.069408185473659,3.918167463666317
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,1.6372130433045882,5.516464863403621,14.084092807371958,15.284232775968833
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,0.6502707179833878,7.966531254149031,4.350156696315663,16.991165149767284
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,2.678375021040431,4.34764994911044,1.9545323447481413,69.38260488443164
GlcNAc(b1-3)GalNAc(a1-Sp8,4.772306784197767,3.6059520948010486,7.359196214714393,6.77783726782863
GlcNAc(b1-3)GalNAc(a1-Sp14,6.859711405676383,8.33009096588987,4.097712659826212,11.221022655266326
GlcNAc(b1-3)Gal(b1-Sp8,4.133128826425975,2.5505138541086145,7.9240459835869235,5.841178316629847
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.9847707935521586,221.53566837514484,4259.153283270328,1308.4288529842156
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,18.6287033616585,102.91780057966892,1297.903115682487,1622.2465984486457
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,31.122927791206703,323.03556683429207,1628.2246268624745,2697.578037504785
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,3.8737538756568735,10.449992001432346,8.989208610884493,9.2755974939174
GlcNAc(b1-4)(a1-MDPLys,8.207073690014813,4.899300691595354,4.461757406747554,10.874622852119213
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,8.228906192350232,3.3622283993159456,5.797834815975128,6.071698711439821
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,7.317213843396952,197.86384718170518,1729.072142707774,3365.539499079148
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,30.847122343298444,260.8210700654592,2350.213310587589,2359.456101991354
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,45.49812316630943,512.1432235916736,2243.1179067741705,1666.249381367215
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,39.8517872205256,263.2197728784991,500.9058311787964,1832.1892472101529
GlcNAc(b1-6)GalNAc(a1-Sp8,8.52970741834091,6.165760989529188,4.08078669243648,9.54602372317046
GlcNAc(b1-6)GalNAc(a1-Sp14,5.24232722835638,7.905559905324018,13.692860307352259,9.896031038249617
