IUPAC,NPA 0.1ug/ml,NPA 1ug/ml,NPA 10ug/ml,NPA 100ug/ml
"Neu5,9Ac2(a1-Sp8",6.3101011346226965,3.7772576175271246,5.825861624043263,10.086117265289287
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",4.982966975273532,8.094992396280148,13.273740323755774,2.212972919513475
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,165.00753092863084,2403.7255143610682,672.2371732014875,535.4077920979994
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,688.5590044201198,780.6149676397282,1071.0748236234867,1353.5201992247605
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,5.558964888658077,5.337333053985544,26.837089607652448,82.37629568472367
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,14.972082083442281,81.99610062758582,26.224524221483044,179.8036304053571
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,11.79713728788284,7.77670551899496,24.39857643366037,52.95701098294551
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,5.357601843486818,12.832618844277265,2.720338719565392,16.734497788376164
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,4.888557777777272,7.020063322126566,12.231499751461392,8.572820197723733
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,5.1859225006260985,16.637053077793947,13.006682701179681,9.635712119462818
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,12.967354014440772,6.329088381631273,5.277403168462691,34.8883862568788
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,3.471979463744957,5.463711271882876,8.478810840756699,5.1620553344411535
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,4.408389958079939,14.35359774560004,16.491979755298235,13.937021139725905
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,7.127067911607598,3.1514767776393398,10.175997696868187,4.425938410006027
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,8.267706201188249,6.790082160708119,9.434722109491801,2.6921444653844238
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,12.159614536379564,4.1792326443778345,18.896505652875792,4.6691807464836055
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,11.265760469781878,1.551882234578796,4.0838191855173855,7.300079010702566
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,3.396332466548813,6.7281820562838535,7.876089124844885,12.924706071802952
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,15.523282244100304,1.1828079500352824,8.754435682174678,4.629963990050754
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,11.056780347973516,12.484174430687569,7.99596637243846,14.127971122888338
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,5.586103153063563,12.890736007433135,8.093659199799559,5.368427769220087
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,3.500684256922748,6.467011996471016,20.710838274741512,18.92447470182461
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.2142078860052194,2.3831370564866803,4.328858843756247,5.220252396835483
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.985216429820582,2.6107318416809235,9.585725607163713,9.146555534325492
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,24.334659730704413,1.2300913119900172,15.295789339335622,7.2342924290608215
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,7.070362671744635,8.360731941044394,6.369283751137173,4.3612733518052575
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.2210037653915715,6.882218776613157,3.45910930671948,12.311324421679153
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.3835115809801874,2.7685992709912584,4.400248930363674,12.892931363864975
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,3.8097572848104986,11.910011489044276,4.504195451650238,22.209189338124574
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,11.368819591174214,4.844159851735555,4.594488785490719,17.178972150180186
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,3.9407321104925,6.732165925118996,85.05818088368997,3.32304697366236
Fuc(a1-2)Gal(b1-Sp8,10.245110636257998,10.19724291213886,11.50718433512298,4.085053672433999
Fuc(a1-3)GlcNAc(b1-Sp8,7.0107844646064175,6.5948620386757675,0.8627887053039102,3.9765576867226935
Fuc(a1-4)GlcNAc(b1-Sp8,11.954546470415902,2.0314091972487165,7.396005605505358,6.749900066420734
Fuc(b1-3)GlcNAc(b1-Sp8,6.868427452420727,2.4096837169706644,8.396011263490934,4.449029269683429
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,4.1467140641717695,12.836912507556734,5.191233535490383,14.09573064450722
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.688900174525661,14.276150762839876,18.32743513206363,17.158526975044605
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,8.362656538196063,6.887597704751643,21.003045351626998,15.236035626325714
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,2.4410889325599445,3.102071725476378,2.9697883487997414,10.184219916943409
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,2.16559316816432,5.244177320292163,3.6163173278673013,14.188916738162275
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,15.136867051534589,6.524847263282617,4.366201300425055,14.83411322886092
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,1.1342134319283457,6.664896677556224,9.351432547075339,9.010022801441735
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,8.690675196774603,1.2826034734086762,17.900091180959574,9.155680688466953
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,5.9913990644228265,2.4331601843076416,9.361670630644225,24.496243868601585
GalNAc(a1-3)GalNAc(b1-Sp8,10.417131601477443,7.562107459509328,6.179974880207852,10.428457122180928
GalNAc(a1-3)Gal(b1-Sp8,5.439168262396983,2.3090675583807965,3.788746345428794,5.86811610257785
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,4.457976627256658,4.673239490617477,5.3800447191449985,67.92203116899917
GalNAc(b1-3)GalNAc(a1-Sp8,8.545526975558618,5.221115492801009,3.9315170238937776,13.313165265255284
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,3.5883062048827408,9.867483303085274,5.721377122686456,20.82420526812888
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,12.14328019451499,12.854012116067127,9.725347115998824,0.5276069962577452
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.7798650446579423,6.963365172757112,8.055953862154785,13.985256727221367
GalNAc(b1-4)GlcNAc(b1-Sp0,13.676980446081645,12.320697851177096,7.1505498606167786,28.79218589749354
GalNAc(b1-4)GlcNAc(b1-Sp8,1.5245729115066933,16.08786119780998,7.641632682167248,21.431294297106696
Gal(a1-2)Gal(b1-Sp8,7.1143913295516645,7.336277843702503,3.602506933025932,11.448624716386972
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,6.508303934910122,7.5756108754784,6.831715212338714,7.789344451396405
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,13.730487456265585,4.439081748421258,10.334524299485986,5.438460499687885
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.815558298101413,16.005369154417114,10.070793789758254,30.05801996998197
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,6.2346950534221515,1.0459958476654367,6.656484359567491,11.362674903200972
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,4.47417348521862,5.771082786329316,13.336190462140973,12.341530570800366
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,2.62288805200171,4.403921465012743,5.0642942236143025,9.173878798114787
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,17.675139401501188,19.933636510410395,7.610305944134793,23.478763331483933
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,12.439573621410775,8.498955886264303,6.638803895971522,7.797966829191218
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,7.361574703146063,36.191336443995795,14.780691943069238,14.18155060045728
Gal(a1-3)GalNAc(a1-Sp8,17.884723092162584,12.396261077269758,7.143238757676129,19.136135436981547
Gal(a1-3)GalNAc(a1-Sp16,16.774475134262765,4.728887007531392,11.48660615539537,11.106502246994774
Gal(a1-3)GalNAc(b1-Sp8,10.577278207672327,16.831243943209696,0.7130235479982325,1.049758232483397
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,9.56626804676202,10.096440704979496,8.53329992104461,13.68447788515027
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,16.208053368001963,15.239081039961045,17.09210312220235,9.78411315462466
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,3.925584334422922,23.895942932291533,7.795698786884554,7.2217756825566575
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,12.601634839542339,8.471941081397274,17.144044938379107,5.575868266243386
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,3.5187025851157117,2.9729304476672564,5.395830221569245,5.144002360354535
Gal(a1-3)Gal(b1-Sp8,3.841244956608039,3.371646623807615,6.00528526799521,8.30555148098748
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.024862767455086,6.527795407843803,5.888817257239912,22.951853377360028
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,7.67782188574121,12.805252347474456,10.099658894900033,5.741089749269452
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,17.409826266484302,1.4765819547748682,1.5693369733213212,7.219514384118973
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,4.881167826794464,15.019684031962859,4.211092885067564,14.780906379628176
Gal(a1-4)GlcNAc(b1-Sp8,2.1696783694056263,8.65047727214131,45.16743917730813,6.792685965801747
Gal(a1-6)Glc(b1-Sp8,5.14673436559534,8.329492277594115,11.43967223696408,22.503798289973926
Gal(b1-2)Gal(b1-Sp8,22.81498747833682,5.149177303463127,24.94982630859716,11.5240987543495
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.005796034776715,6.522462261038133,7.511131363294528,4.790418887303423
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.725984932670261,12.780271850134225,1.91691281491882,6.9985284555040606
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,5.500896888690064,9.656485069069738,2.575013060161054,8.839310842103771
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,13.197334726217766,12.083739325880606,7.094747022504281,13.111805297104087
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,1.0885554720974662,3.1067673515515546,12.687755648228991,5.760429010065143
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,18.32287711275625,10.871025425835716,18.03069025862571,19.817735961906525
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,7.898516523742503,10.288181844030236,6.058835183157452,11.744713666014444
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,18.018279702291228,7.486774247242043,9.912150728609141,26.692793838724842
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,16.366989466886285,5.688258795390137,13.624835155822337,9.854974255505024
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,6.522713247823588,7.6217410234910705,6.549998572200867,5.64502035130669
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,14.020809038235512,7.13185100634237,4.710864267750312,6.8478513678866255
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,8.957130095999872,7.494657335896018,4.374962257361009,6.199447801753527
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,5.992158037732871,7.921135296313275,5.0645829537913,17.680940489950387
Gal(b1-3)GalNAc(a1-Sp8,1.994301299536593,5.506407468879626,2.8061341110443503,8.416913596047744
Gal(b1-3)GalNAc(a1-Sp14,4.620921704865816,5.228120100236793,3.078793485956256,10.995544016706646
Gal(b1-3)GalNAc(a1-Sp16,11.297853279568939,8.542209874646016,10.067982724293222,1.963261766168732
Gal(b1-3)GalNAc(b1-Sp8,15.491743388226714,3.529180175338179,6.314196807723567,41.21553209243453
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,27.10993481885381,10.496239700800787,12.848228236187534,11.352990390604914
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,13.331516922316078,6.396447253684398,6.823697894042982,8.430377785672876
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,8.450047708888992,3.5232945021906192,8.370799481929232,22.60598950934617
Gal(b1-3)Gal(b1-Sp8,7.599165321051147,4.604679167252955,7.207331982779754,15.025956001865573
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.145485493452818,4.067607988322703,8.29402775857424,12.694123857484875
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,3.9126939375789007,2.5532579401945834,6.5561818173766335,10.835460030381727
Gal(b1-3)GlcNAc(b1-Sp0,9.304081552738015,7.467280165885928,7.154542687633238,41.872328472423185
Gal(b1-3)GlcNAc(b1-Sp8,9.910142576505477,10.606436220836226,6.637782535041352,10.58104867026417
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.328447184296159,8.164801319485157,33.49453753121547,13.264900540147293
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,66.21194688818125,13.292910507578846,8.899133055903063,37.354342229462866
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.854882952386005,14.027037904228626,5.7695344158634985,14.648264816921726
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.143787401653686,3.1992906614852417,5.09136864793413,1.8744400468317568
Gal(b1-4)(6S)Glc(b1-Sp0,7.673450774369162,3.672030656530527,10.903912595333226,23.119501422158013
Gal(b1-4)(6S)Glc(b1-Sp8,8.1706833959386,8.115332619338528,4.874329802393335,16.668537394819623
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,7.679083503908522,3.1325784506005068,14.49033187174584,17.553892332756284
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,12.68365990802734,10.822605778184846,2.9629538504674686,22.485312647648463
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,9.067731734930561,3.845120164897319,8.317305406199772,20.507004035755685
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,8.537886346309604,2.1767035451189574,9.677081632866727,11.412703127765127
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.802655174513358,7.973131537440815,26.114487154195977,8.016014882928639
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,9.129948296859812,3.687710972947852,3.0663148207579747,17.614805063615282
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.696346199333812,9.50749418967304,12.08244536434988,3.9818900872156937
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,7.058751705507133,3.140695927524132,5.226459457414744,11.528151875120015
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,18.466737706662396,16.698715674840592,11.392061486367018,7.581683020279873
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,2.516690902090811,5.321853929083362,10.671492755467712,13.039730423082625
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,6.842587515150968,10.780201909828346,2.90692607906816,7.820615486861137
Gal(b1-4)GlcNAc(b1-Sp0,10.5698493900891,11.105090064582996,5.099926591220052,7.87250378231094
Gal(b1-4)GlcNAc(b1-Sp8,7.757394146017513,2.197052454805456,14.549257206698446,7.8797718166518225
Gal(b1-4)GlcNAc(b1-Sp23,2.9090767451489947,10.09898357822872,5.965078380247816,3.1806188909026303
Gal(b1-4)Glc(b1-Sp0,13.1440359553614,5.837347663322786,17.066660791437787,2.968423224541937
Gal(b1-4)Glc(b1-Sp8,12.820085400651589,9.649527022044486,7.94827228202246,9.6832168095112
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,5.511625886554106,4.109705487724559,34.41934252214395,20.68590035513314
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,3.6084183520392266,2.8694950595299296,11.065736713650539,2.0803732469599416
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,4.352245068161179,7.327949995906082,2.3546783623246745,14.239859880718631
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,15.601717644862056,4.3953471583596215,9.523203545726266,15.11862874213467
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,8.17977589057304,6.856415078535327,13.09667510919597,3.2387225623435767
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,2.4909036499500066,5.863090539624418,3.0098052698638167,10.799382878356194
GlcNAc(b1-3)GalNAc(a1-Sp8,5.765139180959411,23.047773852948712,8.69738072716915,8.816154081570945
GlcNAc(b1-3)GalNAc(a1-Sp14,6.578908978191852,3.5307058712340607,4.344081722201672,3.157456560139292
GlcNAc(b1-3)Gal(b1-Sp8,4.364472884839576,10.06661962043367,7.092810471350553,3.822007632449204
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,23.042477682514235,2.33609382713252,3.885859447085029,6.087158673250903
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,0.9922254158372128,16.517009181522535,2.3088540467441128,9.49798329804804
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.433144727726837,1.3230786682960327,5.545180579791793,3.614220037573797
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,5.947674390045233,10.128951691726714,8.597057594316787,3.8121837323464196
GlcNAc(b1-4)(a1-MDPLys,15.858435925189259,4.346778531567948,3.162075876171644,5.3913116755108925
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,10.786891873743482,13.62616230158612,11.923457259536777,24.31816996938711
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,10.456756269951343,2.801640865040852,5.32732490624205,11.668649252162833
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,3.7237283372985286,3.9603018347721894,0.9446068617860616,29.278147272951358
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,9.637084227953324,7.877313455053482,7.321081727620577,25.566779401403394
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,6.022467611093202,2.6568947593948846,1.8701407478226533,30.411605591439532
GlcNAc(b1-6)GalNAc(a1-Sp8,19.582439063014238,21.082311054748406,12.655249787966785,46.58882978636058
GlcNAc(b1-6)GalNAc(a1-Sp14,15.389105590319414,5.360434857049066,7.910048270817735,13.598629748710135
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,13.17602642336326,8.808932330831398,2.7499408616368504,43.753791964916275
