IUPAC,HHL (0.1ug/ml),HHL (1ug/ml),HHL (10ug/ml),HHL (100ug/ml)
"Neu5,9Ac2(a1-Sp8",9.7773704621096,3.1882781407054126,2.8984312676572856,6.873856354332691
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",4.9058009780938585,12.217694483821411,3.6107120935488615,3.2390587784107936
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,148.3752713556478,134.21392709419362,171.74984622719217,217.2402311822698
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,163.896465830228,342.69603797813784,214.5198530123681,527.8478083815206
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.2103145457260083,3.4480414308947385,8.626076670963064,68.13068375337598
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,4.663644965403488,8.7800335808014,24.58821225479127,137.72132429883473
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.2092317513924336,5.802979549047773,4.524316087082483,29.284643287153862
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,4.962592410138736,2.3447458789102584,7.62738628736389,3.0292475890612423
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,11.383856919046965,6.571617835561259,4.366511995097831,1.6355798021394945
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,5.211237233133797,3.752079783266873,2.6536043626232786,4.883662411551397
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,3.681477240184976,1.3769282875904132,4.5570287515551176,6.507021921163324
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,4.261276428880608,13.329211877270474,44.72511347452527,27.98391839746238
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,13.397623376927712,4.3426183625204695,5.983207636098442,7.882447630019487
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,3.8130098596777775,3.5354861579892187,5.966817582472255,7.543309916077961
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,19.431530584143587,14.416211438284705,11.791858922543385,30.83837970866546
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,4.606263788219981,12.889897679546053,2.993712884251485,3.625764178303194
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,8.704875934162796,6.388874038253274,3.3805904839243675,5.837472567530122
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,5.576142528965106,19.171359182449745,2.5258250229710417,7.48996352750355
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,7.499726171167853,4.968940433247983,4.53974876360649,11.967904803925927
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,10.497295315897645,0.3866958354658962,3.050483106411181,3.8882817690894425
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,3.5998387260172278,9.533991255677408,4.062678659353538,10.054985862869227
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,8.277076656797378,3.529811408087782,2.0377991019725497,4.245604768463497
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.292983879310269,5.928183159844723,2.0876958133709675,5.863260984298754
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.331581375599095,6.619994247920459,6.6729348358374825,7.954751227201687
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.2590720025398281,3.914770105638392,7.555924960530423,7.733366648060421
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,6.235654929716687,10.277284102654104,8.11489107069015,10.27011412886926
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,10.819978388264001,2.6558859405416246,1.9869094969742973,6.281778009449233
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,14.183053978839213,2.7917876380257733,10.413985848327547,6.547800315627633
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,2.5404313168895762,4.276195327917093,4.0457898384205135,3.4611971526000453
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,1.9325747273175933,4.923853429987527,3.491229048510946,2.627872200088873
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,3.8134380415402918,1.9521405046768527,4.445773477510222,3.39071350738553
Fuc(a1-2)Gal(b1-Sp8,10.941805385271973,3.018907797394064,6.972301707231747,2.4455041339500267
Fuc(a1-3)GlcNAc(b1-Sp8,3.0980311495098523,3.6344436340610193,4.008630273547299,6.327159201674423
Fuc(a1-4)GlcNAc(b1-Sp8,2.65784676555414,3.6614273649994393,11.352431554076858,2.555763951509085
Fuc(b1-3)GlcNAc(b1-Sp8,8.595406291735141,5.385902867904321,2.65543794677388,13.90286455734932
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,1.2497154139376414,3.9236560105552916,7.552732824172549,12.014616781653919
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.50904572720213,10.940064628236891,7.892814230836804,5.802037506701133
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,9.698615005032076,4.6172821742521535,6.9847686510840585,8.640244120538512
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,8.056883122057812,4.970600143091374,0.727595823586149,4.485144136944407
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,7.869953816891178,5.239394021894771,5.313848818182544,7.059279703104748
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,2.5401471879925888,2.4928815433483136,4.003610413426861,6.097172362387884
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,79.82180341328612,66.60438947118675,23.390670112319512,72.05118919260778
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,4.4826648532615785,1.859378515122729,19.702100691804414,4.509184865730534
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,1.1666535646883376,7.796007987211577,7.102717660808897,3.3441672539662117
GalNAc(a1-3)GalNAc(b1-Sp8,8.304725233865355,6.127693672173892,2.647933448937116,7.389489246840186
GalNAc(a1-3)Gal(b1-Sp8,3.571423836044472,5.815269571280996,9.423824649083127,12.734213556661697
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,7.020514325650702,3.9711445372629455,13.125274184183734,3.6599189912483014
GalNAc(b1-3)GalNAc(a1-Sp8,48.36703163109636,79.96890567777253,35.846386850135225,59.80774596025055
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,9.875597324381609,6.199659750005102,4.01047588655844,12.899892230137686
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,4.688909295614503,5.05122136542244,13.05837238489162,9.006051495661126
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.2694527889343523,3.4679287741388363,10.219691177452463,5.396100883662807
GalNAc(b1-4)GlcNAc(b1-Sp0,8.311309619378092,11.315628821641633,7.434457315040999,26.410463799411012
GalNAc(b1-4)GlcNAc(b1-Sp8,8.748762294319121,15.806594042571811,11.863958204122545,3.2148000523619924
Gal(a1-2)Gal(b1-Sp8,4.860031760098545,4.53378197268388,7.1364135612131285,12.900302951578311
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,18.726822047978853,2.5870993081054845,8.59694066916637,5.549139292418838
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,6.2024764465493885,6.06345297994466,8.319590529336972,3.8661527822673127
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.652934086887019,11.437672756691661,9.616776407403897,8.121095599322379
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,5.565928899638706,3.8337458630561327,2.1708113680910457,5.53541195297755
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,8.762854478231771,2.1382236511880617,3.4599792353664007,2.6284893589284333
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,6.986773793628452,7.0503256456705525,1.4828187445425256,17.266111851543187
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,3.53335811327789,3.4663764072395065,2.01089534453354,6.79613878365257
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,6.228399284661077,6.498350758141124,4.258299776025631,5.640885414247196
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,8.396334667976653,5.747401229251351,17.591030982932757,14.945009057764626
Gal(a1-3)GalNAc(a1-Sp8,71.40113091664502,92.70056879841393,32.333915085038065,32.32755864144156
Gal(a1-3)GalNAc(a1-Sp16,2.5857573427979115,5.487481383719356,2.795572057140835,10.149111656486658
Gal(a1-3)GalNAc(b1-Sp8,5.0390086553970725,4.960359970388576,8.325122273776719,7.664151555129893
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,3.9553083262665294,10.443435523811123,7.640909995707317,3.115732828057213
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,7.992921857076611,2.338325838429419,8.898039886963874,3.9772385599181765
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,6.025676779347421,1.05519333891947,6.5035593031175365,11.885038585654659
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,12.28988076820384,7.5280704895632615,5.551564511844087,5.502674541529782
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,36.94358108995394,6.566091054551905,1.0711782982616247,7.594924837020937
Gal(a1-3)Gal(b1-Sp8,6.918508523940206,3.6213867965186948,7.643231713745174,11.165978015680787
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,13.213844233101385,6.889431636148714,13.355059422899116,6.4923310638398615
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,6.279855427409661,8.690580636144693,14.469987240808713,30.96527920811739
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,4.4517534197212685,3.9271279092783926,12.123383801837942,7.914716193058761
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,10.000636368085114,4.635287964715175,2.51286700719185,2.7677288631656127
Gal(a1-4)GlcNAc(b1-Sp8,5.570067391199144,39.253931746885705,33.08302699441716,35.93314534493196
Gal(a1-6)Glc(b1-Sp8,2.38253864116968,7.863350930900906,4.267982104773485,4.236783531957548
Gal(b1-2)Gal(b1-Sp8,8.132935255285553,7.078147840831437,3.0991173424864056,9.27256742489192
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.466567511710385,10.32614030845988,6.332519625709821,5.723631464012456
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,15.100159280258167,3.8469692330456704,9.63829536705013,2.0554224000190358
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,2.7808927108334487,2.648282457870896,7.377427183137764,5.510658979574643
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,4.366818730971858,6.249306944707277,3.2302882559713866,5.541489454635215
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,2.1717188682009425,3.760728011967904,13.27007980668667,6.689305990098429
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,5.230486138655445,4.044307305336723,3.5104656220127453,8.127289536852572
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,18.744179841664646,10.782360794216952,10.503521348893743,7.021586646193298
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,7.220663720646923,15.194730524620486,6.345062720664524,9.39528906469442
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,4.12404793174538,1.4565479014322418,5.014127393010006,6.584374936861254
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,3.1469591485273543,7.738836748288892,3.651263645187328,15.750745012511835
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,9.672123049258632,5.4647409517743935,6.807684795631088,13.002634066571536
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,8.655072568682867,6.1740082034822965,2.7519241250441437,2.3494470603030564
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,7.325190889605995,7.146998542220359,3.2509770398040847,5.969043229516213
Gal(b1-3)GalNAc(a1-Sp8,171.91778496836392,26.437978173633056,52.90222437064993,257.9399465944479
Gal(b1-3)GalNAc(a1-Sp14,101.78599610021764,58.17236251694785,57.38650009337141,146.6734919564427
Gal(b1-3)GalNAc(a1-Sp16,71.85533330785184,44.53357485735716,23.456983614054042,9.449355934800376
Gal(b1-3)GalNAc(b1-Sp8,4.002337655254324,3.4538108791835507,17.755159127513707,3.742868469057736
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,8.31006759835121,4.986240647020567,12.416702663348275,19.934955013242444
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,9.804417640490776,9.175953802693575,5.830956817138449,6.579422362373466
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,4.893074260881393,3.3061870348131657,3.9548341907931706,2.7305103729278684
Gal(b1-3)Gal(b1-Sp8,3.2933468886782444,8.684422073268122,4.538292957709981,4.882800368214261
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.981489577229067,3.28802674056441,8.181866117773296,17.82649398028583
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,0.974650855007406,2.812376458175528,12.250943558865169,2.206482073913141
Gal(b1-3)GlcNAc(b1-Sp0,6.352485412025755,2.2767165670470897,1.7874852073979917,1.9604700686314969
Gal(b1-3)GlcNAc(b1-Sp8,6.496656431516652,7.8626201892244545,2.342001853649992,6.124552367520421
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.819923474255302,3.0031535351748686,5.8869508957665575,9.526250842933962
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,2.3281779877191533,2.638275019780916,2.87532285607489,5.057864728980664
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.856515093504498,11.024570340645175,6.289625085474763,3.785982838929234
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.107830037345146,4.0141220625852165,2.248868988884561,9.611476359886996
Gal(b1-4)(6S)Glc(b1-Sp0,17.421364644668337,5.285299285124099,2.426487915348712,6.121766521397233
Gal(b1-4)(6S)Glc(b1-Sp8,1.858197471341517,5.617941635510277,10.638921521940091,1.8857725178734213
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,4.60998243344448,7.028522498304085,2.349609407256164,1.5162245864866934
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,7.704223961351763,8.155176320595409,3.994363828675768,1.760832358810271
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,177.70658411235095,73.68624099312005,44.91400132159085,139.56411288973186
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,30.56576421885545,136.5589672703077,26.30289837925283,93.36723872219244
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.1645794839876125,2.1845411621589266,6.989824862076301,5.304574800741967
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,1.128573510750039,7.166122835955293,2.676014012637697,2.862517191214752
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.6687778249938616,7.485090130385878,6.782647811081352,9.114548115695767
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,2.5897286325018607,3.6573746481139535,0.07467352833057407,7.795258937328513
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,4.492373783795525,5.176241630758747,8.482020954691945,14.230344477090727
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,14.792982956568745,0.4185183229760078,20.313794622128086,7.02218915693912
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,3.134415463181824,12.133819087849734,2.6879586430350173,11.551798911388932
Gal(b1-4)GlcNAc(b1-Sp0,13.011817377676346,3.30463846371026,8.212203285913393,8.515967515594845
Gal(b1-4)GlcNAc(b1-Sp8,4.239572620756328,4.912521349487118,3.4545365549038087,12.823392721766991
Gal(b1-4)GlcNAc(b1-Sp23,3.416698255504381,8.051844723829854,11.75229602315366,1.970349615973436
Gal(b1-4)Glc(b1-Sp0,5.361575020691213,1.525739940706368,7.010157179585921,10.600997941388977
Gal(b1-4)Glc(b1-Sp8,5.343934916020841,16.684588364990198,9.34292732440785,3.0937226468824446
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,4.228447752229335,2.0052116768976442,4.655086530792593,3.0329165296515064
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,15.070575996816885,9.12741703491007,4.940049592446751,3.0429685056974667
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,11.191276190855062,39.268387644295906,28.77561174911656,36.12696781781075
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,12.741381942415044,3.4431692439524304,0.8406004495795464,10.786528164026333
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,8.008461094939932,10.905602248806174,3.1513124503926946,3.1664503543663325
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,3.1784076039216025,9.152455219047328,4.800374236366019,10.149332801511305
GlcNAc(b1-3)GalNAc(a1-Sp8,33.237438153525304,46.68563209456771,71.91984547514599,135.74854618604985
GlcNAc(b1-3)GalNAc(a1-Sp14,77.41839534195563,144.75701494952298,4.015387317968737,76.93305568741759
GlcNAc(b1-3)Gal(b1-Sp8,9.655230134491873,5.510106719474697,0.8968188273930688,9.34617197729459
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,10.07150723654773,10.866693736673849,3.7568525492314273,4.132046144768955
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,1.9314565117202764,3.3494897834098047,4.8158849394477645,9.306724226556128
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,14.409795797622072,5.6107855798007495,4.525937945792746,6.488981683078884
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,18.172977461490273,6.8709739093159135,1.7661195927324251,6.792449289407076
GlcNAc(b1-4)(a1-MDPLys,7.806438520862121,1.4095583075914242,4.40159713995954,4.374532363198
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,8.809742580187383,6.230419940033473,9.644773386831504,5.176068744633003
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,5.9265618006283125,7.454568500087715,8.398221681205289,10.157394642451377
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,3.1625733365673367,2.9418871046773183,2.050215083025841,3.859235397070253
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,2.854102797144254,5.881140750667906,12.255573275147107,4.8458961022016664
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,2.1722685014748984,4.8245358053046585,11.398477866327895,8.390722456926257
GlcNAc(b1-6)GalNAc(a1-Sp8,2.6226633287239363,12.627263148804914,3.760230892733404,17.68192918327918
GlcNAc(b1-6)GalNAc(a1-Sp14,6.0706576980313,2.0813717872275164,6.532183951469321,6.6094601677570175
