IUPAC,ABA 1ug/ml,ABA 10ug/ml,ABA 100ug/ml
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,15.477691955735589,226.93659133439425,1004.9866239233268
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,29.42786446588505,19.108442142915962,66.69052112217048
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,12.74769482334616,2.6200551762637865,54.57370936830142
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,10.049742502629961,12.738390618650904,7.123877983701477
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,13.645156660240286,18.340483386668588,48.54025277056146
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,21.866484529907122,32.54056128961718,22.16550884209894
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,2.8872972067317297,10.365854077852587,28.13003585890593
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,7.1620398888864,26.10425439585153,37.798282429794384
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,16.501558803640336,5.964770553284787,14.86760002208382
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,4.5751807406010325,7.4338387335099805,9.775113496527807
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,10.019467178572897,5.424292730854418,50.42936017800758
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,13.739794171766126,8.891046987231984,5.7954716681790925
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,14.788610972073519,6.111643568563753,30.610555268880137
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,10.800638795113004,20.3893381606458,16.709911352747117
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,16.71228158171908,11.429162052508467,20.70374632910673
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,24.457714979037465,20.49930671565505,27.385266698293535
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,10.87305037803716,16.093004199004213,13.743948296614047
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,23.1134956704952,3.9449493730380696,6.530976928964508
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,20.93808814758011,34.74300334575775,7.962151479081098
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,17.228324581218914,7.371088190355616,12.253943500597416
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,13.035533666354704,13.186620340930169,8.790243593325599
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.736921380851713,19.76734295936945,6.561034598039148
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,15.90210089474552,21.35701702477822,6.038111129249498
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,10.800547389638801,12.654686890107827,32.600442138821776
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,6.4883445615323625,11.746604318837571,4.179505993934386
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,14.779643786641088,32.32999454443713,40.40781370086025
Fuc(a1-2)Gal(b1-Sp8,22.01664167283463,32.91054433531398,19.80938188014289
Fuc(a1-3)GlcNAc(b1-Sp8,10.386262454158704,11.601158393453646,3.0459307700329274
Fuc(a1-4)GlcNAc(b1-Sp8,3.2858810857972287,1.6611072599824959,21.39907843576448
Fuc(b1-3)GlcNAc(b1-Sp8,9.099544591718132,17.397918809132516,220.45647722863583
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,11.387281067489289,15.072660892573015,30.723591470670627
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,37.01212396728932,30.460692464702106,42.93782123346113
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,6.128176204154598,6.906524165055819,39.074785946044116
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,9.681399041245713,16.096117444148863,4.204225221825458
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,12.249407993041954,10.19677200474086,9.658290138873783
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,27.433809544839004,9.051345782580253,4.209828470377386
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,4.7083401536530065,114.72532760357932,641.5714815882247
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,15.207799901667787,8.756230426387837,4.4042068921846225
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,33.000381406533265,13.521540110351072,12.58667477639209
GalNAc(a1-3)GalNAc(b1-Sp8,10.920123343740213,8.09417035011413,2.4170490720435667
GalNAc(a1-3)Gal(b1-Sp8,11.520606454089124,14.758297628791745,8.071499836409991
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,13.468546886821162,9.898001199232086,17.756308473891753
GalNAc(b1-3)GalNAc(a1-Sp8,9.222477657829627,7.539851268869079,487.034130480192
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,11.146819832692199,7.5539193855463775,9.586911982141759
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,10.239515017934195,24.425889065275932,6.358437738613922
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.337886808768328,5.068827956819325,15.788667554372655
GalNAc(b1-4)GlcNAc(b1-Sp0,6.340521143144839,15.526871755631694,14.858219845902571
GalNAc(b1-4)GlcNAc(b1-Sp8,8.09341556122424,5.337246233389768,8.163071504597179
Gal(a1-2)Gal(b1-Sp8,4.020355897492164,16.645134348586687,39.41175288162782
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,17.652827996362692,6.502593870654125,59.992507164054956
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,81.46828514939128,38.986273110758646,184.617310004459
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,18.66279157941449,15.383619920443568,5.7799664684003575
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,12.060354128161693,22.350168766775198,36.86805578772317
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,4.584632127281318,7.406208952178803,266.1356888038302
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,8.75915378156875,13.42110202637995,63.3699764754243
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,8.897345608429116,19.00096859785486,37.30757672801415
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,10.520145305515825,7.227207708836569,16.820548425066292
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,13.15754254182748,12.695980694561039,8.818650324170935
Gal(a1-3)GalNAc(a1-Sp8,4.899375668643908,10.976181975038807,95.99448771182834
Gal(a1-3)GalNAc(a1-Sp16,33.93352678442328,15.900149203597698,11.077869749301954
Gal(a1-3)GalNAc(b1-Sp8,16.759263263913677,3.409914331646272,8.462061239241104
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,7.092769518789308,10.589889607978302,6.583316492974228
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,14.160273418852706,22.37961663702041,5.3532726391587735
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,9.773445216333243,3.1417554810169435,259.1127246716812
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,12.742178752310519,7.790025688019259,7.210790716234492
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,5.002042437844752,13.186731871942351,17.501717296954006
Gal(a1-3)Gal(b1-Sp8,8.710623910681374,6.404750748402883,16.118629576647223
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,10.743918689309842,12.780239608962741,14.069036085762956
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,9.064464503764146,13.536639632093575,13.616344752294346
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,5.588144790834737,14.527111785296487,12.511523998398447
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,14.155673565629664,12.61314398458343,18.24473952394683
Gal(a1-4)GlcNAc(b1-Sp8,7.900901234247483,13.116540146192005,185.48442440264355
Gal(a1-6)Glc(b1-Sp8,11.652831744937984,12.0893397750525,29.94869938359873
Gal(b1-2)Gal(b1-Sp8,19.43300269513604,29.75438309700481,55.450367762771045
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.756540705652436,29.429377126266214,7.682594283617139
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.198899906958818,12.990865538106634,23.60322596021923
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,11.441376200731582,2.8732373628597565,81.65200669601846
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,28.59412165479414,4.841890739076969,20.186779864616856
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,13.671320949223109,9.867587676158056,12.733366290282392
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,15.383190246174555,8.845891574199849,29.134026104997247
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,24.64949692164123,3.2398378553819085,12.539304208334961
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,18.03074392225679,14.807067845007868,144.84310638228325
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,5.622296010453981,10.672962362710432,698.6916939407632
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,9.140730551584305,2.9783510309117966,19.51093784641489
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,26.3077152206186,15.050818408395614,92.31889094699119
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,4.413779726417405,5.612787170604283,3.016107561079349
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,6.018842968267792,7.62193623016269,9.473154407939683
Gal(b1-3)GalNAc(a1-Sp8,11.108772381921119,33.63842293017264,308.3584185618708
Gal(b1-3)GalNAc(a1-Sp14,5.752477571374503,18.91973832738361,202.99301999893345
Gal(b1-3)GalNAc(a1-Sp16,15.519157885739176,16.25462403000041,81.75441081731694
Gal(b1-3)GalNAc(b1-Sp8,9.45098307668748,14.37836973428606,268.412557182117
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,13.847036779127142,11.01888878335737,16.534674473032958
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,10.965098543408839,5.2306336932854816,4.488395813929514
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,2.7133821458037546,6.7603312372003375,17.27641292581691
Gal(b1-3)Gal(b1-Sp8,7.9805111400105675,6.425265617012768,33.38547065629743
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,16.09744240482529,7.801305984844247,22.0143150082509
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,19.059656814066717,5.295069985687942,10.194211802578623
Gal(b1-3)GlcNAc(b1-Sp0,23.443450790128285,2.08034549133872,6.117681533813824
Gal(b1-3)GlcNAc(b1-Sp8,6.608220109517642,12.21387742024076,8.006164358948684
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,15.56477169473317,14.207640190727199,15.160724793140044
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,23.0461398863237,12.698738294019606,3.506138994202407
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.2617762966161097,13.264424555774493,30.851163741907662
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.217458584697086,15.962645134396329,17.10992751153551
Gal(b1-4)(6S)Glc(b1-Sp0,5.286708450680816,7.959392646217845,2.639033310860877
Gal(b1-4)(6S)Glc(b1-Sp8,17.697116213854365,17.576219382141513,16.243865922941453
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,2.5946962018702644,10.523576310163444,8.251002841271298
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,5.20794985830957,14.4518428136057,5.478512382937533
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,14.464266619731074,5.387921133114927,18.483991933089012
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,30.58702322166215,21.24737533914519,16.279411038153828
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.114269284223609,6.799876690732452,46.740781989420135
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.9987616781765123,7.740969106212301,7.068014621459597
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.418014407572045,12.955201716524265,24.45367056242955
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,7.020282034873495,18.33249921394152,5.9863734388331125
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,15.444405696427207,11.310557994008652,15.547871373278106
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,12.45548483048734,8.639958239289504,577.5839028555222
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,6.3433323741679475,6.158506612537464,514.0886565746006
Gal(b1-4)GlcNAc(b1-Sp0,30.05452252461349,3.11097382609802,6.008185215950539
Gal(b1-4)GlcNAc(b1-Sp8,9.33244801557091,3.807720190612752,6.674206727894073
Gal(b1-4)GlcNAc(b1-Sp23,13.374323866772974,11.687852135550829,28.562462826815995
Gal(b1-4)Glc(b1-Sp0,14.374667184871836,22.342397290875773,12.055552595208328
Gal(b1-4)Glc(b1-Sp8,24.955084274401823,21.47455058132768,33.837224311831044
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,5.853389674937656,137.0200948028905,2963.69038553952
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,2.9644488981933943,32.291430315836145,8139.134854073018
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,10.065669542020855,10.114153067690179,18.06301304348669
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,7.11734547730637,18.8774506493859,232.8245645800649
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,9.928341568627317,5.510935406005653,46.802477765276365
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,12.22786028089815,23.662539258693773,56.60099989513592
GlcNAc(b1-3)GalNAc(a1-Sp8,4.950679123362772,32.05785160927718,85.28766012847038
GlcNAc(b1-3)GalNAc(a1-Sp14,19.185907162354873,18.63020982973622,505.0275725122229
GlcNAc(b1-3)Gal(b1-Sp8,20.462101872710114,8.984508683654703,2.8292303810695003
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,9.976559873523533,15.791440425116331,515.9572321440387
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,5.667846214098147,12.510808800226881,245.57287787876743
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,14.943147216338572,11.314223213983064,371.67658780866304
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,17.28173505146884,9.678373357474207,148.87699325852898
GlcNAc(b1-4)(a1-MDPLys,6.637076520765753,9.852498555315806,5.265410845872653
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,5.132551757410735,1.7232873244180693,4.7532676040628665
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,15.315039647353196,8.391561846481952,17.563814521221914
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,20.488890811120122,19.78498919231445,379.64156243635216
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,7.6217538771160385,19.25879737721613,308.7284867922338
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,10.493656426146227,12.953068854232967,145.6232419740492
GlcNAc(b1-6)GalNAc(a1-Sp8,10.641461706770688,27.40449868361032,1086.8673210222612
GlcNAc(b1-6)GalNAc(a1-Sp14,6.699208642071091,2.426670052252704,141.45313061532408
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,18.988215777050602,11.600284641766319,5.6525902678919335
Glc(a1-4)Glc(b1-Sp8,21.9868412550742,32.99622403279653,7.7716466502708865
Glc(a1-4)Glc(a1-Sp8,35.36536729278139,12.576929456581777,32.73589983229424
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,24.342191603931237,11.664149543901546,17.09800177922836
Glc(b1-4)Glc(b1-Sp8,14.24608584661647,2.7669086064897086,8.615952976262545
Glc(b1-6)Glc(b1-Sp8,20.04100829407872,11.971408763765723,24.334725853860284
G-ol(a1-Sp8,16.189434900859442,26.860197178151303,32.28128821266504
GlcA(a1-Sp8,10.326813628083187,17.15528912434864,12.950209494444492
GlcA(b1-Sp8,152.24363220897425,25.617710980427184,7.7800551788981
GlcA(b1-3)Gal(b1-Sp8,22.742349526086073,5.71859792927138,8.608859125342912
GlcA(b1-6)Gal(b1-Sp8,32.796655686250965,13.42692309463224,13.746811563777234
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,26.879826444178672,10.26322803325054,11.073788445506514
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,14.588648436684144,21.501762895942594,18.76328639913235
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,12.078727373189352,7.9674810956265585,8.917865425276023
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,13.738929683324434,18.041726602771877,3.8429215556006255
Man(a1-2)Man(a1-3)Man(a1-Sp9,5.296504283959368,10.086693976224316,15.271932894583662
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,10.073400340335274,9.100617406527977,4.491373960066862
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,27.72392170256583,28.39265205301068,13.21047964332358
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,31.76551970699889,53.62994872795004,35.153073430960625
Man(a1-6)[Man(a1-3)]Man(a1-Sp9,11.752068085341394,12.977054815680118,5.9018886386054685
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-Sp9,22.890544740041395,110.60166498172251,22.356744138178897
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,83.89231678888714,155.8724393661914,43.52104170608572
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,19.487348129213647,4.7896920979676105,54.62014105476568
Man(b1-4)GlcNAc(b1-Sp0,12.814642288511193,4.13900249214711,30.616134958477808
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,14.919096757595634,21.02470468843339,17.6542323222837
(3S)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,2.519687871542829,13.695444328802669,2.1876982439693373
