IUPAC,TL(EY Lab) (1ug/ml),TL(EY Lab) (3ug/ml),TL(EY Lab) (10ug/ml),TL(EY Lab) (100ug/ml)
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,2.2082750000000004,6.446175,1.4560499999999994,9.002375
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,0.28800000000000026,-4.015050000000001,-4.27515,8.116499999999998
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.7497500000000006,2.08085,-4.564225,7.352249999999996
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.105649999999999,-5.5028500000000005,3.8092750000000013,10.7664
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,-1.5651250000000014,-1.6888500000000004,2.1249499999999983,0.4114500000000003
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,8.15205,0.551875,4.745,3.035350000000001
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.741125000000002,3.505724999999998,3.7590000000000012,9.456125
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,1.9436499999999992,-0.3933750000000011,0.03617500000000096,9.802674999999997
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,5.848824999999998,11.709750000000005,2.4735250000000004,5.88405
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,5.7944999999999975,2.59535,86.98205000000002,18.962325
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,11.89495,1.94295,-2.3406,3.735025
Fuc(a1-2)Gal(b1-Sp8,2.1548000000000007,-0.9677750000000032,-0.01130000000000031,8.764950000000006
Fuc(a1-3)GlcNAc(b1-Sp8,1.9574750000000007,6.7337250000000015,-0.5061749999999998,8.973975000000003
Fuc(a1-4)GlcNAc(b1-Sp8,3.3695250000000003,-6.602175000000001,-0.8940249999999992,2.6666500000000006
Fuc(b1-3)GlcNAc(b1-Sp8,1.67,-5.243000000000001,2.7758749999999988,0.03842500000000015
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,12.519,-3.08365,1.6141000000000003,7.747699999999999
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.508375000000001,2.808049999999997,11.858149999999995,8.202550000000002
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,-0.40927500000000094,1.5882750000000003,0.2036499999999988,11.792874999999995
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,10.29615,0.5237249999999989,2.07055,3.864975
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,5.438275000000003,5.219275,3.3908749999999994,12.952925
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,2.4704500000000014,1.3267999999999995,1.7596249999999998,9.765525
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,5.784225000000001,4.630125,17.72355,6.785474999999999
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,3.5073250000000007,-2.8765749999999994,3.264974999999999,6.0807249999999975
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,2.4587250000000007,-8.793225,-6.726975,2.5952249999999983
GalNAc(a1-3)GalNAc(b1-Sp8,2.564525,-1.3330999999999986,7.933000000000002,1.0207000000000002
GalNAc(a1-3)Gal(b1-Sp8,3.982149999999997,-1.0130749999999995,37.5788,2.768025
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,0.1484249999999996,2.8599499999999995,19.623400000000004,4.633975
GalNAc(b1-3)GalNAc(a1-Sp8,0.5883000000000012,-2.8195750000000004,3.623500000000001,4.708175
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,3.266675,0.8156749999999988,-0.9599500000000012,3.593075
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,-3.3599749999999995,-2.7762249999999984,0.6712500000000006,2.9537750000000083
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.147549999999999,8.006374999999998,2.0451,1.8308750000000007
GalNAc(b1-4)GlcNAc(b1-Sp0,3.7855250000000007,1.559875,15.570999999999984,2.880799999999997
GalNAc(b1-4)GlcNAc(b1-Sp8,7.848924999999999,-3.971825000000001,2.4862,8.65
Gal(a1-2)Gal(b1-Sp8,2.805,3.0069999999999983,-0.036300000000000665,26.5532
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,0.5591250000000012,11.0605,2.306800000000001,8.524499999999996
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,15.271675,7.640925000000002,11.51195,12.245824999999995
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.700699999999998,6.81575,9.167199999999998,16.179225000000002
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,5.617274999999999,3.3149499999999987,49.826425,5.267325
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,0.6566999999999998,-4.67165,-4.287300000000002,-0.21950000000000008
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,7.9327,10.602224999999997,8.115850000000002,5.8081999999999985
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,4.750349999999999,-1.0277749999999992,-2.8378999999999994,5.178775000000003
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,3.7945749999999983,11.3141,8.420999999999998,12.536575
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,1.4717000000000011,4.7684750000000005,7.229249999999999,-1.552575
Gal(a1-3)GalNAc(a1-Sp8,6.489724999999997,9.41855,5.587875,0.7728999999999989
Gal(a1-3)GalNAc(a1-Sp16,1.2570999999999994,12.740275,-0.17362499999999947,13.55875
Gal(a1-3)GalNAc(b1-Sp8,6.025424999999999,11.6324,2.3332499999999987,-0.030075000000000074
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,8.386800000000001,5.269975000000001,0.3351499999999992,9.320925000000004
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,8.676300000000001,6.009525,56.98697500000002,9.307425
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,2.195099999999999,0.9641499999999964,16.573300000000017,5.01185
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,6.4509000000000025,1.6322500000000009,3.6273,4.264650000000001
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,-3.0027999999999992,0.3643500000000017,3.4408999999999987,8.090225
Gal(a1-3)Gal(b1-Sp8,2.041175,8.02855,0.13612499999999986,4.8165
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,8.216650000000001,0.8233250000000005,4.00125,1.5595000000000017
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,1.2196250000000006,5.406224999999997,0.5600999999999994,1.0331499999999996
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,0.20819999999999889,5.423150000000002,4.960124999999998,3.3233
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,13.305525,4.7528000000000015,5.788350000000002,16.3409
Gal(a1-4)GlcNAc(b1-Sp8,2.857974999999999,-0.13159999999999972,3.758775,5.55785
Gal(a1-6)Glc(b1-Sp8,6.7379250000000015,-0.4673499999999997,1.167774999999999,10.751599999999994
Gal(b1-2)Gal(b1-Sp8,12.217650000000004,-6.724025,6.037474999999999,13.13235
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.521125,9.603099999999998,3.7902000000000013,-0.8030250000000008
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.314575000000001,-2.29535,2.0990500000000023,12.031875
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,0.6640250000000005,2.4186499999999995,4.010374999999982,5.817775
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,6.511850000000001,-4.9014750000000005,-2.2948000000000013,2.27755
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,-2.2808500000000005,-9.584525,-0.7181500000000005,10.832475
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,2.7383500000000005,4.5054000000000025,0.9290500000000006,8.716050000000001
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,1.247799999999999,8.940650000000002,9.116600000000002,12.12125
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,3.4509000000000007,0.23317500000000105,-2.3798250000000003,15.002074999999998
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,-0.07557499999999973,2.6077999999999992,-1.3532749999999991,-1.1869250000000005
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,3.809524999999997,3.5177750000000003,7.757800000000001,6.116474999999999
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,1.1035250000000012,4.162325000000002,5.047475,8.57615
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,8.616299999999999,1.1728750000000003,-1.231775,4.850599999999999
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,2.232099999999999,-5.433200000000002,3.2384249999999994,2.1479999999999992
Gal(b1-3)GalNAc(a1-Sp8,7.540524999999999,-4.285625,8.85735,-3.744024999999999
Gal(b1-3)GalNAc(a1-Sp14,-0.5950750000000014,-1.3520500000000009,-6.2036,2.878524999999999
Gal(b1-3)GalNAc(a1-Sp16,10.6385,-2.197299999999999,-3.925149999999999,1.3528000000000002
Gal(b1-3)GalNAc(b1-Sp8,5.075825,12.286800000000005,3.42545,14.315849999999998
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,10.33555,2.669599999999999,6.836674999999998,7.2543250000000015
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,8.183724999999995,7.95975,-1.3468500000000008,11.246349999999996
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,6.02605,-0.01392500000000041,17.26995,9.688374999999997
Gal(b1-3)Gal(b1-Sp8,5.92305,-4.12795,9.6391,2.936349999999948
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.3427750000000005,1.8362250000000024,-0.2197250000000004,5.211325
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,5.9945,-2.0068,2.7908,5.64975
Gal(b1-3)GlcNAc(b1-Sp0,8.486975000000001,8.685175000000001,6.135249999999997,4.3061500000000015
Gal(b1-3)GlcNAc(b1-Sp8,5.8386999999999984,5.691875,6.513924999999998,9.173825000000008
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.004675,-3.3161749999999994,3.80015,8.605049999999999
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,0.9762749999999992,0.3267749999999996,5.176474999999999,4.666875
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,16.885125000000002,-7.150199999999999,29.059725,6.963175
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.4756,-2.519350000000001,7.012824999999999,1.0597499999999995
Gal(b1-4)(6S)Glc(b1-Sp0,2.5325999999999977,-9.856175,3.68295,2.96125
Gal(b1-4)(6S)Glc(b1-Sp8,5.302775,2.3172500000000014,5.672199999999999,18.8537
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,0.3804000000000008,4.183775000000002,-0.4051999999999998,4.09985
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,0.4693250000000005,4.017974999999999,-0.6936250000000008,0.6447249999999993
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,6.618999999999999,3.6735,4.8042500000000015,5.3644
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,6.22375,5.6693250000000015,2.4815,18.297
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.0376000000000007,2.774899999999988,5.236350000000002,7.454774999999998
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.698000000000002,-0.7528249999999996,4.030200000000002,-1.7742749999999998
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-0.15534999999999988,-3.247,1.5458500000000015,8.704625
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,6.8600499999999975,2.9188250000000013,20.404200000000003,9.8631
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,4.407450000000001,0.6514999999999995,6.472725000000001,18.20795
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,7.46335,-1.362975,3.0410249999999994,11.424074999999995
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,9.471049999999998,7.333299999999999,-5.281125000000002,7.377849999999999
Gal(b1-4)GlcNAc(b1-Sp0,2.1490750000000007,3.024799999999998,-1.5465749999999998,1.7298999999999989
Gal(b1-4)GlcNAc(b1-Sp8,1.5481499999999992,-3.321875,-0.7930250000000011,24.937625
Gal(b1-4)GlcNAc(b1-Sp23,3.8619749999999993,2.856774999999999,0.10227499999999967,3.9878
Gal(b1-4)Glc(b1-Sp0,5.196925000000002,2.621949999999999,48.01382499999999,18.213425
Gal(b1-4)Glc(b1-Sp8,6.424725000000001,4.21505,10.288375000000002,2.5180000000000025
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,1.7725500000000007,0.3251750000000002,12.021125000000213,2.7288250000000005
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,7.953724999999999,0.3859999999999992,-0.3459749999999984,1.5799749999999977
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,10.340799999999998,-1.9408500000000009,3.8556500000000007,2.032675
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,3.4515749999999987,1.38875,1.4303249999999998,9.715375
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,-0.2417500000000005,2.7006500000000004,-0.9074,3.5531999999999995
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,5.942450000000004,-11.351875,-7.94355,-1.2897000000000016
GlcNAc(b1-3)GalNAc(a1-Sp8,3.849325000000001,2.007375,-1.344624999999998,18.763225
GlcNAc(b1-3)GalNAc(a1-Sp14,9.056725,5.524625,10.081400000000002,9.236875
GlcNAc(b1-3)Gal(b1-Sp8,4.8873000000000015,4.436499999999999,0.4009,3.735499999999999
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.137950000000002,6.5364,-0.7081750000000007,8.9576
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,0.4069249999999993,4.7721,4.210825,13.154150000000017
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.3889500000000004,-3.4532000000000007,9.631175,4.603925
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,8.457474999999999,2.320825000000001,6.0528,2.231425
GlcNAc(b1-4)(a1-MDPLys,7.95295,-2.058125,1.2711749999999986,6.907674999999998
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,3.1579750000000004,3.2304249999999994,-1.4550250000000005,3.2291
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,-3.508024999999998,-9.032650000000002,10.195700000000004,2.1401249999999985
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,6.2182499999999985,-2.183975000000002,15.666124999999996,53.57940000000001
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,6.4200750000000015,-2.5157500000000024,2.4960249999999995,39.306725000000014
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,8.77335,11.197774999999995,2.241375000000001,18.414850000000005
GlcNAc(b1-6)GalNAc(a1-Sp8,-0.81555,-2.179075,4.9491,9.213125
GlcNAc(b1-6)GalNAc(a1-Sp14,3.42755,-1.5965250000000022,4.7060499999999985,-1.4394000000000005
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,6.545399999999999,2.7436,5.907,1.9848750000000008
Glc(a1-4)Glc(b1-Sp8,12.406375000000002,1.115425,0.6786749999999984,7.4176000000000215
Glc(a1-4)Glc(a1-Sp8,8.15445,1.2614999999999998,20.8248,2.6998999999999977
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,11.259375,4.7585250000000014,9.417825,5.544224999999999
Glc(b1-4)Glc(b1-Sp8,6.642175000000001,4.95455,58.247075,10.1724
Glc(b1-6)Glc(b1-Sp8,7.81725,7.609325,-1.8596499999999985,4.3126250000000015
G-ol(a1-Sp8,10.929675000000005,6.909450000000002,17.823349999999994,5.211199999999999
