IUPAC,ConA 0.1ug/ml,ConA 0.5ug/ml,ConA 1ug/ml,ConA 10ug/ml,ConA 50ug/ml,ConA 100ug/ml 
Gal(a1-3)GalNAc(a1-Sp16,-2.366550000000002,-7.080899999999998,2.2798749999999988,29.15800000000001,2.896625,-13.210524999999993
Gal(a1-3)GalNAc(b1-Sp8,10.609725,1.4830750000000013,-0.18949999999999972,16.389174999999994,-10.235600000000002,20.853125
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,6.2419249999999975,-1.7065499999999978,4.542824999999999,4.556100000000004,66.6771,-18.728524999999994
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,4.239100000000007,8.441699999999999,0.7994000000000003,-3.2155250000000097,3.6608250000000018,38.62777499999999
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,8.658425,1.8993,0.9499500000000012,1.3800499999999971,-23.0605,-37.12722500000001
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,14.64275,6.701825,4.158799999999999,42.607150000000026,-18.438424999999995,-18.083649999999988
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,9.264900000000004,-6.758074999999999,3.7049749999999992,42.66782499999999,-21.429649999999995,22.40782500000001
Gal(a1-3)Gal(b1-Sp8,18.480775,11.639525000000004,1.0074000000000023,0.4735250000000022,-11.55855,26.032725000000035
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,7.131949999999996,9.312350000000002,-4.820775000000001,36.522775,-59.03757499999999,95.41325
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,0.09000000000000162,21.775499999999994,8.66405,20.938675000000003,2.9480250000000083,-4.097325000000012
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,7.0444749999999985,3.7772499999999987,-0.7411749999999984,28.10282500000001,-19.490625,-16.240374999999982
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,18.5612,8.74905,3.8208249999999975,23.6125,49.75680000000001,301.9466000000001
Gal(a1-4)GlcNAc(b1-Sp8,0.15237500000000104,3.4351000000000003,-6.179575,22.322675,-33.225400000000036,596.4184750000003
Gal(a1-6)Glc(b1-Sp8,6.685174999999999,2.9197500000000005,-0.04042500000000082,39.90347500000001,6.153175000000001,-38.348725
Gal(b1-2)Gal(b1-Sp8,3.6108249999999984,-6.450449999999997,9.334025,44.449675000000006,-47.15262500000001,733.2256000000003
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,-0.7243000000000029,0.42114999999999897,-6.146175000000004,8.198149999999998,-16.708100000000016,-17.309700000000007
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.1151,-11.5523,-15.339325,-8.672174999999992,-72.643675,-137.97992499999998
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,15.190374999999996,-3.573300000000001,-9.643225,43.76350000000001,-9.606899999999992,-42.91617499999997
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,-2.8643,-4.82475,-9.499,13.457949999999995,-20.819324999999992,-139.108225
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,4.272649999999999,-4.749974999999999,4.4612250000000016,29.46707500000001,-33.05582499999999,-68.553725
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,4.045825000000002,-2.252274999999999,4.2433250000000005,19.110024999999982,67.501,-36.5363
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,15.205274999999995,19.927325,8.569224999999996,34.386474999999976,-51.077875,18.95274999999998
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,6.165549999999998,11.031475,8.343775000000003,19.596775,2.5604499999999963,-12.016574999999989
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,-4.6824,-4.304849999999999,-3.911,34.69662500000001,-17.791049999999995,2.119400000000013
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,-6.1442250000000005,-3.4968250000000016,-1.633874999999998,35.134525000000004,-18.257475000000007,-10.555849999999992
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,3.8247750000000007,5.799475000000001,-2.343475,29.572275000000005,53.322325000000006,25.8415
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,8.187100000000003,-3.2449000000000003,1.8322250000000009,10.480099999999991,-13.229425,264.60330000000005
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,1.3801249999999996,-0.7270000000000012,6.0486999999999975,7.822099999999999,-32.27680000000001,-52.528325
Gal(b1-3)GalNAc(a1-Sp8,1.4782749999999982,-3.557475000000004,6.253050000000008,0.8880500000000069,27.087000000000003,62.34879999999998
Gal(b1-3)GalNAc(a1-Sp14,3.855475,0.009299999999999642,5.52625,78.96384999999998,-28.12875,-71.239025
Gal(b1-3)GalNAc(a1-Sp16,-0.9048000000000016,4.698175000000001,2.73035,-1.6382750000000073,-44.2685,-6.759349999999998
Gal(b1-3)GalNAc(b1-Sp8,-4.530199999999997,-2.9134499999999988,-0.6232000000000024,27.40162500000001,12.250575000000005,6.244300000000068
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,1.469850000000001,-3.260150000000003,1.0536000000000012,67.11844999999997,-30.954349999999977,-88.906875
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,3.434549999999998,-1.3732999999999986,-4.315250000000002,20.032124999999994,-67.94367500000001,-2.529549999999944
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,12.569899999999995,-0.09842500000000064,6.1677750000000024,13.201274999999995,-16.110249999999994,-33.61985
Gal(b1-3)Gal(b1-Sp8,-9.283825,-4.296050000000001,4.238574999999999,11.1896,-31.20225000000001,676.0452499999999
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.582275,0.5725749999999987,4.709349999999999,8.803999999999991,-12.318649999999998,30.639624999999995
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,3.944350000000002,2.241825000000002,0.1010499999999972,22.912275000000008,-15.245925,321.333925
Gal(b1-3)GlcNAc(b1-Sp0,1.9736249999999969,8.741575000000003,2.9736,23.897025,-12.035,-34.37857499999999
Gal(b1-3)GlcNAc(b1-Sp8,9.189349999999996,0.7724999999999991,-10.015349999999998,24.888675,-14.901174999999995,-48.09909999999999
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,-0.9191750000000012,3.1687999999999987,-5.11785,18.805625,1.787149999999997,17.974950000000035
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,-0.9409500000000008,11.117475,-3.610524999999999,5.356724999999997,-28.521649999999994,-55.505125
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.963325000000005,-9.736199999999998,6.017775000000008,81.85730000000002,292.47484999999995,403.812175
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.649899999999997,7.600250000000003,14.079875,10.068549999999997,-5.3208000000000055,-40.314749999999975
Gal(b1-4)(6S)Glc(b1-Sp0,4.4026250000000005,11.343025000000004,-1.3795750000000029,12.647400000000019,-75.65152499999998,-17.438724999999998
Gal(b1-4)(6S)Glc(b1-Sp8,-2.495,19.885725,5.96585,44.28867500000001,34.26155000000001,4.878824999999992
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,-4.304825,0.21537499999999987,3.7483250000000017,13.737274999999983,-0.5639250000000011,44.863475
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,1.2939500000000006,3.427375000000003,-1.5372249999999994,83.90335000000002,-12.351225,-7.692399999999999
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,3.8306,-0.1589749999999981,1.395199999999999,40.09972500000001,-8.044799999999999,163.32527500000003
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,9.58995,19.006125,10.78055,92.2914,17.486475000000038,-6.9417250000000035
