IUPAC,PSL 0.1ug/ml,PSL 1ug/ml,PSL 10ug/ml,PSL 100ug/ml
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,4.788325,1.99925,6.6493249999999975,13.510699999999995
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,4.7791500000000005,1.2689999999999997,9.3625,12.432325
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,5.572599999999998,12.31925,21.651375,13.350375
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,1.7689749999999993,1.2695,4.888799999999999,11.673125
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,2.1257,4.1234,4.596424999999996,36.1779
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,3.127425,0.6365750000000006,11.97945,40.309225
Gal(a1-3)GalNAc(a1-Sp8,8.831824999999998,-0.10067499999999983,5.38455,31.846575
Gal(a1-3)GalNAc(a1-Sp16,11.78395,6.95035,5.88685,2.049125
Gal(a1-3)GalNAc(b1-Sp8,4.9875,4.505099999999999,2.8389250000000006,19.144124999999995
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,3.039950000000001,4.1677,1.9321000000000008,17.821875
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,4.620050000000001,9.57505,5.386725,50.73262500000001
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,14.163550000000004,2.6351749999999994,1.956875,1.849525
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,2.7602749999999965,0.7298,2.106675,18.183625
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,-1.6542999999999988,4.968475,8.413924999999999,6.804000000000002
Gal(a1-3)Gal(b1-Sp8,6.54205,10.70035,1.6959749999999998,24.589025
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,0.13584999999999958,8.081624999999999,3.946624999999999,4.642624999999999
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,3.03585,9.972700000000003,6.10625,24.21177500000001
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,5.834750000000001,1.4372000000000007,4.115,46.91905000000001
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,2.020125,11.55915,4.1273,16.814249999999998
Gal(a1-4)GlcNAc(b1-Sp8,4.281424999999999,6.9601000000000015,6.860025000000001,25.35315
Gal(a1-6)Glc(b1-Sp8,1.1682749999999995,3.1554,8.420225000000002,4.56625
Gal(b1-2)Gal(b1-Sp8,5.269975,3.07175,-4.783200000000001,12.682950000000005
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,12.864325000000004,1.3671249999999997,5.809549999999996,-1.6502500000000033
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.542800000000002,10.961000000000006,-1.831675,9.295850000000002
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,1.93005,4.922225000000001,10.091925000000002,3.4415250000000004
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,12.557550000000004,3.4794500000000017,7.2323999999999975,5.8691999999999975
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,-3.3908500000000004,2.84645,1.4285749999999997,10.164
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,1.5231750000000002,7.148699999999998,5.959324999999998,13.695775000000005
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,10.00415,9.7005,20.281350000000003,7.475474999999987
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,7.06745,7.797424999999996,5.814275000000002,31.218075
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,2.997875,7.86585,9.62405,-3.3673499999999987
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,2.456325,1.4688,2.8260750000000017,3.2203250000000008
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,6.006974999999999,10.159875,6.14675,27.989400000000003
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,0.457275000000001,-1.8589,4.234825,-1.2605250000000012
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,6.650199999999997,4.881449999999999,4.993725000000001,27.70235
Gal(b1-3)GalNAc(a1-Sp8,5.47595,5.547900000000001,2.162275,9.8912
Gal(b1-3)GalNAc(a1-Sp14,3.455575,0.895625,-0.05679999999999907,8.61975
Gal(b1-3)GalNAc(a1-Sp16,3.71235,9.427774999999997,4.318125,9.921149999999997
Gal(b1-3)GalNAc(b1-Sp8,9.137200000000002,8.662150000000002,6.3315,23.793000000000003
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,9.210075,5.014500000000001,7.4484249999999985,13.034174999999996
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,3.476825,4.895649999999999,3.9492249999999993,20.75775
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,6.443099999999999,5.9361250000000005,8.696224999999998,12.680550000000002
Gal(b1-3)Gal(b1-Sp8,2.5916,3.8508249999999986,15.840800000000002,22.608225000000004
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.5779499999999995,-1.1042500000000004,4.3498,83.23172499999998
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,4.291550000000001,3.3630000000000013,2.4742999999999986,4.026924999999997
Gal(b1-3)GlcNAc(b1-Sp0,4.3683250000000005,7.698049999999998,10.5244,30.280075000000004
Gal(b1-3)GlcNAc(b1-Sp8,6.238949999999997,3.830325000000001,6.0934250000000025,4.16685
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.965550000000001,3.3675750000000013,1.016524999999998,8.211200000000002
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,7.426699999999998,13.675025,-1.1059500000000004,13.8924
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.2184500000000025,6.72885,6.989399999999998,11.6219
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.765625,-0.4905999999999997,2.323624999999999,17.203774999999997
Gal(b1-4)(6S)Glc(b1-Sp0,2.73035,6.510775,7.111824999999996,8.474599999999997
Gal(b1-4)(6S)Glc(b1-Sp8,9.58795,8.7681,0.8672999999999993,21.048999999999992
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,8.363025,3.7986,1.7600500000000006,10.828100000000004
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,2.4576,5.767024999999999,4.930725000000002,9.584775000000002
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,-2.179150000000001,7.1868,4.880025,18.498850000000004
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,4.392775,4.9162,13.604550000000005,6.2034
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.668525,5.313925000000001,4.335824999999999,41.788475
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.168800000000001,3.4281749999999995,6.9560499999999985,20.498775
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.549675,2.7911499999999987,6.102649999999998,11.15135
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,5.1015,5.356475,2.8545750000000014,2.77375
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,5.953699999999998,7.85935,9.803350000000002,8.542175
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,7.692700000000002,4.304874999999998,-1.147125,17.126575000000006
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,3.1892,4.9321,3.502,0.5235500000000002
Gal(b1-4)GlcNAc(b1-Sp0,9.727425,3.041875,4.724049999999997,8.697449999999996
Gal(b1-4)GlcNAc(b1-Sp8,5.4928250000000025,3.1032750000000013,6.8111,1.3797999999999997
Gal(b1-4)GlcNAc(b1-Sp23,3.2127000000000003,9.829375,5.8756749999999975,1.0036000000000005
Gal(b1-4)Glc(b1-Sp0,0.16690000000000094,6.052774999999998,16.653175000000005,5.6837750000000025
Gal(b1-4)Glc(b1-Sp8,7.9791250000000025,10.103125,17.113275,7.295725000000001
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,7.066875,7.967024999999998,4.033,7.3402
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,-0.6224250000000002,6.0503,4.8641999999999985,18.847825
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,5.427724999999999,2.861200000000002,-1.3691500000000012,14.8475
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,0.7735499999999997,-0.4882999999999989,8.685475,8.5642
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,8.927025000000004,1.358200000000002,11.119825000000002,10.981525
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,-0.1465000000000014,-2.35485,1.4581749999999998,-0.874674999999999
GlcNAc(b1-3)GalNAc(a1-Sp8,2.15335,3.1553000000000004,7.8321,38.885825
GlcNAc(b1-3)GalNAc(a1-Sp14,-1.816725,7.006724999999999,12.2333,4.809125
GlcNAc(b1-3)Gal(b1-Sp8,3.6556500000000014,5.920025000000001,3.609399999999999,2.772250000000001
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.27155,6.058299999999997,6.913000000000002,4.434674999999999
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,9.986125000000003,0.6397500000000007,0.9594750000000004,16.349775000000005
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.464199999999998,1.3386749999999985,2.095649999999999,17.956075000000006
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,1.7759500000000008,4.4329,7.795250000000002,0.9738500000000004
GlcNAc(b1-4)(a1-MDPLys,2.0766000000000018,-0.5829250000000008,5.871924999999999,13.632649999999998
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,2.434475,4.2201499999999985,5.9599749999999965,6.048125
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,-2.7323499999999994,-1.5821500000000022,-1.386275000000012,3.0663750000000025
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,6.6710249999999975,6.393625000000001,10.67395,14.297149999999995
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,5.7428500000000025,8.280525,0.8347249999999988,3.3013250000000043
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,8.671350000000002,0.8173250000000012,5.3458000000000006,7.377525
GlcNAc(b1-6)GalNAc(a1-Sp8,6.821475,9.3457,14.53517500000001,20.366900000000005
GlcNAc(b1-6)GalNAc(a1-Sp14,2.0784,8.505574999999999,1.199275,23.518475
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,3.6023249999999987,8.366975,6.341000000000001,9.391425000000003
Glc(a1-4)Glc(b1-Sp8,3.5805500000000023,8.992200000000002,13.367875000000002,16.03665
Glc(a1-4)Glc(a1-Sp8,4.152824999999999,9.9037,9.511275,33.353175
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,3.895875,6.846825,4.728200000000001,9.293374999999996
Glc(b1-4)Glc(b1-Sp8,3.934125,10.535149999999998,6.096875,6.788874999999997
Glc(b1-6)Glc(b1-Sp8,5.29045,3.1893,14.4541,20.264825
G-ol(a1-Sp8,2.7532000000000005,2.9245749999999986,9.666525000000002,21.16512499999999
GlcA(a1-Sp8,1.8384500000000008,1.4424750000000008,-1.3548499999999972,5.89045
GlcA(b1-Sp8,26.1802,32.41652499999999,42.6809,29.076150000000005
GlcA(b1-3)Gal(b1-Sp8,0.295,3.2681000000000004,2.2898500000000004,-4.465574999999999
GlcA(b1-6)Gal(b1-Sp8,13.401125,0.9686749999999992,16.529600000000002,13.519274999999993
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,2.90585,6.7958750000000006,1.37375,8.386025
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,4.193200000000001,6.7609,4.439174999999999,19.1348
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,5.311900000000001,7.693,11.567849999999995,32.576575000000005
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,5.035225,10.6122,3.144575,49.96412500000001
