IUPAC,DBA (0.1ug/ml),DBA (10ug/ml),DBA (100 ug/ml)
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-5.102725,-3.646825,-13.022625
Fuc(a1-2)(6S)Gal(b1-4)Glc(b1-Sp0,88.90799999999999,28.395825,20.130375
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,-0.7792,-4.7471,-18.2913
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp8,6.115125,3.7593,-21.29015
Neu5Ac(a2-3)Gal(b1-4)(6S)GlcNAc(b1-Sp8,-6.654875,-11.212175,-43.011525
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,7.0612,3.160875,4.375325
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.680875,-5.39505,7.21875
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.686925,4.388775,3.386525
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,-8.07405,-6.93775,5.122325
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-Sp8,-4.727575,-0.803525,-14.846625
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,4.686675,54.32305,6.45345
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.398875,0.18085,-1.6714
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,-3.852575,-16.4502,-14.1566
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,-5.757425,-7.323375,-16.385425
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.989125,-14.446875,0.562225
Fuc(a1-2)Gal(b1-4)(6S)Glc(b1-Sp0,7.5468,29.0218,27.995225
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,3.88075,0.860525,12.7292
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp8,8.9388,63.58600000000001,20.31415
Neu5Ac(a2-6)GalNAc(a1-Sp8,-1.28275,-10.299375,-7.973625
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp0,4.2409,-7.4199,-2.905225
Neu5Ac(a2-6)Gal(b1-4)(6S)GlcNAc(b1-Sp8,6.975575,16.8116,-3.063875
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,12.05995,2.9134,15.4919
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp8,20.0382,2.115575,19.51305
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,-6.4341,10.05165,-7.334325
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,9.24105,-9.536425,-1.599325
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp0,13.7489,-11.22365,-7.533475
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp8,31.609225,30.73,22.662925
Neu5Ac(a2-6)Gal(b1-Sp8,-1.406425,-2.597725,-14.12235
Neu5Ac(a2-8)Neu5Ac(a1-Sp8,-4.7233,4.77055,4.84305
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,-11.53775,-18.0973,-1.467825
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,8.88105,12.37865,-1.4336
Neu5Ac(b2-6)GalNAc(a1-Sp8,-6.364075,-6.7743,-3.80255
Neu5Ac(b2-6)Gal(b1-4)GlcNAc(b1-Sp8,5.325775,2.924525,-20.372275
Neu5Gc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,-1.5368,-4.885325,40.78345
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,9.7713,4.1393,7.96315
Neu5Gc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,-3.147475,-9.1227,3.996275
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,10.244375,0.027125,2.92195
Neu5Gc(a2-3)Gal(b1-4)Glc(b1-Sp0,19.111825,20.143675,11.783525
Neu5Gc(a2-6)GalNAc(a1-Sp0,9.2203,3.146675,-6.4155
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,18.221975,2.82995,10.366225
Neu5Gc(a1-Sp8,6.00725,32.220225,4.225475
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,10.26145,5.4451,7.72655
Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,0.0051,5.620625,6.4563
Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp0 ,5.469675,9.97485,16.46705
Gal(b1-4)[Fuc(a1-3)](6S)Glc(b1-Sp0,33.65865,54.280625,16.438975
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,21.174325,14.806075,9.0591
Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,0.6231,16.4433,-18.20525
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,4.0974,-14.185225,4.05435
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,-6.86275,2.941225,-11.63285
4S(3S)Gal(b1-4)GlcNAc(b1-Sp0,3.106925,-5.0471,-12.122425
(6S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,-17.100225,-14.782075,-31.30405
(6P)Glc(b1-Sp10,24.969425,26.76365,19.9896
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,19.615775,33.4114,7.58395
Gal(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,3.270325,24.1684,31.073
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-6.949825,-9.254925,-36.95255
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,4.536275,14.96245,-1.38835
GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,-2.996125,-7.717325,-0.18055
Gal(b1-4)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0,-0.1967,-6.6373,5.518725
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0,0.375575,-11.411275,-10.467825
GalNAc(b1-3)Gal(b1-Sp8,0.405475,-0.528525,21.38005
GlcA(b1-3)GlcNAc(b1-Sp8,3.01885,7.688,-3.58195
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,9.15635,-3.085475,-2.096725
GlcNAc(b1-3)Ma(n1-Sp10,-0.5271,1.34745,-5.34605
GlcNAc(b1-4)GlcNAc(b1-Sp10,5.993175,-1.887675,-7.07625
GlcNAc(b1-4)GlcNAc(b1-Sp12,5.29365,-9.3057,12.45725
MurNAc(b1-4)GlcNAc(b1-Sp10,4.09395,4.70705,-0.193825
Man(a1-6)Man(b1-Sp10,13.5689,15.076225,5.78505
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-Sp10,0.33565,30.921475,10.066725
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,27.66075,0.80665,27.588025
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,-10.709175,6.014975,-17.270125
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,9.898925,-17.10455,19.44235
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-15.855475,-7.539025,-10.641475
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,0.69075,0.415075,2.862825
GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-15.74025,-4.16725,-14.947375
Neu5Ac(a2-8)Neu5Ac(b1-Sp17,10.8217,21.633375,0.63835
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(b1-Sp8,-4.783575,-7.108775,10.153325
Neu5Gc(b2-6)Gal(b1-4)GlcNAc(a1-Sp8,19.034225,17.6163,9.558
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,23.64355,17.98355,8.8108
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,4.67275,9.7032,-20.657575
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-2.642625,2.97025,9.86985
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,18.413275,22.04595,29.70975
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",0.53475,-4.15455,-4.105725
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",-0.4391,5.928625,1.27765
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,-3.690625,0.6135,-2.855025
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,26.775925,14.73405,3.746975
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,14.502675,1.71085,-14.2433
Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,0.36895,8.980725,14.256725
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,-0.564025,7.506725,-9.43735
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,11.83205,683.574225,773.358975
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,31.239925,233.246575,627.17345
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,87.296025,119.71895,112.952175
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-6.2788,-11.7382,0.726025
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,-7.917999999999998,8.39255,-12.45735
GlcNAc(a1-4)Gal(b1-3)GlcNAc(b1-Sp0,-1.5835,-10.360375,-2.87185
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,11.5828,-9.040875,-15.1883
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,38.493325,26.499275,35.7645
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-0.438625,-1.3861,-1.42235
GlcNAc(a1-4)Gal(b1-3)GalNAc(a1-Sp14,13.720975,20.997325,6.4038
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,-2.438375,-8.38005,11.156225
Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,-4.757925,7.0907,-12.92345
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,-25.32175,-16.202825,-46.392975
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,7.795425,15.88805,-35.716325
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,12.29775,9.333825,-0.262
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,10.216625,7.23125,16.50135
Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,7.977925,-6.44415,3.666375
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,19.0792,27.9163,16.100075
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,24.92985,25.14205,46.022975
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,16.9382,29.227825,34.408825
(6S)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-0.3121,10.911075,9.9205
KDN(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0,34.9065,60.336025,16.8457
KDN(a2-6)Gal(b1-4)GlcNAc(a1-Sp0,11.854625,5.625925,8.118025
KDN(a2-3)Gal(b1-4)Glc(a1-Sp0,12.838875,23.406025,7.78905
KDN(a2-3)Gal(b1-3)GalNAc(a1-Sp14,19.6225,40.5415,28.2605
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,18.66245,60.94245,41.001275
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,32.52115,27.108575,27.0294
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNA(b1-Sp20,5.294775,52.42635,0.283325
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,31.935375,-6.645875,33.068875
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-7.67615,1.923,-10.6851
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,22.451575,61.78275,54.1521
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(a1-Sp21,-10.90005,-14.12955,-15.320775
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,0.397125,5.047575,-22.93395
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,6.50545,23.2323,21.158775
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,24.74155,29.640025,26.861425
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,0.97175,652.57465,2494.30335
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,22.73685,25.730225,4.286775
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,-25.4671,-25.394525,453.15085
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,12.43755,4.7475,293.075325
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,17.111725,30.497,1.77025
Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,28.26575,52.0204,41.026875
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,-5.698775,-7.32765,-6.005375
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,11.914275,16.7351,13.762125
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,37.00735,36.046575,17.763325
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,103.51625,176.615825,93.842825
Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(a1-Sp0,2.48775,11.46025,-13.1832
Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,22.1864,-8.67315,-13.758625
Gal(b1-3)GlcNac(b1-3)Gal(b1-4)GlcNac(b1-6)[Gal(b1-3)GlcNac(b1-3)]Gal(b1-4)Glc(b1-Sp0,-1.2348,10.350125,210.422425
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,19.118975,21.67085,31.893525
Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,18.749525,2.83955,25.0013
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,-7.062475,8.1868,3.29215
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,8.421275,2.8438,9.687375
Gal(b1-4)GlcNac(b1-6)[Gal(b1-4)GlcNac(b1-2)]Man(a1-6)[Gal(b1-4)GlcNac(b1-4)[Gal(b1-4)GlcNac(b1-2)]Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(b1-Sp21,-11.976225,4.29615,4.418725
GlcNac(b1-2)Man(a1-6)[GlcNac(b1-4)[GlcNac(b1-2)]Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(a1-Sp21,13.000675,2.881975,10.0097
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,-3.1856,-6.290775,5.74275
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,2.75185,-3.219025,-4.46315
Gal(b1-3)GlcNAc(b1-3)GalNAc(a1-Sp14,-0.151625,-8.7881,18.28945
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,75.24835,92.784525,149.780875
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,24.6133,-4.316925,18.0658
Gal(a1-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp19,61.9086,194.0221,128.22865
Gal(a1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp19,65.985375,32.964725,74.305025
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp19,-7.478075,-26.1462,-3.005125
GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,7.5045,-4.709,-8.033925
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,12.238625,3.57025,3.15685
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)GalNAc(a1-Sp14,2.81555,4.160525,0.71625
Fuc(a1-2)Gal(b1-4)GlcNac(b1-3)GalNac(a1-Sp14,8.615075,8.97865,10.228875
Gal(b1-4)[Fuc(a1-3)]GlcNac(b1-3)GalNac(a1-Sp14,32.164075,64.2264,22.061875
GalNac(a1-3)GalNac(b1-3)Gal(a1-4)Gal(b1-4)GlcNac(b1-Sp0,1002.456825,15250.4804,25385.71873
Gal(a1-4)Gal(b1-3)GlcNac(b1-2)Man(a1-6)[Gal(a1-4)Gal(b1-3)GlcNac(b1-2)Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(b1-Sp19,15.236375,111.3135,205.417925
Gal(a1-4)Gal(b1-4)GlcNac(b1-2)Man(a1-6)[Gal(a1-4)Gal(b1-4)GlcNac(b1-2)Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(b1-Sp24,28.671825,43.169875,31.071175
Gal(a1-3)Gal(b1-4)GlcNac(b1-3)GalNac(a1-Sp14,6.93375,13.5042,6.820325
Gal(b1-3)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0,0.901175,-16.2697,-3.074325
Gal(b1-3)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0,5.8012,0.892825,-6.61275
GalNAc(b1-3)Gal(a1-6)Gal(b1-4)Glc(b1-Sp8,18.370825,-4.2527,3.2424
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp21,-0.561425,20.3367,-6.669125
Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-6)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,9.0899,2.859175,10.429975
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,-0.127975,2.624075,23.8504
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,6.53645,9.3099,4.264775
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,2.01855,5.2688,-4.6122
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,10.0023,18.311675,1.601275
GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,1311.87755,23064.49637,29632.20743
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,156.308225,311.871575,248.240875
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,50.93715,15.257225,69.392325
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,105.726275,229.926525,205.434525
