IUPAC,UDA 0.1ug/ml,UDA 1ug/ml,UDA 10ug/ml,UDA 100ug/ml
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,2517.5611,14550.48105,20542.797125000005,23450.367725
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,1.5188999999999997,14.843675,12.899250000000006,39.14535
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,16.666800000000002,19.133325000000006,11.671850000000004,350.57294999999993
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,8.91855,5.730200000000012,3.64875,47.497475
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,7.748625,4.309799999999999,9.114675,10.842775000000005
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,6.6965749999999975,0.32569999999999943,9.581625,69.30055000000002
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,13.252325,6.514900000000001,18.007225,413.55077499999993
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,15.064300000000005,12.81415,10.5456,53.02717500000002
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,5.191950000000002,19.157900000000005,12.126475,30.514900000000004
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,0.9428750000000008,4.500375,15.212374999999998,17.978125
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,5.119825000000001,28.70675,9.405900000000004,9.13165
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,4.05055,3.162675000000002,0.7739750000000011,10.237074999999997
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,4.0481,27.463425000000004,10.602525000000002,19.881525000000003
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,4.601675000000002,15.3541,9.702875,16.622475000000065
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,3.1947249999999987,2.678824999999999,-3.066575000000001,3.82465
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,6.90625,10.730724999999996,6.873275000000002,14.58425
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,2.356325,4.362375,4.621750000000001,3.3924750000000046
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,12.6595,2.512675,12.891574999999998,5.217875000000001
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,7.873475,13.640375000000004,1.0687250000000006,13.476400000000005
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.002975000000001,5.139825,9.465875000000002,-1.256875
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.409874999999999,21.73505,5.662175000000001,26.37935
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.434425,5.1588499999999975,10.272000000000002,1.406274999999999
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,1.82575,2.723125,1.3526999999999991,8.678325
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.066075,-3.105875,67.45252500000001,1556.5362500000006
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.2924,8.92455,29.94775,7337.102024999997
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,8.171325,6.2855750000000015,8.756649999999999,20.3028
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,1.2937000000000012,-1.4549249999999976,19.842275,316.171625
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,7.6313749999999985,9.159525000000002,11.30495,24.29665
Fuc(a1-2)Gal(b1-Sp8,1.9891750000000008,5.344074999999998,23.538900000000005,16.238275
Fuc(a1-3)GlcNAc(b1-Sp8,3.8141749999999988,6.901875,-0.07222499999999954,29.5182
Fuc(a1-4)GlcNAc(b1-Sp8,5.814224999999999,-6.031875,0.9577249999999982,3.82555
Fuc(b1-3)GlcNAc(b1-Sp8,4.605324999999999,6.245874999999999,8.968200000000003,14.302249999999995
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,3.654074999999999,8.207724999999996,13.351024999999995,32.069025
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,28.194275,12.535774999999996,31.193024999999995,41.49345
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,4.540875,29.01209999999999,13.594699999999998,12.804624999999998
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,6.00795,-1.3791250000000022,3.8610250000000015,132.3736
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,1.905725,12.663949999999998,82.00392500000002,1196.791675
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,12.316575,8.648500000000002,2.1128249999999973,8.34935
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,4.887425,36.372125,3.77045,20.193675
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,0.4692499999999988,6.662725000000003,7.192024999999999,6.68315
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,6.7202,0.1477000000000004,3.929074999999983,26.12027500000001
GalNAc(a1-3)GalNAc(b1-Sp8,-3.1682250000000005,-4.280549999999998,0.3949749999999996,7.305925
GalNAc(a1-3)Gal(b1-Sp8,3.7200250000000015,-2.3431750000000005,10.953225000000005,5.999574999999991
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,5.1012749999999984,11.519075,268.8287,3357.59115
GalNAc(b1-3)GalNAc(a1-Sp8,3.9093250000000017,-0.5435500000000015,5.331374999999996,15.805599999999993
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,-0.2949750000000009,25.782749999999986,4.951974999999997,8.072300000000002
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,4.357700000000002,11.260625,20.519725000000037,444.011725
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.649925,5.162550000000001,13.09115,27.957375
GalNAc(b1-4)GlcNAc(b1-Sp0,7.995349999999997,13.255675000000005,14.624750000000002,661.039775
GalNAc(b1-4)GlcNAc(b1-Sp8,7.0435000000000025,13.40195,464.88275,5391.091675
Gal(a1-2)Gal(b1-Sp8,11.44135,-3.423874999999999,11.9705,13.497725
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,8.1927,9.856175,7.563974999999999,31.8724
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,24.039325000000005,19.56225,10.489850000000002,19.724275000000006
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.353725,22.256775,15.660199999999998,28.29517500000001
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,12.064449999999995,12.27785,3.6496999999999993,12.238200000000004
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,3.0852500000000003,8.203999999999999,150.181875,1697.2811749999994
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,15.013625,5.3240500000000015,12.787275,26.062124999999995
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,7.494700000000003,7.421975,24.20555,-3.2262249999999995
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,4.5604,7.354825,14.757475,3.3626249999999995
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,4.335449999999998,31.4374,405.275525,5020.3153
Gal(a1-3)GalNAc(a1-Sp8,7.440325000000001,-2.949,14.8165,10.921199999999995
Gal(a1-3)GalNAc(a1-Sp16,2.495849999999999,60.962875,10.415375,24.254725
Gal(a1-3)GalNAc(b1-Sp8,9.268125,5.679825000000001,3.6698499999999967,35.37827499999999
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,1.9152250000000013,13.311625000000005,17.023675000000004,12.738325
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,15.545899999999996,96.31152499999996,5.588375000000001,38.10869999999999
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,9.08755,13.5336,409.48707499999983,3587.624425
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,16.018000000000004,6.7391999999999985,3.3965,25.63865
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,24.002975,4.2821750000000005,11.722099999999998,6.044100000000002
Gal(a1-3)Gal(b1-Sp8,8.620525,-2.105500000000001,5.876150000000001,12.983325
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,8.930974999999998,14.853725,12.262975000000004,121.4936
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,11.8355,8.493649999999999,16.957150000000006,392.50814999999983
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,12.8697,11.3091,70.906225,1789.218425
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,14.003049999999998,10.482424999999996,14.5385,27.77955
Gal(a1-4)GlcNAc(b1-Sp8,-0.3960999999999997,14.543625,5.077175,53.372625
Gal(a1-6)Glc(b1-Sp8,0.5016750000000005,16.7752,4.800725,21.25575
Gal(b1-2)Gal(b1-Sp8,7.0314,7.7302750000000024,6.994175000000002,4.6111499999999985
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,-2.3501749999999992,6.315725000000002,17.89575,23.280025
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.4414499999999988,2.704825,2.7640499999999992,33.23412500000001
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,3.930275,-0.4905249999999989,27.218775000000054,27.2244
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,15.811675,29.96765,0.144375,31.194825
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,-2.738375,2.040325,0.3837250000000001,0.62195
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,3.0609999999999986,4.7722000000000016,22.792275,476.42065
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,22.18635,14.794325,19.067125000000008,16.3414
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,9.387899999999998,-2.3530500000000023,15.332350000000002,3.3657499999999985
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,-0.6087750000000005,21.9007,4.811074999999999,9.01875
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,-1.5796249999999992,5.8381000000000025,4.54515,1.4349500000000006
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,18.853625,15.887075000000005,12.635074999999995,9.970325
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,14.821675000000004,-4.669825000000003,8.6837,5.824724999999999
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,-2.268725,3.0746499999999983,16.366175,11.754175000000005
Gal(b1-3)GalNAc(a1-Sp8,-2.155474999999999,-0.8977999999999993,-2.33125,5.913874999999999
Gal(b1-3)GalNAc(a1-Sp14,7.781350000000002,0.4621000000000013,2.280225,23.29195
Gal(b1-3)GalNAc(a1-Sp16,4.112050000000002,-0.9289250000000012,11.271025,0.01567499999999811
Gal(b1-3)GalNAc(b1-Sp8,10.840425,2.4807500000000013,7.095850000000002,33.442924999999995
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,23.58332500000001,8.68285,20.34505,16.745975
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,4.976725,9.5216,6.4482750000000015,5.029124999999999
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,6.337400000000002,1.0153999999999996,6.64545,19.32587500000001
Gal(b1-3)Gal(b1-Sp8,1.1341500000000009,0.058949999999999385,5.4986,28.569975000000003
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.721274999999999,6.156525,14.923525,301.379025
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,7.9116000000000035,-0.5171749999999982,1.0837749999999993,6.840574999999998
Gal(b1-3)GlcNAc(b1-Sp0,9.0649,5.209125,2.670424999999998,-2.5782000000000025
Gal(b1-3)GlcNAc(b1-Sp8,3.123225,-1.2518000000000011,1.4482500000000016,18.892825
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.6815,13.187175000000005,4.499825000000005,13.134350000000039
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,17.003574999999994,3.3757750000000013,8.751949999999994,16.477375
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.871999999999998,6.2132000000000005,15.723325000000004,45.5656
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.5132749999999984,4.852024999999999,4.4118,16.399900000000002
Gal(b1-4)(6S)Glc(b1-Sp0,10.326775000000003,1.6317249999999994,1.8903749999999988,16.727999999999998
Gal(b1-4)(6S)Glc(b1-Sp8,9.092075,4.217974999999999,8.833325000000002,11.150600000000004
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,13.9308,21.0881,29.697125,849.2423999999999
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,4.076625,7.090449999999998,6.828700000000001,62.63149999999999
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,13.957075,4.04365,-5.720500000000001,9.060125000000003
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,11.001725,8.667874999999999,-0.5141500000000008,39.03785000000001
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.993099999999999,4.690900000000003,5.315925000000002,6.5457500000000035
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,17.744799999999994,13.862675000000005,57.691525,2858.378875
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.835150000000001,13.486950000000007,81.17765,1637.819925
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,1.1248750000000047,6.6424,7.917399999999999,20.141725000000008
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,10.479225,12.815249999999995,26.51774999999999,19.1057
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,-0.4312249999999995,10.790500000000002,10.737699999999995,54.39565
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,4.613399999999999,5.50155,10.394449999999992,13.971600000000002
Gal(b1-4)GlcNAc(b1-Sp0,12.392425,1.8172250000000008,20.955475,655.507525
Gal(b1-4)GlcNAc(b1-Sp8,0.2753749999999986,8.035700000000004,106.0468,3928.473600000001
Gal(b1-4)GlcNAc(b1-Sp23,7.1351999999999975,13.460849999999995,162.66275000000005,2855.080425
Gal(b1-4)Glc(b1-Sp0,13.8449,2.079225000000001,12.274400000000005,22.04825
Gal(b1-4)Glc(b1-Sp8,13.230949999999995,13.207549999999998,26.63735,21.2768
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,3.485800000000002,-5.631124999999999,130.86565,2500.0322750000005
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,2.464525,4.7959749999999985,5.559699999999998,17.025075
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,5.368725000000001,1.6783,7.364875000000002,6.232425000000003
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,7.065799999999999,-4.819875,6.872525000000001,23.888475
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,-1.8456499999999991,4.4574,9.6643,16.99005
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,3.2094249999999995,-3.11215,1.6224499999999988,11.531800000000002
GlcNAc(b1-3)GalNAc(a1-Sp8,-0.7238499999999997,4.329475,12.0849,10.4883
GlcNAc(b1-3)GalNAc(a1-Sp14,10.314850000000003,10.065450000000002,3.1343,4.1934000000000005
GlcNAc(b1-3)Gal(b1-Sp8,20.672425000000004,3.6,15.349075,29.84699999999999
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.804125,8.625749999999996,54.5653,826.4953999999999
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,7.839850000000001,13.349599999999995,43.445175,1031.5199249999996
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.236599999999996,5.496200000000003,35.64027499999999,922.51265
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,6.9476,0.2621000000000002,8.414725,7.844125
GlcNAc(b1-4)(a1-MDPLys,7.660050000000003,9.296975000000003,9.159425000000006,9.189225
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,8.697275,-4.906074999999999,9.259450000000003,17.141049999999993
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,0.6838249999999997,8.790975000000003,110.92367499999996,2927.313175
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,140.6379,1423.5942,3877.9292,11833.9508
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,163.44665,2140.64565,5884.948125000001,16989.379225
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,121.568825,1904.638125,5487.9765,19370.43605
GlcNAc(b1-6)GalNAc(a1-Sp8,10.956925000000002,12.966150000000004,-2.5543999999999976,16.781800000000004
GlcNAc(b1-6)GalNAc(a1-Sp14,4.537675,13.7877,8.256974999999999,8.39595
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,2.9810750000000006,17.664224999999995,5.276299999999999,16.37995
Glc(a1-4)Glc(b1-Sp8,17.472550000000005,4.006175000000002,5.606075000000002,44.36482499999999
Glc(a1-4)Glc(a1-Sp8,15.676099999999995,1.474124999999999,15.625774999999996,14.538474999999998
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,12.288375000000002,21.427399999999995,14.106224999999998,9.538299999999996
Glc(b1-4)Glc(b1-Sp8,3.066749999999999,14.878100000000005,26.10115,40.59722500000001
Glc(b1-6)Glc(b1-Sp8,12.0934,16.299925,9.999675,19.340375
G-ol(a1-Sp8,2.789375,13.260850000000005,14.204925,15.885524999999996
GlcA(a1-Sp8,3.44925,9.410749999999991,6.8534500000000005,8.683374999999998
GlcA(b1-Sp8,69.6294,93.508,86.9615,116.98722500000002
GlcA(b1-3)Gal(b1-Sp8,10.959700000000002,4.8903,1.9533000000000005,9.262749999999997
GlcA(b1-6)Gal(b1-Sp8,16.277050000000006,14.153925,9.982900000000004,20.082375000000006
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,8.103150000000001,4.899624999999999,6.193625000000001,7.7639
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,8.006599999999999,6.305,179.787325,1867.0967
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,-0.6922999999999995,54.2437,6.660299999999999,19.275974999999995
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,3.1837000000000018,12.2052,5.986924999999999,4.121499999999969
Man(a1-2)Man(a1-3)Man(a1-Sp9,10.065075000000002,45.595849999999984,4.952324999999999,28.803525
