IUPAC,HPA (0.1ug/ml),HPA (1ug/ml),HPA (10ug/ml),HPA (100ug/ml)
Gal(a1-Sp8,9.878975747515536,6.95619409465406,50.95669864858297,8.762757106831918
Glc(a1-Sp8,4.384761739156035,14.48569283500102,13.782593031640792,7.954568005188356
Man(a1-Sp8,10.045610567307493,17.08389154320525,30.70559957933841,14.876148647275365
GalNAc(a1-Sp8,12.330576506392546,9.148075095295543,8.869615573170735,592.4347260401505
GalNAc(a1-Sp15,12.455836627962787,4.517906581869523,25.29493220633991,20.589887976929198
Fuc(a1-Sp8,10.061279422452527,3.784416421215669,7.676059974796089,13.824381692351865
Fuc(a1-Sp9,4.681623277863513,9.559034505987867,3.2650372293691614,17.87925017301248
Rha(a1-Sp8,18.216916010378004,5.610517770149799,24.84819070682009,3.862411373308996
Neu5Ac(a1-Sp8,8.960402151456886,11.604155462699554,6.58696553758507,23.37720608177975
Neu5Ac(a1-Sp11,5.1391882201861385,5.574654140168698,6.5759195661139325,19.275831603763987
Neu5Ac(b1-Sp8,1.357897008858424,10.507369286164511,4.226920871824628,10.696179348214327
Gal(b1-Sp8,4.760075178940627,11.536518831085921,8.459709056856893,30.076224244007648
Glc(b1-Sp8,10.504734298837203,5.181464706930536,3.468922036694782,9.436496926428774
Man(b1-Sp8,7.176383622456832,3.9659645639491052,19.130228535313762,7.820146583664541
GalNAc(b1-Sp8,7.526909514258385,5.188398573098769,12.77387013095482,105.23218758853642
GlcNAc(b1-Sp0,10.556568798738537,16.868420587273913,7.287780860396849,9.64245503143952
GlcNAc(b1-Sp8,4.796549349532438,11.245183088586572,22.342411507414926,6.978087555579489
GlcN[Gc](b1-Sp8,18.507803079309546,3.6044678520784013,20.411637500435024,7.789293150001908
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp8,5.8200635852769365,5.55385558418654,4.4942423984286135,4.8437537526867125
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp14,8.106865942315013,2.534168553161636,20.03213755327507,36.910363978371095
GlcNAc(b1-6)[GlcNAc(b1-4)][GlcNAc(b1-3)]GlcNAc(a1-Sp8,16.269986204332408,6.176890782788699,12.011405300796401,6.144617911297108
6S(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,5.395583071982737,5.494284929739869,6.0330412137384455,14.152639703838522
6S(3S)Gal(b1-4)GlcNAc(b1-Sp0,9.026841594932305,4.669918655519244,11.46117274235059,4.213827821589288
(3S)Gal(b1-4)[Fuc(a1-3)](6S)Glc(a1-Sp0,29.70010046519209,7.087710098002954,63.44853673571476,46.69972207143384
(3S)Gal(b1-4)Glc(b1-Sp8,3.9777389461015855,4.340831756990815,3.893064838380366,5.024787614334229
(3S)Gal(b1-4)(6S)Glc(b1-Sp0,1.0112548487728807,2.895332586537628,2.112320359225848,6.04626956471233
(3S)Gal(b1-4)(6S)Glc(b1-Sp8,3.684070930370379,5.00351725780641,11.120728136082935,11.499556294737337
(3S)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,7.1570044913473865,0.8207872745114821,3.596365121433956,7.721172633954858
