IUPAC,MNA-M (10ug/ml),MNA-M (50ug/ml),MNA-M (100ug/ml)
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0 ,43.47035,15.625525000000005,38.94765
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp8,15.783925000000002,10.3283,4.504275000000002
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,17.4809,-6.489725000000003,7.4727999999999986
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp8,15.834574999999996,9.157725000000003,12.814125
(3S)Gal(b1-4)GlcNAc(b1-Sp0,1.605475000000002,2.3672999999999984,2.381200000000001
(3S)Gal(b1-4)GlcNAc(b1-Sp8,11.641149999999998,12.1113,21.577024999999992
(3S)Gal(b1-Sp8,6.683674999999994,8.308225000000004,17.022574999999993
(6S)(4S)Gal(b1-4)GlcNAc(b1-Sp0,6.0249000000000015,-3.2865999999999933,14.727225
(4S)Gal(b1-4)GlcNAc(b1-Sp8,3.4894750000000005,6.439175000000002,-0.12904999999999855
(6P)Man(a1-Sp8,14.925324999999996,20.90505,14.138275
(6S)Gal(b1-4)Glc(b1-Sp0,27.6937,2.516525000000001,29.806875
(6S)Gal(b1-4)Glc(b1-Sp8,5.138100000000001,8.430724999999997,13.273275
(6S)Gal(b1-4)GlcNAc(b1-Sp8,6.10385,-9.994750000000002,17.67375
(6S)Gal(b1-4)(6S)Glc(b1-Sp8,6.6884000000000015,1.1956749999999996,3.1446749999999977
Neu5Ac(a2-3)(6S)Gal(b1-4)GlcNAc(b1-Sp8,10.453199999999997,0.5852000000000039,7.226450000000002
(6S)GlcNAc(b1-Sp8,15.369074999999995,15.06485,36.841025
"Neu5,9Ac2(a1-Sp8",29.26195,24.459025000000004,27.189975
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",-0.09622499999999867,6.050525000000002,15.947175
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,2388.608100000001,22989.92102499999,26948.9566
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,5009.496974999999,33723.369875,36098.886025
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,80.58652500000002,1220.725275,5123.35305
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,644.8420000000001,13987.312400000004,28617.895325000016
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,123.53805,3903.993800000001,11058.791825000002
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,40.72005,470.01925000000017,3953.361524999999
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,20.238325000000003,182.6883,25.193525
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,56.2782,2296.1899,8654.529650000004
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,74.2173,1016.935025,3753.24425
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,62.670625,133.1907,112.531575
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,10.111475000000002,3.313600000000001,42.776025
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,12.988524999999996,11.863575000000004,9.60365
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,17.9674,-4.186574999999999,23.91382500000001
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,4.2195750000000025,-2.456524999999999,19.36625
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,29.5123,1.8546000000000031,11.683050000000005
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,10.170374999999991,-3.0855500000000013,11.493924999999996
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,8.15495,21.565750000000005,12.75495
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,18.283975,11.541074999999998,12.40335
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,6.919600000000003,0.3672500000000003,19.341899999999995
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,13.846475,-6.437474999999999,3.481024999999997
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,17.5407,0.18384999999999785,6.734225
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,19.680325,23.110175,23.148075
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.521325,16.05740000000001,16.61612499999999
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,12.719749999999998,6.000150000000001,11.323049999999995
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.432075000000001,5.89545,9.321224999999998
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.21305,10.116524999999996,16.571124999999995
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,28.578500000000005,1.0676249999999996,15.49675
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,3.974849999999998,-0.9958750000000016,8.43745
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,19.331300000000006,-2.6607999999999983,-18.057725
Fuc(a1-2)Gal(b1-Sp8,18.518549999999987,28.42477500000001,68.57700000000001
Fuc(a1-3)GlcNAc(b1-Sp8,20.7494,6.109349999999999,46.47085
Fuc(a1-4)GlcNAc(b1-Sp8,18.425225,1.006500000000008,42.28
Fuc(b1-3)GlcNAc(b1-Sp8,17.781825000000005,3.7647499999999976,46.76442499999999
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,13.049475,9.540074999999998,13.105449999999998
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,62.588,80.71549999999998,55.86605000000003
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,19.259625,-1.8830999999999989,26.28529999999999
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,-0.5521999999999982,-7.173225,-0.2715250000000005
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,10.212700000000002,2.099075000000001,14.81965
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,19.942475,4.701749999999997,1.5957499999999991
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,32.676375,-0.7228749999999984,14.00015
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,10.32945,-2.5653749999999977,11.587000000000005
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,23.762249999999995,-2.185575,9.593025
GalNAc(a1-3)GalNAc(b1-Sp8,9.0435,-7.034174999999998,-1.1474499999999992
GalNAc(a1-3)Gal(b1-Sp8,18.024650000000005,-9.647724999999998,8.137400000000005
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,11.9325,-14.4464,6.7762749999999965
GalNAc(b1-3)GalNAc(a1-Sp8,13.396924999999998,31.70372500000001,49.73287500000001
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,13.565699999999998,2.9341000000000013,40.82742500000001
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,7.576674999999994,15.277050000000004,8.253499999999999
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,15.325475000000004,16.937725,44.16215
GalNAc(b1-4)GlcNAc(b1-Sp0,1.9054,-0.11439999999999985,39.3935
GalNAc(b1-4)GlcNAc(b1-Sp8,18.328425,-1.10065,14.099675
Gal(a1-2)Gal(b1-Sp8,11.206425,18.411425,24.687349999999995
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,24.557175,17.843399999999995,13.8054
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,63.159650000000006,86.91159999999998,79.38094999999998
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,90.96125,61.88092499999999,31.35
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,12.8426,-9.458575,7.887375
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,29.16342500000001,2.5515500000000007,3.4845000000000006
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,1.204375,-5.531624999999997,-0.7649749999999997
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,20.757625000000004,4.535299999999992,18.577575
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,3.0498999999999987,0.6577500000000001,23.43747500000001
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,24.694899999999986,0.3778250000000014,22.817825
Gal(a1-3)GalNAc(a1-Sp8,6.55035,24.25967500000001,93.122325
Gal(a1-3)GalNAc(a1-Sp16,19.002075000000005,-3.601300000000002,13.779574999999996
Gal(a1-3)GalNAc(b1-Sp8,6.573924999999999,1.4243249999999978,22.925875
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,16.106524999999998,0.873050000000001,13.103875
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,17.916275000000006,-0.6444749999999999,7.831775
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,7.844674999999999,-7.6113750000000024,-0.9810250000000008
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,13.763925,5.7901000000000025,14.065374999999998
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,5.113725000000001,6.988025,22.57900000000001
Gal(a1-3)Gal(b1-Sp8,32.376175,13.270850000000005,16.612050000000004
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,16.638975000000002,12.74935,19.42825
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,16.164925000000004,10.72375,52.54555000000001
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,11.51845,14.251649999999998,24.101025
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,19.768625,6.413999999999998,24.711225
Gal(a1-4)GlcNAc(b1-Sp8,2.9567999999999977,-2.4685750000000013,1.6060249999999998
Gal(a1-6)Glc(b1-Sp8,7.692674999999999,18.69405,12.678375000000004
Gal(b1-2)Gal(b1-Sp8,13.477350000000005,18.962975000000007,18.709149999999994
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.4666750000000004,35.3022,1.1045499999999997
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,16.853550000000002,-15.855050000000002,-7.379
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,18.38015,5.3479249999999965,39.28585000000001
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,0.07099999999999795,0.6507250000000013,-9.787575
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,1.9909749999999988,10.729950000000006,4.56065000000001
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,5.7569250000000025,6.152475000000003,21.393575
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,75.78059999999998,51.3106,36.492525
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,19.983525,15.296375000000005,38.353575000000006
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,1.730999999999998,0.9007249999999978,-0.299450000000002
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,-6.47505,-10.3007,17.610775000000004
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,21.87612499999999,26.96875,25.068525
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,10.555275,-9.0037,3.802949999999999
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,-9.789975,-20.769525,-11.124075
Gal(b1-3)GalNAc(a1-Sp8,-9.083,1.415499999999998,11.212775
Gal(b1-3)GalNAc(a1-Sp14,10.314625,5.9683750000000035,-1.2600750000000005
Gal(b1-3)GalNAc(a1-Sp16,-1.8876500000000007,-11.707774999999994,8.739925
Gal(b1-3)GalNAc(b1-Sp8,2.6493999999999964,-2.5474749999999986,13.065825000000002
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,17.177425,27.15162500000001,4.248525000000004
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,13.151925,-10.978825,11.063275000000004
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,25.32535,24.514650000000003,29.396500000000003
Gal(b1-3)Gal(b1-Sp8,0.9314750000000024,0.32230000000000025,3.107025
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-1.6411999999999978,-11.769925000000004,9.368
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,11.9564,-8.0736,9.417425000000003
Gal(b1-3)GlcNAc(b1-Sp0,-0.7531250000000025,11.009475000000007,2.5611999999999995
Gal(b1-3)GlcNAc(b1-Sp8,3.1787249999999982,-13.155725,17.756100000000004
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,20.604875,1.672975000000001,31.21432499999999
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,14.506549999999995,9.4324,22.462925
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,36.53585,19.209000000000003,20.191124999999992
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.462124999999999,-0.4265749999999979,11.747625
Gal(b1-4)(6S)Glc(b1-Sp0,10.572025000000004,-22.547850000000004,44.53054999999999
Gal(b1-4)(6S)Glc(b1-Sp8,15.597224999999995,-1.9179250000000003,9.306475000000004
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,4.7293,14.578424999999996,2.548925
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,2.8153000000000006,-5.500725000000001,44.47272499999999
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,2.1774749999999994,1.9938249999999995,4.421799999999998
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,17.389450000000004,12.572949999999995,28.8938
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.067225000000001,20.4298,12.953525
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,14.893675000000002,4.195625,7.6803500000000025
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.789375,18.37705,36.277625
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,11.677775000000002,5.507599999999997,38.12545
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,7.1113000000000035,13.619049999999998,10.490625
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,11.667925,0.4158,39.0047
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,18.2119,-1.7904250000000008,31.35217500000001
Gal(b1-4)GlcNAc(b1-Sp0,7.643800000000002,22.519,27.31462499999999
Gal(b1-4)GlcNAc(b1-Sp8,13.023800000000005,-0.3894749999999991,5.636474999999999
Gal(b1-4)GlcNAc(b1-Sp23,7.142875000000001,1.418050000000001,8.11205
Gal(b1-4)Glc(b1-Sp0,23.14315,-1.9714500000000008,18.62645
Gal(b1-4)Glc(b1-Sp8,6.116550000000004,13.423875000000002,8.422475
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,1.2273250000000004,-8.392600000000002,12.956975000000002
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,8.46275,10.767375,129.16082499999996
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,26.200849999999992,7.839524999999997,17.871824999999994
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,16.7066,14.547050000000002,10.9084
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,6.177250000000001,17.722750000000005,262.20047500000004
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,5.900125000000003,-22.267425,21.327000000000005
GlcNAc(b1-3)GalNAc(a1-Sp8,-0.8883749999999999,-14.932725000000005,8.5774
GlcNAc(b1-3)GalNAc(a1-Sp14,9.5529,37.8082,4.639950000000002
GlcNAc(b1-3)Gal(b1-Sp8,9.629800000000003,-0.20394999999999985,10.561225
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.1925750000000015,3.913449999999999,15.12295
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,1.1732250000000004,-5.210975,9.148774999999992
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,24.55800000000001,8.672424999999995,8.922400000000003
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,9.339200000000002,6.1145749999999985,8.02795
GlcNAc(b1-4)(a1-MDPLys,8.501875,3.7586000000000013,2.109400000000001
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,13.856024999999995,11.600174999999998,13.951775000000005
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,-10.685824999999998,-14.042174999999995,-8.978800000000003
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,7.3696,2.8872000000000018,59.78582499999999
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,0.263125,9.246475,11.9551
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,7.6928,2.5810749999999985,138.85589999999996
GlcNAc(b1-6)GalNAc(a1-Sp8,12.177899999999998,-0.2584999999999997,5.435074999999998
GlcNAc(b1-6)GalNAc(a1-Sp14,16.231875,0.9177750000000008,32.15460000000001
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,1.5331499999999991,9.507375,17.253700000000002
Glc(a1-4)Glc(b1-Sp8,22.90605,-5.941575000000004,33.91315
Glc(a1-4)Glc(a1-Sp8,15.715,1.7177499999999988,6.751300000000002
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,18.266225,3.3464000000000014,21.5141
Glc(b1-4)Glc(b1-Sp8,-0.13755000000000095,9.85325,14.44865
Glc(b1-6)Glc(b1-Sp8,16.9129,18.303175,21.363325000000007
G-ol(a1-Sp8,1.0511249999999972,4.411574999999999,12.555600000000002
GlcA(a1-Sp8,6.418325000000001,-0.9762749999999976,16.392774999999993
GlcA(b1-Sp8,83.55697500000002,100.275475,153.369
GlcA(b1-3)Gal(b1-Sp8,8.298425,8.880400000000002,2.2352000000000007
GlcA(b1-6)Gal(b1-Sp8,21.6366,4.312249999999999,12.679475
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,6.60455,-5.060650000000001,23.356675
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,2.9578249999999984,11.801900000000007,18.477625
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,26.29495,0.18972500000000106,26.89242500000001
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,3.691125,1.8171499999999976,39.55092500000001
Man(a1-2)Man(a1-3)Man(a1-Sp9,9.8847,4.947324999999998,10.446549999999998
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,15.1551,421.40587499999987,3098.122200000001
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,0.06769999999999854,10.228974999999998,192.834975
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,60.081975,107.85689999999998,184.9251
Man(a1-6)[Man(a1-3)]Man(a1-Sp9,8.746750000000006,5.519149999999998,25.88865
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-Sp9,33.7877,22.01915,39.293775
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,633.06585,6216.0916,17300.836649999994
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,448.50699999999995,7281.545050000002,25530.4854
Man(b1-4)GlcNAc(b1-Sp0,15.164775000000002,22.79467500000001,0.11482499999999972
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.133025,-10.201000000000006,6.095125000000002
(3S)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,10.4509,19.840449999999983,21.5488
Fuc(a1-2)(6S)Gal(b1-4)GlcNAc(b1-Sp0,16.595149999999997,6.238025000000002,4.481750000000002
Fuc(a1-2)Gal(b1-4)(6S)GlcNAc(b1-Sp8,20.2284,2.23625,6.570174999999999
Fuc(a1-2)(6S)Gal(b1-4)(6S)Glc(b1-Sp0,26.73755000000001,26.61285,17.176325000000013
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp8,2.818499999999996,-11.319425000000004,16.825274999999998
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp14,4.157,18.034375,-3.0903500000000013
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,9.774949999999997,17.572375000000008,13.218024999999995
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,61.25475,51.02985000000001,68.51692500000001
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,8.494725000000003,-5.460325000000008,16.140725000000003
