IUPAC,ACL(Vector) (0.01ug/ml),ACL (0.1ug/ml),ACL(Vector) (0.3ug/ml),ACL (1ug/ml),ACL (10ug/ml),ACL (100ug/ml)
(3S)Gal(b1-4)GlcNAc(b1-Sp8,9.698751159126967,3.2763226631901468,9.900595194692423,10.437488149454351,1.6435536830802413,6.083562318521385
(3S)Gal(b1-Sp8,13.263027390550768,11.131460694917807,2.8717510598936373,9.592915380460033,3.65797644550007,9.171268934149733
(6S)(4S)Gal(b1-4)GlcNAc(b1-Sp0,3.1940345865378488,11.099823178584128,6.336392111380633,14.420466240353218,4.368931223232214,6.327993354070991
(4S)Gal(b1-4)GlcNAc(b1-Sp8,5.3790054547750765,4.788705181640089,9.062709877799614,7.6542240852137855,6.513298096970536,5.820524719473318
(6P)Man(a1-Sp8,7.356268983832778,18.120980745418656,3.8281522499982494,4.414832402254942,5.964634694038973,17.701319678298958
(6S)Gal(b1-4)Glc(b1-Sp0,10.499414869847113,6.081538349792773,6.376528953056406,4.9299840868573455,4.588349321560709,15.717645840477061
(6S)Gal(b1-4)Glc(b1-Sp8,18.768959117183336,12.990074229451759,14.994475384620886,11.459662945305155,7.4030082781708835,16.78847153952179
(6S)Gal(b1-4)GlcNAc(b1-Sp8,10.115927137069542,9.731874814366458,22.507997739970087,15.893961869947127,6.327240458196082,15.801292211503872
(6S)Gal(b1-4)(6S)Glc(b1-Sp8,3.924625737888946,7.1789240841972175,15.586837935765974,10.857746189395533,6.363403677540291,8.301413549510713
Neu5Ac(a2-3)(6S)Gal(b1-4)GlcNAc(b1-Sp8,12.505597371943756,9.6822431080475,1.6431222867354318,11.404083581002906,4.8956544474836745,97.39836677771505
(6S)GlcNAc(b1-Sp8,7.74417567315376,10.30321451016623,15.212548586912296,5.1459559571894244,9.158711845150501,19.74065082300564
"Neu5,9Ac2(a1-Sp8",6.079582916272576,15.477152454397633,6.671355819721607,7.3642024430687645,4.3944175025441785,10.360147274492123
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",6.611166795342058,3.0618321666392285,3.2467879854557813,1.8398237060019291,8.379407733793999,2.6165646464719132
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.300851055283562,8.358176561507499,13.710987677862596,3.1648953414765546,11.23571944955758,4.924715218416188
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,10.603948914437488,6.6127409805489465,9.933925014942462,5.899749740737591,14.474496162187018,8.892873277893184
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,8.134573275634482,3.0480145614262857,2.8298639689038017,8.764769405361825,5.233835663816099,8.282868832465798
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,5.773223753603068,3.448334093805298,5.627499315193209,6.367966121402758,5.7030607858120055,2.5030840235930327
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,5.3003723733966694,6.056885504049639,9.130525424594506,7.054221141687673,2.491559389050689,14.472974341020345
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.84467483237096,3.91674592402077,6.270067809508393,4.656623692029093,2.1678895097921083,9.650317499915047
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,3.1914920235943987,3.8275552815515717,7.630921138150143,5.938823148290128,2.341488645249717,20.505285340024734
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,6.472274931003781,12.201752134119914,7.2845145365585795,15.229448207639262,7.438865531058258,9.217835321221935
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,3.4682592492488222,9.186088846502267,4.5613315894776365,5.1373969206204,12.978857885390642,20.770238357864358
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,10.471818406044237,8.7500025376663,14.683290840356605,19.304934576661125,22.064404926846148,563.0111131262713
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,7.212811497779481,22.729694871888785,3.3220856315473526,4.788031748015043,7.416449769712348,11.344550998129744
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,4.981576731233463,5.558998960469414,1.7033714822864314,3.1736846612678264,4.438090585957734,9.125825921480569
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,18.65092928265686,65.20600871373955,206.76139520820828,204.96234795027686,770.064837220331,1829.929102061828
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,7.127090096713165,6.760251449465474,9.576227868485946,3.2581602522231305,7.121348960403032,19.451574418197275
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,4.650021542602426,7.467618046829482,7.85537151805481,1.8482587886981583,7.153504513348683,6.325907505581047
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,9.085817876595737,8.753057595491992,8.512895369966676,3.0537529373706707,2.0159718863780456,6.944679842392546
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,6.834698838768734,4.3936300067066805,6.301211064747792,5.842271871455486,2.1762602923363725,5.188611346657861
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,4.8848003469094525,12.50926325488436,4.4729914084424625,9.940862418992293,8.377761892603937,9.580502339995887
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,5.217592466757697,10.063902558277274,4.249780923765366,8.565364644699411,4.638940984301625,15.04758986645767
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,5.143247850013321,1.996277186832196,5.2751985270698345,3.849711978295694,2.834318167713942,6.425054173831282
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,22.959956178729247,29.037470651025554,152.9118357862194,108.30129079220156,1413.0507189318066,870.8746088259413
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.385448929743179,16.777274581086786,310.82457140664326,85.90701954438136,577.5265452956597,1732.636152085704
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.348398264476216,6.965070349249895,12.546500483501365,4.138996255535069,12.54856186567475,8.697355255238993
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,19.73525443115695,5.242226170244849,11.771698016110506,3.6754735508956298,7.61807072881098,2.451252997108474
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.29686878471612,2.321446805334982,1.9127021148103591,14.77373164426194,9.483026451991304,3.6132046564188256
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.97039389807753,2.567227036285128,3.1711581200722265,14.762361967065644,2.967826394714942,5.529996525240011
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,15.604511995653699,7.919202819465688,9.603417476216473,6.228458561045954,2.3085247352656504,4.180511336352275
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,10.47698163435762,9.236737496675977,6.0877608212434415,7.366165356264634,3.3837401046524467,3.717463523246282
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,3.3298116737287238,4.751708911802154,4.173552744265572,5.792827751265636,18.38121347073328,15.528311444235227
Fuc(a1-2)Gal(b1-Sp8,7.294583541402491,12.923035021361391,6.5115449180666705,2.9586115200659053,2.8712491722535534,16.255698901282795
Fuc(a1-3)GlcNAc(b1-Sp8,3.935237331682389,7.820628079796406,4.507642392925604,6.444855722913173,7.52248444132655,11.587782759009585
Fuc(a1-4)GlcNAc(b1-Sp8,13.671665712340994,1.6871167861176593,3.354408603614057,3.2696011544478427,3.5293589818124187,7.127428241366861
Fuc(b1-3)GlcNAc(b1-Sp8,2.785805897760996,8.845026746520707,5.765310174584424,10.238256410598762,1.564614803234332,7.0175022486043215
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,6.5165158893256265,5.24112604949222,2.388936190545909,7.444788596506053,3.6195148224589424,6.788839578983041
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,14.212655436235922,13.312537539070675,12.649297010868487,10.487129174850523,6.273302374879331,9.521984779227132
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,6.221188290766219,4.487346412877732,2.22047046122363,3.595966769752835,2.708912345696456,18.022186688704
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,3.1791509698607707,2.3986002119291734,4.872223426988955,2.970646787457797,9.671761897744725,6.210985967353867
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,2.6195998452371803,12.076152968108964,6.107997005770385,2.8469891060557,7.673592697633009,3.1825252315051094
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,8.05221800805012,6.655915431403858,6.646370228929473,7.529945780404616,1.9042537059611235,10.98691876809266
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,18.04631744749668,4.685228572414175,62.6452063184476,137.8088097159585,458.9008946468658,1253.6914560921275
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,13.121517122142015,4.902017256446574,16.454757046722598,2.2009375750272118,21.160075441953566,8.826975124535391
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,1.7798785377566384,11.115145263820589,8.48584784975353,9.430633009683568,4.4789030997183525,8.077002880813321
GalNAc(a1-3)GalNAc(b1-Sp8,5.850794929110067,6.786037646705184,10.617396102152355,6.6496691910199575,4.959090641102122,8.436103892743782
GalNAc(a1-3)Gal(b1-Sp8,6.005441163367326,6.780732705000745,4.733419417292367,11.120065167487404,9.283368734956435,9.913814041486084
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,4.1185547659342765,4.435045779921556,14.367346831936873,2.4286615408491965,6.180980509797777,5.932721472196933
GalNAc(b1-3)GalNAc(a1-Sp8,18.30728384266308,14.209174232721386,19.163263766796955,10.983719880653679,26.73643587433672,92.97796934760841
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,2.2315690750381583,11.65237427032934,1.7294793840922271,4.757266278984883,4.444214417550829,13.704054905118403
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,9.96837725108758,11.149428553517893,18.47368144839211,2.2759283268957886,9.697017499683422,11.58955365275126
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.507946993494444,23.99032909729805,9.30525124092126,4.638758222753873,21.13789666018515,808.1483696936177
GalNAc(b1-4)GlcNAc(b1-Sp0,17.062195643976622,7.273463720722518,19.581177897664887,2.0575778014856856,2.5693193943143795,2.1481446824333426
GalNAc(b1-4)GlcNAc(b1-Sp8,8.680892457336018,5.965480666509618,2.125315023512254,3.0462804707818054,19.8587776947626,3.338466943074318
Gal(a1-2)Gal(b1-Sp8,7.958726475594793,6.716983333498753,2.8096432834080742,1.0547409824217309,2.8488878566907485,2.5818908631401616
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,12.453732277614613,18.597936698551628,11.740160479418499,4.054535741919164,20.161671836164,10.011613865739461
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,7.507853385788772,12.406944268835895,6.456047448904001,11.597199862754232,13.626050853022914,5.820247171440972
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.2383432824300624,6.421745572142607,14.633170623279215,21.691720367823162,5.172681007224393,17.76831316154311
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,3.7272018754019793,5.586023804997613,3.2919407922986696,5.902833491567137,8.263945887357107,1.4425923410652035
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,5.388809382028033,6.029339216696961,4.467017769534097,4.182979001062919,4.350543711135425,6.670204076088427
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,25.94646124418189,15.089057242142944,7.1594766109332095,1.8736438553435533,1.4310465782659485,14.564876731913431
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,4.4269789552244365,2.924103423273533,3.536818913821673,7.443925748554992,6.336549354012271,9.246357190942817
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,15.162378443013706,23.15384948419305,17.955579996271354,38.907092464699375,9.321777744749124,23.375055332750932
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,7.843960726146793,15.509600193536052,27.747084116518746,2.478374404053321,13.092060356949167,56.039422012982655
Gal(a1-3)GalNAc(a1-Sp8,17.731440124700264,17.831770846628398,18.79959234345253,34.0941274862573,24.587372918013983,2248.933119964446
Gal(a1-3)GalNAc(a1-Sp16,10.504864470329927,10.857816671565843,8.318966169342602,2.219935469032073,6.352814796083175,16.85365174878034
Gal(a1-3)GalNAc(b1-Sp8,6.82757978837792,5.8395093683744825,9.80483874931148,3.5063237134259784,9.657310414741088,7.402448522561079
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,6.4361683012876405,11.783943024585064,4.647874416691281,4.962334935625903,5.036738450872752,5.608883322834115
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,5.894835629317124,6.541877603754138,2.2931966515107063,2.7095138941330403,7.836857385882865,13.357188729170025
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,5.771586424892208,9.39122776651168,6.469683647598232,4.227687111865462,5.707186979589863,7.748884560804018
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,18.460687935267558,7.355963576751855,22.362013908560805,3.926169385885773,8.218450951517568,10.342576638141662
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,2.8397748678372388,7.929832148444247,6.11435521614231,7.824314200991249,3.202421394819861,12.793606246187975
Gal(a1-3)Gal(b1-Sp8,8.348532322660075,5.695903399227675,2.5705887410928723,9.337062626793653,14.319017585016086,4.194996958282563
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.139685755462848,32.40954982289171,10.961174994801723,5.282100034629537,9.477800570807547,5.8060601709908894
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,6.513696314369692,8.701083683273788,22.621891261102967,11.905534224713874,10.09054392471816,16.948212190351104
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,8.62231910702296,2.1702464783214483,8.233968103937888,4.161759032248266,12.47385980611054,4.534364495990598
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,10.18444034037539,11.799572882806684,8.087658198916387,7.1305828214342535,4.992130551427949,19.321477641280424
Gal(a1-4)GlcNAc(b1-Sp8,10.50995832322057,6.545301982592808,2.7724951570441623,3.8735612628002514,23.746460309065128,8.574285260397316
Gal(a1-6)Glc(b1-Sp8,8.089152061196923,10.129127052054717,14.061488211986374,2.5657874483284853,2.7496872852502103,14.765127343931027
Gal(b1-2)Gal(b1-Sp8,3.9165686516814304,14.249825493756061,10.347153643836881,5.932893369104716,6.562110978183767,14.438743835799329
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,17.136197133431665,14.639446398230536,129.22088095489858,54.424871205328856,260.49061161533956,1856.864075481576
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,17.667905146998592,35.608165135108216,225.3720074992885,233.55005410718758,492.615958423083,761.3206386252756
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,14.09496358443918,9.994548709296485,4.19971185390536,10.951328450314438,7.652912827316147,5.6073939570148434
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,5.793441845958237,6.1728035470116875,1.9288767290403284,3.325763844592672,3.3226165004656583,10.23567104281232
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,3.6933475902627952,5.664220344333953,3.210905748642693,9.035286885318037,6.677178855874188,15.250964286562345
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,3.678063185065384,4.403118263988219,3.3744425381584637,5.314488539517872,29.27343485602584,57.17688585174615
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,15.213407420758815,7.082962549373921,11.270633408109767,4.363289187833724,2.8966535341090585,36.22562357295133
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,55.69504836284792,129.94000367885252,211.37984424107532,414.7325202973204,1695.8427543650337,1469.3192649204025
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,4.0546660991792285,16.72956896443639,6.993455603336117,12.603254850765074,47.156398488603976,441.3745584757818
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,75.00810530617555,888.6959349955113,645.732958375259,1393.2103609673425,1088.772594128994,1891.2418413657333
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,29.19190037748773,12.65246076418208,8.983776929693901,34.871027439074204,77.85302929522456,226.9253773694677
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,2.9246704754553163,7.898361108219433,13.962832729070424,20.930970542456556,75.039303556484,421.69612102564247
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,10.645932955672166,5.183014170988384,7.583802568193168,3.0144951362818087,19.43478224052618,8.722189351829428
Gal(b1-3)GalNAc(a1-Sp8,83.97230694605473,93.03973503449234,686.4052029116643,921.1668490134945,600.7410310598467,427.44837196220186
Gal(b1-3)GalNAc(a1-Sp14,9.341681879039056,9.400027935242171,6.877612738140571,22.350614267975587,47.04099720445098,1891.924706934376
Gal(b1-3)GalNAc(a1-Sp16,15.928453890025413,24.655958433933034,127.54910400820698,79.29801247868377,284.3190957693427,1009.0775220903756
Gal(b1-3)GalNAc(b1-Sp8,12.697850394062787,8.75636359279163,5.100199837261277,2.2771347879517383,3.364412045216804,64.53186146983873
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,4.019271275057209,7.504368631226303,8.32244198317617,14.68936902896672,9.500007912408996,35.180657121717246
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,2.2211238842456784,5.260525407456939,4.035825300460031,6.595130598403642,7.078647636848912,2.551653531862568
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,2.1667646126579307,8.423158091189231,18.51343146049645,7.944763489871804,10.432647110353466,15.578331222887789
Gal(b1-3)Gal(b1-Sp8,13.308856241115036,3.7035511467599136,4.650994572042273,4.874779250044732,6.912967317777997,9.527854796332695
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.874518233094222,4.565234366656327,12.253493302285953,2.4771832005660483,3.796880200353094,7.512685039096647
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,18.209617634165184,4.20961035835464,15.204403023329572,4.521778927498189,3.6562184699495215,10.920605998600383
Gal(b1-3)GlcNAc(b1-Sp0,5.611417387790718,1.0371214875799386,2.8158536259010303,8.661908270650681,3.054362586394515,5.957284077147348
Gal(b1-3)GlcNAc(b1-Sp8,9.816930396513966,2.4002177781401417,4.189087909776202,3.041142705190488,88.55401805987806,6.980549342518352
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.3937209220362647,9.192741963590988,6.6837819495527,9.408598700656754,2.885893772011252,11.896472755506144
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,3.480879372969806,4.937896216929503,2.9603466997127255,6.914949894732909,2.1588084344532894,3.858757910152762
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,24.06432057465993,8.489314513748035,142.10003598280042,28.203867687416192,219.33477360895282,1685.2599702272864
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,25.865812958469117,58.807139318474704,2539.914154094391,220.92257653758202,1235.8825773379685,1614.0833326578656
Gal(b1-4)(6S)Glc(b1-Sp0,12.2356254926274,10.192900921842616,19.456937425911452,12.042361290426664,14.12968277103204,18.01067247742757
Gal(b1-4)(6S)Glc(b1-Sp8,9.992219469333797,7.209076842599196,23.920091720699304,6.706766858926888,2.8516691170844704,14.8592601117956
