IUPAC,MOA (0.1ug/ml),MOA (1ug/ml),MOA (10ug/ml)
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp8,11.219775,-0.900075,-1.624125
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,22.841525,18.582225,21.653625
Neu5Ac(a2-3)Gal(b1-Sp8,10.738175,14.75325,12.71315
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,32.684975,48.573375,35.556425
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.9724,6.7111,1.683525
Fuc(a1-2)(6S)Gal(b1-4)Glc(b1-Sp0,18.451525,7.869475,6.457425
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,71.637125,83.68465,60.48175
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp8,5.783025,5.175575,1.7299
Neu5Ac(a2-3)Gal(b1-4)(6S)GlcNAc(b1-Sp8,6.280075,4.724325,7.1338
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,4.551175,3.732575,4.780125
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,7.7403,10.050525,27.7925
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.7277,8.3333,8.424525
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,10.3354,9.3863,2.895575
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-Sp8,8.05465,15.73315,3.391075
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,22.61545,48.50345,14.112525
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.62345,10.947975,16.881825
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,13.741575,21.098425,13.247625
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,11.75475,16.1587,6.884975
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.186075,4.46045,1.3525
Fuc(a1-2)Gal(b1-4)(6S)Glc(b1-Sp0,12.216875,12.52425,10.5713
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,70.760225,65.36935,70.750875
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp8,13.42985,39.751675,8.4898
Neu5Ac(a2-6)GalNAc(a1-Sp8,4.633775,11.230925,6.35495
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp0,16.125875,13.1038,10.58935
Neu5Ac(a2-6)Gal(b1-4)(6S)GlcNAc(b1-Sp8,7.347875,9.37505,13.588725
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,17.399525,26.5871,17.486025
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp8,16.50035,5.68745,11.48065
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.77905,14.523,8.13975
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,11.59175,20.0325,10.00305
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp0,8.00945,7.738675,7.09675
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp8,5.777325,4.307525,11.3595
Neu5Ac(a2-6)Gal(b1-Sp8,6.440525,33.624925,10.152475
Neu5Ac(a2-8)Neu5Ac(a1-Sp8,17.285225,24.41695,8.352175
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,0.668075,-2.855625,-3.90075
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,7.809525,19.008475,9.451325
Neu5Ac(b2-6)GalNAc(a1-Sp8,11.704975,3.335825,2.970775
Neu5Ac(b2-6)Gal(b1-4)GlcNAc(b1-Sp8,15.14775,4.797625,4.2244
Neu5Gc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,16.448375,19.059225,9.3168
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,4.445775,18.5935,11.930625
Neu5Gc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.79395,12.390875,13.009875
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,13.38165,11.601225,12.2722
Neu5Gc(a2-3)Gal(b1-4)Glc(b1-Sp0,6.4874,13.086375,12.464525
Neu5Gc(a2-6)GalNAc(a1-Sp0,7.61735,11.286,7.068375
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,13.14945,16.65895,9.60675
Neu5Gc(a1-Sp8,6.08755,0.3615,18.138875
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,3.202325,1.079675,4.09495
Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,-0.264675,10.6202,12.456
Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp0 ,18.6761,30.363025,18.542375
Gal(b1-4)[Fuc(a1-3)](6S)Glc(b1-Sp0,25.931525,41.092475,12.025175
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,30.274875,26.03155,25.722875
Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,11.208925,9.432475,3.178275
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,22.511075,18.750125,15.824025
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,5.45305,4.186375,12.44995
4S(3S)Gal(b1-4)GlcNAc(b1-Sp0,7.915175,13.638675,7.185975
(6S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,7.391075,7.01635,-0.258825
(6P)Glc(b1-Sp10,23.780525,12.92355,6.777475
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,42.6231,66.655825,11.8717
Gal(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,11.27465,76.0023,2300.32895
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,5.975225,5.6361,1.14895
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,18.429025,32.588675,20.773575
GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,6.3478,12.8318,7.506775
Gal(b1-4)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0,5.05795,10.66365,10.8199
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0,4.3327,13.9352,6.533075
GalNAc(b1-3)Gal(b1-Sp8,7.66915,9.789125,2.651225
GlcA(b1-3)GlcNAc(b1-Sp8,5.20295,14.312775,5.6807
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.364,16.24205,7.21615
GlcNAc(b1-3)Ma(n1-Sp10,1.5545,5.949525,2.078325
GlcNAc(b1-4)GlcNAc(b1-Sp10,11.9796,5.674925,18.06405
GlcNAc(b1-4)GlcNAc(b1-Sp12,5.09445,9.5986,4.173725
MurNAc(b1-4)GlcNAc(b1-Sp10,19.48375,5.274575,2.53785
Man(a1-6)Man(b1-Sp10,17.681975,12.9328,11.975325
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-Sp10,16.194925,20.92775,8.18095
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,6.27765,5.7497,20.1551
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,14.9289,6.466775,12.59225
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,4.951425,6.0927,8.3008
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,11.298675,4.83965,22.122
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,27.78705,20.27295,27.0512
GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.322625,9.312,6.67065
Neu5Ac(a2-8)Neu5Ac(b1-Sp17,29.9633,24.3172,2.28925
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(b1-Sp8,1.29795,2.2892,8.274125
Neu5Gc(b2-6)Gal(b1-4)GlcNAc(a1-Sp8,25.201975,23.79715,20.083975
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,17.767,20.775475,5.54335
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,5.243425,10.839175,3.504425
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,9.915475,21.990475,8.4001
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,13.387,44.191375,8.427475
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",77.395625,72.6456,90.313325
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",16.45335,9.476825,2.1616
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,-4.25765,16.001025,6.02
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,14.16495,21.298575,32.766025
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-3.6434,-1.13105,7.5349
Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,23.457875,33.3374,6.2074
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,3.83915,-0.194225,8.713375
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.3528,-1.09045,2.45255
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,60.513975,56.581075,49.153775
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,31.043475,49.116025,21.217725
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.45055,11.1697,5.9186
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,11.2334,18.39225,4.222075
GlcNAc(a1-4)Gal(b1-3)GlcNAc(b1-Sp0,24.301825,13.760075,7.52015
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,37.3055,49.857975,42.9341
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,17.644675,26.291025,-0.57385
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.2276,4.3403,9.04775
GlcNAc(a1-4)Gal(b1-3)GalNAc(a1-Sp14,12.37365,2.4346,16.303775
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,1.8005,4.2975,15.368175
Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,7.54965,5.82855,4.016425
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,6.6799,7.644575,4.76545
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,12.8157,8.938,11.945725
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,-0.580575,8.43805,11.340675
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,4.614075,14.531075,2.6819
Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,18.64825,12.088275,15.470875
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,12.443125,30.88065,17.76685
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,2.736325,22.694025,-0.50385
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,4.0138,18.092225,4.95515
(6S)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,11.598125,15.385975,8.05255
KDN(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0,14.70405,20.94685,3.6297
KDN(a2-6)Gal(b1-4)GlcNAc(a1-Sp0,9.554725,12.3407,4.485975
KDN(a2-3)Gal(b1-4)Glc(a1-Sp0,4.638275,1.9565,7.097
KDN(a2-3)Gal(b1-3)GalNAc(a1-Sp14,27.55795,10.749825,10.8749
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,16.78,20.608475,33.84995
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,-0.900525,19.316425,87.902425
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNA(b1-Sp20,23.3188,21.521025,10.29875
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,938.3686,3978.57485,39131.913
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,15.673675,9.20745,6.090475
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,6.332775,22.719225,50.222475
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(a1-Sp21,-2.970525,-3.57685,4.59975
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,3.14535,7.295275,8.479975
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,3.75725,11.58145,13.944975
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,13.11395,8.196,35.174025
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,17.017825,10.55525,6.42345
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,2126.2012,14474.80835,38256.72838
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,-4.004625,11.058125,55.59485
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,8.416325,3.027025,16.57095
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,750.658575,6241.693975,37697.86325
Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,27.532075,38.835425,19.949675
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,10.592875,5.244225,7.639175
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,11.9881,21.948225,9.684475
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,62.1783,57.6143,26.8677
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,23.978575,29.759725,24.206
Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(a1-Sp0,3.641,-5.161625,1.225475
Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,2.748325,28.28835,0.928375
Gal(b1-3)GlcNac(b1-3)Gal(b1-4)GlcNac(b1-6)[Gal(b1-3)GlcNac(b1-3)]Gal(b1-4)Glc(b1-Sp0,11.721125,1.484275,9.21805
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,20.0941,7.576825,9.656425
Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,7.670425,13.700575,11.884575
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,8.90805,0.977425,0.280375
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,4.514725,1.820375,15.1901
Gal(b1-4)GlcNac(b1-6)[Gal(b1-4)GlcNac(b1-2)]Man(a1-6)[Gal(b1-4)GlcNac(b1-4)[Gal(b1-4)GlcNac(b1-2)]Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(b1-Sp21,4.0129,3.97435,32.342075
GlcNac(b1-2)Man(a1-6)[GlcNac(b1-4)[GlcNac(b1-2)]Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(a1-Sp21,21.642975,16.954075,27.428925
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,22.589225,9.549875,6.4079
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,6.549575,17.07595,8.71635
Gal(b1-3)GlcNAc(b1-3)GalNAc(a1-Sp14,4.5816,4.808875,9.665325
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,130.88885,141.42495,111.137775
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,11.230425,-2.814275,20.07225
Gal(a1-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp19,20.407825,54.1171,1435.1497
Gal(a1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp19,-30.644675,-31.358025,104.112125
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp19,-2.855,-0.116525,-0.48235
GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,0.3963,2.89105,9.427075
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,-0.0643,13.0875,6.8853
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)GalNAc(a1-Sp14,10.13575,0.484475,9.76495
Fuc(a1-2)Gal(b1-4)GlcNac(b1-3)GalNac(a1-Sp14,24.2079,26.890425,17.69605
Gal(b1-4)[Fuc(a1-3)]GlcNac(b1-3)GalNac(a1-Sp14,19.622375,59.777475,11.43445
GalNac(a1-3)GalNac(b1-3)Gal(a1-4)Gal(b1-4)GlcNac(b1-Sp0,16.3843,13.912975,17.4707
Gal(a1-4)Gal(b1-3)GlcNac(b1-2)Man(a1-6)[Gal(a1-4)Gal(b1-3)GlcNac(b1-2)Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(b1-Sp19,6.1685,1.84245,16.309525
Gal(a1-4)Gal(b1-4)GlcNac(b1-2)Man(a1-6)[Gal(a1-4)Gal(b1-4)GlcNac(b1-2)Man(a1-3)]Man(b1-4)GlcNac(b1-4)GlcNac(b1-Sp24,31.0518,51.975975,20.606775
Gal(a1-3)Gal(b1-4)GlcNac(b1-3)GalNac(a1-Sp14,272.028775,2261.46605,38003.6155
Gal(b1-3)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0,1.600725,12.05305,7.1205
Gal(b1-3)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0,12.217,8.63855,0.7518
GalNAc(b1-3)Gal(a1-6)Gal(b1-4)Glc(b1-Sp8,26.919375,15.847375,5.97845
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp21,22.190125,186.995975,4179.5075
Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-6)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,6.7504,4.68415,5.755925
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,11.061675,13.3327,12.674725
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,14.34905,15.7163,14.80605
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,917.84875,6982.0504,34875.96588
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,2.166225,6.69725,17.021
GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,9.623075,8.143975,5.159125
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,48.9213,60.461175,32.24245
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,27.0889,20.893725,12.158375
