IUPAC,WGA 0.01ug,WGA 0.1ug/ml,WGA 1ug/ml,WGA 10ug/ml,WGA 100ug/ml
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,16.30595,60.81165,44.99295,68.1895,328.76445
Man(a1-6)[Man(a1-3)]Man(a1-Sp9,26.864325,12.9615,5.3619,17.49155,79.3221
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-Sp9,17.2595,-2.834425,26.43845,5.347225,23.9724
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,82.90525,124.62045,289.527325,4786.453825,8038.5063
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.080325,8.576375,24.78495,1081.4213,4985.471075
Man(b1-4)GlcNAc(b1-Sp0,3.0621,4.455525,14.904075,11.350425,58.422475
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.71555,6.00175,5.01425,19.312225,46.8685
(3S)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,5.982725,0.832125,4.03215,22.1273,332.64155
Fuc(a1-2)(6S)Gal(b1-4)GlcNAc(b1-Sp0,14.206925,6.689175,8.57695,24.650275,313.228625
Fuc(a1-2)Gal(b1-4)(6S)GlcNAc(b1-Sp8,23.28785,57.824975,2888.5182,8409.360475,22966.62005
Fuc(a1-2)(6S)Gal(b1-4)(6S)Glc(b1-Sp0,15.122775,0.85055,19.68655,0.266125,93.7066
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp8,5.6577,15.48285,120.3051,898.760425,11252.27963
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp14,4.185525,2.46555,-4.616775,4.570225,5476.939275
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,23.767875,42.731425,14.903975,6.9525,315.7241
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,45.823675,21.447225,43.1986,67.433775,294.6596
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,11.37275,4.49125,2.8866,1.194375,24.961625
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,10.444775,7.198,13.76405,7.879625,159.261475
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a1-Sp8,3.977225,16.498825,13.474575,4.620725,11.905325
Neu5Ac(a2-3)(6S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,2.26095,-1.90015,7.949375,5.847525,2733.799875
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp0,13.948625,4.291275,7.496025,22.8725,713.96755
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp8,10.76505,7.204675,25.086,871.1605,9992.14845
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,9.356,10.68525,6.924625,3.83985,33.139375
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,47.366325,-4.37705,2.652525,30.357775,1564.898025
Neu5Ac(a2-6)[Neu5Ac(a2-3)]GalNAc(a1-Sp8,8.6866,0.600575,17.073975,18.017425,42.74565
Neu5Ac(a2-3)GalNAc(a1-Sp8,8.484925,3.8035,0.051975,0.781475,19.0238
Neu5Ac(a2-3)GalNAc(b1-4)GlcNAc(b1-Sp0,-0.862275,69.827725,1605.725675,14804.7139,20214.09025
Neu5Ac(a2-3)Gal(b1-3)(6S)GlcNAc(a1-Sp8,49.3899,29.5119,78.403075,479.267,2247.815825
Neu5Ac(a2-3)Gal(b1-3)[ Fuc(a1-4)]GlcNAc(b1-Sp8,2.199425,0.05115,34.6443,686.458475,7836.297825
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,14.755025,70.38215,176.711225,703.9876,4238.337375
Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-3)Gal(b1-3)]GlcNAc(b1-Sp8,7.421225,30.14835,367.339225,1202.690875,9565.8753
Neu5Ac(a2-3)Gal(b1-3)(6S)GalNAc(a1-Sp8,13.171525,34.5161,530.509075,1508.286425,10289.62078
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp8,23.151675,9.594625,54.09475,643.988875,9141.55755
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,27.538425,131.323075,274.8919,412.381475,2077.09455
Neu5Ac(a2-3)Gal(b1-Sp8,7.5848,7.940275,17.048725,15.166325,671.184075
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,11.110375,6.5575,23.518075,203.614375,2861.568375
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,67.375725,4623.98155,24321.11618,31293.74898,35238.28183
Fuc(a1-2)(6S)Gal(b1-4)Glc(b1-Sp0,10.566125,0.288025,14.942175,-3.148825,53.611875
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,14.118175,6.897075,43.976,701.314325,10024.07975
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp8,6.936075,18.32985,500.5816,2243.748475,15020.84218
Neu5Ac(a2-3)Gal(b1-4)(6S)GlcNAc(b1-Sp8,58.210575,1954.69975,10308.61998,23571.7838,26465.85728
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,29.3878,7.28555,6.209425,9.664175,489.882875
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,15.3553,8.233,7.87545,19.15775,3404.949575
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.465575,55.01605,-2.246875,994.304275,488.1793
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,7.6519,0.295725,158.35165,1174.931075,11536.25095
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-Sp8,6.709925,-1.607625,9.045975,26.625575,1444.76525
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,14.6446,2477.3539,10430.7432,19879.3743,22239.91543
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,81.0048,7952.297,31541.4146,35700.15668,37465.44202
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,22.6527,2487.57405,11745.0801,23007.69155,28875.55102
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,23.86745,3818.840775,16423.4384,32213.9984,28121.47725
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,32.102725,3819.7059,20767.93757,35794.52253,34224.25877
Fuc(a1-2)Gal(b1-4)(6S)Glc(b1-Sp0,15.9456,17.798075,11.896575,14.564725,79.226075
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,26.1146,-0.012575,15.967525,68.03285,804.87865
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp8,3.45595,9.809225,12.254475,24.255925,516.653925
Neu5Ac(a2-6)GalNAc(a1-Sp8,11.898225,55.103675,1095.218325,2832.287075,6368.47755
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp0,404.776575,8541.2903,30694.11853,30160.85745,30573.70528
Neu5Ac(a2-6)Gal(b1-4)(6S)GlcNAc(b1-Sp8,13.113975,9.0722,20.6234,11.23935,171.196425
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,0.6673,5.8847,18.713025,31.550825,91.739125
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp8,13.088525,4.6802,3.49435,9.7512,63.72085
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.62365,7.372625,20.52565,12.801725,118.985575
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.010475,9.1615,2733.70045,29047.96068,37626.47745
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp0,14.875,12.0387,10.0121,28.7899,611.692725
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp8,27.071,22.584225,26.829325,15.22875,126.133075
Neu5Ac(a2-6)Gal(b1-Sp8,9.2867,16.29095,44.813325,42.088575,145.5271
Neu5Ac(a2-8)Neu5Ac(a1-Sp8,22.428425,22.20885,13.02835,29.12505,98.365025
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,6.517625,-4.7596,-1.04045,1.70495,12.438525
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,9.091125,3.5123,7.08925,15.527625,11.8558
Neu5Ac(b2-6)GalNAc(a1-Sp8,54.946375,2470.305425,10526.06035,17115.14272,23282.83175
Neu5Ac(b2-6)Gal(b1-4)GlcNAc(b1-Sp8,3.134325,1.5262,7.48295,5.2821,32.4746
Neu5Gc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,16.7927,3.23035,7.1493,17.29715,35.94665
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,5.9438,7.262175,18.75575,20.6202,12.809275
Neu5Gc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,13.9515,1.138975,10.310675,77.043725,727.127775
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,8.10755,10.285225,379.687225,8640.01865,20890.4564
Neu5Gc(a2-3)Gal(b1-4)Glc(b1-Sp0,17.156225,10.916075,8.919525,6.2018,22.910725
Neu5Gc(a2-6)GalNAc(a1-Sp0,7.845825,14.3867,530.986175,3054.304725,7987.395875
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,14.034475,7.315975,6.781075,13.09985,107.858
Neu5Gc(a1-Sp8,18.480575,3.950975,18.19825,36.278175,38.664125
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,5.703275,-2.4834,50.742425,245.160725,1655.8061
Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,27.5171,17.848575,4.14985,18.482275,81.381875
Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp0 ,29.78995,9.72105,23.494525,47.285,139.8647
Gal(b1-4)[Fuc(a1-3)](6S)Glc(b1-Sp0,24.9903,20.2604,16.6667,25.202475,123.9157
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,16.342875,20.804875,2.732275,21.056625,73.10905
Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,14.174975,4.58835,8.224475,30.6843,1860.1086
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,3.411975,7.457375,63.560175,644.72225,8035.039725
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,5.5048,5.321975,244.58665,1804.16875,8747.60795
4S(3S)Gal(b1-4)GlcNAc(b1-Sp0,7.5257,305.468925,7681.765625,23399.14403,29883.54948
(6S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,7.765675,24.121575,20.73335,48.21255,1214.30475
(6P)Glc(b1-Sp10,11.853275,48.615525,103.52765,184.89295,258.087175
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,35.715975,23.61585,36.833425,21.569075,236.3812
Gal(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,21.4598,23.61975,16.70365,715.670575,1245.5873
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.1193,5.817,137.410925,8440.39035,24648.59995
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,8.21285,22.6782,445.75095,11857.3914,28612.6341
GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,215.6647,7431.471975,35223.92002,35245.74105,39082.91935
Gal(b1-4)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0,10.24575,10.35405,4.3306,879.798725,1704.24795
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0,16.157075,1751.1587,24830.70745,35788.53553,41245.48635
GalNAc(b1-3)Gal(b1-Sp8,13.427725,10.1036,34.947325,37.6857,144.407625
GlcA(b1-3)GlcNAc(b1-Sp8,8.091675,-4.340675,6.3929,4.5051,25.16545
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,7.81435,6.104625,679.514425,15461.88718,22995.41908
GlcNAc(b1-3)Ma(n1-Sp10,9.910525,179.9396,669.96755,2115.32155,2719.266325
GlcNAc(b1-4)GlcNAc(b1-Sp10,469.130975,8455.93065,32264.87865,35155.71043,34702.38568
GlcNAc(b1-4)GlcNAc(b1-Sp12,434.96215,7936.29375,26937.54778,26435.5289,30753.4668
MurNAc(b1-4)GlcNAc(b1-Sp10,458.3347,7832.7135,27811.71317,30633.60618,32569.80863
Man(a1-6)Man(b1-Sp10,24.5051,7.928575,45.02975,92.32365,121.984325
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-Sp10,39.173925,9.4334,34.960725,32.931075,41.568275
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,16.52315,6.29945,7.01075,10.5516,84.882925
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,22.265425,8.98345,5.1316,6.08955,11.3488
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,6.7942,1358.91175,8822.129725,18088.1427,23156.80498
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,2.706875,914.413475,7252.977275,24953.14598,26913.21633
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,0.826625,3.030875,44.121325,12087.9354,37362.71015
GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.531,6.706125,72.876425,2694.151525,17752.5375
Neu5Ac(a2-8)Neu5Ac(b1-Sp17,5.0919,7.119475,16.6607,23.473675,45.484
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(b1-Sp8,6.93475,1.192425,3.956325,29.633675,712.454925
Neu5Gc(b2-6)Gal(b1-4)GlcNAc(a1-Sp8,9.0582,9.9195,12.665175,7.1602,46.3959
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,9.250875,31.982575,397.9538,7685.77455,23364.52315
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,47.748825,3246.17885,36947.41925,35424.84638,39333.4827
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,9.5745,117.75105,9003.618875,34338.0846,48070.82343
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,13.2958,19.3973,43.296775,2104.9692,7702.587725
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",39.289225,2641.151725,12323.81113,16373.66172,20317.03015
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",16.712425,91.545875,599.6093,2062.470225,11465.40167
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,17.4532,-8.59045,0.3311,-27.91675,-8.25805
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,11.4534,13.9154,21.491125,102.6226,1570.97305
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.377725,6.520475,1627.724375,24972.33943,34284.8556
Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,17.126975,1.68815,270.4566,9561.572025,17221.23215
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,9.26015,9.272,17.04545,191.949625,1646.48975
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,255.903625,6523.121175,35074.4756,35475.82953,37984.99555
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,64.98525,4267.677475,31813.17332,36142.71783,37304.2032
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,27.57915,16.0199,73.46935,44.679025,252.129925
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,496.35145,8947.467975,37842.2162,34471.48838,36082.94272
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,256.639875,4037.47765,12282.99422,30058.2222,9623.3756
GlcNAc(a1-4)Gal(b1-3)GlcNAc(b1-Sp0,291.75955,6105.903275,22143.54058,29867.8078,31345.19745
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,211.03705,5317.77645,26766.86238,39552.31565,23067.75453
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,236.079625,9837.16525,28442.2063,31033.7025,30752.2849
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,134.961825,4746.12635,20351.1455,37846.35912,30203.0046
GlcNAc(a1-4)Gal(b1-3)GalNAc(a1-Sp14,295.0191,7902.674625,26666.03098,33641.8267,31350.42695
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,4.911925,20.7732,14.258775,887.565175,13222.65895
Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,12.075375,6.6175,41.00335,2949.663625,17204.5375
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,9.414225,4.862475,32.2557,4.96475,336.983525
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,31.593,1819.15915,27202.05365,34381.54713,35691.59533
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,29.462625,4780.51025,35213.1753,39890.35778,36126.16317
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,6.64355,13.798725,16.73525,64.905025,997.902475
Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,23.0796,143.096125,2648.036875,14815.18673,19631.5538
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,4.00445,13.12565,36.309675,410.66555,1906.0088
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,3.131625,7.26765,11.198525,5610.85605,20944.3046
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,19.17515,19.360475,16.538275,888.2936,4170.965525
(6S)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,21.834725,2232.414,12612.62915,29895.0697,32478.91165
KDN(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0,26.512525,13.645325,12.11515,11.086875,97.904525
KDN(a2-6)Gal(b1-4)GlcNAc(a1-Sp0,9.3555,22.854375,9.60655,6.133525,28.04665
KDN(a2-3)Gal(b1-4)Glc(a1-Sp0,17.6709,13.330125,20.1964,18.91865,67.267725
KDN(a2-3)Gal(b1-3)GalNAc(a1-Sp14,17.794975,15.225625,25.4874,32.137875,77.631275
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,48.0323,94.82275,1165.775225,11190.37353,20008.78598
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,31.257125,46.389675,204.983775,3372.614175,18506.15583
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNA(b1-Sp20,42.892775,51.230725,66.280975,68.078875,174.95535
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,16.2564,14.8414,517.323475,12372.27483,32341.24928
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,2.168175,18.46715,8.283525,436.0315,11844.30947
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,75.0319,189.33205,185.4854,361.76895,1418.6678
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(a1-Sp21,115.7828,3773.1388,14186.35073,32642.0074,21044.94248
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,567.7847,10744.66673,31729.87278,33615.56693,38681.15075
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,10.52875,5.0933,18.82805,26.344725,106.8003
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,18.22865,34.903475,558.7812,8156.86,18225.22105
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,31.731375,2694.56915,13244.36143,30978.49645,46849.14725
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,12.566175,31.49625,395.89285,8741.72595,32327.33282
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,36.8108,49.8681,119.478425,100.65925,647.554325
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,5.16475,225.523575,3911.9685,13606.75487,22888.77227
