IUPAC,CTB 0.001ug/ml,CTB 0.01ug/ml,CTB 0.1ug/ml,CTB 1ug/ml,CTB 10ug/ml
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,70.12195,106.818425,58.28175,91.753725,102.868675
Man(b1-4)GlcNAc(b1-Sp0,140.56245,149.855175,48.398725,90.88145,68.7221
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,72.070675,73.832025,62.7889,-2.650575,65.44365
(3S)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,97.7149,104.3207,44.311525,84.23515,15.73785
Fuc(a1-2)(6S)Gal(b1-4)GlcNAc(b1-Sp0,61.538075,130.0628,52.242125,83.674925,63.9636
Fuc(a1-2)Gal(b1-4)(6S)GlcNAc(b1-Sp8,84.734075,62.510175,33.03555,45.537275,311.20285
Fuc(a1-2)(6S)Gal(b1-4)(6S)Glc(b1-Sp0,74.80225,41.16295,63.6819,114.0933,311.576375
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp8,-8.334675,-36.5969,38.0282,-37.289975,46.726075
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp14,27.828875,40.778775,24.434925,22.5208,162.65465
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,54.649025,67.1165,96.051325,51.915975,144.049375
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,138.553125,166.94915,196.583925,203.22845,160.6417
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,13.91825,31.535675,27.97795,53.03995,92.9886
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,44.528575,90.7447,30.797375,25.262575,86.73035
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a1-Sp8,14.799375,18.32905,99.436275,34.909625,85.276275
Neu5Ac(a2-3)(6S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,19.7686,-10.5476,39.5978,52.62045,36.536375
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp0,76.410325,47.54895,28.0757,66.524625,-20.747325
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp8,20.9284,42.79805,9.77695,88.1208,11.530875
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,76.4934,28.5128,32.08995,20.4404,82.472725
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,26.365375,50.575525,120.612875,82.1011,230.853
Neu5Ac(a2-6)[Neu5Ac(a2-3)]GalNAc(a1-Sp8,0.72745,130.7069,65.6408,-5.97835,-12.2212
Neu5Ac(a2-3)GalNAc(a1-Sp8,35.1194,94.566275,10.062825,34.562775,-22.930475
Neu5Ac(a2-3)GalNAc(b1-4)GlcNAc(b1-Sp0,31.73175,3.53215,35.24395,-21.976375,-15.0331
Neu5Ac(a2-3)Gal(b1-3)(6S)GlcNAc(a1-Sp8,177.930125,181.15125,181.039475,202.1113,247.153525
Neu5Ac(a2-3)Gal(b1-3)[ Fuc(a1-4)]GlcNAc(b1-Sp8,50.829075,5.22545,16.6216,-10.172725,8.782625
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,40.71795,79.8815,26.2118,13.04825,908.002575
Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-3)Gal(b1-3)]GlcNAc(b1-Sp8,7.24365,47.468425,14.5203,31.454075,110.25955
Neu5Ac(a2-3)Gal(b1-3)(6S)GalNAc(a1-Sp8,27.927675,15.1079,54.8838,72.1102,20.7901
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp8,25.955025,100.861275,16.82795,36.20025,18.447825
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,157.74225,122.5494,66.51875,99.1113,126.56185
Neu5Ac(a2-3)Gal(b1-Sp8,79.14835,78.25145,68.722775,126.6672,134.98575
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,137.4844,148.727,165.6729,166.2157,155.487425
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,21.766625,11.771075,6.062025,7.96855,55.95015
Fuc(a1-2)(6S)Gal(b1-4)Glc(b1-Sp0,106.048625,5.68295,90.013125,77.245975,85.453275
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,92.0722,115.6597,169.177975,173.522225,91.960925
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp8,17.196525,-11.76225,25.106475,19.44965,69.67215
Neu5Ac(a2-3)Gal(b1-4)(6S)GlcNAc(b1-Sp8,33.634025,28.7129,59.4674,-7.96125,153.857325
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,-14.9539,26.864325,4.909825,81.493125,23.230225
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,143.4882,229.040575,152.85215,695.32065,257.056775
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.5835,22.103075,7.2857,27.38415,63.544175
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,61.7167,107.541125,11.41205,56.6642,-11.138875
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-Sp8,36.691425,1.95035,18.954775,16.249425,693.970525
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,79.41505,105.03245,165.401925,217.4808,464.31895
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,39.142525,-5.6464,26.4693,-35.80925,-9.904175
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,22.9876,35.785575,37.73365,39.1646,-11.720125
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,29.91215,10.809375,79.45355,57.581925,109.873125
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-6.18315,-0.598175,30.9492,32.2067,678.375825
Fuc(a1-2)Gal(b1-4)(6S)Glc(b1-Sp0,61.415175,83.04215,219.14115,118.578,194.2468
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,163.764875,145.485875,114.039375,180.9101,431.233825
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp8,59.9234,146.164525,40.873475,165.31965,106.133725
Neu5Ac(a2-6)GalNAc(a1-Sp8,38.2326,67.5693,37.160225,47.9841,61.1072
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp0,36.15775,-11.347825,68.988775,49.458925,26.06265
Neu5Ac(a2-6)Gal(b1-4)(6S)GlcNAc(b1-Sp8,46.39805,54.234175,55.27455,77.511975,32.826225
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,33.418125,135.4797,54.64875,38.339875,160.7845
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp8,12.103675,26.618325,56.76585,42.13165,28.817225
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,96.9805,106.11585,106.34375,51.140275,113.735975
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-4.913275,37.445025,60.50135,26.49375,35.270025
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp0,20.142075,95.29575,125.748075,44.407725,46.78745
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp8,145.755,141.988075,89.642725,54.947075,141.2937
Neu5Ac(a2-6)Gal(b1-Sp8,90.499,68.74755,46.554425,57.5776,55.75835
Neu5Ac(a2-8)Neu5Ac(a1-Sp8,64.427975,44.48215,55.985175,84.786175,73.1872
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,52.5645,30.76365,28.809325,97.398975,34.6619
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,52.653025,97.934125,57.3664,92.010625,48.72285
Neu5Ac(b2-6)GalNAc(a1-Sp8,43.773125,147.72495,49.6509,92.2369,39.263975
Neu5Ac(b2-6)Gal(b1-4)GlcNAc(b1-Sp8,46.656825,35.4372,47.785725,47.005375,59.344475
Neu5Gc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,119.081,125.02065,89.412225,127.861575,230.0285
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,51.178275,132.0647,83.3839,127.413425,175.5142
Neu5Gc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,65.39805,8.938825,91.800575,34.196075,78.08945
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,21.922275,38.659,12.5162,48.922675,141.65655
Neu5Gc(a2-3)Gal(b1-4)Glc(b1-Sp0,170.74335,132.322225,114.941075,102.472975,114.069125
Neu5Gc(a2-6)GalNAc(a1-Sp0,44.427,87.211425,41.028525,95.156975,79.60105
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,163.951,184.5326,98.144625,131.839625,81.65065
Neu5Gc(a1-Sp8,39.5763,103.289925,30.55195,116.0404,56.96305
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,41.720825,0.8132,103.775725,12.104675,75.108625
Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,45.258275,12.42065,72.932575,12.36555,57.2419
Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp0 ,175.06975,206.527575,129.19155,115.187125,264.117175
Gal(b1-4)[Fuc(a1-3)](6S)Glc(b1-Sp0,177.0972,191.053575,137.187025,173.710125,312.778575
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,90.930525,148.2697,151.491025,83.76515,159.80705
Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,50.664825,38.19455,54.724725,101.1895,22.151925
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,36.2357,16.113425,80.466875,92.525025,138.371125
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,32.05,-15.79655,-9.952675,50.9742,5.5165
4S(3S)Gal(b1-4)GlcNAc(b1-Sp0,43.3919,15.666025,78.6932,26.446725,120.8971
(6S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,0.78605,15.6659,60.118425,-0.3547,-0.626375
(6P)Glc(b1-Sp10,85.5636,98.792225,77.869075,55.108925,62.63775
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,172.547675,218.764825,124.914,213.090625,179.29095
Gal(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,89.53175,116.9377,36.3329,100.227075,317.69895
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,25.0711,9.008975,47.278075,19.671325,47.0027
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,31.1105,26.9279,54.9722,10.1369,18.608275
GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,25.423175,48.713775,32.46315,26.96645,25.4104
Gal(b1-4)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0,48.5237,28.980375,16.359575,44.618175,135.247975
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0,64.164175,8.2172,45.61915,6.950175,36.903475
GalNAc(b1-3)Gal(b1-Sp8,139.54495,64.78145,31.184575,62.531325,28.19595
GlcA(b1-3)GlcNAc(b1-Sp8,59.32695,69.5361,32.404425,92.7848,86.7006
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,63.7801,28.006125,53.9533,136.8966,16.065825
GlcNAc(b1-3)Ma(n1-Sp10,19.75905,66.379775,39.44665,78.572925,75.7127
GlcNAc(b1-4)GlcNAc(b1-Sp10,62.901075,41.473525,84.9811,108.7253,3.24485
GlcNAc(b1-4)GlcNAc(b1-Sp12,22.6188,43.57755,13.96085,30.2542,184.36155
MurNAc(b1-4)GlcNAc(b1-Sp10,16.86825,-15.70585,-6.444775,54.245475,41.947825
Man(a1-6)Man(b1-Sp10,129.7254,186.180875,81.82055,357.8892,530.8102
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-Sp10,116.901725,140.355425,57.601475,171.2774,94.1428
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,68.99395,61.5524,32.98885,26.201325,84.06055
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,16.9484,62.333975,26.541025,109.615425,0.29785
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,-11.814775,66.12095,65.85655,-9.560925,74.398275
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,44.706775,33.37985,24.77605,49.47405,13.146225
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,18.834925,56.12495,36.815925,5.7224,35.55865
GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,38.807575,5.362525,-0.17195,-9.99605,8.198775
Neu5Ac(a2-8)Neu5Ac(b1-Sp17,19.624525,-3.7349,69.449575,39.762175,75.0632
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(b1-Sp8,80.624625,27.77095,32.306375,18.75495,62.800675
Neu5Gc(b2-6)Gal(b1-4)GlcNAc(a1-Sp8,49.3637,222.560675,35.229025,138.673125,122.633725
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,144.7221,67.5337,88.96285,145.199325,190.8713
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-1.819225,31.151925,37.726225,-5.453375,24.130525
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,82.68975,53.447,42.37555,29.399225,124.5043
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,47.728075,36.169825,39.398375,87.38015,155.589825
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",214.32915,165.456,211.95695,253.3379,197.537225
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",6.873425,20.41655,21.14775,31.067675,104.411
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,13.2555,25.966125,33.254175,22.41565,159.9102
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,114.986675,103.75655,83.415425,92.08155,73.36625
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,26.229225,-13.96675,4.670675,-66.30095,8.1287
Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,20.730575,60.5171,46.9768,110.513025,68.158675
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,7.894975,120.8095,61.4922,55.902525,51.39835
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,45.55885,42.925725,22.6675,0.852025,6.434525
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,142.613275,298.2475,128.965125,90.407475,190.91825
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,208.6098,184.70255,187.1383,220.345475,260.05525
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,11.422475,85.33045,22.04615,86.6913,124.310075
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,54.3535,62.484675,80.560575,68.682625,61.802375
GlcNAc(a1-4)Gal(b1-3)GlcNAc(b1-Sp0,110.68895,30.0859,41.38,67.927525,52.4951
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,27.552225,24.981075,18.796,92.119275,28.79025
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,121.310175,117.27485,114.509375,129.99015,248.912675
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.313475,-2.902575,92.336975,22.99905,96.166075
GlcNAc(a1-4)Gal(b1-3)GalNAc(a1-Sp14,65.232325,52.608425,57.952575,232.50885,133.618525
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,57.217375,29.168275,50.0223,23.725625,62.8638
Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,5.206,34.959925,37.14005,1.747625,25.2765
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,33.4875,50.10635,6.38385,40.8607,35.426525
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,158.75365,25.755125,17.4354,56.288025,61.646025
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,41.091,81.30735,-1.379425,81.717625,139.280725
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,13.707475,50.2301,101.672875,36.0192,112.98785
Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,55.996,54.139975,90.774725,59.610625,104.205425
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,99.177375,101.83245,45.85845,91.829175,120.87895
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,132.22705,159.653375,159.143075,111.755675,113.498825
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,97.54285,363.4521,85.2898,69.9065,122.0038
(6S)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,66.526025,116.85275,31.03925,86.2849,51.03455
KDN(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0,126.70105,67.550375,35.636325,115.522275,158.6308
KDN(a2-6)Gal(b1-4)GlcNAc(a1-Sp0,70.803175,113.656275,92.39565,116.3071,68.331625
KDN(a2-3)Gal(b1-4)Glc(a1-Sp0,71.476025,151.1242,55.183475,50.7486,199.439625
KDN(a2-3)Gal(b1-3)GalNAc(a1-Sp14,90.152,167.394925,143.881675,115.33835,955.380525
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,273.18985,325.65625,228.8441,378.603825,290.09065
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,153.2987,228.47505,174.4753,187.149275,316.578575
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNA(b1-Sp20,267.312725,495.971325,339.205725,376.821025,413.0703
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,112.07,129.1009,25.5031,115.40815,88.14675
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,28.9387,63.738875,30.720075,17.128775,65.14925
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,220.556125,324.462625,336.199125,262.00465,365.3652
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(a1-Sp21,18.62165,-12.744625,4.7464,33.01835,124.532
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,16.09385,-11.891475,31.57685,72.555875,19.310575
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,65.497475,60.4663,55.43615,78.934225,61.754875
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,86.3478,52.729175,73.105225,107.89185,117.546675
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,109.859275,91.609025,77.6252,235.954775,176.911525
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,71.543825,255.233575,136.69845,131.201975,165.48555
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,287.843275,335.937075,136.017875,184.91495,315.001725
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,300.13735,84.041425,52.930125,77.082575,88.3425
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,94.429875,59.3413,55.54615,138.94645,1012.20375
Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,387.80295,336.341825,402.031725,326.6733,300.7572
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,-0.09595,95.1895,33.70845,41.912925,155.0416
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,80.5324,43.023275,75.08765,98.278375,74.79165
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,237.95915,276.89335,186.412375,274.761825,312.305775
