IUPAC,PTL-I (0.1ug/ml),PTL-I (1ug/ml),PTL-I (10ug/ml),PTL-I (100ug/ml)
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,10.53185,9.086375000000002,17.710950000000004,23.952825
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,18.25697500000001,10.377274999999996,12.081599999999998,16.349425000000004
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,8.534374999999994,17.60355,14.176875,17.878949999999996
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,27.305550000000004,17.842275,17.054425,12.400775000000005
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,16.9822,-0.5760500000000022,24.156775,9.37175
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,18.916925000000006,10.035925,14.932050000000006,23.088225
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,8.2231,19.958375000000004,14.701174999999996,18.507175
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,17.734425,16.621800000000004,28.142925,36.0249
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,40.625825000000006,38.59167500000001,59.60045,72.600375
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,15.85495,25.16117499999999,12.816200000000002,39.19415
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,12.872950000000005,9.80735,4.4525,5.788549999999999
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,10.48975,9.817325,3.2562249999999984,12.048775
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,9.840925000000004,10.442849999999998,13.82695,17.735024999999993
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,8.600675,3.942425,4.131324999999999,10.351649999999998
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,6.094850000000001,17.81335,10.79055,30.479575
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,26.9167,13.164875000000006,44.78254999999999,36.314975
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,20.616274999999995,29.035275,17.107575,30.52
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,16.268824999999996,6.04875,12.845999999999998,25.35992500000001
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,9.174725,10.5627,7.496750000000002,9.65485
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,32.46875,32.565275,21.97245,37.02575
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,20.789225,13.101525,17.533675,12.294375
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,23.016725,14.163374999999998,13.009075,47.07730000000001
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,1.7971249999999983,5.831075,16.885524999999998,5.73875
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,11.709375,5.177924999999999,9.68905,156.521525
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.4209249999999987,8.747324999999998,22.5118,250.76565
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,4.809725000000002,14.120499999999995,9.828624999999997,-2.244375
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,16.212074999999995,16.005849999999995,2.9822000000000006,32.85175000000004
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,9.205275,5.4545999999999975,16.553350000000002,7.3245749999999985
Fuc(a1-2)Gal(b1-Sp8,8.461374999999997,16.029424999999996,7.1076,22.0831
Fuc(a1-3)GlcNAc(b1-Sp8,5.598600000000001,8.403075,1.8896,-3.290700000000001
Fuc(a1-4)GlcNAc(b1-Sp8,15.0175,21.034875,21.72675000000001,5.409024999999996
Fuc(b1-3)GlcNAc(b1-Sp8,11.152124999999995,10.43765,13.1806,10.42805
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,532.500875,2357.8549250000005,9787.261374999998,28633.1425
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,82.307075,707.1415249999999,3620.898725,14380.519225
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,12.535575,14.877299999999998,30.17,5.6143
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,316.30125,1905.71215,8415.3532,26431.353049999994
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,305.544775,1934.59965,8252.064375,25604.6211
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,94.11005,663.4271249999998,4929.487175,18563.196925
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,7.423699999999997,13.262225000000004,14.431350000000005,12.126024999999995
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,17.284574999999997,427.85555,2304.627525,15120.272174999998
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,78.41577500000002,870.0356250000003,5190.526524999998,17534.1964
GalNAc(a1-3)GalNAc(b1-Sp8,10.296825000000002,21.34695,23.898175,727.818775
GalNAc(a1-3)Gal(b1-Sp8,26.9081,105.779325,541.411875,4987.042275
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,21.609625,8.183,16.280049999999996,6.3707999999999965
GalNAc(b1-3)GalNAc(a1-Sp8,16.2365,26.803275,20.855700000000006,8.365949999999998
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,23.415350000000004,23.100025,19.59915,13.525625
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,22.032725,40.550275,15.493000000000002,29.11815000000001
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,23.77157500000001,10.281174999999998,37.594150000000006,20.36085
GalNAc(b1-4)GlcNAc(b1-Sp0,8.315275,9.631175,10.378824999999997,5.398775000000002
GalNAc(b1-4)GlcNAc(b1-Sp8,10.109725,1.378174999999997,20.4109,24.2962
Gal(a1-2)Gal(b1-Sp8,16.917025000000002,2.0065000000000017,5.692424999999999,5.294249999999996
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,113.30165,717.450925,3285.626325,12531.2803
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,254.8272,1788.1581500000002,7731.0041,21017.56635
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,25.6721,28.269974999999995,36.36945,469.04645000000005
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,17.543574999999993,20.1402,206.74365,2150.9364749999995
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,19.324075,34.80515,444.4559,4677.715575
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,15.372324999999998,43.1799,124.27495000000002,1418.258175
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,10.450575,24.89402500000001,40.41885,482.66672499999993
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,24.34262499999999,75.36352500000002,326.16005000000007,3828.0695
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,15.435450000000005,44.1634,26.365625,36.37889999999999
Gal(a1-3)GalNAc(a1-Sp8,21.77140000000001,90.100775,221.96,2315.3619
Gal(a1-3)GalNAc(a1-Sp16,19.396725000000004,14.781599999999996,6.045075,17.047375000000002
Gal(a1-3)GalNAc(b1-Sp8,-0.8889749999999985,5.0627,2.021300000000002,1.2973750000000024
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,23.96535,12.081575000000004,22.575150000000008,31.662675
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,5.227599999999999,7.603849999999999,11.2405,11.450900000000004
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,7.006449999999999,8.3184,2.8462249999999987,28.18875
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,35.532549999999986,27.586900000000004,24.618075,34.71865
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,27.24837500000001,37.57795000000001,14.257724999999995,39.643225
Gal(a1-3)Gal(b1-Sp8,35.710475,26.005875,18.56415,53.45159999999999
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,18.48175,15.475525000000005,16.256825,29.261050000000008
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,4.287350000000002,17.6764,5.895375,25.895975
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,0.5518500000000017,28.87375,17.075075000000005,11.697024999999995
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,24.602075,16.998325,18.080775000000006,9.542099999999998
Gal(a1-4)GlcNAc(b1-Sp8,8.601125,2.3717750000000004,1.929425,10.875125000000002
Gal(a1-6)Glc(b1-Sp8,8.146175,5.774749999999999,7.779849999999998,15.373399999999993
Gal(b1-2)Gal(b1-Sp8,19.743550000000006,26.43295,3.556524999999999,12.370099999999995
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.6098750000000015,3.319825,12.77095,13.700225
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,21.84305,5.415925,13.715149999999998,7.491025
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,7.49315,3.0297500000000017,9.9135,15.08825
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,14.795649999999998,9.0766,3.705750000000002,34.44125
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,4.707324999999999,13.321725,11.29415,8.027274999999996
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,17.435974999999996,22.232625,16.693849999999998,11.208775
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,17.516424999999998,18.74515,23.569775,38.25315000000001
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,21.63645,11.146074999999998,4.915,19.95425
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,3.827675000000001,5.600224999999997,5.869150000000005,6.502775
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,0.6209999999999996,-2.93435,11.260499999999995,3.0089250000000005
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,6.0675750000000015,24.415275,15.916724999999996,10.3323
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,13.841075000000002,14.605674999999994,10.330925,0.4387749999999979
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,18.34025,5.627324999999999,8.613675000000004,25.23337500000001
Gal(b1-3)GalNAc(a1-Sp8,8.214649999999999,7.561875,4.678875,18.1508
Gal(b1-3)GalNAc(a1-Sp14,22.665575,13.121225,21.726575,34.153099999999995
Gal(b1-3)GalNAc(a1-Sp16,15.237399999999996,12.864725,7.114875,20.547325
Gal(b1-3)GalNAc(b1-Sp8,9.998450000000002,27.156025,9.9835,35.01722499999998
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,15.1251,13.280274999999996,9.507149999999998,24.8229
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,14.607599999999998,11.388099999999993,7.071800000000001,23.298625
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,27.927025,17.206875,3.8223000000000016,28.9556
Gal(b1-3)Gal(b1-Sp8,9.455475000000002,10.99395,9.18085,6.8147249999999975
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.568700000000002,6.9181750000000015,0.3122750000000005,-1.603225
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,17.603724999999994,30.619249999999994,8.187050000000001,19.50785
Gal(b1-3)GlcNAc(b1-Sp0,12.572025,8.070324999999997,9.942625,8.982675000000002
Gal(b1-3)GlcNAc(b1-Sp8,13.701400000000005,19.042199999999987,12.346424999999998,18.515100000000004
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.745575,13.5075,14.48125,24.899125000000005
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,22.848025,12.822625,2.0748250000000006,10.7011
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,22.714675,7.914624999999997,17.157700000000002,20.920725000000004
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,13.4943,32.8895,34.457775000000005,17.0125
Gal(b1-4)(6S)Glc(b1-Sp0,25.13695000000001,16.084624999999996,5.775024999999999,6.71045
Gal(b1-4)(6S)Glc(b1-Sp8,10.745799999999996,10.14445,22.390300000000003,25.097424999999994
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,7.287600000000001,7.979650000000002,-0.19592499999999904,6.752825000000001
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,-2.1177,1.1653749999999985,2.8344250000000004,6.460100000000002
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,2.5851750000000013,10.780800000000005,9.43885,7.283325000000001
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,13.352574999999998,8.39105,7.020675000000002,17.174124999999997
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.081449999999998,7.110649999999998,14.435525000000005,20.1222
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,16.662075,11.23475,24.890699999999995,49.46277499999999
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,23.609,27.2233,15.002425,30.39885
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,6.9541999999999975,14.296274999999996,39.05815000000001,49.69657500000001
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,23.4103,31.6092,12.341550000000002,22.45300000000001
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,27.619775,25.916774999999994,18.5677,18.67555
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,3.7596999999999987,10.11685,12.104525,13.557899999999998
Gal(b1-4)GlcNAc(b1-Sp0,18.092650000000006,10.119625000000003,7.634699999999998,7.21805
Gal(b1-4)GlcNAc(b1-Sp8,14.170850000000002,6.239124999999998,1.58155,3.28125
Gal(b1-4)GlcNAc(b1-Sp23,5.203325,2.299275000000001,4.744700000000001,5.478575000000001
Gal(b1-4)Glc(b1-Sp0,8.045,6.1393499999999985,4.645099999999999,11.298275
Gal(b1-4)Glc(b1-Sp8,17.579725000000007,13.850650000000005,9.47255,20.210875
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,13.730375000000002,11.997224999999995,15.3475,20.766074999999994
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,21.282574999999994,23.367075,-3.1065250000000004,5.503475
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,14.780974999999998,28.643825,2.677925,35.5427
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,19.444950000000006,2.7327249999999985,5.633049999999999,27.596775
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,27.869000000000003,10.086225,14.422,30.053699999999992
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,5.802600000000003,27.36215,11.489324999999996,9.535600000000002
GlcNAc(b1-3)GalNAc(a1-Sp8,8.4506,6.584299999999999,19.163975,25.426775
GlcNAc(b1-3)GalNAc(a1-Sp14,12.37605,0.8277999999999999,8.1268,7.001875
GlcNAc(b1-3)Gal(b1-Sp8,4.734800000000002,3.3084749999999987,1.918125,3.8596000000000013
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,9.437124999999998,15.88315,21.466975,2.984049999999998
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,18.775425,6.881349999999998,17.52655,12.1694
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,9.3796,36.251,17.793874999999993,37.58165
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,-0.6110999999999986,7.953299999999999,14.498249999999995,31.243924999999994
GlcNAc(b1-4)(a1-MDPLys,16.624074999999998,7.1845500000000015,4.624025000000003,5.984025000000003
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,0.9999750000000012,12.409600000000005,6.805175,7.075250000000002
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,11.615775,15.224675000000005,4.09135,4.095274999999997
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,14.849325000000002,16.390300000000003,12.289825000000002,23.209375
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,28.1807,20.601075000000005,25.063775,12.300900000000004
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,9.0498,5.847399999999999,7.8581999999999965,27.35845
GlcNAc(b1-6)GalNAc(a1-Sp8,28.5699,14.359649999999995,-1.3696749999999982,42.03560000000002
GlcNAc(b1-6)GalNAc(a1-Sp14,13.917475,14.704674999999995,22.930350000000004,7.934950000000002
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,2.8075750000000035,2.4819499999999977,3.1347000000000005,7.923049999999996
Glc(a1-4)Glc(b1-Sp8,32.78345,21.327025,15.328975000000002,32.072124999999964
Glc(a1-4)Glc(a1-Sp8,4.5534500000000016,12.76405,3.09405,13.830475
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,10.719775000000002,20.471075000000006,1.05035,12.54165
Glc(b1-4)Glc(b1-Sp8,10.404175000000002,16.280775,11.142775,16.009275000000002
Glc(b1-6)Glc(b1-Sp8,10.618625,6.2185000000000015,-1.5123999999999975,16.43515
G-ol(a1-Sp8,21.034575,19.967175,26.0315,15.925524999999995
GlcA(a1-Sp8,30.27887500000001,14.771375,42.97857499999999,32.19942500000001
GlcA(b1-Sp8,47.0707,52.71675,42.242325,37.37657500000001
GlcA(b1-3)Gal(b1-Sp8,32.88289999999999,34.468025,21.217650000000006,36.02102499999999
GlcA(b1-6)Gal(b1-Sp8,17.284575,27.193475,28.894675000000003,5.449875000000002
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,4.246300000000003,3.7091499999999993,11.753825,14.974875
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,18.348825,8.804324999999997,10.263800000000002,19.968299999999992
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,8.683075,3.273975,8.3022,2.5154499999999995
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,10.610924999999996,17.3818,0.6387249999999991,4.310825000000002
Man(a1-2)Man(a1-3)Man(a1-Sp9,8.147649999999997,32.523325,6.656600000000001,6.801275
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,5.7242250000000015,15.66275,9.319800000000004,9.925025000000003
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,20.210175000000003,5.281774999999998,16.32375,31.65475
