IUPAC,WGA 0.01ug,WGA 0.1ug/ml,WGA 1ug/ml,WGA 10ug/ml,WGA 100ug/ml
GlcA(a1-Sp8,10.20485283,3.126171329,10.45053847,21.56456875,20.22227344
GlcA(b1-Sp8,17.11003665,35.61945912,30.84533399,20.14989387,30.91464877
GlcA(b1-3)Gal(b1-Sp8,13.18332448,6.173472719,14.53089145,2.305253488,32.65887537
GlcA(b1-6)Gal(b1-Sp8,23.99657977,8.514274981,22.78662857,1.89422719,17.74583161
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,4.315349225,4.057229893,12.95976233,10.64676492,32.25774903
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,8.220413883,7.023139244,7.15121898,221.9636364,1058.869861
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,3.785039228,6.977386923,13.99841548,8.239106269,16.81406574
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,7.931350067,14.82390793,7.059916034,2.732096677,6.114391589
Man(a1-2)Man(a1-3)Man(a1-Sp9,1.632632925,5.347264669,10.46378986,9.259982349,15.82361776
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,4.034081213,4.566455116,8.597530205,19.40621686,604.0195509
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,8.875638666,24.59185027,11.96051532,485.341945,375.1738711
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,10.96580064,15.19237368,16.75936806,14.19959021,153.7857346
Man(a1-6)[Man(a1-3)]Man(a1-Sp9,12.60584994,14.7226679,8.614796503,20.89883938,6.613523122
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-Sp9,12.67546042,13.34438068,25.71633418,5.614406753,18.29299569
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,25.61730215,33.67522474,25.98060892,523.6995747,364.0018307
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.160110108,5.885786171,3.986678009,105.9846812,1087.124776
Man(b1-4)GlcNAc(b1-Sp0,2.710665992,2.866090037,8.831124831,16.97459962,21.31799862
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.753175731,7.617749983,4.959313155,20.85923466,29.11196572
(3S)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,6.762795158,4.217330903,4.787673854,12.3105386,59.58236366
Fuc(a1-2)(6S)Gal(b1-4)GlcNAc(b1-Sp0,2.230008468,6.898951168,4.421246892,17.66894897,77.06091121
Fuc(a1-2)Gal(b1-4)(6S)GlcNAc(b1-Sp8,15.76961433,22.11262131,247.1674073,2142.854139,365.3063623
Fuc(a1-2)(6S)Gal(b1-4)(6S)Glc(b1-Sp0,21.95640196,2.687729319,16.60934823,1.856200863,55.68310055
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp8,9.213353142,12.81739403,98.40942792,396.067441,2732.607292
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp14,2.90633367,2.993538237,2.699255844,20.31576509,1043.858392
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,18.3138282,8.919515574,16.23779553,12.18334604,346.2300323
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,16.51610208,5.549198652,14.64226151,12.36516728,70.76520075
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,7.60970473,3.891432999,2.651221863,6.28240158,18.39956492
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,5.869005624,11.45859162,23.42325247,9.803677948,141.5259393
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a1-Sp8,8.891083602,10.47109672,13.27396707,4.025353532,3.372168055
Neu5Ac(a2-3)(6S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,2.738976593,2.110375748,6.875659353,4.03954419,408.1717813
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp0,5.811247788,11.33479889,2.239300183,8.27477478,224.4692679
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp8,13.29296818,5.044383258,10.28950969,221.6811155,985.7543163
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,5.985395245,11.2617424,11.79014473,3.539606235,7.58916965
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,48.11587402,5.532283525,3.178781979,4.806079362,90.50480236
Neu5Ac(a2-6)[Neu5Ac(a2-3)]GalNAc(a1-Sp8,7.36932826,10.43854801,14.4553978,9.86098065,20.78439629
Neu5Ac(a2-3)GalNAc(a1-Sp8,11.58413007,6.246559263,2.472349132,6.216828469,10.40280952
Neu5Ac(a2-3)GalNAc(b1-4)GlcNAc(b1-Sp0,7.83462372,23.01550126,258.1348743,1260.286971,561.251953
Neu5Ac(a2-3)Gal(b1-3)(6S)GlcNAc(a1-Sp8,20.99010543,5.722341843,10.32246635,164.8519536,263.4030861
Neu5Ac(a2-3)Gal(b1-3)[ Fuc(a1-4)]GlcNAc(b1-Sp8,4.028674666,2.678960685,25.762618,56.6245228,820.6915668
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,11.36415468,9.664448229,18.9100825,84.31225046,42.48290602
Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-3)Gal(b1-3)]GlcNAc(b1-Sp8,8.092969145,10.03504074,51.06986525,75.18959377,723.5882408
Neu5Ac(a2-3)Gal(b1-3)(6S)GalNAc(a1-Sp8,14.58230052,7.133466225,81.39248202,90.2012381,2078.849048
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp8,16.82735726,11.14149891,17.21573186,131.5171615,163.8765332
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,9.235605554,34.9267191,110.6358489,48.25334433,118.036192
Neu5Ac(a2-3)Gal(b1-Sp8,9.563973382,3.381632684,11.91690426,6.94359849,293.9857416
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,7.842979391,5.472684471,19.56105344,33.41467972,317.0435421
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,12.93554645,149.7157506,997.7803711,1010.626434,1173.324249
Fuc(a1-2)(6S)Gal(b1-4)Glc(b1-Sp0,20.80643558,4.039852818,12.83860857,3.216476056,48.41848169
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,4.299010512,12.37793014,26.42603534,198.7431534,710.1208736
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp8,6.08521324,20.82396113,71.1606305,205.4113502,1911.650649
Neu5Ac(a2-3)Gal(b1-4)(6S)GlcNAc(b1-Sp8,27.86186969,165.430226,2401.729698,2995.243227,1189.138634
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,29.19152746,14.0906031,3.110898573,0.969365674,82.7629069
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.506288874,8.006280105,7.748694809,6.200988971,344.5895185
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.565464435,20.84137929,4.079742862,71.23385069,108.9440736
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,4.475461543,2.949718158,39.46690782,112.6596727,1384.813831
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-Sp8,6.929155857,3.522829969,6.914099578,17.12608572,274.8875195
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,5.635108168,246.6373837,326.0855731,518.0061244,642.6357337
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,23.55184187,1819.531182,657.9747456,3057.215382,3076.421296
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,10.36505691,203.6327136,475.818237,1275.57279,1604.768797
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,12.38513732,181.1686465,1480.130737,3229.403756,1864.347565
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.833816632,250.3769223,726.6534782,1080.856368,1974.732901
Fuc(a1-2)Gal(b1-4)(6S)Glc(b1-Sp0,12.50421192,16.10505575,8.533308579,10.03395949,60.68785716
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,13.89838079,2.241597171,10.95139662,39.11328207,55.61239075
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp8,7.809678884,3.728583641,5.396231352,19.19915291,81.21820678
Neu5Ac(a2-6)GalNAc(a1-Sp8,10.22421393,17.96324587,119.6791511,351.5380675,487.8041611
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp0,20.53545809,219.7765749,908.2813916,1397.71969,1680.242979
Neu5Ac(a2-6)Gal(b1-4)(6S)GlcNAc(b1-Sp8,8.696325891,5.587734261,13.892444,16.73877645,60.72757927
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,4.107755094,4.187637096,13.74995144,11.40002307,31.36406064
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp8,6.800585423,11.28108935,6.254648805,5.553788172,54.66875375
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.435866882,3.639809054,8.920198224,7.526112242,64.68275481
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,2.678726957,3.29928897,61.34001703,699.5325044,2620.564653
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp0,11.71852957,11.49821594,7.970132085,20.60300352,94.3486357
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp8,13.58189947,6.571436307,16.08763221,5.701987497,51.43987555
Neu5Ac(a2-6)Gal(b1-Sp8,1.569297936,27.68847756,20.15869904,13.90602145,12.56134991
Neu5Ac(a2-8)Neu5Ac(a1-Sp8,14.06887426,19.43551215,11.54617186,20.20610024,35.81931151
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,11.84276705,7.488016792,5.169588745,6.405939159,10.93645623
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,3.947101755,0.747842069,3.766304573,5.351860181,10.65704518
Neu5Ac(b2-6)GalNAc(a1-Sp8,27.16332613,148.0066082,1461.573402,955.5974592,1518.275809
Neu5Ac(b2-6)Gal(b1-4)GlcNAc(b1-Sp8,2.556621757,3.898852571,6.745409905,6.619394146,26.84493248
Neu5Gc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,13.40643636,2.815738116,16.72966495,14.87373574,28.08672719
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,5.281250401,5.49578478,9.097529934,16.26114455,8.709492044
Neu5Gc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,15.05937612,3.552729445,4.892994644,7.851747649,70.02397738
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,5.244987754,15.45149177,33.55920615,961.6712585,3394.154735
Neu5Gc(a2-3)Gal(b1-4)Glc(b1-Sp0,10.0984654,7.976275592,11.09900682,9.057607176,13.72696127
Neu5Gc(a2-6)GalNAc(a1-Sp0,10.93256927,11.03652069,27.52813331,73.62404854,868.9230914
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,7.562852959,7.05583311,5.713724925,16.41972983,55.44928227
Neu5Gc(a1-Sp8,8.353625866,4.006485173,12.26114092,15.51579164,19.06732134
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,6.612175212,5.411222566,40.24423339,34.67608156,143.653312
Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,7.097408978,19.99666512,3.859830059,16.66375832,53.72965064
Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp0 ,11.70987457,7.559584285,13.94557776,11.80901221,64.01459944
Gal(b1-4)[Fuc(a1-3)](6S)Glc(b1-Sp0,13.43394209,10.39013147,20.63677711,9.877617338,37.23967947
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,11.14183397,17.53539819,5.940942417,10.08060574,19.46792156
Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,10.69997029,1.322552254,5.100645987,10.49601108,217.6001799
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,9.234060289,4.719383021,5.265252425,32.81200307,330.1086604
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,5.48847103,2.92619072,13.63901614,68.96954283,1304.382475
4S(3S)Gal(b1-4)GlcNAc(b1-Sp0,10.09058629,24.34726484,1087.530455,2937.373795,1904.626604
(6S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,11.0911652,18.5842086,24.26937194,27.28701399,280.1965579
(6P)Glc(b1-Sp10,7.908188873,21.73669626,33.60514641,60.18853228,49.5487066
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,19.7651038,8.168425193,30.76291488,13.53672025,95.27138097
Gal(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,9.18579067,6.826884906,15.12243662,31.0120894,356.1855537
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,2.076570419,5.063948701,12.32472774,1343.96817,1233.388416
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,3.5694953,13.36033102,54.71009976,692.6241383,1125.328525
GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,4.778052403,579.6737416,1412.859993,2305.842914,2230.75708
Gal(b1-4)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0,4.435988269,5.567186755,9.780127327,310.2034051,128.1891725
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0,11.5864649,117.1707166,775.612831,3054.812725,3878.391923
GalNAc(b1-3)Gal(b1-Sp8,2.002465241,9.9219167,19.68528717,23.17577405,29.62277367
GlcA(b1-3)GlcNAc(b1-Sp8,5.768913807,2.705240733,4.474518083,9.813896342,26.99406851
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,13.48076128,6.265420668,143.9494048,496.1968484,891.2012995
GlcNAc(b1-3)Ma(n1-Sp10,4.271384336,189.3268068,695.0466721,189.1627998,1566.587976
GlcNAc(b1-4)GlcNAc(b1-Sp10,64.66936554,807.9528034,682.4963357,944.9375783,1762.19147
GlcNAc(b1-4)GlcNAc(b1-Sp12,26.328802,479.2660188,811.0992413,2904.576156,1230.447263
MurNAc(b1-4)GlcNAc(b1-Sp10,47.19856556,526.0280864,423.2791439,977.1981361,3044.918223
Man(a1-6)Man(b1-Sp10,12.5706015,5.753249407,8.086282983,12.84977449,85.12466994
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-Sp10,35.45766068,11.6165549,3.121909084,12.8124178,22.76190685
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,14.10161373,6.218214864,2.562159509,4.707100212,83.36547007
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,13.51896849,9.228316396,3.322934911,3.213031686,10.10384292
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,5.251673085,498.3353436,1519.960964,2893.683915,1934.176999
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,2.262465103,50.74133596,522.7964406,3327.235429,3174.247567
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,1.939833012,7.288372868,9.58418537,450.4478904,5050.41775
GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,8.739459872,6.54865859,40.54784695,639.5036688,1064.332613
Neu5Ac(a2-8)Neu5Ac(b1-Sp17,3.154645677,2.800350301,13.57449933,17.57725139,20.22828981
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(b1-Sp8,2.74310703,3.679253807,8.183612248,12.49490746,171.2417175
Neu5Gc(b2-6)Gal(b1-4)GlcNAc(a1-Sp8,4.653576003,5.19359651,17.87418472,7.828202251,21.18976426
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,3.080946663,10.97035338,87.13989407,908.2304058,575.9239308
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,14.57141586,150.8436984,2043.302114,1520.560971,5036.778744
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,5.180716016,51.51198895,473.4936876,2002.838142,1949.383378
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,10.43876059,8.550723128,24.57012969,398.9648334,894.868433
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",18.99332078,579.9629695,4039.609851,1267.651694,1425.20125
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",12.89508865,46.73495311,37.83062937,160.3814014,1801.429976
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,9.45368149,5.841713791,22.94683707,8.055910396,10.5963585
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,3.705070612,4.006746333,12.10417415,35.40360193,71.47512349
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,6.363962954,7.639086141,220.1981416,3643.078205,2717.669925
Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,15.96420652,3.755320572,32.3179315,804.5154055,1306.653231
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,9.730000196,6.869901012,11.77629959,47.18389762,305.3811014
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,19.18104196,472.343324,2590.505893,2219.496814,2569.164285
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,23.13260532,675.8585672,5070.971228,2009.673705,2103.67754
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,6.984312897,11.81067085,10.21976099,23.63944013,130.7615592
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,14.72851274,1840.02166,2292.490084,1344.020723,2053.059677
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,49.0557743,182.0573758,1689.764363,1596.157556,1449.527536
GlcNAc(a1-4)Gal(b1-3)GlcNAc(b1-Sp0,10.744606,957.7144156,1584.858079,4525.81262,703.6894699
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,17.71602611,201.9800256,776.4900301,2678.469512,4243.441663
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,40.63281959,1181.852036,1707.55659,3544.343168,351.3608609
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,22.18005147,476.9249101,3434.43888,2569.982858,6198.761032
GlcNAc(a1-4)Gal(b1-3)GalNAc(a1-Sp14,20.45990795,619.8036725,2845.122983,2557.857016,1594.188716
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,9.120492488,10.25591886,14.60255071,182.5611571,759.661
Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,3.941337304,10.25915391,22.72624548,160.609705,889.6263285
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,13.21226365,3.124877259,20.51979526,8.41350005,223.5764065
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,9.831051381,177.6326032,1629.447111,2389.688574,1117.276965
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,13.33098118,263.2250957,3892.785204,3483.659833,496.8743106
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,12.89071235,11.33433887,8.436182746,21.51776361,516.8491235
Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,18.59856765,21.99358159,240.2159583,1424.581449,699.181245
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,3.452937743,7.888078941,8.20995423,81.23120338,282.4134195
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,1.723448621,16.84789245,10.30018452,333.4266831,2437.796322
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,14.97612861,5.814343515,5.357072717,57.92906203,854.0513095
(6S)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,23.55112868,201.9422282,1826.915147,2283.890663,2880.542394
KDN(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0,15.66378531,22.09542928,6.521353216,12.99095389,84.93658935
KDN(a2-6)Gal(b1-4)GlcNAc(a1-Sp0,5.259358536,6.077860814,10.13228696,5.766355673,44.12138437
KDN(a2-3)Gal(b1-4)Glc(a1-Sp0,6.669022002,3.539825832,5.320946428,4.308785962,25.32986225
KDN(a2-3)Gal(b1-3)GalNAc(a1-Sp14,2.210570102,9.553161854,15.42899047,13.44806067,42.06625653
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,13.04874645,24.57256415,72.66942226,468.7201949,534.8875301
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,12.68872171,7.821722499,47.60508944,524.6418688,785.1242387
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNA(b1-Sp20,14.6443573,16.16653631,19.12774874,24.06855127,101.1065774
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,9.209605498,8.447519117,139.1428336,302.5050422,779.3419316
