IUPAC,ECL 0.01ug/ml,ECL 0.5ug/ml,ECL 1ug/ml,ECL 5ug/ml,ECL 50ug/ml
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,6.480917922000001,7.32973146,10.5754388,9.735636097,10.72865747
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,3.2867019060000002,9.635445807,14.58665244,3.273097963,20.52345498
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,4.963902458,10.88311663,10.65983652,26.50109212,8.668389397999999
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,11.09773669,31.49086925,6.670179263,5.4832050720000005,36.670224499999996
GlcNAc(b1-3)GalNAc(a1-Sp8,28.75492395,11.72172409,11.54437042,35.466076,18.13557609
GlcNAc(b1-3)GalNAc(a1-Sp14,5.618156786,5.919510149,12.00574896,6.9229008310000015,9.588464927999999
GlcNAc(b1-3)Gal(b1-Sp8,3.8839397289999997,6.411095177999999,10.72121811,12.81887625,9.327641485
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.471391566,14.78595023,9.067503444,4.705068178,5.998738539
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,5.7626503410000005,14.53948775,7.939891788,6.0721395970000005,7.795311291
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,15.50803627,13.48787774,17.15348483,7.978787271,27.56488795
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,3.8265361660000003,12.32366765,9.354416463,5.562761567000001,6.727549817000001
GlcNAc(b1-4)(a1-MDPLys,24.33090824,5.351035186,4.982918949,7.765587347,13.93943281
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,9.804463712999999,11.64139928,5.20240014,6.23326967,7.549562579
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,8.876893836,11.64820627,7.79722882,5.404262266,10.64908364
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,6.380808292,8.269469307,9.85012852,22.343635600000002,14.107185999999999
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,5.179835673,5.458702135,5.3907537560000005,15.150916500000001,8.997287013
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,10.27395613,18.6578592,24.521372699999997,7.169673044,6.120999414
