IUPAC,TJA-I 0.1ug/ml,TJA-I 1ug/ml,TJA-I 10ug/ml,TJA-I 100ug/ml
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,3.2404750000000018,13.756550000000002,15.493799999999998,33.36805
Glc(b1-4)Glc(b1-Sp8,2.759375,9.382825000000002,14.521175000000005,29.806524999999993
Glc(b1-6)Glc(b1-Sp8,20.419825000000003,6.277025,9.867675000000002,24.886150000000004
G-ol(a1-Sp8,15.343475000000005,6.53975,4.034625,41.25149999999999
GlcA(a1-Sp8,14.13625,13.394050000000002,9.296774999999997,19.43582500000001
GlcA(b1-Sp8,62.41069999999999,92.328925,60.15652500000001,157.64512499999995
GlcA(b1-3)Gal(b1-Sp8,12.4388,6.538699999999999,11.279274999999998,16.289375
GlcA(b1-6)Gal(b1-Sp8,6.682,11.6785,25.76400000000001,66.42505
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,1.9603249999999992,11.654875,23.923775,11.116625
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,11.405024999999998,4.689049999999996,19.752475,14.7085
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,1.9452750000000003,5.2974250000000005,5.842875000000001,6.337925000000002
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,3.9459250000000026,15.925225000000005,11.5967,15.633400000000002
Man(a1-2)Man(a1-3)Man(a1-Sp9,17.475825,5.1562,21.277874999999995,10.72285
