IUPAC,STL (0.1ug/ml),STL (1ug/ml),STL (10ug/ml),STL (100ug/ml)
Gal(a1-Sp8,12.067523336901695,12.15214319406935,13.998134895138712,31.211325091102715
Glc(a1-Sp8,11.199901198485332,3.5555200710772703,4.521159637655664,15.319846250098815
Man(a1-Sp8,4.398973534341083,4.192838551625848,2.711337151511529,18.75720813705145
GalNAc(a1-Sp8,1.939359780099264,7.6693460794690145,3.736488246446564,12.02523997553341
GalNAc(a1-Sp15,13.04586467157952,7.7743010495585345,12.587604132737095,6.691185563859374
Fuc(a1-Sp8,4.7422547516099005,2.525022463761456,3.036180858688541,11.503603512233315
Fuc(a1-Sp9,5.672200397479503,4.832911811303132,11.239183622339594,14.622170578611081
Rha(a1-Sp8,7.043822758216356,6.983896122509266,9.896597148978367,26.25078959961649
Neu5Ac(a1-Sp8,3.6072250022235455,17.49633494687769,8.549386002904917,17.447796265311936
Neu5Ac(a1-Sp11,16.695441368828803,17.712950594292245,11.829347803767545,26.691958016273322
Neu5Ac(b1-Sp8,12.444679112107856,11.318514561254645,5.902043481922176,7.64865137017633
Gal(b1-Sp8,3.9788920752725137,11.145973883873939,60.45217309534183,18.460597265053565
Glc(b1-Sp8,5.903443102405023,2.7041603866388333,11.907839017043905,27.33681977472569
Man(b1-Sp8,3.29235826371714,14.058626898456332,13.118944124020295,23.491634030206733
GalNAc(b1-Sp8,5.3687283412834415,4.559877327571439,14.2511057447893,7.301205230645139
GlcNAc(b1-Sp0,11.938562601363133,5.401604104029347,12.068215545631974,5.989828456363938
GlcNAc(b1-Sp8,21.510391410819718,8.644608172101657,5.150055958272041,64.08097682596605
GlcN[Gc](b1-Sp8,8.532405890681325,2.6845042056215496,7.398628090114642,10.766398870057094
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp8,85.17856921398983,331.18745854281667,894.1078700303874,401.68374325969705
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp14,11.03790986570072,17.469173021163098,261.0898327137131,110.39955468617836
GlcNAc(b1-6)[GlcNAc(b1-4)][GlcNAc(b1-3)]GlcNAc(a1-Sp8,4.2726977624408065,3.688040310133101,5.385550972973887,22.22623445606189
6S(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,9.867923311754438,17.715676955077512,164.1286611199944,114.19002624681721
6S(3S)Gal(b1-4)GlcNAc(b1-Sp0,6.177561676678484,11.752122992038505,2.1649388744257614,91.29599601037641
(3S)Gal(b1-4)[Fuc(a1-3)](6S)Glc(a1-Sp0,7.113071920708162,14.2738042202026,9.767755293310726,6.966016220193534
(3S)Gal(b1-4)Glc(b1-Sp8,5.627644673321755,0.4018087055220371,9.99125073731179,7.2445830358505425
(3S)Gal(b1-4)(6S)Glc(b1-Sp0,6.358814458162255,14.657220807620153,12.472815486088132,8.549449236451725
(3S)Gal(b1-4)(6S)Glc(b1-Sp8,11.737079653353588,2.928635654333489,6.147572330264474,72.12474101014149
(3S)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,3.1310294723407854,4.858098254118239,7.4996951442486335,3.4845532945414948
(3S)Gal(b1-3)GalNAc(a1-Sp8,2.768161132713681,3.3547818035107264,6.987358010483412,8.913468067854799
(3S)Gal(b1-3)GlcNAc(b1-Sp0,7.946835700243629,10.005236916193768,2.2418849634106333,22.142278048772802
(3S)Gal(b1-3)GlcNAc(b1-Sp8,9.29314667357978,9.179802977007007,4.147279216144808,18.680389299365075
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0 ,2.6524125639060427,3.5135649901488466,31.22084086231514,60.21742408153807
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp8,4.744667466043677,2.9185486450174727,12.779569154807223,11.238281648417905
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,145.67950945394804,311.96035861447973,779.268392433544,749.2581365327776
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp8,111.68781777250572,883.2156599704497,4152.182260484535,1782.124317065109
(3S)Gal(b1-4)GlcNAc(b1-Sp0,134.7640665941893,587.8166558952287,4429.882054118191,2264.476960684749
(3S)Gal(b1-4)GlcNAc(b1-Sp8,56.67546396208636,677.6194846596006,485.09646496587135,821.488823701933
(3S)Gal(b1-Sp8,10.116179220272183,2.0668059109005283,15.048444843986376,5.565785945324033
(6S)(4S)Gal(b1-4)GlcNAc(b1-Sp0,5.298373336223108,6.4703308577820655,4.637441260993678,6.437883988288907
(4S)Gal(b1-4)GlcNAc(b1-Sp8,120.15703022948044,325.6786921137546,591.4655623633,1524.3522584146533
(6P)Man(a1-Sp8,6.459121294727327,4.156434503273209,2.1980192879044766,28.229367750329555
(6S)Gal(b1-4)Glc(b1-Sp0,16.407169964251406,4.708384966826028,3.3013889087271537,20.031128301616786
(6S)Gal(b1-4)Glc(b1-Sp8,5.918225172225764,13.325375756897055,3.212887892405624,12.779028533760565
(6S)Gal(b1-4)GlcNAc(b1-Sp8,6.982512563301742,7.107530249202832,146.05248812509018,71.56805426769155
(6S)Gal(b1-4)(6S)Glc(b1-Sp8,9.312215578251683,4.657574284252837,11.416778409392286,6.554270794426079
Neu5Ac(a2-3)(6S)Gal(b1-4)GlcNAc(b1-Sp8,2.58147514078676,5.5116205973530805,6.5513229468049525,53.994749418222725
(6S)GlcNAc(b1-Sp8,10.254963086070406,5.543983408089039,16.445284165655725,73.66308108901406
"Neu5,9Ac2(a1-Sp8",7.078708036781857,5.7809559736402525,6.278148369543363,3.4270275716233534
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",8.433779311939576,3.5967172166667045,12.010096178632374,41.722876282392384
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,10.29117809206021,46.23389760088606,218.82723773336983,190.06005134804352
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,21.752578913372744,229.12636719729613,466.1769756546336,289.9881969705557
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.540083851144417,6.982640382405492,47.00410457909479,152.65260949031745
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,11.719342399497789,3.911898923796469,48.52893409537525,189.29375557847473
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,24.23324764980267,4.6885360191997405,52.76031596639077,88.84659868276725
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,6.641867014125872,1.8217907991406008,14.461706048964837,63.96417645054017
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,10.271871076228841,1.679566456956479,12.014440969794093,33.44996596914065
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,13.958574815144987,7.192954847337309,72.71900985915946,95.69753818465452
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,13.674273900162545,14.721672956789481,15.476500980411133,54.453400535037616
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,3.641179004457181,8.21622034332089,10.012495222595604,66.29022181382895
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,3.647660956923899,3.761743598386255,10.803050424764304,151.2500679935168
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,10.742343645437279,11.30390734255933,4.1079304250031665,26.62224556888468
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,6.748200837939447,1.1236732602644337,2.253847017139074,5.082905833198827
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,3.714161500145985,2.3914948372653178,22.5092702287117,36.02272034900285
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,6.4095541256133135,4.544682859764071,2.3675565834491357,3.4627056274682126
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,5.28164691676123,5.816414263960217,6.589949707129778,5.1930111784975015
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,11.253418640425082,7.712316350919916,4.06452478403074,9.491269454038633
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,7.735491428905264,10.399533130706716,3.8606381890390438,30.555345182253586
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,3.948689905420112,2.8890253147327525,7.87039276714743,8.659491395524718
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,1.2555093017045578,5.261052163778647,12.703450773280725,5.436444786193767
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.049671717147781,3.3458705588630524,4.005328971403806,10.851157115679722
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.2084821255540663,5.619439216609321,4.873734835489783,21.228531173792177
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.654230093486001,9.180136272182096,4.855283843745244,45.75602192756524
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,5.938893103025743,3.3257875762742324,3.1110668709999465,12.428904355841933
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,178.52593025846886,271.4446713201522,524.8185342724812,1224.595409900753
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,150.65818204170202,169.7471799197926,602.7105483165284,1353.7373436578625
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,49.67391442077498,82.03288026198277,251.83831323108376,79.26061247620697
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,79.37890663482212,58.510073975423744,655.771494580732,729.3381238925481
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,7.607447248749082,2.079908452111937,11.3795982524282,3.1873301569129486
Fuc(a1-2)Gal(b1-Sp8,6.248563144168968,8.653833059931689,6.5668350106171145,13.044707499052384
Fuc(a1-3)GlcNAc(b1-Sp8,5.03602554004644,3.0882605971377064,143.1674596505202,69.40097665990845
Fuc(a1-4)GlcNAc(b1-Sp8,5.5840963443067455,7.441393103165113,113.50569857024792,36.92973831886695
Fuc(b1-3)GlcNAc(b1-Sp8,10.591854214245657,9.392530632546967,23.460317021639604,5.627128199179399
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,6.5770750472126345,2.8195938293484737,19.542630744861327,2.5704411592824563
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,6.277727882230423,6.725370854954138,21.90419866089225,21.10641580396818
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,6.2427226225822325,6.8818751269790885,6.196099402581169,19.94836027187865
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,109.53414868877942,171.25953183867028,228.24577566568203,614.3081529385204
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,87.03212273977046,152.3025884083815,1210.288885623489,1097.9909625405637
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,0.21904712392538173,5.852177614857588,3.8107789781093295,10.439537461137826
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,8.391489455146399,10.500526091423533,36.66969326909025,36.30415706380367
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,7.911735941624945,2.942176086391388,7.209166208550058,13.056180483970039
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,3.723548365023157,4.2952868414111744,9.570432432932858,8.920578741128091
GalNAc(a1-3)GalNAc(b1-Sp8,7.4891658994287535,5.065850097384119,5.657332159831762,2.9777373277932595
GalNAc(a1-3)Gal(b1-Sp8,10.716028403284492,3.7837620199126354,16.134506511899367,11.769805917119724
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,188.54892509166703,120.91103886541063,1277.2091121134324,1142.6045328052671
GalNAc(b1-3)GalNAc(a1-Sp8,16.472187613342868,2.597549322598753,25.621106159229164,25.655964941949467
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,7.6124314917552285,13.025221052602776,7.619721904100782,10.408026339641275
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,74.57524199778939,567.8625786824708,1098.6506130799685,1034.359881094495
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.6362895920852905,8.990889111761982,7.9402312650514055,26.007108565335965
GalNAc(b1-4)GlcNAc(b1-Sp0,157.55622169662553,358.13564458254166,1083.8167226812257,908.8022821978444
GalNAc(b1-4)GlcNAc(b1-Sp8,238.16190374295,994.52134630263,2481.4753773977914,1340.708371905073
Gal(a1-2)Gal(b1-Sp8,7.4357945835779224,2.3372857677228978,4.388782861929569,3.970590899349864
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,8.458089936071088,16.913948159310202,8.639563570912204,13.07808624184619
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,7.299664174467198,12.853271849092232,8.81466353087285,28.33714204659964
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.679420226568322,4.248795546191048,16.462048180866393,12.428394965394082
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,10.14833911058028,9.335310712334826,4.576062600369446,49.45257484205621
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,134.01828410201836,857.5682318366397,1221.919675134484,1352.8465319177342
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,5.560753753164521,2.8147754694350517,10.375002267108188,15.905908441493251
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,2.4985632624904017,9.296846978187457,4.6847091820090565,10.568547957816461
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,10.977238093133133,6.181109871414673,10.361851921029047,4.354226933586106
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,121.18273986423183,963.0749156959973,2106.553346257377,2948.582666849657
