IUPAC,PSA 0.1ug/ml,PSA 1ug/ml,PSA 10ug/ml,PSA 100ug/ml
Gal(a1-Sp8,7.026978740065558,12.06669720042177,6.139192788958492,17.251768543036412
Glc(a1-Sp8,3.356635888802958,22.767028787261623,5.825332250538723,14.444523203478642
Man(a1-Sp8,1.971769353271316,9.973067372804616,4.7053922238215184,6.908055721342072
GalNAc(a1-Sp8,13.952998654650063,11.141541443026039,2.357249576660636,38.15027243493814
GalNAc(a1-Sp15,9.437253831844657,11.87321425488903,7.333291165806802,41.43285037073039
Fuc(a1-Sp8,8.725621510767398,8.583739661854851,3.027989240816412,11.129832432214183
Fuc(a1-Sp9,10.708782651325656,6.117994980928523,2.8952858654198264,5.560850821816752
Rha(a1-Sp8,5.584509669016013,5.119340304098431,3.015520017619912,18.600254079805826
Neu5Ac(a1-Sp8,3.9984598171254273,5.005310376906377,4.7815265549647785,8.083615862760064
Neu5Ac(a1-Sp11,17.182328066044118,8.789435445797029,13.483333756036252,4.839291363412623
Neu5Ac(b1-Sp8,8.520599191175858,6.360714405565359,24.29132608036252,7.8810654493327625
Gal(b1-Sp8,11.629930615155585,2.9621005452212468,16.9706643814898,20.08175124874986
Glc(b1-Sp8,2.605193934399766,11.713435169069744,12.670343965996613,4.9594902348930905
Man(b1-Sp8,8.394481189597125,6.847197137698034,2.8406782128862567,14.23820754902689
GalNAc(b1-Sp8,8.033775582709126,12.394207165278187,4.286101117954797,34.40947490458357
GlcNAc(b1-Sp0,5.5023521558208754,9.195186477853504,16.52588609008606,7.039980440017808
GlcNAc(b1-Sp8,2.9374326935551505,7.196694766812503,10.368462007935408,10.68326108026789
GlcN[Gc](b1-Sp8,4.06246087929882,5.328430412419781,5.1122882830652925,3.369733730826024
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp8,5.193184164765067,6.4134577238673165,12.586573398930572,6.333959984348921
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp14,5.883837240837537,7.4529289611534635,8.690326438632784,18.236006409481952
GlcNAc(b1-6)[GlcNAc(b1-4)][GlcNAc(b1-3)]GlcNAc(a1-Sp8,13.839716420836325,11.052046090920594,9.173959105488018,11.232308224455316
6S(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,5.5984614037400195,5.805198033587378,11.932625203477507,8.561327940999186
6S(3S)Gal(b1-4)GlcNAc(b1-Sp0,5.41426075994375,15.745380188910445,1.8199152022369949,13.824263860570175
(3S)Gal(b1-4)[Fuc(a1-3)](6S)Glc(a1-Sp0,9.819993885605713,17.945039216335914,11.962133682165573,92.12466252900197
(3S)Gal(b1-4)Glc(b1-Sp8,3.1373759081701897,14.327319875067351,7.519424971532066,6.355116126135439
(3S)Gal(b1-4)(6S)Glc(b1-Sp0,2.8333946612970577,6.196977091762839,13.494755281559085,5.071634878419374
(3S)Gal(b1-4)(6S)Glc(b1-Sp8,5.348299055073492,4.087389149159484,8.166487721168753,15.361934359535148
(3S)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,3.4640908383970923,16.33659536276353,7.471856902180767,3.7092941947671587
(3S)Gal(b1-3)GalNAc(a1-Sp8,5.362914042135425,5.8936408277623,3.229745924475589,7.3514961404691865
(3S)Gal(b1-3)GlcNAc(b1-Sp0,10.538967255697617,18.53701461335761,7.455713082149369,5.4388839216638365
(3S)Gal(b1-3)GlcNAc(b1-Sp8,2.0845530094403157,13.599868436005805,11.073595370519907,7.914083926983171
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0 ,9.573233399910745,5.593510725459732,13.234203025840536,2.7985055933182497
(3S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp8,12.247177806335628,6.087451435535235,6.87805024667844,4.13119605279956
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,5.740283491837891,9.63570992830834,2.3382961182593416,5.1867949194726135
(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp8,2.690379326414773,11.563018320022097,4.160555093173666,5.702294750580603
(3S)Gal(b1-4)GlcNAc(b1-Sp0,3.6428582883728367,2.95063826089656,23.720605314982304,12.995970881648919
(3S)Gal(b1-4)GlcNAc(b1-Sp8,3.94504467613064,8.756861397593696,11.956599971285026,3.909123828089016
(3S)Gal(b1-Sp8,6.273250161864531,6.726142303170527,2.815171500400404,3.4335586636413664
(6S)(4S)Gal(b1-4)GlcNAc(b1-Sp0,4.039813696611925,11.690943001742847,5.174277133732466,24.2888746888193
(4S)Gal(b1-4)GlcNAc(b1-Sp8,12.275363565695319,2.138407451820161,13.601553724084866,8.679164301167866
(6P)Man(a1-Sp8,4.3189755802157554,4.512622129833892,7.344909109716752,7.8381213503300575
(6S)Gal(b1-4)Glc(b1-Sp0,0.5876734034875718,3.3015942775170486,4.067737185053462,22.202770407766682
(6S)Gal(b1-4)Glc(b1-Sp8,4.266509324475144,6.711016719047363,18.731685647297386,17.645093738959485
(6S)Gal(b1-4)GlcNAc(b1-Sp8,2.196722016247543,10.65630500846018,17.56808906369728,27.746234014051343
(6S)Gal(b1-4)(6S)Glc(b1-Sp8,10.196402408202603,21.22981868496916,7.490155089348952,14.767626345348544
Neu5Ac(a2-3)(6S)Gal(b1-4)GlcNAc(b1-Sp8,0.8505145187865317,12.02435935715496,13.61666359682748,4.790274443338291
(6S)GlcNAc(b1-Sp8,4.5508385000275835,12.50348895735372,5.402629224430148,5.824658553869632
"Neu5,9Ac2(a1-Sp8",8.961383105441929,7.387890010630008,7.504799041058098,3.702178476248815
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",2.8278723603915865,9.613168453567573,3.9590932096251565,4.553215011029755
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,2.5695064208261256,3.735616854461017,6.426634900422865,16.202840090654668
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,5.218392623771551,13.211973040737202,22.385970506008068,72.79069599862855
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,10.281825226096784,3.5197047180836063,8.356407520529787,18.481250026693704
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,6.996228467479223,4.599986032949803,9.438800769165539,27.56056672510869
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.472058246919256,16.19938268337716,9.861785952309381,16.53310119900882
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,11.800001193361522,2.9256236535993367,2.6783365521656872,11.831685753764484
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,6.6473537428438405,6.211433288434051,19.19169559523076,25.971519451057663
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,8.37904065889009,6.8579859069554505,3.3503365577207327,2.558882928154375
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,3.0080485638533165,6.099439073321966,21.521974053046346,38.722972072789005
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,5.352779360528499,10.822612404590675,4.275152608972003,2.9968705893259155
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,9.15856465282634,11.330969375528571,12.191362443003099,12.94263117231191
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,7.571128579236612,2.428280068278777,5.895766865231915,2.4537126957598967
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,2.390818517265583,10.386894786701172,1.5928320614030045,44.70496763108846
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,2.8674741934322547,2.8292078420174995,11.557506661473315,10.203596765846767
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,0.7905746111742692,4.3258464053292505,4.401781675923963,4.334661236667364
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,5.818693020773663,5.059648577058823,13.996717962555854,10.336151933545326
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,5.507883771694893,8.510955454393274,5.842291892956053,3.161978302687532
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,3.64132196450227,5.657850585617004,12.903664049796085,5.139238814179259
