IUPAC,BPL (1ug/ml),BPL (10ug/ml),BPL (100ug/ml)
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,3.109248142102312,8.294748697167794,6.040593803592492
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,7.912365052825044,54.954177247980795,444.4110217092352
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,1.0150929711115113,4.771572252675214,4.958479435186423
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,2.3704443275470517,3.0030347766884096,2.182137316753156
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,4.799956138948908,7.502240879619457,9.992659119406943
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,6.661284140151454,5.085907046273327,19.25579663287569
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,3.914957042761349,6.159309205043478,11.936409805402135
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,7.892856095018248,34.583552180420014,6.298165012327039
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,4.746909381464247,8.287637357886359,3.6812895992210826
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,6.793221996716043,5.274116756702806,5.01944369460733
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,8.674982109299513,4.737491413184829,10.723623941987457
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,2.348126972716764,14.917228342535136,3.1245352609094805
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,9.883638099573119,7.446197376289906,9.752475091654086
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,6.353041322272352,3.4428175073864544,9.506248689151782
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,11.549784740959465,3.3952548745761835,19.994255366208733
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,5.356978952419613,3.400321569597004,8.345302834678918
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,2.7527005568774308,4.5032882896834385,13.327974481143036
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.775516809987741,8.02445697456662,7.519051034982192
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.725735333963005,12.746001022379525,9.240110650131117
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.857643411161423,3.94674143682692,4.054400403265574
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,6.702780504139061,8.68780793195268,5.395374830970193
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.364528664213352,78.59029221794819,3.3007597543343468
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,8.241635375943295,7.551116540121733,7.347281801682397
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,10.108082479671074,5.348854529398498,7.0167687850249125
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,1.8416364869322044,7.0011225039870135,7.098842600499508
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,10.743853803415547,10.788976461609638,3.758230740210964
Fuc(a1-2)Gal(b1-Sp8,11.36305228958458,4.707628784926298,12.705869170059431
Fuc(a1-3)GlcNAc(b1-Sp8,4.004195242804725,5.09034531114213,12.518259235346315
Fuc(a1-4)GlcNAc(b1-Sp8,3.0204863387375225,3.3273460019460965,5.635433857521536
Fuc(b1-3)GlcNAc(b1-Sp8,5.176320851080751,11.336492960457369,6.746349342175122
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,4.351806052950892,6.8219160976468585,4.104801597316653
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,26.90990816686609,13.385620299659884,14.791075800179865
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,1.6898433800700623,6.345906290935386,4.651967352547377
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,1.4172470717909431,8.90709547172926,4.773080031803364
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,5.944307691116491,4.166122529303078,7.718610263728397
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,6.008581621522676,9.255271628059688,9.684850142490584
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,5.7777825403292375,5.9054112027303685,6.288589168419793
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,4.755630081194991,5.742669658210661,9.716741222026721
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,6.581857390585121,11.035671176990864,38.049502160825455
GalNAc(a1-3)GalNAc(b1-Sp8,3.024932147448379,1.829081074155364,8.075865547833427
GalNAc(a1-3)Gal(b1-Sp8,124.34174234282216,143.84149040649547,2105.502210526076
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,3.3423068989347264,4.059601965197245,7.0857074247506615
GalNAc(b1-3)GalNAc(a1-Sp8,5.269275993514981,1.6788468391031586,10.27994559437614
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,629.6358736457568,1146.3136388784535,298.3206717485948
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,223.77297691349904,582.261421141863,1776.0940534966385
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,322.27418383194197,638.8318842757012,1621.6230906255935
GalNAc(b1-4)GlcNAc(b1-Sp0,212.2107093427562,668.2451833347308,1433.5593571692555
GalNAc(b1-4)GlcNAc(b1-Sp8,261.13273930248647,559.4981051331921,897.7433869567484
Gal(a1-2)Gal(b1-Sp8,5.364459350204829,25.644820230798864,39.678120853773606
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,4.250460175086922,8.443029022217083,2.968441846603477
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,13.254846366643916,7.504502722588183,5.108860844323969
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.718359622228236,11.731114033202465,13.392909854222612
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,1.9241672735671007,2.887942308980565,7.079600881876508
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,10.897474553614087,4.0884579448328235,6.308972182733108
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,6.280882306584532,12.054290366089578,4.9280210540506655
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,5.379194438683795,1.9270923544293344,9.258315278845279
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,10.53689286408317,26.852688659052372,8.232823806517844
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,11.537312873274837,9.090111455266463,20.260080707864088
Gal(a1-3)GalNAc(a1-Sp8,18.362184774217333,12.666117361554267,13.911912967669112
Gal(a1-3)GalNAc(a1-Sp16,2.2883785342100498,4.060321145755183,2.452028087624605
Gal(a1-3)GalNAc(b1-Sp8,2.5763731070376203,2.6974877613251222,3.863790455304221
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,4.738750979864489,10.710565181282456,22.30259974188361
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,6.35714818059167,16.089326641596905,39.607743078207506
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,3.254134028560183,31.247547182885512,156.2484271180618
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,4.595911163197129,24.048462133419275,61.860041135103124
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,11.801825829470914,16.170869358072054,15.739019320360025
Gal(a1-3)Gal(b1-Sp8,4.742574582351518,6.326702878211262,223.41184532121315
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.107987638808164,4.766902055842975,16.85594220809088
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,16.84635911255506,9.384330628588623,27.020319643372087
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,5.648978850789473,11.808132812141235,10.549815280017944
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,1.3721201001247607,6.215245759420958,11.7273673230255
Gal(a1-4)GlcNAc(b1-Sp8,3.2435839617106685,19.911202335599135,2.888902853304922
Gal(a1-6)Glc(b1-Sp8,7.391438968777759,3.300533155289713,14.825615301536956
Gal(b1-2)Gal(b1-Sp8,3.4259800262114792,3.45543855489671,10.246409500039514
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,12.605895114687414,17.469019161432616,52.34106484287708
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,256.3622915956812,133.50915340874366,590.1196658856892
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,2.7310697993948696,4.637714030550681,38.102761041283685
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,7.5369909789428995,2.458879887774105,21.16289628687836
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,15.907987170076964,5.59751158603833,13.390019812376387
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,6.9918782676760625,112.85190545141722,202.44735197185685
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,6.5701826567074875,12.736598989100926,10.673612226108524
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,200.3825371703209,947.9667853270337,3078.300383846793
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,19.01635088093005,210.63663603151338,515.3360424678261
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,176.02200462003097,995.8430207212593,545.7508275039895
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,12.872395517896495,63.31268085691746,220.27965771370705
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,224.00553135250385,709.5232029556751,1497.2885276464115
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,32.8598073872932,109.87627995109513,927.612187893175
Gal(b1-3)GalNAc(a1-Sp8,79.01030880572662,651.9296344120401,1631.343051305074
Gal(b1-3)GalNAc(a1-Sp14,6.864503188323221,58.104613124167436,325.77180911808534
Gal(b1-3)GalNAc(a1-Sp16,32.628360591465004,46.43139538964993,489.9287895663041
Gal(b1-3)GalNAc(b1-Sp8,287.76139725384985,527.6232733080501,776.7425746537233
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,114.28617572300924,764.6200131101629,877.2573752507695
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,36.472034848303366,198.43697471617958,2513.8127210639304
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,466.50879167153823,1076.5706496023352,424.2510900361672
Gal(b1-3)Gal(b1-Sp8,9.810408647961612,5.794882296762643,8.945227312325079
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,34.04710642275168,288.4574379654572,1171.8891178800134
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,96.61105438966636,831.9984808929235,309.3384123927218
Gal(b1-3)GlcNAc(b1-Sp0,89.52418412380705,285.2089380515258,1524.948420680601
Gal(b1-3)GlcNAc(b1-Sp8,82.18078112490673,667.6026785476342,1196.3532150287467
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,66.73683085535711,343.8608030766295,1172.642853180419
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,111.13796294661068,690.9579835943947,210.40296585052133
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,53.40339740549846,478.99850915731963,919.6521030585595
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,355.8994378706011,1708.6214645021573,1524.0944672849869
Gal(b1-4)(6S)Glc(b1-Sp0,5.547712980063649,2.8217489025720686,3.11802044185623
Gal(b1-4)(6S)Glc(b1-Sp8,4.940537453472711,3.731462013742065,3.172804060028505
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,9.618486018209936,31.68644042704487,178.61466613925083
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,11.903562656721736,41.700164009780394,1673.2276636436816
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,3.0549837166778278,17.38813624227733,168.62553662793346
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,12.304881823352332,22.379568066635393,133.09453490364135
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,4.8752451448620056,10.992801667270463,648.1183655112792
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,11.312777819792945,70.72568039371131,229.76923867171226
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,9.91111032339466,6.486805967500454,85.08843935554191
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,11.98015558701832,8.845972764060418,1088.9440418427105
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,7.887401213908571,11.174539976959533,46.40917664804556
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,155.06158731237625,312.86588787064665,806.7884672938246
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,300.44073078734294,710.2588238833004,2938.035046115079
Gal(b1-4)GlcNAc(b1-Sp0,6.3500015461940365,13.740894573589456,3.942578268933505
Gal(b1-4)GlcNAc(b1-Sp8,10.331680212296874,60.412803354642236,465.9008384901046
Gal(b1-4)GlcNAc(b1-Sp23,9.211558471652165,13.016819719213276,328.9843103008649
Gal(b1-4)Glc(b1-Sp0,7.92284245431104,2.872900012617913,8.277846149965585
Gal(b1-4)Glc(b1-Sp8,5.753352992458675,5.836480506478193,16.658772897685672
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,0.4682775485756327,5.318611787863453,6.143183519628347
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,103.77549095518974,382.23941849000136,859.088064155252
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,4.150203409774042,8.677046216839384,4.6744807443358605
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,7.254118723123207,5.625369168922752,11.82743447226969
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,6.495846622522218,10.468877314330317,22.099196851318673
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,4.7258521463506,4.924867851018948,2.3023761769094007
GlcNAc(b1-3)GalNAc(a1-Sp8,5.6998153388216615,6.909997805354206,18.974857397531565
GlcNAc(b1-3)GalNAc(a1-Sp14,9.535827416293428,5.542231666861883,6.056280919838513
GlcNAc(b1-3)Gal(b1-Sp8,14.390866397475865,5.85317807712187,3.83351604100814
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.584632759896816,6.397629012571768,7.837714214563241
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,4.071460291160899,1.284659474984195,3.0024562726485566
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.163148158145067,7.221677829228227,6.485580660717021
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,2.4744285239222408,4.08040942665888,11.538753282742467
GlcNAc(b1-4)(a1-MDPLys,8.126880736328053,4.910585665681842,10.63149861825698
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,1.9665859469310425,2.9012783474128505,2.7037723461859704
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,4.678169110168351,4.705708581783051,0.8222256477593527
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,6.495598455107893,11.495989038210967,7.842907464019108
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,18.05950333561713,4.399391305623992,15.505817185925205
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,12.350900490787431,10.148802614594496,13.46624079872206
GlcNAc(b1-6)GalNAc(a1-Sp8,5.837540684797553,2.668911096777108,62.89317246869218
GlcNAc(b1-6)GalNAc(a1-Sp14,2.714878025958704,5.7618805184736965,21.900304921088804
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,6.8751731296382745,17.54597044193243,148.66230792033332
Glc(a1-4)Glc(b1-Sp8,13.37203502422749,12.483760459459589,10.757925740587726
Glc(a1-4)Glc(a1-Sp8,0.7520217505719698,7.774487571109321,8.75843589246961
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,4.951321236464731,5.836190539784205,3.9425062037575342
Glc(b1-4)Glc(b1-Sp8,6.7692685968771125,6.431418693349599,16.191473402689454
Glc(b1-6)Glc(b1-Sp8,11.086802155866826,12.904177341465829,10.788364146153016
G-ol(a1-Sp8,3.9862848426406607,6.836703280273326,6.443627039887298
GlcA(a1-Sp8,5.460983035055742,5.456231746055759,3.9445266360489954
GlcA(b1-Sp8,21.397020508998448,5.911429501327624,14.181987592100748
GlcA(b1-3)Gal(b1-Sp8,4.441322073718588,7.887230401520334,2.9350694726303663
GlcA(b1-6)Gal(b1-Sp8,16.101759781335495,6.7294195888897725,9.969753815248733
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,7.938794517378982,6.880362517278187,9.788961952926023
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,8.084739612947754,22.68543863661961,5.832342327058654
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,3.678360600752274,0.9769535557025908,4.2805449727030505
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,6.389073998828001,6.728275150437888,5.995703982575079
Man(a1-2)Man(a1-3)Man(a1-Sp9,8.72818322141937,9.336172626358543,2.3873187358764354
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,0.7881272290478666,4.60359217233355,6.292695153641772
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,7.4955073323402654,2.4107429186870952,15.157366168604842
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,13.507300251592348,4.075487395289878,616.1463406862765
Man(a1-6)[Man(a1-3)]Man(a1-Sp9,2.7485790563792527,4.383343136142401,2.407448828116604
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-Sp9,4.740831053289429,7.346828243761612,11.188129150242224
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,22.02946856967944,7.950587233814838,5.738587265753383
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,16.322379882541643,13.632059539525466,9.380625584460418
Man(b1-4)GlcNAc(b1-Sp0,1.7389366949853804,3.9387464943388637,9.058572782913073
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,3.3016087698524554,10.283117406376984,1.0545286371960962
