IUPAC,ECL 0.01ug/ml,ECL 0.5ug/ml,ECL 1ug/ml,ECL 5ug/ml,ECL 50ug/ml
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,22.8735,-3.47635,-7.694975,-5.289775,7.204675
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,21.9616,13.935175,16.398525,36.139775,10.241725
Man(a1-6)[Man(a1-3)]Man(a1-Sp9,8.032175,7.2021,1.156625,3.717075,-0.634825
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-Sp9,10.88405,0.9212,8.31535,30.144475,2.378625
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,40.25885,41.459675,33.57,31.488225,35.133275
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,2.30785,10.886225,18.08015,-3.86935,-9.73605
Man(b1-4)GlcNAc(b1-Sp0,-1.673025,7.510475,5.9624,-0.369925,8.018175
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.83105,2.08925,0.478125,8.288275,-11.547675
(3S)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,-0.22525,1.708575,-10.657625,-7.32425,-3.05095
Fuc(a1-2)(6S)Gal(b1-4)GlcNAc(b1-Sp0,14.4468,6.488175,13.41775,-2.691275,-13.624
Fuc(a1-2)Gal(b1-4)(6S)GlcNAc(b1-Sp8,27.997175,41.340225,478.40195,3828.845975,8233.373075
Fuc(a1-2)(6S)Gal(b1-4)(6S)Glc(b1-Sp0,36.859175,-0.69655,25.8161,2.058575,-4.854975
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp8,7.37625,20.4083,-9.225125,-10.9432,16.157225
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp14,19.493375,8.81845,-17.19005,-13.72455,-2.571025
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,0.387125,16.652275,-5.498375,0.751175,17.943525
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,17.75045,12.64735,-12.711825,-1.72295,0.31385
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,-1.656225,0.225,-14.912375,-14.377025,1.5699
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,19.800175,23.2849,-12.202675,7.365775,-49.589
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a1-Sp8,-1.82525,4.362775,-22.5845,0.6303,2.06055
Neu5Ac(a2-3)(6S)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,-9.77935,-9.9847,-7.65355,-0.6075,-10.153775
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp0,-6.995675,-4.569375,-6.397825,-4.7860000000000005,0.773125
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)GlcNAc(b1-Sp8,7.811925,-1.611275,-11.309375,-11.19015,-7.828475
GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,-8.32575,-9.6222,-17.8964,1.352425,-15.7019
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,7.476625,-0.751225,-0.017975,-13.2177,-16.31635
Neu5Ac(a2-6)[Neu5Ac(a2-3)]GalNAc(a1-Sp8,-6.486775,-6.94055,-23.252125,-26.46405,-21.405125
Neu5Ac(a2-3)GalNAc(a1-Sp8,-10.65045,-13.398825,-18.01605,-32.757325,-46.298025
Neu5Ac(a2-3)GalNAc(b1-4)GlcNAc(b1-Sp0,-8.518725,-4.96265,-18.380775,-20.084725,-12.944925
Neu5Ac(a2-3)Gal(b1-3)(6S)GlcNAc(a1-Sp8,19.830625,25.21005,5.23,11.59825,14.8555
Neu5Ac(a2-3)Gal(b1-3)[ Fuc(a1-4)]GlcNAc(b1-Sp8,-1.435525,2.20175,-0.5508,-4.741625,-14.15615
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,2.189,-13.7949,-11.152125,-15.640575,-8.503175
Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-3)Gal(b1-3)]GlcNAc(b1-Sp8,11.203925,-5.7026,0.45715,-8.65115,-14.258525
Neu5Ac(a2-3)Gal(b1-3)(6S)GalNAc(a1-Sp8,-2.199525,-6.2265,-14.9221,-6.162425,-15.214675
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp8,-6.02525,2.76145,2.5811,-1.8058,-6.01185
Neu5Ac(a2-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,13.3526,4.64335,-8.7766,-5.414325,0.152125
Neu5Ac(a2-3)Gal(b1-Sp8,-2.935175,2.067575,-4.7905,-1.839725,-2.761
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,7.1608,20.3625,-7.10285,11.64775,1.8308
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.070225,6.972,-10.591675,-17.87175,-14.25945
Fuc(a1-2)(6S)Gal(b1-4)Glc(b1-Sp0,28.76695,-4.749575,1.09165,17.647475,8.327675
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,-10.8765,-2.035125,-38.762075,-1.6692,0.464175
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-Sp8,3.1284,-7.4189,-16.30725,-2.3645,14.447275
Neu5Ac(a2-3)Gal(b1-4)(6S)GlcNAc(b1-Sp8,0.507775,6.63475,25.716425,-1.088325,-12.970925
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,8.50695,-4.995725,-7.7846,-5.9331,-8.07865
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,0.2936,12.344075,-2.174,12.28235,13.542975
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.838375,-2.143675,2.509775,0.886975,0.412175
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,7.7737,-5.040525,-17.224225,-19.2949,-8.8118
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-Sp8,-6.459025,-2.39905,-19.988375,-3.6085,-22.5887
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,20.213725,38.719525,20.3243,15.0572,15.780925
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-2.79645,-2.6596,-9.185825,-3.69155,-18.739025
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,3.89205,-14.80355,-9.42395,-11.61105,-13.9146
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,4.209875,-0.42135,-2.7199,-0.0581,4.442375
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,0.8192,33.407525,-6.9216,-5.096375,-23.8044
Fuc(a1-2)Gal(b1-4)(6S)Glc(b1-Sp0,6.768575,23.36915,56.693375,12.3144,172.19825
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,16.070825,3.17375,2.73075,-12.880075,-1.78855
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp8,7.550775,10.849475,5.725025,3.410925,3.4503
Neu5Ac(a2-6)GalNAc(a1-Sp8,-13.048775,-6.14655,-2.6813,-6.99145,-12.32945
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp0,-1.894275,-2.404025,-7.557025,-4.22775,2.312825
Neu5Ac(a2-6)Gal(b1-4)(6S)GlcNAc(b1-Sp8,-6.180725,-3.817675,-11.70065,-18.062625,-19.203775
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,23.161925,0.313775,-2.887575,0.236125,-18.56635
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp8,-2.34935,6.378275,-1.80155,1.672525,-2.51115
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,25.2325,24.688475,28.45,-11.985325,32.677425
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,9.275375,4.340325,16.89665,-0.230175,-2.734825
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp0,-3.133375,-5.776975,-5.68485,-18.4059,-12.089925
Neu5Ac(a2-6)Gal(b1-4)Glc(b1-Sp8,9.2898,7.493675,14.585325,21.3092,23.032025
Neu5Ac(a2-6)Gal(b1-Sp8,6.58395,-4.6495,9.42235,0.645525,-7.0037
Neu5Ac(a2-8)Neu5Ac(a1-Sp8,0.5146,0.266875,-9.24665,-9.63165,-4.4805
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,-6.946775,3.84315,2.72325,14.73995,-13.986175
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,2.4841,-3.91565,-0.174975,3.015275,1.20155
Neu5Ac(b2-6)GalNAc(a1-Sp8,-4.522175,-0.90905,-14.000475,-8.928975,-10.236625
Neu5Ac(b2-6)Gal(b1-4)GlcNAc(b1-Sp8,-14.8432,1.15285,-20.1092,-2.47085,-14.716075
Neu5Gc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,17.950075,-1.652525,-5.503825,-5.232925,4.503275
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,0.518725,-0.90915,15.8085,1.356725,-8.621125
Neu5Gc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.27845,1.249325,42.90415,-7.640325,-20.073075
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,5.814675,-1.42765,-15.90615,-6.7534,-3.28915
Neu5Gc(a2-3)Gal(b1-4)Glc(b1-Sp0,23.898525,7.650575,-0.0194,0.797325,40.27155
Neu5Gc(a2-6)GalNAc(a1-Sp0,4.24165,5.38965,-4.793175,-2.4411,-10.96765
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,1.152675,16.33875,13.613525,9.641625,-12.25565
Neu5Gc(a1-Sp8,3.161775,8.809775,2.52645,8.302525,18.566475
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,-1.302875,10.955725,-9.00995,-5.4319,-16.278375
Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,16.4551,1.101575,-2.533375,-2.812725,5.474825
Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp0 ,4.324625,-3.0012,-8.732825,15.628325,123.87205
Gal(b1-4)[Fuc(a1-3)](6S)Glc(b1-Sp0,16.924275,15.36785,23.48265,-1.879475,22.800275
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,21.7389,7.449275,27.14005,23.4579,8.62245
Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,9.785075,3.612875,4.13495,169.03725,812.186675
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,1.7443,5.585375,-9.665325,-15.468475,-9.327875
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,-9.10865,-0.407925,19.7088,-8.11245,-14.088125
4S(3S)Gal(b1-4)GlcNAc(b1-Sp0,0.794375,6.40145,0.464125,8.97865,-8.55565
(6S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,-20.646575,-14.963475,-18.9085,-12.0741,-18.718675
(6P)Glc(b1-Sp10,35.207575,41.92305,23.178775,44.65865,20.96755
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,133.6956,115.589925,122.501475,109.752575,140.031925
Gal(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,7.21545,21.26915,13.831525,35.575225,23.37765
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-6.2248,-1.345675,8.66765,480.1903,4086.6694
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,18.487375,845.301525,1403.66125,6570.92265,27990.3421
GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(a1-Sp0,9.014425,99.928075,687.0625,4849.459675,12249.67075
Gal(b1-4)GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp0,5.509575,11.626125,-2.6434,32.03355,1064.0088
Gal(b1-4)GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp0,5.23615,30.398375,40.19305,1002.093925,6208.09775
GalNAc(b1-3)Gal(b1-Sp8,15.6814,9.049975,-5.738925,12.91925,13.008275
GlcA(b1-3)GlcNAc(b1-Sp8,8.10825,18.141425,-2.3402,-8.490975,-0.02025
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.29765,8.780675,4.39945,31.3733,9.490325
GlcNAc(b1-3)Ma(n1-Sp10,18.724675,24.0169,6.272225,-2.413975,-2.834475
GlcNAc(b1-4)GlcNAc(b1-Sp10,8.728075,-1.04745,-8.14245,2.09475,4.135975
GlcNAc(b1-4)GlcNAc(b1-Sp12,10.979425,-2.706525,10.7171,-4.3204,-7.595025
MurNAc(b1-4)GlcNAc(b1-Sp10,2.0346,-2.3277,-9.7139,17.702375,9.51435
Man(a1-6)Man(b1-Sp10,9.0452,18.337125,-4.6144,20.7114,21.848325
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-Sp10,15.9541,7.882125,11.45855,11.359975,0.1016
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,35.23115,1.149875,11.2228,2.682975,13.984525
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-Sp9,5.023475,5.1405,-7.083225,-7.6913,-18.7781
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,2.9204,2.643175,-9.4439,-18.83215,7.729525
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-5.6370000000000005,0.207325,-5.98825,-0.05665,-17.1894
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-3.542225,22.17735,21.452825,47.933225,360.04045
GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,4.4545,0.8465,-10.2835,-13.86195,-6.241225
Neu5Ac(a2-8)Neu5Ac(b1-Sp17,16.822525,26.186275,4.1571,2.74695,35.59245
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(b1-Sp8,-0.1535,4.939125,-7.9874,1.50045,-9.834225
Neu5Gc(b2-6)Gal(b1-4)GlcNAc(a1-Sp8,7.24825,10.5518,5.075975,21.679625,52.223475
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,12.3862,63.89385,15.74535,16.414325,39.022425
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,19.400175,0.7155,3.847,0.820675,-8.5581
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.757025,4.585,2.176975,-13.65815,-0.0429
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,7.958875,16.03525,9.993025,25.74895,10.80305
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",10.18495,-5.245625,21.37235,11.8003,5.022
"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",-1.54985,-3.1984,1.6417,-7.906775,-10.003475
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-Sp0,3.311775,-0.29365,5.92995,-0.958175,6.32975
Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,14.585175,19.644925,-0.8132,15.2411,8.22165
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,9.417325,-4.997425,-0.88105,-5.417999999999998,-16.437225
Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,8.198275,3.65315,9.147225,10.568525,10.398
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,5.73505,-4.88555,-4.39215,6.754325,-10.994925
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.084925,16.41715,11.858375,0.72195,12.188325
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,37.2637,56.23015,45.8111,58.92115,667.056525
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc(a1-Sp14,23.69305,10.5788,41.438975,53.6965,67.3619
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,45.3165,23.94245,10.29545,-9.54925,48.5172
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,9.07855,9.98785,-8.9213,-5.019525,-34.1394
GlcNAc(a1-4)Gal(b1-3)GlcNAc(b1-Sp0,-2.303525,3.4155,-2.0676,-7.364875,12.336475
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,-6.95995,4.140375,-17.0347,-3.763125,-25.736675
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,32.4631,31.433975,34.656875,4.29995,48.370875
GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,36.261975,-3.386275,-7.654425,-7.227125,5.7998
GlcNAc(a1-4)Gal(b1-3)GalNAc(a1-Sp14,19.3165,9.675525,21.711775,14.83125,16.727775
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,-9.8778,9.38095,-1.97975,-0.6487,-12.26345
Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,10.728175,22.63295,5.7351,24.252125,13.296825
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,2.284775,-7.7705,-13.2941,-1.4185,-41.3309
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,9.668575,7.817725,-9.308325,3.280725,13.088625
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,-0.89335,23.0987,110.33975,1195.477775,4914.4915
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,2.71385,11.7808,12.188375,200.74175,1469.710175
Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-0.405675,12.05455,39.618325,839.7255,4352.363075
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,15.4006,12.16835,7.939375,32.388175,0.8228
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,13.5177,21.24515,34.110625,378.82305,3743.98465
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,13.097225,4.05745,17.9283,10.706625,12.59265
(6S)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,11.12665,3.582975,27.494675,99.179225,2127.123725
KDN(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(a1-Sp0,26.479525,11.972625,8.088725,14.89755,11.2403
KDN(a2-6)Gal(b1-4)GlcNAc(a1-Sp0,16.406775,-5.18435,-0.955225,-3.0631,-10.15605
KDN(a2-3)Gal(b1-4)Glc(a1-Sp0,10.7195,22.3369,19.618025,5.595925,9.605675
KDN(a2-3)Gal(b1-3)GalNAc(a1-Sp14,-2.09055,15.725825,-4.73775,10.355675,23.3776
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,26.650975,16.536425,70.04405,31.074575,26.805225
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,58.470775,54.487025,166.18925,3000.025725,7137.0685
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNA(b1-Sp20,5.720675,17.88515,-3.2947,7.210975,-8.628125
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,43.534125,42.5553,96.5668,2.747075,63.0001
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,-6.074825,4.413275,20.528925,1368.1208,4763.47705
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,61.1332,29.10545,53.570375,11.99535,23.791225
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(a1-Sp21,-10.553675,-9.01055,-34.66795,-10.750375,-26.15885
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,18.535675,-0.207225,35.3322,27.851075,-10.16895
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,45.245925,4.70835,-0.62015,-0.406325,30.16895
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,29.478,551.41625,1413.90325,6722.182625,22655.34988
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,-9.74225,21.8334,-4.757875,31.630475,30.557
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,13.560225,14.065225,4.42585,31.2512,38.461125
