glycans,AAA actual,AAA predicted,AAL actual,AAL predicted,ABA actual,ABA predicted,ACL actual,ACL predicted,AIA actual,AIA predicted,AMA actual,AMA predicted,AOL actual,AOL predicted,BPL actual,BPL predicted,CAA actual,CAA predicted,CAL actual,CAL predicted,CFL actual,CFL predicted,CTB actual,CTB predicted,ConA actual,ConA predicted,DBA actual,DBA predicted,DSL actual,DSL predicted,ECL actual,ECL predicted,EEL actual,EEL predicted,G3C actual,G3C predicted,GNL actual,GNL predicted,GSL actual,GSL predicted,HAA actual,HAA predicted,HHA actual,HHA predicted,HPA actual,HPA predicted,LCA actual,LCA predicted,LEL actual,LEL predicted,LFA actual,LFA predicted,LTL actual,LTL predicted,MAL actual,MAL predicted,MNA actual,MNA predicted,MOA actual,MOA predicted,MPL actual,MPL predicted,NPL actual,NPL predicted,PNA actual,PNA predicted,PSA actual,PSA predicted,PSL actual,PSL predicted,PTL actual,PTL predicted,RCA actual,RCA predicted,RPA actual,RPA predicted,SBA actual,SBA predicted,SJA actual,SJA predicted,SNA actual,SNA predicted,STA actual,STA predicted,TJA actual,TJA predicted,TL actual,TL predicted,UDA actual,UDA predicted,UEA actual,UEA predicted,VGA actual,VGA predicted,VVL actual,VVL predicted,WFL actual,WFL predicted,WGA actual,WGA predicted
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,3.8653846,8.48486,31.55571,20.94295,4.9122424,7.0797396,2.677805,0.0,1.0,0.0,31.88643,28.609402,25.920155,18.42519,2.4444327,0.0,21.39836,16.7641,33.603333,25.984318,8.369785,9.420324,6.815439,6.069162,29.521357,33.154305,3.0010884,5.3422313,5.6654353,9.586456,19.253365,12.969994,12.210312,6.309656,6.4475207,6.9340057,3.943689,4.503849,2.4848375,9.604517,4.687374,0.0,4.3050246,3.1969361,2.620058,0.0,5.008541,5.015983,4.1560698,5.4848213,7.382489,4.063995,3.879952,5.1948524,2.8279243,2.82347,14.90142,16.203842,4.446316,0.0,3.6094491,3.5465832,10.367018,8.411646,5.014399,0.0,5.230782,2.435233,2.6153908,2.8145173,4.3350286,5.231806,31.179644,24.393223,3.1613557,1.9638631,16.159422,8.775538,5.942207,5.0898304,9.9041395,2.9350538,6.5764756,8.043579,3.9554324,4.2864,25.821617,23.117268,5.272162,7.013989,33.49428,25.594902,6.261888,4.06192,2.557469,0.0,4.605135,3.2712643,26.450796,30.596508
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,4.43554,6.2692585,21.869461,21.258759,1.4208446,4.094077,4.471472,0.0,2.7257223,0.0,3.3767867,12.737388,15.885879,18.886005,3.2651231,0.0,6.5305505,11.39519,7.390275,17.816744,12.184015,18.363983,7.447457,7.5483875,8.475291,14.29681,1.0,7.431558,2.6633525,1.2865236,1.0,1.7415936,2.093432,3.4700596,3.4764073,1.8239495,2.1004364,2.777262,3.1935246,10.14693,3.180429,1.3157415,3.0411856,2.0406132,3.775588,0.42882282,2.6134765,2.2641506,3.6429682,0.0,8.975332,5.602253,3.51028,6.617896,1.0,3.1053848,3.0351467,4.989601,2.1756792,0.0,5.185,2.6504989,4.1205115,5.2790637,4.225245,0.0,6.7765026,3.6649666,2.8569512,2.4225838,4.050991,3.046238,13.084073,24.691547,5.329121,3.3929453,4.6972957,3.0030077,3.6052399,2.0126963,6.2983174,4.9965334,3.4826982,3.6229753,3.2599168,4.0211096,4.2053585,7.6985636,4.401919,2.8433506,1.0,7.2636747,5.9015417,5.084696,3.0472932,0.0,3.4034898,4.3128476,5.592969,9.389433
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,3.5791366,5.8488255,4.125225,0.0,3.6063924,7.6273823,3.8435237,0.0,1.0,0.0,31.474733,30.796402,3.325045,0.0,24.277124,14.0974,17.981466,10.444446,28.270893,16.438665,35.857586,27.3505,4.4504313,6.241639,34.90141,38.176243,3.2097642,2.9566445,6.3788915,13.793236,3.9790592,0.0,14.739463,7.6903844,17.986015,12.964411,10.423004,8.193917,29.356766,27.144712,3.9887931,2.9014025,10.722513,6.8936825,1.0,0.0,9.929889,4.3688555,4.0584292,14.233967,4.5334306,4.9836617,2.1749642,5.577118,1.0,3.5883589,22.257723,21.510742,33.950306,23.801386,5.513325,4.56547,18.909674,13.255392,3.4227831,12.464764,5.109185,1.706419,3.0571864,3.9428458,4.124968,6.151025,33.47312,30.86597,3.6593854,1.5137147,9.600106,9.914602,3.5221608,3.757224,1.0,0.0,6.504523,12.5695,2.8387275,3.6411417,19.171124,20.401173,4.3375998,11.475393,1.0,0.0,7.387937,5.9861145,2.777549,0.0,10.708054,6.6890216,31.860476,38.74547
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.1804266,2.1869483,1.0,0.0,1.6839081,9.481621,1.0,0.0,1.0,0.0,25.078026,17.204361,3.1384757,0.0,5.297774,4.476374,13.227267,13.107122,26.449968,17.164017,6.261467,0.0,4.023801,5.5970287,31.982208,18.48588,1.0,0.8205956,5.933238,11.932389,16.82576,13.878127,1.0133218,0.6318183,3.3042667,1.9853011,12.807003,5.5400314,3.000823,0.0,2.6095226,0.0,15.507969,5.694606,1.0,0.0,8.36162,10.683196,7.4153414,13.353365,4.708239,4.338379,2.708728,1.3163958,1.0,6.6680374,33.538193,18.215662,1.8262086,0.0,2.8660762,1.9650857,22.211933,9.092649,1.0,0.0,3.763559,4.7784343,2.4872499,0.0,3.6797857,0.0,31.067547,21.863827,2.7112596,5.60026,8.192,1.245192,1.0,4.5795074,1.0,0.0,6.6759953,11.143445,1.0462604,0.0,3.7320654,10.435546,5.1796923,12.323427,1.0,0.0,5.5326586,4.1969304,2.0753891,0.0,15.26561,25.784445,22.794842,22.918816
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp22,5.1627507,2.870515,21.82425,25.68733,4.8545985,2.5630903,5.0476847,8.01253,4.150298,0.0,2.027404,3.1710267,20.084282,20.921593,6.0781293,0.0,16.421597,5.177595,29.024574,7.561299,11.537326,8.786164,7.148952,6.572496,34.64623,10.079229,3.7833085,3.1483698,3.0550575,2.7705731,2.8761108,0.0,2.2272356,2.1768394,3.1240003,0.92511785,8.483263,3.698295,2.9989755,3.8012893,4.949949,1.6518756,8.780908,3.8396373,2.0906348,2.48193,26.695337,11.172387,6.9340224,0.0,7.1260943,4.6444607,3.6860847,4.838009,1.0,3.8345873,2.9069364,1.6586812,3.6894875,0.0,8.26349,3.9306698,14.053361,5.3480783,5.6458106,0.0,24.401812,12.8009,6.257721,0.0,3.4380593,3.2471437,11.59856,0.6949271,4.456398,6.758762,1.0,0.0,3.7706025,0.8128936,17.2762,0.0,6.329635,0.0,4.873022,0.0,11.539326,0.0,8.451808,0.9397764,1.0,0.0,6.0003104,4.066543,3.5966074,0.0,3.9621236,0.0,11.236393,1.1698337
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(a1-Sp21,34.399036,5.0870667,1.0,0.83948153,1.8023914,0.47881216,1.0,0.0,1.0,0.0,1.0,0.0,2.751032,3.253596,1.0,0.0,1.7765714,0.0,1.0,0.0,1.0,3.8093214,4.993752,3.085022,1.0,0.0,1.0,1.6516962,1.0,0.37149,1.0,0.0,1.0,0.4930287,2.1784816,1.9460721,1.0,0.61187816,1.0,0.0,1.0,0.0,1.0,0.92037237,1.0,0.0,1.2882221,0.0,9.20541,5.6818795,3.6009965,3.8198056,2.6224475,1.7069018,27.328032,7.0068264,1.0,1.7477938,1.6630734,0.0,1.0,1.5621268,6.009142,1.0907869,6.989055,0.0,1.5143075,0.0,2.3465044,0.0,2.7989323,0.0,4.1361833,22.52723,2.1301968,1.6999457,2.8167417,0.0,4.588271,1.2709788,11.889896,26.23084,8.401589,5.963709,1.0,15.1148205,2.2693183,0.0,8.971848,3.1103337,22.776308,0.0,2.0421333,3.4930503,1.0,0.0,1.0,0.0,27.60891,12.82081
Neu5Ac(a2-6)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,34.212227,9.783103,1.0,0.0,1.8922002,2.5455298,1.5260524,0.0,1.0,0.0,1.8458465,3.0843408,3.1513608,1.2588072,1.0,0.0,1.2579862,2.2113655,1.0,1.7920415,3.7040508,11.150932,2.6828625,3.050695,1.0,1.6671255,1.0,1.9393283,10.894365,4.0537667,1.0,0.0,1.6637179,0.035559177,2.4254992,2.0308223,1.0,1.5342636,1.0,0.0,1.0,0.0,1.6377575,2.070042,2.4591591,0.0,1.0,0.0,25.427942,16.397076,7.1129994,4.776526,1.6945935,1.6413192,27.615372,8.734692,2.9278276,2.9861054,2.0392237,0.0,1.0,2.581204,6.9825597,3.4987674,8.147455,0.0,1.1799445,0.0,2.6738713,0.0,2.4201174,0.0,3.7159991,18.675928,1.7380216,0.0,1.0,0.0,5.9437876,1.5157312,1.0,18.930347,17.563871,14.627628,2.9926095,12.551269,1.0,0.0,18.23139,10.26584,31.668213,7.385998,2.2879474,3.308858,1.0,0.0,1.0,0.0,33.819443,19.974993
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,2.569806,1.1744761,35.38082,24.813522,2.4437408,0.0,1.9030031,0.0,1.5866235,0.0,1.0,4.3655972,28.301973,22.825375,28.93612,20.4916,1.2498666,7.8034086,1.0,11.067257,6.5838933,2.759384,3.9526687,4.7763653,4.5910697,0.8250739,2.7658598,2.0165706,1.0,1.6394814,3.1130545,1.6067872,12.773272,4.0799637,3.057338,0.0,1.9746338,1.4990321,3.1617901,5.3927274,1.0,0.0,1.0,1.0480349,1.0,0.0,2.0201647,0.0,6.1599255,3.2683337,4.0276017,2.8113785,3.8620932,4.02774,1.0,0.0,2.0065348,4.78869,2.4069805,1.4125957,2.6634183,0.0,1.3760554,2.7537732,1.0,0.0,2.996622,0.0,2.2116241,1.0873164,3.791784,2.7172701,26.321138,0.0,2.2456028,1.8119833,4.3739243,0.0,1.0,3.35362,1.0,6.449964,4.1983714,3.1282084,1.0,3.2630057,1.0,2.0905297,3.3854024,2.1312263,1.977632,0.0,1.962484,2.9126787,2.1970518,0.0,7.120028,12.461734,4.744504,6.6104264
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,2.5332205,4.9916673,10.567867,26.531422,2.9512625,2.7705097,3.5170743,0.0,1.0,0.0,34.41524,0.0,14.100126,23.248625,20.532202,10.2284355,26.373644,3.6013181,33.751373,5.3244133,3.7029335,0.24504685,4.898579,6.439199,20.065828,9.731208,2.9948587,2.9940007,28.73334,10.361973,28.295906,21.272938,2.7572153,3.9515872,4.2866793,4.634296,2.9787405,1.9640712,1.0,0.0,3.4248936,0.0,4.2380023,2.0041559,1.0,0.0,4.4576435,0.0,14.505603,10.179274,3.5259058,4.9763403,3.0197475,3.8021483,6.0439773,0.0,17.664623,12.955582,3.2764788,0.0,2.3331003,1.7093136,6.8961034,2.1824243,2.2988575,0.0,2.895237,0.0,2.694046,2.4677668,2.5826232,0.02609387,35.77796,35.98242,7.3677034,10.050278,21.755678,6.9027843,7.342226,3.4428153,13.005434,5.4025702,9.335584,8.447422,3.6952093,4.520957,28.030605,0.0,14.833544,3.7778292,1.419448,5.4174275,4.4740567,4.0656137,2.6030781,0.0,34.084854,31.594578,26.316265,29.194857
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,2.5916238,5.8734174,2.4743333,0.36666822,3.264952,4.874758,1.7850564,0.0,1.0,0.0,2.1880238,23.803474,11.666973,4.429347,1.0,0.0,9.349697,10.786148,22.221327,17.525005,34.704388,33.92839,5.6137366,5.3641233,23.506258,21.49273,13.561771,5.203783,3.7148225,6.346781,3.126345,0.0,1.9957389,2.8355055,18.41812,13.051643,2.4815183,3.6061354,17.145235,15.028206,28.782022,26.675795,3.0146258,3.2970667,18.48556,10.111886,4.423095,0.47589016,3.347712,8.707451,4.7403617,5.58834,2.1355329,2.096166,8.244139,2.5553114,16.775465,5.6511807,1.8589004,1.9846083,1.7550033,3.2190728,7.863279,5.8193913,1.0,0.0,4.3053794,2.5775566,2.7055771,0.0,33.04864,27.478989,18.659794,0.0,2.6204405,0.0,16.023262,6.066431,9.909565,11.291618,12.943334,0.0,5.5425982,9.301395,2.8261464,0.0,15.744709,6.982541,4.3248563,5.277679,1.0,0.0,5.0179973,4.606749,2.7337935,3.631896,7.5403924,5.8514853,36.04961,29.656448
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,3.4756908,4.623434,10.679342,7.233298,3.312662,3.834431,1.6156154,0.0,1.0,0.0,28.486065,22.956757,11.54846,9.444023,1.0,0.0,17.483335,13.254715,30.145517,20.918713,24.156404,32.536255,5.4901814,5.973663,30.040558,21.900772,1.6244645,4.0471606,8.276839,7.188092,3.3755198,0.0,23.954002,12.436502,23.195238,12.737357,2.5022712,4.8047376,23.504396,16.892416,2.5278683,12.006966,4.1768894,3.6632967,1.4402075,4.627817,4.354316,1.6553998,4.712204,8.732941,4.5183353,4.446515,2.093755,2.5610683,1.0,3.6622677,15.262555,7.069148,33.695297,28.168736,2.9177928,0.5915699,9.377374,7.679204,3.6365092,0.0,4.907009,3.587617,3.105926,0.0,23.19671,22.828714,29.891108,17.674652,2.9368427,1.7039531,2.871543,0.0,25.703413,15.0895,4.073252,0.0,8.577699,9.442543,2.430753,0.0,21.344646,11.636445,4.128696,6.9868298,1.0,0.0,5.8166914,4.5787897,2.1863427,0.0,1.0,0.0,31.855906,24.17994
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,4.1756077,4.064948,22.821848,11.4543705,2.6688626,3.9244452,1.0,0.0,1.0,0.6545074,4.977095,12.227352,18.39127,9.912157,5.0407996,4.298038,8.573141,5.61941,8.507919,8.855088,34.35511,29.911953,6.8041043,7.5516424,23.917513,6.013072,7.6809382,4.6516485,2.0004833,2.9673905,1.9595152,0.0,1.0,5.2365017,3.458873,6.166625,1.0,3.4100573,17.826902,17.929207,3.7675068,9.825365,1.3808358,3.8424466,1.0,7.486299,1.3803724,0.2549138,3.5761006,0.0,6.7929215,6.499547,3.8192112,6.8446364,4.558825,1.9531255,4.4048996,3.2721372,3.8166134,15.533958,4.3696685,10.770652,3.3767984,5.2763166,5.257064,9.096217,5.8748145,4.326591,2.151551,0.0,2.64889,10.674608,31.067501,22.825188,5.2352796,3.3866067,3.6246178,7.4433956,1.0,5.2157044,4.111145,0.0,4.2763352,2.6921375,4.149885,0.0,3.377451,4.775689,4.6133695,1.7942429,1.0,0.0,5.6505823,5.745071,1.9166224,0.0,3.679732,6.1649885,8.651513,5.6979313
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,3.129595,2.6756706,2.7506633,3.026638,2.0045667,3.6102161,1.9488137,0.0,1.0,0.0,30.768066,15.574663,3.2589731,6.80631,2.1556818,0.0,10.736989,9.196043,23.156736,22.749786,34.48785,33.882645,4.4537234,4.827414,20.144238,23.480469,6.6424212,4.86679,3.0425816,0.28744733,3.101328,0.0,1.069769,5.534529,8.784948,10.372361,3.8505907,4.5093093,6.5018206,12.089386,29.425259,22.703417,3.7996416,4.486948,8.249884,9.309685,2.5158486,2.6045551,3.830069,0.0,3.1032572,5.2534537,2.8199952,2.1016119,1.0,3.218283,1.0,6.5298877,2.5494654,3.773147,2.4366271,3.5098863,4.753712,7.787422,4.1175537,0.0,2.9586446,2.7744632,2.865251,0.0,32.164097,29.998692,6.5436673,9.899885,2.452578,1.128625,3.3911955,0.4036746,9.749152,10.447116,3.413609,0.0,6.2717543,3.288189,3.1168962,0.0,8.532532,6.3239813,4.0907483,4.214349,1.0,0.0,4.8031507,4.981686,3.1439204,0.0,3.1188428,0.0,28.392754,20.901035
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp20,3.8448787,2.4825644,3.29147,5.7745123,2.5513718,2.5297039,1.9978915,0.0,1.0,0.0,28.117367,24.435223,4.521607,8.576453,2.6133814,0.0,25.698622,15.951635,33.212845,25.929115,34.46216,22.68055,10.040515,5.0708337,25.092215,25.520798,1.2097014,2.265278,5.1144924,3.6254241,1.0,0.0,18.442225,16.926605,14.944677,11.618002,4.934155,4.5416965,17.104374,10.867545,3.4992285,4.465604,4.6587176,4.0174823,1.7594725,0.0,2.6585684,6.001579,3.557392,3.4217374,4.0278516,3.3090131,2.1968534,2.2729368,1.0,2.9804525,2.5575364,7.079933,33.530415,33.37358,4.776142,0.346287,6.9531603,7.5148864,2.4137049,0.0,3.655233,5.964545,1.0,4.2746015,26.866938,21.005665,9.734943,16.162292,2.163848,0.0,3.6221461,0.0,25.339691,14.809898,5.841404,5.582981,6.9987574,7.7143087,1.0,2.4369197,11.693961,15.141124,5.170037,6.2467427,1.0,0.0,5.2321715,4.0440454,1.7720689,0.0,2.3050911,0.0,17.08205,18.419788
Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-4)[Fuc(a1-2)Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,4.9063478,5.80932,5.2880464,33.156586,7.18712,4.434959,3.6888268,0.0,1.0,0.0,4.3430295,7.298892,10.261227,27.777512,3.5533257,0.0,7.549694,3.4037094,11.061296,6.595191,8.682627,12.696158,6.699957,8.065798,11.203711,8.071738,3.4489706,4.5189433,3.0820503,2.2020316,2.9681747,0.0,2.273244,9.283663,3.2720146,10.095776,3.6168544,1.4061837,2.5015671,3.1074538,3.454232,7.2307673,3.131415,1.0543822,2.7496188,4.732007,2.6279516,0.0,3.837881,0.0,6.5134487,5.091401,3.0671585,6.098446,1.0,5.8377953,3.0475938,2.0990076,2.712139,1.902771,4.568064,6.439369,5.5667586,2.0014257,4.9863577,0.0,3.991102,0.41070783,2.5996745,0.0,3.276402,19.258213,10.804647,1.7853584,4.084929,4.37233,2.4257314,0.0,3.2716098,8.92584,4.548337,0.0,5.694152,1.5592157,3.908518,0.0,2.7878609,1.6454673,4.032656,0.55797124,1.0,15.319896,6.5390434,3.300861,3.6175246,0.0,2.6923594,0.0,7.2276826,8.800251
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,2.8373442,0.23070759,3.7628837,0.0,2.7813427,6.081972,1.0,3.1015131,19.985672,30.590658,1.2563252,1.8625443,2.739687,1.1023608,1.4657654,0.0,1.2383667,1.0546237,2.3982148,0.0,33.18607,27.512917,5.3721657,3.8593202,1.0,1.1187578,1.0,0.52635735,1.0,1.428304,1.0,0.0,1.0,1.142268,3.0169055,3.686996,1.107266,1.5514413,1.0,0.0,1.0,1.3960865,1.0,5.82209,1.621665,0.0,1.4347754,0.0,3.1628525,4.968084,3.7842743,4.207931,2.012009,2.9919121,1.0,5.83523,1.9113882,1.963006,1.9694675,2.1324983,19.304602,24.756958,1.0,1.5283086,1.0,0.0,2.4506302,0.0,1.6334432,3.2327652,2.792434,2.6625721,7.2119703,5.3389754,1.6764486,2.4062252,1.0,0.0,1.8707119,0.5735242,1.0,4.920102,5.85922,9.380038,2.3111448,3.6807604,1.2708297,0.0,1.4280523,2.9056783,1.0,0.0,2.5508544,3.4638505,1.5285709,0.0,1.9107858,0.0,4.3713894,13.16147
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,2.6943812,3.2734427,2.4553761,0.23079157,8.699787,4.521405,1.0,2.1741002,30.818233,14.106531,2.8625433,0.14703804,2.454887,1.9267958,2.5107696,0.0,1.8309364,0.2668494,2.560786,0.0,32.91582,17.497375,4.2132545,4.9612594,5.793843,1.5546889,2.3964138,1.035663,1.859838,0.0,1.0,0.0,1.307033,0.6108801,2.7395349,2.7528522,1.0,1.4921985,2.675878,0.0,1.0,0.0,5.0087266,2.345645,2.3807974,0.0,2.53546,0.0,2.6578643,0.0,5.319344,4.1663704,2.1336877,3.2546885,1.0,4.9091067,2.8255255,1.9989219,2.131533,0.0,27.276243,11.365252,2.0606585,1.4892641,3.8707964,0.0,3.1533918,0.0,26.074533,3.965807,2.230714,0.5476684,18.893484,10.670801,2.7623107,2.053492,2.9334571,0.0,1.1472714,1.1435592,30.345558,9.299161,3.0223653,1.986563,20.64576,7.679003,1.857015,0.0,2.536266,0.32812977,1.0,0.0,6.1055837,3.1498594,8.6080475,0.0,2.0524263,0.0,4.5884438,6.7886515
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc(a1-Sp14,3.9795492,2.8230007,23.598116,10.963539,5.3703327,7.7473545,4.4537497,21.551582,7.875328,15.345737,3.2161956,0.0,12.411919,9.120459,3.3016849,1.4214618,2.506304,0.0,4.6123595,0.0,25.478376,17.192705,6.784638,5.779808,1.0,3.087946,2.6092043,0.59819865,2.6415765,0.0,1.2202524,0.0,1.801131,0.0,3.9280684,2.679311,1.8392018,1.9928527,3.2058487,0.0,3.2949717,3.7038884,2.1150188,4.4448776,3.0355656,4.898104,3.6934545,1.7314935,3.3525696,0.0,6.2344236,4.9743357,3.7104156,4.3282924,11.174484,3.1315331,3.6993582,1.5831363,2.995092,0.0,14.684254,16.932339,4.341674,3.0323787,3.6895866,9.266867,4.926851,2.6866024,1.9420121,3.0849643,3.7034628,0.30050635,15.806687,6.1059093,3.8766453,2.4442258,2.5447695,0.0,3.1149735,0.36323214,1.0,1.7483011,4.94205,0.71625185,3.240831,2.9383068,3.5546734,0.0,3.2869241,1.1879151,2.6226618,0.0,5.8775287,4.151105,3.812348,0.0,3.9221807,0.0,5.05408,0.0
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp12,16.198294,23.261967,4.893747,0.0,4.422293,5.6547303,4.9785094,0.0,8.071373,0.0,21.207857,11.722401,4.9773417,1.1574814,9.787186,25.396305,8.756085,11.161379,19.84075,17.171803,8.044878,9.381529,8.718263,5.3957586,27.95033,22.311602,4.5443,6.4623365,6.0706573,8.115096,8.7871065,25.157291,4.1163754,0.0,2.8940375,2.8513832,4.1030836,2.9090405,4.6074166,8.527748,5.4528456,6.671432,4.1260138,2.7377532,5.3252854,5.175102,4.770182,5.738307,4.2588816,2.7031143,7.904427,6.252902,4.2516637,2.1024568,1.0,14.320144,7.337296,13.226839,2.8927286,0.0,4.988824,2.5698133,7.765698,8.437143,7.1956205,0.0,5.8449244,0.49218607,4.5056906,0.0,4.355679,3.5656075,24.042519,21.877728,4.2531424,7.3326535,33.12982,34.13984,10.883054,13.253708,6.84782,0.0,5.8124313,6.3605423,5.270729,0.0,11.075237,4.4455853,4.8175907,3.3436756,17.315882,20.849998,6.3543067,6.2169795,32.546,28.331306,35.726543,43.494495,30.770771,34.690765
Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(a1-Sp0,3.6962593,5.069874,1.0156052,7.2230053,33.257053,15.929842,23.584461,21.889805,1.0,7.097767,2.324653,2.4889636,5.4965467,7.7139463,25.535501,20.664307,1.0,1.1914189,1.0,0.0,31.90608,29.164246,6.0015607,6.1297646,1.0,2.9357698,1.0,3.4272294,1.0,2.6548731,2.3695962,0.0,1.591205,0.0,5.322675,7.1183786,1.8548231,1.3920202,1.0,4.545733,24.334766,14.579065,1.835118,4.9027677,11.351285,14.689684,2.5700989,3.1469698,2.1977093,5.9446583,2.995351,6.2395477,3.1241267,2.694438,1.0,1.1217127,1.0,1.8220098,1.0701258,0.0,7.2539787,14.937471,2.3798738,2.5689893,31.591408,32.021915,3.73944,3.6778905,3.6017275,0.0,3.302706,4.200374,18.05959,0.0,1.5295902,3.7126641,1.0,0.0,1.0,0.0,1.0,0.0,2.974832,10.372486,2.72404,0.0,2.5725262,0.0,1.174279,1.4132494,1.0,0.0,4.133934,4.2886524,1.0,0.0,9.86674,8.340053,2.9285216,17.112995
Gal(b1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,4.4466047,2.2706656,3.6887429,4.541542,32.160606,11.578875,27.668837,14.061628,1.0,0.0,3.0998204,0.0,2.8234468,8.840412,27.234152,26.124546,1.0,0.6727234,1.6540427,0.0,32.531372,26.225615,4.193341,6.7115703,1.0,1.1978183,1.0,4.4050665,11.568883,0.905885,1.0,0.0,1.0,0.0,17.917564,4.7458887,1.0,2.5297818,1.0,2.434719,25.169752,7.928837,2.5863748,3.6625319,13.254186,7.57503,1.0,4.6258783,25.587618,11.93288,2.8111312,6.0824227,1.6051592,2.7613966,4.7926,0.0,2.2895555,3.4264703,1.0,0.0,2.3440092,5.8795795,2.520519,3.1024876,33.987003,24.584845,2.8619485,4.2606115,2.123371,0.0,5.824705,1.1897296,21.379028,15.353491,1.0,2.8919668,1.0,1.5563234,1.0,0.0,1.0,0.0,22.157383,10.616051,1.6269838,0.0,1.755601,0.0,6.6455593,3.996121,1.0,0.0,6.099813,3.8742104,1.4154663,0.0,12.429626,21.425371,33.54316,14.681686
