glycans,AAA actual,AAA predicted,AAL actual,AAL predicted,ABA actual,ABA predicted,ACL actual,ACL predicted,AIA actual,AIA predicted,AMA actual,AMA predicted,AOL actual,AOL predicted,BPL actual,BPL predicted,CAA actual,CAA predicted,CAL actual,CAL predicted,CFL actual,CFL predicted,CTB actual,CTB predicted,ConA actual,ConA predicted,DBA actual,DBA predicted,DSL actual,DSL predicted,ECL actual,ECL predicted,EEL actual,EEL predicted,G3C actual,G3C predicted,GNL actual,GNL predicted,GSL actual,GSL predicted,HAA actual,HAA predicted,HHA actual,HHA predicted,HPA actual,HPA predicted,LCA actual,LCA predicted,LEL actual,LEL predicted,LFA actual,LFA predicted,LTL actual,LTL predicted,MAL actual,MAL predicted,MNA actual,MNA predicted,MOA actual,MOA predicted,MPL actual,MPL predicted,NPL actual,NPL predicted,PNA actual,PNA predicted,PSA actual,PSA predicted,PSL actual,PSL predicted,PTL actual,PTL predicted,RCA actual,RCA predicted,RPA actual,RPA predicted,SBA actual,SBA predicted,SJA actual,SJA predicted,SNA actual,SNA predicted,STA actual,STA predicted,TJA actual,TJA predicted,TL actual,TL predicted,UDA actual,UDA predicted,UEA actual,UEA predicted,VGA actual,VGA predicted,VVL actual,VVL predicted,WFL actual,WFL predicted,WGA actual,WGA predicted
Gal(a1-Sp8,4.3728576,1.7424345,4.16723,3.3959827,11.961572,3.542136,2.1397111,0.0,21.991219,13.057576,4.2392797,2.1402085,4.2839828,4.339351,2.2397294,1.9067432,3.8858914,1.8189452,3.695887,3.1399891,25.79785,27.880184,5.781603,3.1517794,7.521262,3.5046258,3.0680237,1.0733402,2.510443,2.0390735,2.6388938,0.0,1.6419504,3.805829,2.808857,2.0127714,1.6474003,1.0183017,15.539167,16.427563,3.1623917,0.0,3.373314,3.4920044,1.8695229,4.0430756,1.0,0.0,3.2316306,0.0,7.2284,3.9325492,2.4319174,2.8340147,1.0,1.2114,2.6226933,4.0312176,1.7247251,17.031271,20.616436,14.133112,3.33005,1.7078302,2.599048,0.0,2.9980347,0.0,2.807038,1.1521274,1.103426,1.799726,13.406779,21.534054,4.144314,3.2344341,1.3337934,5.412597,1.5807725,2.7611141,4.99746,2.140107,4.207602,1.1982701,3.7036676,6.2368145,1.0,0.0,2.1428463,1.4553833,1.0,0.0,4.903597,3.6726503,4.2220345,0.0,2.3769686,0.33399463,7.4615755,5.081884
Glc(a1-Sp8,5.920529,2.9954865,3.816098,1.9328096,12.4376135,4.466509,2.1670113,1.9702976,1.0,2.3728037,3.7671018,2.7409894,4.050202,3.097445,2.2923548,0.0,3.0859938,2.4785888,3.2195523,3.004593,5.6623216,7.7855906,5.5548205,4.1741095,8.881711,5.477579,2.7964804,1.2068119,2.0414915,0.0,2.0680578,0.0,2.50827,0.57814866,2.9989877,1.1983664,3.1586409,2.0523257,1.0,1.8358563,2.602702,1.9630542,1.8862957,2.661253,2.7818177,2.070951,2.0134654,2.2077167,2.5901165,0.0,6.040596,3.506555,2.6312273,1.8996149,1.0,2.0802119,2.6068287,2.9020417,2.2531085,0.0,2.9049668,5.4264574,3.309871,2.9213927,2.950899,0.0,3.2376056,1.9261996,4.3375993,0.40520352,1.1114573,1.8169746,7.9244576,0.0,2.9225512,1.7872238,2.6586816,0.0,2.7817307,0.15917042,6.461637,3.4605618,3.1164818,0.0,5.832524,1.8911613,1.0,0.9202633,2.7461333,1.5358613,1.0,0.0,5.367763,3.2417917,3.3154728,0.0,1.9809992,0.0,7.5206127,3.0516148
Man(a1-Sp8,4.39143,3.5150154,2.661648,1.8243759,9.542767,5.5526304,2.169314,1.2537882,1.0,0.0,4.5713363,2.1544886,4.120613,2.82922,3.204097,0.0,2.2527292,1.1861305,3.5036485,1.3291816,4.440279,5.460924,6.2500196,3.9549136,19.26364,7.4754987,3.278605,1.5136577,3.095632,0.87298423,2.1129491,0.0,3.4734812,0.71943855,3.1329346,2.207117,3.6291714,2.676447,2.9176881,1.0226518,1.0,2.5749564,3.6869984,3.4531455,3.6320853,0.0,2.610084,1.989727,3.3206344,1.0832884,3.91385,3.3856492,3.2169278,1.982229,1.0,2.6107864,2.6971965,3.4798312,2.7358568,0.0,4.5798087,2.9000273,3.667862,4.419365,2.5664387,0.0,2.6881268,0.0,2.2989142,0.8365675,2.9371219,2.1023211,6.579357,2.2498848,2.9050162,2.242873,1.5797881,0.0,2.278256,0.28241596,6.279191,2.1066518,3.4486728,2.4718533,4.2145643,1.7842858,2.5502536,0.0,2.670529,3.650879,1.0,0.0,3.4719388,3.1671379,3.3799155,0.0,2.6928768,0.0,6.133126,4.816141
GalNAc(a1-Sp8,4.6673717,13.896801,2.1002626,1.4799488,5.055442,2.8485098,13.607672,0.0,31.486597,1.8709565,1.858734,3.2536821,2.8661644,3.9028096,23.956913,12.275145,1.8204434,4.4049587,4.0291734,5.609274,32.6684,27.18507,5.2023983,3.4821076,1.0,4.770566,5.409625,6.0491705,1.3132182,1.5735582,1.0,4.997834,1.721908,0.0,3.419724,1.2614459,1.0,2.074284,32.246258,16.363258,31.952425,18.19562,7.8108187,2.7097383,17.333517,9.961618,2.2011805,0.0,2.393818,6.1017094,11.251063,5.5801,3.499131,1.8956704,1.0,6.976794,2.9889874,4.2245417,1.6192816,0.0,30.48109,6.307002,1.0,4.7844567,2.8035042,0.0,3.3253,0.0,1.7510307,0.0,14.089662,5.6860337,11.717693,13.476189,1.300754,1.7266889,32.68412,29.311226,4.2730823,5.108412,3.5976083,0.0,2.3727932,6.348922,3.0508177,0.0,1.150529,0.0,1.7412295,3.0064335,1.0,12.687254,3.9582288,4.1157985,33.314938,23.350948,30.684647,22.871872,24.644268,23.709358
GalNAc(a1-Sp15,3.7624817,13.896801,3.4305444,1.4799488,3.3886786,2.8485098,2.1245697,0.0,19.33865,1.8709565,3.5197194,3.2536821,3.6301708,3.9028096,8.424235,12.275145,3.4427235,4.4049587,2.6605477,5.609274,32.429447,27.18507,5.2545815,3.4821076,1.7291931,4.770566,2.8043406,6.0491705,2.3068542,1.5735582,1.9787139,4.997834,2.1848302,0.0,3.1409135,1.2614459,2.444285,2.074284,21.747702,16.363258,26.993418,18.19562,2.7360773,2.7097383,4.0874896,9.961618,2.3554559,0.0,3.541531,6.1017094,3.8633432,5.5801,3.8232605,1.8956704,1.0,6.976794,2.2177677,4.2245417,2.8282347,0.0,20.187191,6.307002,1.7568223,4.7844567,2.4157271,0.0,3.4966893,0.0,1.0,0.0,7.5486383,5.6860337,27.785881,13.476189,2.47151,1.7266889,28.93455,29.311226,4.4779105,5.108412,1.0,0.0,2.1419566,6.348922,3.0975873,0.0,1.4331745,0.0,2.742227,3.0064335,1.0,12.687254,4.6912584,4.1157985,30.653437,23.350948,26.789213,22.871872,5.1922073,23.709358
Fuc(a1-Sp8,3.8010418,4.0661473,33.152534,27.847301,4.046155,4.3719516,1.0,4.601871,1.0,0.0,2.1339567,2.6045136,24.740261,22.18311,1.8966122,0.0,1.8754387,1.3861594,2.987371,1.5667764,3.4683175,5.435937,5.497079,4.32326,5.442563,2.005497,3.707965,2.7187822,2.8442266,0.022187352,1.0,0.39422357,1.0,3.6349642,2.1663136,2.7164721,1.0,1.400147,1.5107597,2.0039597,1.0,0.0,2.3408015,1.8810196,1.92873,3.9827936,1.6726744,3.1680279,2.47876,1.982312,3.1696463,3.337811,3.4508784,3.4857464,1.0,3.7862673,2.3517025,1.5283874,2.7010398,0.0,4.9668055,6.256791,1.3771855,2.2159207,1.5911919,0.0,1.0,3.5450788,1.7383746,0.45178685,2.136645,1.5791696,3.984374,8.352203,1.8973578,2.1733568,1.0,0.0,1.0,3.3074903,1.0,4.981863,2.0124638,3.2545383,3.1392648,3.4158235,1.7098905,0.79281646,1.0,2.3267412,16.571556,11.850363,1.9952073,2.4370155,1.9679195,0.0,1.9733956,0.0,3.8662817,4.518805
Fuc(a1-Sp9,4.5841103,3.7128026,32.85034,29.664223,5.097468,3.304813,1.0,6.2470775,1.0,0.0,2.2492657,1.8871503,25.486673,23.668022,2.3053656,0.0,1.3953758,1.6737245,2.8432722,2.2461293,1.0,7.632876,6.974874,4.756158,1.0,2.6683004,7.371767,2.9535718,1.0,0.0,1.0,0.09136626,2.1227627,2.3863506,4.8550467,2.0702605,1.0,1.2654123,1.0,3.2478418,1.0,0.0,1.0,2.2559855,1.0,1.5426669,2.4713871,1.6897984,2.9118874,0.0,3.7961724,3.3999312,3.635039,4.5100613,11.293216,2.0833745,2.8993082,1.8604639,2.8144238,0.0,5.6882057,8.819916,1.3140826,1.9955907,2.3431065,0.0,1.9260696,2.2101185,1.0017469,1.056982,2.1684973,1.8986645,2.8493023,9.16924,1.3624096,1.8580573,1.0,0.0,1.0,0.0,1.0,5.7660494,2.8993518,1.0034312,1.639539,2.8610098,1.9892086,0.0,2.5334077,0.7970381,15.521586,13.404314,3.422554,2.5915523,2.7461874,0.0,2.665218,0.0,3.3387198,1.6958449
Neu5Ac(a1-Sp8,3.3619902,3.7223206,2.036754,2.9141216,5.70501,3.4975557,1.0,0.0,1.0,0.0,3.3153796,2.0290911,4.0907474,3.3750062,2.2306437,0.0,1.0,2.0669522,2.4449334,2.2263658,1.0,5.472292,4.842226,3.4139566,2.9191186,4.178747,1.5791734,1.5878663,3.1565197,0.0,1.0,0.0,1.3141212,0.0,2.9603639,1.1075549,2.9893773,1.3504117,1.0,0.5408964,1.0,1.8102729,2.4053023,1.4785671,1.0,1.2411954,2.3012486,0.7276729,2.893501,0.0,3.5115395,2.9621181,2.8245504,1.4678987,10.326054,3.1577797,2.3452053,3.0861833,2.1738713,0.0,4.950878,2.7802417,2.242815,2.0054893,2.4074178,0.0,3.2786298,0.19490036,2.354189,0.0,2.0816562,1.8256917,4.670869,4.6518164,1.5857723,1.4213336,1.0,0.46722832,1.0,0.5092314,7.3481274,5.2324243,3.2603905,1.1231759,3.1009874,1.6139611,1.0,0.0,1.0,1.1776607,1.0,0.037970066,1.0,2.4327018,3.216272,2.5963006,2.9767537,0.0,6.7661905,8.650127
Neu5Ac(a1-Sp11,2.9505792,4.0083666,1.0,4.8943834,4.8174357,4.522867,1.0,3.5338128,1.0,0.0,2.9263794,0.9083956,2.5692847,4.741913,1.0,0.0,1.8100238,1.7307401,2.676939,1.7235773,3.3658571,3.8085666,3.8083708,3.7694316,3.3120966,3.7504,1.0,1.5764672,2.4642773,0.94309604,1.0,0.0,2.8823543,0.0,3.1283994,1.2044591,1.4367925,1.0923696,2.0154696,1.0164831,1.0,1.0876335,1.6622173,1.4512166,2.0776968,1.4256899,1.0,0.643236,2.0909493,0.0,4.250886,3.2942142,1.6524756,2.165492,4.7908945,3.466408,2.3933716,2.7792845,1.4560391,0.0,2.3662984,4.7311416,1.9852054,1.4965076,2.224775,0.0,1.3268574,0.3434744,2.2710242,1.1962502,2.6517859,2.0329924,6.2270784,3.2777133,2.0723298,2.3839202,1.0,0.0,1.0,0.8649446,1.0,4.636003,4.0252223,1.9435201,3.488049,2.2025127,1.584824,0.0,1.0,1.5930755,1.0,0.0,5.6980357,2.6552,2.3096006,0.0,1.9835356,0.0,5.0166144,9.213272
Neu5Ac(b1-Sp8,2.6651933,2.5006855,1.0,2.8133945,4.8545356,5.447638,1.0,3.005772,1.0,0.0,2.6266127,1.1875044,3.2216172,3.1373782,2.0103195,1.7178626,1.4260267,1.4815189,3.126894,0.9244399,2.9933064,3.7816515,5.164801,2.9470563,1.0,1.3645017,1.0,0.8221159,2.4759521,0.51615345,1.0,0.0,1.0786016,0.0,2.7687554,1.822109,1.1430137,0.8974998,1.0,0.0,1.0,0.0,2.4445066,0.9026956,1.0,0.0,1.3431246,0.8791057,2.6738653,1.736403,4.560828,2.7173939,1.4865501,1.410061,1.0,3.736189,1.0,2.222513,1.750612,0.0,6.5325017,1.7927177,1.0,1.0066384,1.5191689,2.5527716,2.090955,0.67955536,2.4488082,0.0,2.4569,0.0,4.095957,1.9500726,1.0,1.7078699,1.0863322,0.0,2.0012867,0.5826972,1.0,0.0,2.733306,3.4235718,2.859788,0.0,1.848811,0.594149,2.3043554,1.0942286,1.4804766,0.0,6.8592663,2.326734,2.8690598,0.0,2.2630093,0.0,6.348068,12.079126
Gal(b1-Sp8,3.7055128,2.9029584,4.267473,2.0794468,8.227545,6.423878,2.8258302,2.0502968,1.3317621,0.25847697,2.935733,3.7275243,2.9281697,3.549272,3.4669135,12.766796,1.5346632,2.8032525,2.9680963,2.6164677,7.3878684,10.895391,5.269816,4.022667,4.9374146,3.667482,1.4414399,0.3830194,1.4541972,0.6188437,2.4140453,0.0,2.2448442,0.0,3.0715468,2.5997863,2.5806866,1.6760538,3.7695963,0.46020532,1.0,0.0,2.2020333,2.8238664,1.0,0.0,2.8309326,0.0,2.9358752,0.0,4.2991548,3.5306177,2.0912485,2.2598429,1.0,2.2309668,1.2584283,2.7103443,2.2316499,0.0,6.529044,6.9995055,2.3680785,2.6793728,3.2044566,12.929605,2.56918,0.46922505,2.8314855,0.50696504,3.475837,0.0,29.637375,22.076424,2.259223,1.8503734,2.7040577,0.0,1.7581335,0.0,4.9640427,2.749775,4.0059104,3.0987945,3.2592518,3.2245998,1.0,3.0782309,3.475572,1.2452977,1.0,0.0,4.642704,3.943096,2.6405537,0.0,2.8376868,8.597704,5.924806,5.0922356
Glc(b1-Sp8,5.870715,2.7082903,3.59274,3.014822,7.956814,5.288597,2.173344,3.4885716,1.0,2.3203335,2.6667714,2.6904833,3.3481514,3.8415124,1.1468027,2.594195,2.1973815,2.8488424,2.8617785,3.0213661,5.667083,10.9536915,4.5820417,3.3975134,1.0,2.4287379,2.1309512,1.3962593,1.193091,0.0,2.4637036,0.0,2.463036,0.0,2.83066,1.3629203,1.7315031,1.6430316,1.0,0.0,2.2757518,0.8332732,2.650643,2.645363,2.7735012,1.9857997,2.5835612,1.2837265,3.0457604,0.0,4.41757,3.089609,2.6953108,1.594738,1.0,1.6677101,3.0531428,2.5812373,2.1319344,0.0,2.7112777,6.259701,2.908686,2.299515,2.922952,0.0,2.549091,0.9664121,1.0,0.0,2.6797652,1.0461483,6.201753,6.064288,3.8369894,1.3359948,1.0,0.07686305,1.8225406,1.0244727,5.621309,0.36506867,3.0345786,1.4065773,4.708086,0.0,1.2916926,0.0,3.350865,1.3832673,1.0,0.0,4.5670786,2.9049973,2.4831305,2.9758825,2.3668787,2.041951,7.542069,8.938318
Man(b1-Sp8,5.055119,2.6050107,2.8927872,2.1004007,3.941032,6.339792,1.6786163,3.7688403,1.0,0.0,2.6260123,2.2334275,3.1816792,3.1102595,1.6396878,1.681449,2.1912565,1.3871312,3.378225,1.4917741,6.765131,4.431538,5.0210795,3.9623194,1.0,5.5985584,1.6273677,1.4970605,1.0,0.0,1.1527847,0.0,1.7982081,0.0,2.522155,2.0994155,1.0,2.171055,1.9218507,0.0,3.032068,0.0,2.3039095,2.6901484,2.737837,1.3894625,1.7209911,3.7747347,2.677955,0.0,6.470152,3.3158536,2.7784119,1.6202507,1.0,2.4875236,3.7170174,2.2736516,1.7105743,0.0,2.5620828,2.9059885,4.0566688,2.9822016,3.1477282,5.2701817,3.1245663,3.1947582,2.3107889,0.0,2.1991112,0.0,5.5535345,3.608574,4.2517242,1.9384754,2.3577397,0.0,2.4659023,0.36933178,5.1038566,0.0,2.89828,1.1704402,3.420606,0.42492536,1.6331215,0.986432,3.6540537,1.6889052,1.0,0.0,5.36021,3.2810125,1.0,0.0,1.8707025,0.0,5.9549026,4.2981696
GalNAc(b1-Sp8,3.7166362,5.8879786,2.3546731,0.0,4.132058,4.0774546,1.9049777,5.404702,1.0,9.258312,3.1676667,2.5035841,3.8915448,2.160759,27.247889,11.341654,1.0,2.1628916,2.4440477,1.9464512,35.526646,14.613155,6.4409766,3.6201015,5.8021097,1.6751206,2.2582006,4.5838118,2.821343,0.38716698,3.1138275,3.267089,2.8311415,0.0,3.4592805,2.5467753,2.1761472,1.1408272,15.442527,1.1613235,14.2873125,4.37712,2.5665424,3.177545,11.561847,3.8625119,1.8192179,0.9249433,2.2275243,2.3262763,4.887864,4.029593,1.4648144,2.337022,1.0,4.3113356,1.8505404,1.970507,2.401131,0.0,20.675722,13.06502,2.8718965,1.9721596,3.047304,2.3543181,2.5720086,1.5492408,2.861626,0.0,2.4157772,2.7475283,16.82869,0.0,1.555833,1.4454355,30.003506,13.671606,8.372955,5.0012016,4.4339604,0.0,2.7272458,6.249645,3.9892347,0.0,1.5115552,2.4306989,2.7073712,1.8331513,1.0,0.0,5.404386,4.231757,30.86705,16.035873,30.00876,16.929316,19.165993,16.501305
GlcNAc(b1-Sp0,4.651433,8.113895,2.4920495,2.9060588,6.604853,8.1234,1.0,0.0,1.0,1.2235284,3.0599337,3.7033987,3.0881457,4.181701,1.4431504,0.0,2.1315768,2.0261793,2.3949997,1.6260202,34.3063,14.119305,5.1277294,2.9141154,1.0,2.1099722,1.0,0.786024,2.5512795,2.2888362,1.0,0.0,2.7039187,0.0,2.9736235,2.778583,1.1476638,1.4056673,1.9671208,1.8795182,1.960255,2.31215,2.855009,2.05614,1.9454331,2.1977804,2.1628776,0.0,3.36611,2.9049313,3.9749117,3.2087846,2.0152829,1.3063134,1.0,7.2373304,1.689996,3.0921268,1.6071297,0.0,2.2430203,4.8997293,3.1344638,2.521025,3.3894353,0.4536686,2.6121924,0.0,1.6094042,0.0,1.0096238,2.6842968,2.927428,4.2623544,1.0,2.3959422,3.227018,0.0,2.2743301,0.66315895,1.0,0.0,2.742729,5.0349126,2.894138,0.0,1.2422777,0.0,3.3713613,2.4667988,1.0,4.008785,3.3181953,2.472309,2.9959307,0.0,1.9517188,0.0,23.658377,23.619158
GlcNAc(b1-Sp8,5.348889,7.8331814,3.89436,2.4602728,12.001053,8.8481,1.0,0.0,1.0,0.90590894,2.4011033,3.5480933,3.503184,3.1211603,1.0,0.0,1.9999729,2.2179303,2.123868,2.2691896,34.31516,12.699839,4.7150106,2.9161513,1.0,2.898017,1.9361166,0.27475145,1.0,2.2499573,2.2576692,0.0,1.410139,0.63121456,3.3827827,3.2926695,2.0652092,1.3262285,1.0,2.0511036,2.6562083,3.4920177,2.6461675,2.2986896,1.0,0.0,1.540697,0.0,2.4696503,3.223776,4.07332,3.2287397,1.8706357,1.5723696,1.9498729,5.5367026,2.134681,3.3598497,2.3561616,0.0,2.2456524,6.2185807,1.0,2.5431433,2.7327192,0.75189346,2.3402722,0.0,1.0,0.0,2.7065887,2.6305885,4.753678,4.6161523,2.0453694,1.8995059,1.0,0.0,1.5167276,1.4881616,1.0,0.0,4.243515,4.596442,3.845736,1.3365222,1.5135003,0.0,2.0329661,2.6994345,1.0,4.2593055,2.7639227,2.5238302,1.2373933,0.0,1.0,0.0,26.809097,21.813889
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp8,3.576848,2.8787234,2.213061,0.0,3.2171195,7.1084795,1.0,0.0,1.0,0.0,2.9990432,0.0,2.7229953,0.0,14.389088,13.075176,2.6760373,2.2524748,2.6102455,1.8565013,5.2392445,9.375079,3.7257378,5.0966196,1.0,2.5753608,2.5272028,1.4909431,5.5190372,3.9877515,22.388447,15.747673,2.302777,0.49773443,3.4614553,2.9763737,1.0,1.930728,2.2379272,0.0,1.2864671,0.0,2.0448573,2.3312752,2.3446324,0.0,1.4945394,3.1220808,14.010896,4.306076,5.925956,3.6762247,2.3670154,2.9897518,6.357695,2.5345843,2.3176432,3.642048,2.596608,0.0,2.3877764,3.1453297,2.004745,2.8143604,1.9145353,7.227277,1.9452349,2.4597476,1.9998292,0.0,3.170449,0.0,34.49932,30.49939,1.0,5.426609,1.0,3.7347765,8.01358,3.2963843,1.0,0.49563456,20.754534,6.6096964,3.9816115,0.54664266,2.1641948,0.0,3.210594,2.33712,1.531632,0.0,3.5195808,4.955201,2.9385238,2.618134,32.27691,30.450235,28.284147,7.8162856
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp14,4.3894296,3.6987472,1.0,0.0,3.690154,7.642705,3.3323855,0.89144564,1.0,0.0,1.9178556,0.0,2.951756,0.0,9.783453,16.81351,2.2045069,2.4367108,1.0,2.2587414,6.133899,7.8869686,6.0937557,4.036711,1.0,1.2464428,1.0,1.7482035,1.0,9.677837,14.412035,22.45776,1.4853235,0.0,4.0276165,4.002927,1.0,1.7498871,1.0,0.0,2.495018,0.0,2.040101,2.2377965,2.1668959,0.0,1.7844023,0.0,4.0137305,18.07197,4.550286,3.9817266,2.5999975,2.8507159,1.0,5.195127,2.6237807,3.5362422,2.2480066,0.0,4.411351,4.3119,1.4090234,2.855267,2.805472,8.208255,2.3839495,0.0,1.8864151,1.7196643,3.2884421,0.0,31.975203,35.729893,1.0212455,5.037366,4.000951,4.941558,2.594099,6.2694607,1.0,3.4221864,8.880147,18.215376,2.4445066,2.502771,1.0,0.0,2.558904,7.5472345,1.0,0.0,5.693198,5.181404,2.8110015,5.183151,30.128254,34.123672,5.1075835,22.340797
GlcNAc(b1-6)[GlcNAc(b1-4)][GlcNAc(b1-3)]GlcNAc(a1-Sp8,3.4285393,19.73093,1.0,1.2139044,8.269552,13.064285,1.0,0.0,1.0,0.0,2.1118808,4.1647425,2.5811143,3.006071,2.2155187,5.051122,1.2134483,2.2856722,1.0,0.25730565,10.18441,5.7597823,4.78156,2.7774491,1.0,3.886588,1.6345513,0.71958184,1.0,7.123785,1.3242918,0.33349556,1.0,2.3864055,2.7671087,2.8794174,2.2125828,1.7404171,1.0,1.6928465,1.0,0.0,1.6737044,1.3991859,1.0,0.0,1.7163616,0.0,2.4261506,14.095137,3.302061,4.1066527,2.4713736,2.225678,3.3458917,10.518323,1.7520547,4.6307893,1.4491394,0.0,2.5438387,0.0,5.625127,4.8198004,1.1816658,8.140342,1.6740673,0.0,1.4852933,0.0,2.6397803,1.2824407,2.1882813,4.706863,1.2767463,3.6382315,1.0,0.0,1.7652303,4.983327,1.0,0.0,2.6800416,13.516663,3.69795,0.0,1.0,0.0,1.0984758,8.54571,1.0,13.901852,2.324633,2.5324516,2.150108,0.0,1.1162131,0.0,14.361027,33.936584
6S(3S)Gal(b1-4)(6S)GlcNAc(b1-Sp0,3.236532,3.8098392,1.0,3.8171191,2.4877198,3.0073142,1.0,0.0,1.0,0.0,2.2035754,1.4373616,2.8345444,5.491063,1.0,0.0,1.0,0.0,1.0,0.0,4.1106095,0.0,3.8776526,5.2230396,1.1986386,2.5937028,1.0,2.231757,1.9242933,0.5127144,1.0,0.0,1.7013254,1.3908397,2.7349448,5.1343203,1.0,1.2468017,1.0,0.0,1.0,0.0,1.0,1.3636189,1.0,0.0,1.0,2.3833659,6.7865376,2.919027,4.7096467,5.2040443,1.0,2.4074116,18.87926,19.006409,2.4177318,2.0990076,1.0,0.0,2.6030326,0.0,1.2653468,1.8824717,1.0,0.0,2.2428646,2.633895,2.0652776,0.0,2.8095222,3.5507185,15.726095,11.958868,1.0,3.150352,1.0,0.0,1.0,0.0,7.6559224,9.942097,9.900298,5.0202427,2.7193072,5.022588,1.0,0.0,2.1043673,2.8927443,1.0,0.0,3.194495,4.849615,2.0901637,0.0,1.0,0.0,8.710031,8.184744
6S(3S)Gal(b1-4)GlcNAc(b1-Sp0,3.3814023,2.3035398,1.0,0.0,3.4091945,3.6270504,1.0,0.0,1.0,0.0,1.3528154,1.9502547,3.728745,0.88548744,1.0,0.0,2.2525141,0.0,1.0,0.0,1.0,8.866819,4.248542,4.2014456,1.0,1.7300253,1.0,1.6434044,1.0,2.1497083,1.0,0.0,1.0,1.0266477,2.6322474,3.4901059,1.0,1.6521027,1.0,1.0079169,1.0,0.0,1.0,1.956521,1.0,0.0,1.0,0.0,2.271824,7.037695,4.148601,4.711828,1.0,2.1125891,11.8107195,16.581718,1.9328878,2.5968924,1.9556226,0.0,2.548188,1.8934481,1.6917332,2.3342185,1.0,0.0,1.6835672,0.0,1.8633752,2.1444945,1.509711,0.0,5.7947655,9.874177,1.0,1.9598433,1.0,0.0,1.0,0.0,1.0,9.739248,4.9973493,7.8076963,2.7480073,6.974785,1.0,0.0,2.5518954,5.7765174,1.0,0.0,2.1685753,3.8533726,2.3032012,0.0,2.407071,0.0,5.2706556,10.79444
(3S)Gal(b1-4)[Fuc(a1-3)](6S)Glc(a1-Sp0,3.8963077,4.475522,34.061417,25.163778,3.042579,3.755135,5.650361,2.938436,1.0,0.0,4.526063,1.9373157,21.81414,20.092354,2.9407544,1.0265872,3.4055855,1.1355653,3.167489,0.23748231,4.6666803,2.9313402,7.309786,5.624176,5.071572,4.3532114,5.0715675,2.877665,1.2100886,0.80254805,4.5207667,0.0,3.2678857,2.2747805,4.273116,2.79885,2.9122765,1.5548897,3.3594527,0.7449355,3.3048184,0.0,3.6307728,1.6773255,3.6887257,0.0,3.3300846,2.6398287,3.1583502,0.4094559,5.6010485,4.455294,4.2169037,3.6778853,1.0,7.1632047,3.6160293,2.2921412,2.522092,0.0,4.1656637,2.009736,3.5113575,2.5871792,3.930965,0.0,4.9499307,3.3072996,3.5882068,3.0734377,4.712965,1.1174575,7.8315063,4.2369657,3.267714,2.6191783,1.0,0.0,3.9716723,1.2956014,1.0,4.399017,3.589879,3.3559337,3.5482085,3.8567843,1.7581416,0.0,3.0938528,2.885235,1.0,0.0,6.1511035,4.0918913,3.4520123,0.0,2.848375,0.0,7.1081777,1.0779072
(3S)Gal(b1-4)Glc(b1-Sp8,4.029947,1.5203725,2.5203538,0.0,10.215815,4.79854,1.0,0.0,1.0,0.0,3.2734797,2.8567872,3.3480296,1.6607282,1.0,0.0,2.6348176,0.0,2.3706124,0.0,5.037495,7.009555,3.9597898,5.0151057,6.41672,2.8630226,1.0,1.3968651,1.7024014,2.7247357,2.508646,0.0,1.9238566,1.381631,3.0383728,5.1348577,1.7297837,1.9598603,1.94654,0.0,2.5695322,0.0,2.2000551,2.317449,1.5072061,0.011224866,1.3438033,2.9900742,2.0656135,5.7499895,4.453375,4.2828207,2.1690695,2.2860286,27.294716,12.265229,2.4761398,2.7261086,2.2230177,0.08792314,4.086264,3.0573654,1.6830614,2.3305874,2.8614874,1.794389,2.1952689,3.8183198,2.8860457,0.0,2.0543985,2.1383932,2.8924057,5.396464,2.776876,2.353762,2.2153032,0.0,2.2399468,0.0,2.7576942,0.0,2.4804745,6.3872175,3.5367954,2.6352463,1.7933525,0.0,2.6854742,4.192753,1.0,0.0,4.9692454,3.6188576,3.1101763,0.0,2.551756,0.0,6.262315,6.9241996
(3S)Gal(b1-4)(6S)Glc(b1-Sp0,3.441575,2.8501682,2.6387155,2.0510101,8.034899,4.03382,1.70339,0.0,1.0,0.0,1.7475121,2.7195053,3.2507942,2.7592895,2.030283,0.0,2.9325716,0.0,3.2910903,0.0,3.011491,1.2281133,4.334414,5.477146,4.726749,3.6319938,1.5703288,1.3756714,1.7982906,1.2203915,1.0,0.0,1.9116231,0.8038713,2.8313265,4.7147937,1.1223725,1.9828997,2.4893656,0.0,2.2462523,0.0,1.4660988,2.415438,1.7221355,0.0,2.5094814,3.5070615,1.8793398,4.4926767,3.6683073,4.9271827,1.0,2.6888092,28.646133,15.381842,2.5774028,2.5657506,1.8335156,0.0,2.195879,3.2782385,2.3541453,2.7439268,1.7615696,0.0,2.613783,5.0291266,3.9679792,0.0,1.3067304,2.9392953,3.4927783,7.8329344,1.8554115,2.7117548,2.9721856,0.0,2.012155,0.04280579,2.7521615,0.98528385,3.3620107,6.7421794,3.3514245,0.26225507,1.8564687,0.0,2.4144013,4.5246816,1.0,0.0,4.221861,4.360039,1.5764285,0.0,1.0,0.0,5.298581,6.7328386
